row ID,row m/z,row retention time,PB1_C18NEG_2.mzML ,PB2_C18NEG_3.mzML ,PB3_C18NEG_4.mzML ,6111_U4_C18NEG_42.mzML ,6101_U2_C18NEG_30.mzML ,6102_U1_C18NEG_26.mzML ,6110_U2_C18NEG_34.mzML ,6105_U4_C18NEG_47.mzML ,6103_U4_C18NEG_53.mzML ,6105_U1_C18NEG_43.mzML ,6104_U1_C18NEG_55.mzML ,6113_U4_C18NEG_62.mzML ,6105_U2_C18NEG_40.mzML ,6113_U3_C18NEG_15.mzML ,6102_U3_C18NEG_48.mzML ,6101_U3_C18NEG_29.mzML ,6108_U4_C18NEG_18.mzML ,6104_U4_C18NEG_12.mzML ,6111_U1_C18NEG_51.mzML ,6105_U3_C18NEG_39.mzML ,6110_U4_C18NEG_10.mzML ,6111_U3_C18NEG_54.mzML ,6104_U2_C18NEG_19.mzML ,6101_U1_C18NEG_59.mzML ,6111_U2_C18NEG_35.mzML ,6113_U2_C18NEG_31.mzML ,6101_U4_C18NEG_14.mzML ,6103_U3_C18NEG_61.mzML ,6108_U3_C18NEG_28.mzML ,6109_U1_C18NEG_58.mzML ,6104_U3_C18NEG_32.mzML ,6110_U3_C18NEG_45.mzML ,6108_U2_C18NEG_27.mzML ,6108_U1_C18NEG_44.mzML ,6102_U4_C18NEG_50.mzML ,PooledQC10_C18NEG_64.mzML ,6103_U2_C18NEG_60.mzML ,PooledQC9_C18NEG_57.mzML ,6102_U2_C18NEG_16.mzML ,6112_U2_C18NEG_37.mzML ,6110_U1_C18NEG_11.mzML ,6112_U4_C18NEG_63.mzML ,6109_U3_C18NEG_52.mzML ,6109_U4_C18NEG_22.mzML ,6109_U2_C18NEG_13.mzML ,6106_U4_C18NEG_36.mzML ,6113_U1_C18NEG_24.mzML ,PooledQC5_C18NEG_25.mzML ,6106_U3_C18NEG_20.mzML ,PooledQC6_C18NEG_33.mzML ,6112_U3_C18NEG_56.mzML ,PooledQC4_C18NEG_17.mzML ,PooledQC8_C18NEG_49.mzML ,PooledQC7_C18NEG_41.mzML ,6103_U1_C18NEG_21.mzML ,6106_U1_C18NEG_23.mzML ,6106_U2_C18NEG_46.mzML ,6112_U1_C18NEG_38.mzML ,Prerun_PooledQC3_C18NEG_7_1.mzML 
5458,246.0383146,3.487764,0,0,0,92775.07,75916.83,97662.73,113493.88,72250.68,59849.734,88014.48,68213.305,103244.51,93632.41,87033.57,75793.516,75428.414,83487.95,49852.137,75884.96,97839.16,70257.74,91486.516,91215.22,81571.07,88135.41,89899.664,76212.59,44857.91,81413.336,87336.19,101144.38,76906.555,74977.05,47736.598,85557.06,74552.13,33957.76,72685.984,90345.34,84744.57,80465.27,86482.414,93735.9,97951.086,41470.8,34342.883,52594.74,80598.555,37839.184,75853.97,89357.93,79297.484,75768.06,79696.375,44134.77,50919.168,56852.46,72572.12,66746.31
5462,299.0779036,3.5089996,0,0,0,2514.0671,5905.496,4428.641,2112.3293,3174.4722,4038.055,3405.3052,6249.542,3568.295,7577.085,5389.376,3620.2405,2856.0466,5265.734,11651.545,3706.306,3228.7979,5621.229,3321.5396,3134.058,8337.675,3922.6433,5445.463,3840.6516,5521.36,6675.738,5504.3047,2676.0703,6180.059,3012.1934,9420.322,4794.814,7866.1997,4591.7524,7817.1313,3995.1228,3322.1,2846.8848,2848.5,4797.206,5771.893,5053.6733,70588.4,11051.1,9887.391,59476.617,9896.558,3208.7944,8085.18,8025.4263,7088.3784,4554.2056,33840.35,50499.89,3836.7847,7600.4526
5467,412.1043739,3.5234444,0,0,0,1316.6816,1395.9752,1712.9783,1042.0242,1563.0499,1918.7172,2233.1006,2092.3877,1287.6421,1172.5934,1600.1484,2490.0908,1395.8134,2710.1301,1474.9504,1474.039,1432.1593,1762.8347,1012.8626,1871.9504,1151.1635,0,2225.625,1731.9978,2615.238,1417.574,2572.923,2068.0154,1558.6128,2003.6177,1409.192,2341.7551,27216.2,2578.665,28061.295,1708.56,1352.3623,2162.174,3003.7444,1252.2726,1110.8337,7581.9746,172277.2,2693.382,13898.22,98439.695,25564.473,1460.375,22091.29,22813.357,26797.05,2889.5747,121403.62,178766.89,2023.4983,36600.82
5470,640.1346989,3.515307,0,0,0,1059.8517,0,0,0,0,0,0,0,0,0,0,0,0,0,1204.1045,0,0,0,1014.43317,0,0,1339.7291,1141.5093,1104.5957,0,0,0,0,1061.4268,0,0,0,1851.645,0,1358.479,0,1163.2562,0,2055.9282,0,0,1183.7305,41486.535,1001.65405,1355.1865,18430.67,1172.7073,1614.1666,1208.2946,1750.0394,1183.4652,1004.2398,18236.332,27888.512,2125.3909,1631.3704
5471,359.1345229,3.5043359,0,0,0,7766.5327,10761.731,9616.301,7535.427,10072.25,31457.898,29887.994,10093.685,14561.922,18294.709,11413.756,11339.057,10328.306,9590.752,12201.917,8740.752,11187.48,11843.775,10048.049,12882.698,11793.996,9116.766,11846.026,14645.436,19987.285,11529.711,9522.325,20270.47,14088.556,6087.46,10197.782,17263.744,13412.47,17345.98,13777.866,17652.885,14690.62,17286.783,17726.129,24089.617,7470.3633,25039.86,17903.504,28489.58,13849.88,13751.544,14876.317,19808.662,14174.964,14006.599,15328.032,24231.426,28799.846,10106.919,38066.82,13704.994
5474,646.1484738,3.4809453,0,0,0,1028.9313,0,0,0,1050.3788,0,0,0,1085.9391,0,1081.0256,1265.5255,1068.9777,0,0,0,0,1035.6687,0,1078.3728,1127.2118,0,0,0,1009.07556,1329.6609,0,0,1161.3425,1337.5679,1451.6039,0,1603.0844,0,1359.8254,0,0,1530.1895,0,1052.0999,1104.7347,1602.4609,25295.309,1048.1487,0,17037.803,1821.067,1028.73,1354.8898,1379.8022,1297.9274,1027.6202,18261.264,24622.361,1017.9908,1932.1567
5476,396.1296871,3.506251,0,0,0,1237.822,1081.25,0,0,0,0,0,0,1063.486,29644.002,1658.1823,50946.96,1249.0352,0,1404.072,0,1136.7618,0,0,0,0,0,0,1928.8834,1125.0847,0,1095.8583,0,0,0,0,1840.1456,3252.2883,1135.9546,3336.616,2191.4717,0,1091.25,1331.3066,0,1230.889,1853.0002,0,1374.1575,3054.0322,1113.4076,2844.323,0,2529.255,2814.132,3105.356,1578.4525,0,0,0,2403.0996
5485,242.0127593,3.5351999,0,0,0,15092.338,7215.1846,4597.5,3201.7102,4437.1504,2932.0889,11552.6045,3519.1174,2533.8513,3477.078,5187.0244,5145.933,8420.068,2601.1196,9950.675,25155.39,3636.0066,4676.793,25434.854,7452.86,12760.721,64535.11,2965.207,17278.309,2858.699,4112.115,8201.17,6991.7104,6064.3794,2333.661,4744.124,7453.9434,6347.796,2773.0554,8363.331,7208.1475,4998.458,4418.7983,3962.54,3292.9316,3437.4045,1886.9668,6600.4126,2465.7039,7061.2256,7223.06,6651.3833,3812.2273,8711.888,6802.702,5997.002,2444.0713,2639.191,3694.031,4277.116,6619.737
5488,399.1658463,3.5125732,0,0,0,14871.461,29974.57,5545.9253,20128.006,7750.1367,14633.692,15352.407,6273.625,15840.924,12296.053,10557.887,8035.0415,26869.438,38039.152,11131.531,6511.0005,15649.035,26473.316,8432.964,37289.703,10896.369,12276.531,17206.936,23005.404,14728.16,25738.57,23514.453,19038.691,7368.4385,12428.568,17749.023,21749.133,17511.814,18624.533,15936.601,19303.174,12346.696,7257.6284,19850.107,23248.732,34920.754,41441.26,11336.248,19340.87,17274.58,8424.809,18047.129,19501.787,15774.241,15359.318,15895.091,22149.193,6341.928,11270.076,20476.854,15850.423
5496,432.1630539,3.520238,0,0,0,0,1380.7079,0,0,5089.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097.158,0,0,0,0,0,0,9608.015,1024.1272,9435.321,0,2196.4832,1288.1014,2293.3845,0,0,0,122806.195,1275.929,10559.001,107453.48,10621.96,2997.6877,10312.81,10456.047,8508.82,0,113624.945,76456.38,3325.6038,10910.425
5497,666.2107603,3.4754212,0,0,0,1416.0035,1618.9263,1036.3748,0,0,1110.3527,0,0,1564.7551,2672.6118,0,1221.0557,1674.9291,1616.4081,0,1613.0784,0,1244.1406,1934.6602,1022.8949,1316.1959,1431.8645,1097.072,1399.5922,0,2019.6378,1920.9108,1286.2084,0,1258.0504,0,1612.1881,1254.7797,0,1300.608,1944.9751,2111.2246,1590.6422,1998.8192,1347.7789,1434.144,2377.3408,24423.537,1341.9752,1645.6777,19193.006,1300.8948,2997.7664,1446.3496,1412.1259,1230.3395,1079.5952,24312.031,13317.599,1394.0521,1938.8344
5498,251.0127774,3.5241196,1012.81335,0,0,1514.0778,1187.0214,1249.9388,2018.757,2546.0176,8027.596,1766.6525,7667.6064,3335.4873,1094.886,1323.4531,1508.9889,0,30391.889,1384.7224,1193.2793,6249.7,1228.4624,1232.5768,10408.104,1024.9819,1281.1653,1026.3815,1144.2112,2024.2477,42809.887,1042.9615,4200.098,1651.9254,1775.1958,1453.7892,1506.0596,4202.62,1277.2374,4708.3423,0,1560.011,3347.0083,1194.4027,1398.7942,1984.8402,1181.5922,1102.6975,1996.6006,5156.507,1331.802,4051.1418,1105.4019,5060.4707,4640.7476,5828.9556,3491.7756,1331.1654,1797.6208,64844.105,5236.7476
5500,404.0405389,3.5108356,0,0,0,1378.1066,2491.6528,1597.4543,1505.1329,1509.6803,2086.8123,1168.2577,1435.2014,1067.8706,4034.314,1981.821,1345.4479,2366.8994,2022.5052,1688.1333,2318.4077,1671.3956,1753.3916,2650.6694,1528.5131,2121.148,2282.02,1581.4042,1982.4001,31678.455,2385.8706,24467.291,0,1340.76,2424.8167,1266.0293,2680.0635,6091.256,30001.076,5698.5166,1595.0509,1856.7458,1359.4247,2419.728,2029.007,2137.6726,83977.86,20893.867,1696.3433,5841.625,22015.166,6343.136,4128.914,6028.827,6415.339,5193.5933,28140.117,11906.954,11735.693,2218.9946,5345.052
5509,279.0487341,3.5694659,1080.1235,0,1112.3672,1180.445,0,1334.9155,1316.9282,3898.331,1216.187,0,1269.7241,0,1331.2808,0,2529.6912,3070.7632,1055.77,0,1349.2487,1167.8173,1222.9835,1039.3658,1025.4861,1355.9954,1068.2233,1141.5078,0,4192.065,1040.0714,0,0,1172.0447,1087.4159,0,1487.4237,96142.85,0,97521.04,0,2276.9812,1150.526,1109.1312,0,1542.6011,1538.286,45889.48,1895.6161,99696.24,62323.05,99812.086,1034.7313,102362.375,96415.016,93199.94,1829.8033,91721.43,94175.1,1338.0358,96130.74
5514,644.2299704,3.4838455,0,0,0,0,0,0,0,0,0,0,1034.9066,0,0,0,0,0,0,0,0,0,0,0,1635.3455,0,0,0,1012.68085,0,0,0,0,0,0,0,1035.7903,0,0,0,1273.642,0,0,0,1148.6294,1036.6277,13814.725,0,0,0,0,0,0,0,0,1083.5602,0,0,1022.37195,1197.5078,0
5537,241.1189304,3.5363464,1118.5065,0,1238.8538,39766.297,95559.96,77710.125,11695.774,35093.35,43619.855,39116.164,88269.55,47745.69,94670.875,71889.23,38540.57,45358.375,76049.89,202424.25,41363.18,32239.088,89794.76,36286.71,31034.621,155722.47,45752.266,79317.09,36972.58,34325.547,95634.03,50394.95,31133.111,63383.062,39161.44,131956.73,42865.12,65623.445,39089.246,59723.586,43652.5,60401.016,42161.75,34008.797,79522.125,98585.3,46556.64,39107.92,207328.4,67630.47,69064.68,62024.258,43419.02,63404.76,60738.934,61412.03,93325.375,55030.95,21301.646,71412.836,61389.168
5551,150.0561595,3.5422175,0,0,0,1171.8206,1434.4391,0,1310.9158,0,2278.505,1726.2592,3199.7202,1211.224,4982.3477,0,1261.2115,1164.2526,2214.873,3675.0046,2063.6155,2281.0044,0,1768.0823,8291.018,1618.1124,2374.422,1383.4296,1292.2903,20435.74,2018.2683,31396.867,1171.4879,0,3400.489,1064.0194,1638.9292,8617.5205,17382.72,7716.8057,1508.4083,1197.7648,1281.014,1655.605,2262.121,3922.1167,109062.72,31258.113,0,6202.522,27972.39,7092.087,1400.4558,8717.842,8120.5845,6927.043,21974.932,1295.3623,2951.9502,2266.2598,6825.1235
5558,287.0226726,3.5484796,0,1061.2521,0,41345.473,15155.293,27982.443,3729.8914,2974.843,70927.52,55467.902,43070.09,117795.87,107549.51,25863.986,14184.953,60028.363,25674.816,24769.52,100767.41,69797.516,3791.1406,93540.66,37494.68,30377.81,67508.14,110847.98,14560.585,261914.73,42640.188,37306.98,54549.047,21471.611,3181.891,18200.953,13927.295,70832.61,31508.225,77197.42,55446.543,94158.8,33590.1,75032.17,145113.12,5230.3774,85071.28,15259.816,186540.11,72929.36,12003.413,83232.03,162819.52,70543.336,75915.336,73922.35,179881.8,9290.578,22847.262,208885.6,60211.152
5562,507.080631,3.5817912,0,0,0,1448.2427,0,0,0,0,0,0,0,0,0,0,0,1123.6481,1141.8225,1120.4215,1060.9918,0,0,1246.5981,0,0,1161.2858,0,0,1012.8772,1076.8129,0,0,0,1049.078,0,1162.2799,22013.758,0,19648.135,0,1104.828,1443.6183,1329.2539,1413.5747,1074.458,1141.6437,30385.355,1250.6421,23273.812,33086.516,15419.723,1278.8837,21276.455,15231.113,20511.459,0,41012.46,39091.008,1300.5568,17209.217
5563,565.0578453,3.5761716,0,0,0,1177.1458,1004.4235,1231.4302,0,0,1217.3944,0,1006.90356,1481.6151,1035.7621,0,0,1091.7645,0,1183.2682,1301.7632,1189.481,1086.7422,0,0,0,1214.3334,0,1090.8246,1238.4006,1019.31274,0,1104.8181,1063.3959,1017.67975,1310.4723,1190.4385,18754.605,1123.3492,15055.9,1024.8026,1107.605,1314.2805,1032.6354,1160.9758,1045.0255,1147.9863,30025.734,1170.3721,16287.675,30600.504,12257.07,1211.275,15895.055,13391.584,13467.66,1546.0504,39265.562,34296.637,1321.7946,15480.884
5564,411.079159,3.5502195,0,0,0,1696.9452,1300.8954,1417.074,1033.4226,1345.0096,1259.5208,1800.1456,1355.4319,1192.7356,1907.1979,1087.8904,1064.5184,1392.2854,1735.5,1440.0209,1134.9048,1205.1198,1249.625,1324.3176,3516.4756,0,1369.9226,1584.5448,1331.3768,17405.137,2302.5017,24450.574,1027.8434,1780.8849,1277.6848,1813.5392,1035.3314,2223.1536,12561.459,1829.9419,1090.616,1099.4706,1063.3734,1598.5779,1139.2672,1482.4772,208444.94,3912.6648,3246.9329,1888.0011,4592.112,2210.1406,1677.1309,1815.7045,1861.7256,2854.7603,16676.008,2518.2153,5225.0073,1677.5052,1653.3134
5567,489.2111473,3.578246,0,0,0,0,6157.4854,1008.099,0,0,0,0,0,0,0,1586.3274,2718.6282,1317.6458,0,0,1841.3105,0,0,2475.18,0,3062.8716,0,1058.058,2384.8174,0,1103.0946,1084.4385,1068.866,0,1213.4497,3120.4524,6144.352,2804,0,2528.1824,1532.7253,1759.8,1030.4641,2745.0413,13373.882,0,28908.883,0,1214.6125,2512.04,0,2218.5498,5740.7144,2538.7305,3043.9185,3047.4375,0,1010.80145,0,7207.9194,2687.8303
5568,628.116906,3.494886,0,0,0,1443.0647,0,0,1203.2605,0,1418.5405,1006.3046,0,1127.2228,1603.1279,1025.5793,0,1021.48895,0,1156.5952,0,1226.4408,1007.26654,1116.6566,1242.9205,1190.3517,1385.8647,1344.8724,1693.2231,1884.551,0,1899.9846,1119.9801,0,0,0,0,1469.7589,0,1080.6951,1035.4423,0,0,2123.6548,1321.9385,1279.123,24235.703,1264.2368,0,1091.4463,1137.9167,1102.3019,1018.5378,0,1672.755,0,1334.8416,0,1110.4882,0,1058.2666
5584,337.1469086,3.591089,0,0,0,0,0,1047.5446,0,1246.6431,0,0,1344.9492,1263.5979,1182.5345,1101.1428,0,0,0,1718.5626,1136.4944,1258.0751,1008.43317,1220.331,1514.6594,0,1256.4445,1012.7962,1138.2357,1186.6919,0,0,1328.0249,0,0,0,1484.1704,2175.013,1017.07825,2597.4478,0,1255.4246,1702.0347,1840.5388,1128.0668,1245.1718,1082.6713,3780.5503,1895.6389,2405.882,2768.9023,2305.6873,37479.348,1770.4106,1858.7686,2093.5984,1000.3448,5095.662,4547.5664,1214.8295,2261.7825
5589,194.0458851,3.5422454,0,0,0,4766.757,8600.862,6345.964,7711.6245,10094.892,18734.629,14612.201,43787.555,4914.6816,66878.86,4817.2764,7631.7886,8255.945,16551.98,57300.484,10423.565,18870.531,6125.545,5917.614,129478.88,5694.0796,20126.37,6016.171,7934.239,308900.44,22779.064,500852.66,10644.127,5575.438,15692.033,10743.541,18199.74,101253.29,275469.97,102456.984,11941.368,9166.541,14291.577,11299.5205,17025.697,52364.98,2527552.2,427514.84,5932.2666,97660.79,408149.5,102786.195,10752.332,91568.25,102856.71,101106.7,337644.66,13747.653,29324.346,15449.891,90613.09
5590,913.2139736,3.5314689,0,0,0,1478.5022,1213.0704,0,1249.4293,0,0,1317.6488,0,1361.3436,0,0,0,1257.5376,0,1089.1111,1491.2279,1345.6545,1267.9664,0,0,1372.3801,1343.9927,1201.7482,0,0,1733.4515,0,1095.9625,1151.3522,1740.3348,0,0,1637.067,0,3713.8733,0,0,1469.8601,1075.509,0,0,0,18943.352,0,3857.2053,16783.893,3658.3916,0,2719.9395,2367.7292,2483.14,0,23084.533,18373.006,0,4195.055
5593,338.0878632,3.5572937,0,0,0,23926.635,6397.5176,2405.257,0,2597.2285,2083.7493,1942.9585,2413.7112,2351.6807,1286.7657,3907.7625,3832.0803,5114.9604,2621.5803,7732.715,43423.875,1725.25,1701.0066,30935.215,2701.037,9671.509,90186.17,3863.0376,16385.875,1722.6736,3720.0007,5029.399,2217.7402,1327.1726,2168.163,2091.1406,7261.5337,6892.03,2720.6624,6994.1846,7473.63,5870.8247,2424.6887,5024.645,2841.2263,2551.002,1182.2723,11672.431,1940.6683,8564.302,18101.756,6404.187,3806.4573,7293.6636,7670.6187,7464.893,2653.4824,2505.247,3190.0803,5317.5586,5678.115
5597,622.098366,3.5220075,0,0,0,0,0,0,0,0,0,0,0,1091.4803,0,0,0,0,0,0,0,1063.1136,0,0,0,0,0,0,0,1551.4069,1252.8439,2044.8954,1030.4707,0,0,0,0,1556.7277,1596.5219,1991.2129,0,0,0,0,0,1079.0001,22573.77,4029.417,0,1072.7838,4369.3784,1732.0322,1246.7357,2187.8376,1839.3611,1773.6735,1480.765,2566.1333,3433.232,0,1903.8655
5610,559.0435225,3.5837407,0,0,0,1786.745,1297.4121,0,1050.1138,0,0,0,1116.0402,1316.044,1521.7211,1225.5302,0,0,0,1699.4652,1128.1666,1082.0784,2346.4292,0,1015.8007,0,0,1081.003,1152.8698,0,0,1311.1573,1419.9316,1047.5901,1136.28,1100.4625,0,11174.952,1276.5555,7884.202,1512.4849,1442.2812,1008.5804,1325.8876,1007.135,1714.4763,1045.7267,32268.146,0,14720.407,29084.188,13781.101,0,13619.345,12308.738,14306.752,1313.6067,32830.004,32729.566,1115.3252,13408.938
5615,230.0127924,3.568543,0,0,0,126730.47,38399.64,4776.578,1810.7253,4558.343,7235.931,3838.3079,17618.629,8815.869,3094.645,8930.082,27477.547,23717.645,9172.614,81367.73,169081.84,13167.095,2806.4712,115103.44,21736.057,65167.824,66478.336,23066.873,91024.19,10655.404,6414.5176,29992.768,7322.2754,2516.4172,10639.733,2906.524,45962.668,31642.625,13930.865,30445.285,48059.95,33294.53,4427.1914,20987.705,18436.713,1369.6737,1160.3672,28583.266,3420.175,30413.105,44927.086,29004.492,12579.3,31344.016,29577.648,31066.74,12325.719,2551.5059,3734.5706,28462.254,26462.184
5616,331.0121301,3.5595143,0,0,0,1126.1914,1699.872,1268.7216,1482.2218,3006.1926,1488.0045,1482.0028,1145.2262,1011.8401,2040.0005,1477.8071,1192.1111,1549.9528,1214.8936,1186.0834,1027.5352,1861.2401,1327.0173,1112.5918,1498.0331,1173.6494,1534.2454,1061.7262,1354.8384,1474.8068,1295.8123,1849.1733,1384.0911,2046.3203,1118.1072,1627.7412,1474.562,68893.86,1392.3582,64167.42,1680.5103,1367.0831,1736.842,1292.9227,1220.4146,1487.2023,2141.8772,80863.08,1448.5474,72756.4,75686.375,66360.875,1302.0009,63155.48,61244.527,59069.414,1902.0001,93996.53,88864.875,1247.4585,68424.766
5618,657.1674486,3.5382261,0,0,0,0,1507.1005,1155.8438,0,1253.575,0,0,0,1001.84674,0,0,0,0,0,1648.001,1074.8506,1062.9023,0,0,1000.50867,1131.3674,1103.3806,1066.7539,0,1187.0452,1207.5474,1712.1265,1569.2233,0,1153.759,1881.0745,0,2551.055,0,5091.205,0,0,1487.1361,1177.8513,1140.4543,1160.226,1430.1364,47502.445,1349.2203,6156.666,35562.96,3858.7605,0,6473.9717,7389.1465,3084.2837,1273.7058,38934.133,32450.629,1461.8387,3599.9573
5620,1141.243606,3.618983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3327.274,0,2561.8662,0,0,0,0,0,1009.33966,0,21018.674,0,3860.8616,17583.217,1865.8953,0,2331.0784,2412.984,2839.1829,0,23452.361,18539.053,0,3453.103
5626,679.1596288,3.5311565,0,0,0,0,1883.5293,1041.304,1131.1409,0,3080.2637,1911.014,0,1125.0365,1056.2646,2180.3423,2766.348,1558.716,1470.0969,1610.908,1484.8328,1571.6628,0,2050.8838,2919.2373,1813.2457,1779.4803,1989.013,1664.9891,3150.232,0,1313.1052,1871.5208,1344.0214,3302.6885,1229.5537,0,8219.887,1152.6993,23236.945,1148.3229,2327.7778,1943.5157,1066.035,1018.7285,0,5684.023,99886.414,0,20664.129,91759.9,23066.44,1414.3103,26050.25,19758.242,10250.994,3801,112600.266,86022.29,3775.2388,31184.623
5628,907.195954,3.574112,0,0,0,0,0,0,0,0,0,0,0,1062.4048,1119.5188,0,0,0,0,0,0,0,0,1932.4434,0,1236.9276,0,0,0,0,1592.4482,0,0,0,0,0,0,9436.583,0,8314.698,0,1153.6692,0,0,0,1032.0701,0,59053.01,0,7773.248,50594.934,9776.1045,0,6387.0093,4157.565,3814.2686,1114.2612,62255.047,42456.996,0,9304.379
5633,428.0975597,3.6008847,0,0,0,0,0,0,1198.9214,0,0,0,0,0,0,0,0,0,1035.9615,0,0,0,1193.0402,1018.6061,0,0,0,0,1181.6154,0,0,1322.6112,0,0,0,0,1011.4513,11872.0625,1245.0359,14467.47,0,0,1048.7274,0,0,0,1494.7023,49992.33,0,13606.98,55357.168,13721.428,1277.971,14313.841,13946.2,13019.272,1156.3832,3440.3916,4724.6313,1000.7112,15823.954
5636,461.0863414,3.5710146,0,0,0,1315.3243,1294.7432,1070.9199,1135.8734,1177.4474,1189.2926,1464.3302,1253.0002,1256.6545,1601.1995,1290.1359,0,1192.8203,1159.389,1092.2021,1319.9072,1246.4694,0,1196.8594,1764.9183,0,1314.7487,1216.0348,1054.3654,0,1271.0209,1386.887,1595.1117,1519.5154,0,1379.2655,1397.7642,6051.2246,1078.5043,7174.6724,1023.0228,1683.2256,1394.4252,1343.8306,1407.3374,1284.1302,1267.8041,29209.604,1842.3943,11306.862,21780.273,7988.7495,1646.8801,9172.972,6583.003,9407.481,1384.6998,26500.066,24816.533,1221.6276,6631.389
5647,891.2153677,3.6434479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718.0955,0,2805.9436,0,0,0,0,0,0,1118.0374,18342.906,0,3206.18,14327.604,3151.6543,1018.7146,2764.1274,2273.7852,3570.3289,0,18423.834,13871.088,0,3103.7534
5648,364.0958418,3.5938623,0,0,0,0,0,0,0,0,1071.6423,1413.8721,0,0,0,0,114595.19,0,0,0,0,0,1130.0625,0,0,0,0,1004.1486,0,0,0,0,0,0,0,0,0,2549.9727,0,2803.6638,0,0,0,1763.9763,0,1031.6533,0,0,1035.3677,3679.486,0,3164.46,0,3313.8071,3040.7053,2749.7463,0,0,0,0,2754.0044
5654,673.1456837,3.5780752,0,0,0,0,1545.2391,1019.8718,0,0,1000.0954,0,0,0,1171.1112,1003.52466,0,0,0,0,0,0,0,0,0,0,1007.1066,0,0,1463.3177,0,1076.6029,0,0,1483.0856,1343.0935,1063.1674,26082.086,1078.4753,23621.96,0,0,0,1022.7204,1037.2057,0,1974.8767,161769.34,1152.5297,8986.112,138310.56,12967.161,1325.1469,27251.033,19454.676,2027.5348,1142.0125,146972.19,121506.39,1136.8014,26678.115
5656,445.1101558,3.593539,0,0,0,1099.9915,1130.0265,0,1016.2134,0,1086.5033,1204.2338,0,1047.3301,1214.0807,1040.8304,0,0,1278.4557,1518.3357,1204.7649,0,1126.6654,0,0,1059.102,1185.4963,0,0,1119.2158,0,0,1194.5968,0,1037.6035,1085.3348,1318.6107,214981.7,0,132200.6,0,1128.9352,1348.2633,1618.7042,0,1391.3594,1104.7644,632772.4,1206.322,235693.69,535409.9,10927.636,1415.0052,200103,195242.17,81868.51,1383.0802,612354.2,506558.03,1510.748,212807.27
5662,680.1650024,3.6084893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.2652,0,0,0,0,0,0,0,0,0,1050.804,0,0,0,0,1285.5555,0,12586.813,0,12604.072,0,1372.7014,0,1314.3528,0,0,1062.327,38491.473,0,14888.113,31651.52,8792.634,0,10949.459,11694.984,10433.847,1209.9011,37111.055,34289.42,0,12400.373
5663,255.1348729,3.6135967,0,0,0,22303.914,46002.72,36518,8328.17,21621.365,11909.591,24262.004,35675.21,26400.83,47948.594,29035.455,24300.492,27267.86,39937.89,43574.035,24839.656,19257.018,44130.664,24221.111,8864.514,75674.195,23677.818,27846.93,26207.662,12246.041,45334.258,32978.22,10652.795,42490.215,18399.717,97271.21,32788.59,31216.84,14838.901,31226.037,19401.021,20867.215,16178.44,17576.443,34272.348,44665.535,19554.326,13450.755,60902.035,28071.346,22240.725,27658.887,20882.168,25928.918,28425.121,29819.455,30291.19,21368.387,2950.7068,42533.508,27052.6
5667,495.2229101,3.593638,0,0,0,0,0,1286.004,0,0,1106.297,0,0,0,0,0,0,3309.2583,0,0,2546.4514,1257.0272,7232.7847,1171.502,0,0,0,0,1615.5553,2026.2153,0,7603.6226,1116.6805,2716.8547,0,0,2101.8354,4354.896,0,3681.5037,0,1179.2872,15250.389,0,11305.903,31440.605,5702.618,24243.244,1262.8025,3052.448,7165.7837,3888.6206,0,4009.935,3318.6682,3140.032,1218.6276,5285.6035,12813.653,0,3791.8953
5673,571.1468541,3.6180449,0,0,0,0,1323.589,1080.475,0,1036.8142,1189.7152,1078.046,0,1341.4142,1276.3162,1131.7396,1721.5729,1394.6472,1183.9409,1098.1417,1633.4183,0,1457.64,1491.2343,1042.6407,1130.329,1604.5383,1452.9843,1591.8939,1557.2423,1951.337,14969.921,1218.5862,1502.8438,1637.2911,1454.5123,1671.0159,2825.1025,1906.48,2691.314,1279.263,1183.4436,1737.0414,1292.2538,15996.197,7187.023,19917.904,1524.7222,2849.5715,2169.0479,2252.9812,2625.4382,1606.4938,2459.6074,2731.797,2425.9675,2887.2146,1704.6094,1291.6401,2297.1702,3582.7395
5687,556.162409,3.634509,0,0,0,0,0,0,0,0,1236.0323,0,1177.4642,0,0,0,1227.7255,0,0,0,1096.7646,0,0,0,0,0,0,0,0,0,1184.377,0,0,0,0,1098.877,1095.9835,1601.7603,0,1685.15,1060.5464,1003.8865,0,0,0,0,1479.094,23221.828,1252.446,2170.7373,19393.6,2452.7173,1086.8949,2054.3135,1838.0018,2656.5479,0,27706.14,17416.436,0,2227.9167
