"p.value","m.z","t.score","r.t"
0,343.2227,-1.377016765,4.522
0,344.2066,-1.033297128,4.021
0,344.2431,-1.426636661,4.284
0,344.2542,-2.314353675,4.012
0,346.2221,0.668649546,2.636
0,349.0869,-0.812684993,0.775
0,350.0854,0.013219802,0.775
0,350.2065,-0.321726968,3.938
0,350.2322,0.086076055,5.809
0,354.1544,0.863833489,3.176
0,355.2625,0.598366483,6.784
0,356.1907,-0.268801458,4.001
0,356.2429,-2.947991839,4.821
0,356.2429,-2.802866028,5.382
0,356.2429,-2.214591743,5.634
0,357.1179,1.966685515,3.698
0,357.2786,-0.430307476,5.926
0,357.2787,-0.448423155,6.664
0,358.1496,-0.069824578,4.728
0,358.2585,-3.654112091,4.768
0,358.2585,-2.234836765,5.127
0,358.2589,-1.669336283,5.812
0,363.1428,0.416429099,4.369
0,364.0426,1.105084416,0.774
0,364.1964,1.837287887,4.526
0,364.196,0.539996961,3.31
0,366.1108,-0.699521595,0.7
0,366.1127,-0.635832058,3.577
0,366.1134,-1.307244656,3.129
0,366.2039,-0.790323608,4.917
0,367.1497,-1.992530469,0.741
0,367.1498,-2.854849926,2.362
0,369.1289,-2.909793242,3.506
0,369.1292,-2.524432874,3.953
0,369.129,-1.968806438,3.414
0,372.1861,-0.647920338,3.381
0,373.1128,0.613496785,2.656
0,375.2614,0.003096439,3.928
0,377.1448,-1.829195438,3.492
0,378.1418,0.168436128,3.378
0,378.1755,0.658334904,4.358
0,378.1767,-1.390699783,3.465
0,380.1102,-1.325620995,4.279
0,381.1534,0.72938007,4.397
0,383.0941,1.976772134,2.983
0,383.0946,0.915265829,0.768
0,383.133,0.035767129,0.792
0,384.1146,-1.76412521,2.579
0,384.1171,-2.104790402,0.716
0,384.1228,-0.988628441,2.31
0,385.1464,1.812635715,0.793
0,385.3097,-2.862949608,5.886
0,389.1625,-1.746738825,5.768
0,390.1393,0.851140821,3.49
0,390.2632,2.050744786,6.892
0,392.1549,1.282846681,3.207
0,392.1549,0.605239142,3.682
0,394.0744,0.344989499,0.764
0,394.1701,1.753866128,3.105
0,394.1707,1.431177714,0.77
0,395.1334,0.37567302,4.462
0,398.1138,2.260581881,3.137
0,398.1421,-1.00668448,3.384
0,398.1452,-1.888757072,4.007
0,398.1823,0.156523696,5.89
0,400.1973,-0.053497172,6.231
0,400.2173,-0.239952484,3.807
0,400.269,-1.450654931,4.886
0,402.2845,-1.705178688,4.888
0,402.2846,-1.71084512,5.623
0,405.1518,-0.844764711,6.25
0,406.1258,-0.967889751,5.43
0,410.0483,0.418133077,0.757
0,410.1446,-0.960053046,4.093
0,410.1459,-1.35363709,4.445
0,412.2838,-1.86452767,6.085
0,412.284,0.262683098,6.004
0,413.0425,1.582688919,3.484
0,413.1052,0.377038772,2.633
0,413.1411,-1.745426809,0.782
0,413.1413,-1.289873684,2.988
0,414.2998,-3.034983234,5.934
0,414.2998,-2.62306536,5.974
0,414.3361,-1.093923888,5.556
0,415.0333,0.175481672,3.007
0,416.1472,-0.910396516,3.465
0,416.1915,-0.055039812,4.419
0,416.2124,-0.370056726,3.558
0,416.3152,-0.328540133,4.924
0,416.3153,-0.222884091,6.637
0,416.3517,-0.946111129,5.027
0,418.1658,-1.955940577,4.047
0,420.1268,-0.295704117,2.836
0,420.1859,-1.294178024,3.752
0,420.1863,0.56416913,3.296
0,422.2054,-0.463359214,3.013
0,424.1599,-1.596476966,5.447
0,425.2145,-1.303702346,9.778
0,429.1143,-0.99882605,5.43
0,429.2112,1.703931049,4.041
0,430.1728,-0.179451507,4.485
0,430.2032,-0.279787399,5.342
0,430.2946,-1.603924252,5.306
0,431.0964,-1.284449502,3.273
0,431.0966,-0.85615689,3.757
0,431.0972,0.239731071,4.035
0,432.1859,0.650272795,3.705
0,432.2483,1.191165254,2.831
0,432.3103,-0.686174877,6.468
0,432.3465,0.227789339,4.852
0,433.1121,-0.470346183,3.884
0,433.1123,-1.571340995,3.32
0,433.2362,-2.027032169,4.04
0,434.1403,-0.519539448,3.73
0,434.1523,0.031225134,3.477
0,434.1581,0.077790174,3.919
0,435.1282,-0.932610693,4.891
0,436.1558,0.222457858,2.94
0,436.1558,-3.729550186,3.898
0,436.1596,-1.397207747,4.464
0,436.1964,-1.353181648,4.096
0,436.1971,-1.175618215,4.541
0,436.225,-0.096449754,0.726
0,438.1601,-0.865868772,0.745
0,438.1606,1.347474175,2.865
0,441.1613,0.544383583,0.696
0,444.1861,-1.793112946,4.37
0,444.2226,-0.481494474,4.583
0,444.3097,-0.274503126,5.039
0,446.2388,0.880348798,3.483
0,447.0916,-0.184456477,4.229
0,447.113,-0.624867235,3.587
0,448.1364,0.165801511,3.004
0,448.1967,1.154154476,3.611
0,448.1978,0.136458958,4.334
0,448.2321,1.111548679,4.67
0,448.3052,-0.631273463,5.404
0,448.3055,-0.499987042,6.562
0,449.1046,0.378013662,3.633
0,449.1059,2.954620235,4.17
0,449.1076,4.310884712,4.454
0,450.1364,-0.549717256,0.798
0,450.2125,0.154408774,4.913
0,450.2132,-0.653652727,5.757
0,450.213,-1.440407526,5.045
0,452.1914,-2.752577956,4.626
0,452.1914,-2.778711697,4.683
0,452.2062,0.07103479,5.052
0,455.7883,1.755301957,4.34
0,457.2213,1.033037395,5.699
0,457.2496,-0.787103635,6.911
0,458.1454,0.706895593,0.678
0,458.202,-1.029933974,4.658
0,461.1074,-0.271826493,3.814
0,461.1078,-0.172689337,3.304
0,462.1965,-2.286610323,5.965
0,464.1911,-2.15652188,4.995
0,464.2272,1.695904957,0.798
0,464.2281,-1.191183956,3.182
0,465.0856,0.774091902,4.069
0,466.2058,-1.469626569,4.763
0,468.2225,-2.16870505,4.941
0,469.2077,-1.528479102,2.929
0,470.2865,-0.409798838,6.552
0,474.1718,-0.45545143,0.703
0,475.2467,-1.939074724,4.955
0,478.2067,2.053114785,3.637
0,480.2037,-0.119101966,3.652
0,480.2234,0.872673856,4.382
0,482.1231,1.163085761,3.477
0,484.2903,-2.069977652,6.142
0,486.2329,-1.751958352,5.447
0,487.2086,-1.206907971,3.066
0,489.2311,0.164587479,4.429
0,491.2279,0.753929071,4.076
0,498.0952,1.209973563,3.472
0,500.2812,0.800418917,6.002
0,500.2849,0.578902231,5.194
0,501.2038,0.108481746,4.801
0,502.2964,0.90762667,5.697
0,503.1571,1.279842497,3.796
0,504.1824,2.274354801,0.676
0,504.2071,-3.177839836,4.427
0,504.2224,-1.634526882,3.279
0,504.2644,-1.380860299,3.847
0,505.236,1.181949837,2.917
0,505.2371,1.013359958,0.816
0,508.28,1.577009204,2.988
0,512.2857,-1.946813097,6.504
0,514.2642,1.007580367,5.844
0,523.0001,0.441169824,5.152
0,526.2647,0.335941838,6.979
0,530.2018,0.306726789,4.016
0,530.3214,-0.644003336,4.045
0,532.1906,0.036734039,0.792
0,532.3526,0.298755577,10.707
0,543.3195,1.169898113,5.303
0,544.3373,0.197594088,4.266
0,551.2103,0.945010221,2.591
0,552.3496,0.637153627,5.214
0,553.2943,-1.614807463,6.108
0,555.3098,-2.392048811,6.452
0,559.2603,-0.947743502,7.463
0,560.3058,-2.866715949,5.064
0,562.2489,0.190172512,5.434
0,565.2029,0.309284989,0.801
0,567.1757,-0.697355158,2.786
0,572.2333,1.487823925,5.399
0,574.2227,1.133310333,0.788
0,575.2542,-1.385842194,6.292
0,575.384,1.118176778,5.148
0,576.1819,-0.484679944,0.788
0,579.2172,1.933942054,2.935
0,579.3413,-1.178683336,3.735
0,583.1477,0.133447502,2.876
0,586.2128,-1.519372036,3.002
0,588.3229,-1.167610034,4.257
0,591.3167,1.091959198,5.042
0,592.3019,1.444880201,3.483
0,593.3321,1.242506068,5.017
0,595.3478,-0.071025215,5.049
0,603.4563,-0.281483863,5.393
0,605.3265,-1.569686132,2.998
0,606.1346,-0.767549452,2.583
0,606.2801,1.140755159,3.463
0,61.0395,-0.327983189,0.663
0,618.2905,-0.877181105,3.277
0,651.105,-1.514012629,3.812
0,677.186,-1.419564651,3.444
0,685.2837,1.141304983,4.555
0,693.1579,0.666744159,3.427
0,705.3808,-0.95987466,3.85
0,715.3756,-1.084298879,3.922
0,717.3914,1.348998903,3.919
0,719.3713,1.322713834,3.228
0,719.3715,1.280506568,3.54
0,719.3726,1.29074747,3.874
0,723.3228,1.130239123,3.019
0,728.3715,-0.353481471,3.305
0,731.4168,1.60247266,3.418
0,733.3859,-0.869217754,3.912
0,755.1895,-0.589764636,2.903
0,755.19,-0.956056445,3.465
0,76.0757,0.540512645,0.642
0,912.3994,-0.142052596,3.075
0,1030.3123,-0.220610043,3.466
0,108.0216,0.595272783,3.832
0,109.0294,0.276296973,3.11
0,1093.9937,0.684036034,2.988
0,1108.0095,0.105163005,3.117
0,1108.0095,-0.231301896,3.194
0,1108.0095,-0.544526256,3.804
0,111.0085,-0.84202819,0.703
0,1122.0248,-1.503875601,4.125
0,1122.0249,-1.02226688,4.032
0,1133.0047,1.180231857,3.302
0,123.0452,0.232639229,4.211
0,124.0072,-0.038328553,0.616
0,131.0349,-2.129609948,0.8
0,133.0504,-0.171469965,0.696
0,135.0295,-1.296139427,0.64
0,137.0243,1.546921362,4.815
0,137.0244,1.379187691,4.225
0,137.0248,1.596523128,0.733
0,144.03,-2.285890073,0.697
0,144.0665,-4.22080625,0.781
0,145.0141,-0.562870344,0.693
0,146.0456,-1.673865874,0.708
0,147.0298,-0.652984917,0.76
0,149.0089,-1.769777669,0.649
0,149.0452,0.2618269,0.654
0,151.04,-1.563285083,4.082
0,151.04,-1.432162734,4.576
0,154.0621,-3.543489053,0.609
0,154.9984,-2.805096373,0.703
0,157.0506,-2.712415607,2.959
0,161.0454,-1.200087154,0.768
0,161.9866,0.869218866,2.133
0,161.988,-0.847333293,0.685
0,165.0405,-0.525290801,0.634
0,165.0409,-1.385517026,0.76
0,165.0417,-1.515588626,2.342
0,165.0557,-1.202230908,4.102
0,167.0208,-0.882701328,0.657
0,167.0211,-1.499028393,1.15
0,168.0301,-0.250489877,0.797
0,168.0302,-0.15930928,2.597
0,168.0777,-2.925426444,0.606
0,171.0487,-1.256918492,4.824
0,172.9915,-0.249685046,3.001
0,173.0001,0.00539278,2.997
0,173.0089,-0.628467064,0.672
0,173.0091,-0.315259185,1.231
0,173.9923,-1.682345999,0.799
0,174.0405,-0.55771127,0.655
0,175.0241,0.876172003,0.753
0,175.0611,-0.057969263,3.177
0,175.0975,-0.642492449,4.743
0,177.0225,-3.702294143,0.776
0,177.1283,0.622939788,5.202
0,178.0513,0.992351579,2.879
0,178.0515,-0.358698466,2.811
0,178.0515,0.92421499,3.479
0,178.0524,1.83392064,2.721
0,178.0526,0.898218293,3.481
0,178.0557,0.798560716,3.444
0,179.0556,1.137395872,0.643
0,181.0503,0.697349092,4.495
0,181.0504,-0.378849686,3.017
0,181.0505,-1.008486434,0.817
0,181.0507,1.310466255,4.062
0,181.9916,0.6461044,0.803
0,181.9917,1.02905062,2.823
0,182.0076,0.192679928,0.788
0,182.0282,2.493735121,0.77
0,182.0458,-0.318416002,0.803
0,182.0458,-1.234397158,2.174
0,184.0979,-0.084939393,4.054
0,185.0819,-2.576161443,4.129
0,187.0075,-1.405522166,3.121
0,187.0079,-1.207936039,3.815
0,187.0101,-1.792765372,3.824
0,187.0383,-0.791912188,0.634
0,187.0387,-1.050030052,3.806
0,188.0021,-2.442008835,0.665
0,188.9863,-0.467185325,1.166
0,188.9864,-0.053194908,0.815
0,188.9864,-0.134196532,2.765
0,189.0027,-0.293256139,3.097
0,191.0201,2.454586294,1.159
0,191.0203,-0.11427868,0.697
0,191.0212,-0.770295773,0.699
0,191.0267,-0.330006921,0.755
0,191.0276,1.310907482,1.165
0,191.0523,-1.974149554,0.699
0,191.0524,-1.374117056,0.713
0,191.1076,0.686775583,5.282
0,191.1105,0.270697404,5.283
0,193.0351,-1.591059238,0.617
0,193.0353,-2.403407849,5.465
0,194.0458,-0.113745416,3.657
0,194.0459,0.094887322,0.799
0,194.0459,0.445791284,2.735
0,194.0459,-0.560838105,2.921
0,194.0459,-0.028486742,3.542
0,194.0459,-0.155429228,4.033
0,194.046,1.10445616,0.798
0,194.0491,0.44732098,4.031
0,194.0495,-1.125216685,2.735
0,194.0546,-0.966371167,0.797
0,195.0512,-1.705484085,0.787
0,195.0514,-1.274541654,2.765
0,195.051,-1.190516365,0.627
0,197.0442,0.513504419,3.134
0,197.0453,0.844464684,3.76
0,197.0471,0.151054967,3.745
0,197.0819,-2.114518818,4.344
0,198.1135,-2.876288192,5.021
0,199.0068,-0.485552005,4.328
0,199.0975,-0.886636739,5.017
0,200.1291,-1.734668185,5.38
0,201.0227,-1.892932818,4.086
0,201.0228,-1.010075113,4.555
0,203.0017,-1.719185484,3.661
0,203.0021,1.222954762,0.801
0,203.0021,-1.301900884,2.888
0,203.002,0.31081853,3.205
0,203.0048,0.075987383,3.202
0,204.0666,0.624186865,4.129
0,204.0666,1.493158184,4.532
0,204.9812,-0.954836447,0.795
0,204.9812,-0.837313419,2.586
0,205.0352,-1.041205718,0.76
0,206.9961,-0.374469655,0.7
0,206.9967,1.245351344,2.418
0,208.0615,0.966106082,3.836
0,208.0646,-2.051406857,0.766
0,209.0452,0.599852373,3.159
0,209.0452,0.099436728,3.24
0,209.0455,0.231100355,3.749
0,209.0532,1.690899656,3.773
0,210.0419,-0.997066296,3.959
0,211.0611,1.433180141,3.158
0,211.0613,-0.12253579,3.866
0,211.0615,-0.207636361,4.235
0,211.0967,-0.319208838,4.185
0,211.0971,0.045584699,3.846
0,212.0023,-0.704563456,0.825
0,212.0027,-1.097032733,3.304
0,212.0065,-4.840715896,4.503
0,212.0937,-0.105305664,3.815
0,213.1132,-1.200640009,5.201
0,213.9981,-1.517936249,2.254
0,215.0021,4.651521227,3.307
0,215.0326,-0.762933926,0.629
0,216.9808,0.22689608,0.715
0,216.9812,0.66857271,2.65
0,216.981,-0.309348114,0.709
0,217.0161,0.386672066,1.159
0,217.0162,0.290138824,0.671
0,217.0172,-0.94489821,4.4
0,217.0173,-1.982108308,3.88
0,217.0486,-4.155848573,0.63
0,217.1081,-2.307827521,3.912
0,218.0492,-2.678660711,0.684
0,218.0821,1.158953776,5.22
0,218.1032,0.477393378,0.748
0,218.1033,0.82507312,2.56
0,218.9961,-0.060878756,0.686
0,218.9964,-0.711623159,3.175
0,219.0457,-2.443180014,0.629
0,219.0508,0.666410539,0.792
