mz_rt,post,pre,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
345.1552_3.921,82652.98563636364,619120.1554545454,0.13350071857324933,0.00948,-2.905080587586718,2.0231916626619335,345.1552,3.921,148238.18,Cluster_345.1552_3.921,345.1552_3.921;345.1948_3.925;347.1613_3.912;691.3172_3.917;729.2738_3.922,5
345.155_0.983,11713.131245454546,66515.213,0.17609702678775974,4.81e-4,-2.5055575438940823,3.317854923626168,345.155,0.983,22780.237,345.155_0.983,345.155_0.983,1
345.1675_3.926,10613.492872727273,244642.97943636365,0.04338359881481106,0.0275,-4.526706455415334,1.5606673061697374,345.1675,3.926,14589.378499999999,Cluster_345.1675_3.926,345.1675_3.926;707.2323_3.933;715.2168_3.917,3
347.076_2.334,14991.983263636363,29143.63527272727,0.5144170630513593,0.00582,-0.9589895976894093,2.2350770153501114,347.076,2.334,19485.718999999997,347.076_2.334,347.076_2.334,1
347.0935_2.377,8025.341054545454,14540.188327272728,0.5519420294916325,0.00106,-0.8574113462839467,2.9746941347352296,347.0935,2.377,10050.431499999999,347.0935_2.377,347.0935_2.377,1
349.002_2.669,38339.533136363636,2249.0212,17.047208419539857,1.65e-5,4.091463603695565,4.782516055786093,349.002,2.669,1396.13375,349.002_2.669,349.002_2.669,1
351.0893_2.059,2595.784709090909,9845.4596,0.263652974523496,0.0396,-1.9232878216435814,1.4023048140744876,351.0893,2.059,3474.3623,351.0893_2.059,351.0893_2.059,1
351.1053_2.385,4468.3843,8191.496772727272,0.5454905768719845,0.0114,-0.8743738200937106,1.9430951486635273,351.1053,2.385,4276.7815,351.1053_2.385,351.1053_2.385,1
351.1173_3.296,21327.83190909091,13872.944,1.537368846085655,0.0106,0.6204633384696859,1.9746941347352298,351.1173,3.296,16304.841,351.1173_3.296,351.1173_3.296,1
352.0712_1.03,88731.84181818181,210343.43663636365,0.42184269325017804,0.0165,-1.245222982156467,1.7825160557860937,352.0712,1.03,141736.91499999998,352.0712_1.03,352.0712_1.03,1
353.0331_2.172,270250.9620909091,4767.968390909091,56.68052720445601,1.35e-5,5.82478127219264,4.869666231504994,353.0331,2.172,4382.18665,353.0331_2.172,353.0331_2.172,1
353.0334_2.232,247797.70118181818,5453.7125636363635,45.436516554622834,2.37e-5,5.50578032801317,4.6252516539898965,353.0334,2.232,5246.22235,353.0334_2.232,353.0334_2.232,1
353.0888_1.003,20756.26409090909,50384.53718181818,0.4119570259424596,0.0269,-1.2794342470257858,1.570247719997592,353.0888,1.003,32256.369,353.0888_1.003,353.0888_1.003,1
353.1236_1.057,4542.690872727273,8859.1169,0.5127701693074252,0.0371,-0.9636157600837086,1.4306260903849541,353.1236,1.057,6141.2449,353.1236_1.057,353.1236_1.057,1
355.0323_2.199,16997.746245454546,1028.9797654545455,16.51902866908748,2.33e-6,4.046056952619933,5.632644078973981,355.0323,2.199,1514.1986499999998,355.0323_2.199,355.0323_2.199,1
355.084_3.477,17530.126272727273,28005.944909090907,0.6259430392236787,0.00211,-0.6758967169123166,2.6757175447023074,355.084,3.477,25301.462,Cluster_355.084_3.477,355.084_3.477;357.1007_3.481;399.1088_3.485;401.1257_3.487,4
356.0984_4.734,2905.900743181818,5912.859572727273,0.4914543813259356,0.0156,-1.0248705885743976,1.8068754016455384,356.0984,4.734,4088.259,356.0984_4.734,356.0984_4.734,1
357.1184_4.427,3028.7282727272727,10556.874581818181,0.28689630148146017,0.027,-1.8013987251382242,1.5686362358410126,357.1184,4.427,4381.7445,357.1184_4.427,357.1184_4.427,1
358.132_3.491,16745.939,6928.1168727272725,2.4170982256261957,1.15e-6,1.2732761022902461,5.939302159646388,358.132,3.491,6678.7885,358.132_3.491,358.132_3.491,1
359.1707_0.969,9571.453418181818,17327.436590909092,0.5523871559399339,0.0243,-0.8562483203261383,1.6143937264016879,359.1707,0.969,11498.748500000002,359.1707_0.969,359.1707_0.969,1
361.1498_5.087,4696.0244999999995,21657.61068181818,0.2168302205165396,0.0025,-2.205362249861082,2.6020599913279625,361.1498,5.087,8416.24075,361.1498_5.087,361.1498_5.087,1
363.0179_2.025,13370.139181818182,678.8094686363636,19.69645356991997,1.12e-5,4.29986398458536,4.950781977329818,363.0179,2.025,503.31780000000003,363.0179_2.025,363.0179_2.025,1
363.0706_2.372,21748.915090909093,49100.219454545455,0.442949447731963,0.00819,-1.1747860364410483,2.0867160982395814,363.0706,2.372,28589.157,363.0706_2.372,363.0706_2.372,1
364.0847_1.046,913.7732540909091,1923.1491,0.47514425901294344,4.64e-5,-1.0735624968851385,4.333482019445119,364.0847,1.046,1665.73795,364.0847_1.046,364.0847_1.046,1
367.0828_2.357,10972.796445454545,17671.210681818182,0.6209419740971341,2.85e-4,-0.6874696373814314,3.54515513999149,367.0828,2.357,19225.968999999997,367.0828_2.357,367.0828_2.357,1
367.212_0.875,5695.578236363636,8966.464636363637,0.6352089109084454,0.0105,-0.654696943689156,1.978810700930062,367.212,0.875,6395.9575,367.212_0.875,367.212_0.875,1
371.0979_5.681,3305.970363636364,9213.674172727273,0.3588112952183751,0.0358,-1.4787027885235982,1.4461169733561257,371.0979,5.681,4294.0495,371.0979_5.681,371.0979_5.681,1
371.137_5.203,997.3625772727273,6481.537629090909,0.15387746463065985,0.0282,-2.7001461305775982,1.5497508916806388,371.137,5.203,1527.0977,371.137_5.203,371.137_5.203,1
375.1293_5.379,3580.3975045454545,13933.070972727273,0.25697116676960585,0.00859,-1.96032160275274,2.0660068361687576,375.1293,5.379,4779.88915,375.1293_5.379,375.1293_5.379,1
377.0534_3.749,38573.07525454545,2317.1702818181816,16.646629536556482,4.03e-5,4.057158197521704,4.394694953858891,377.0534,3.749,2470.1005999999998,377.0534_3.749,377.0534_3.749,1
377.1447_5.659,3836.8079636363636,16116.959200000001,0.23806028891829442,0.0398,-2.0706011116531724,1.4001169279263121,377.1447,5.659,5055.9815,377.1447_5.659,377.1447_5.659,1
381.0996_3.658,29709.677363636365,1487.6210545454546,19.97126705948257,1.6e-4,4.319853961091556,3.795880017344075,381.0996,3.658,1831.04515,381.0996_3.658,381.0996_3.658,1
381.1378_0.984,1500.5857409090909,7203.879827272727,0.20830243936442627,0.00375,-2.2632483604614952,2.425968732272281,381.1378,0.984,2635.78625,381.1378_0.984,381.1378_0.984,1
383.1166_1.001,934.3890381818181,1604.5894472727273,0.5823228114643102,0.00997,-0.7801089599857748,2.001304841688344,383.1166,1.001,1515.6918500000002,383.1166_1.001,383.1166_1.001,1
383.1188_6.011,2353.035938181818,6463.2099727272725,0.3640661448584983,0.0161,-1.457727506578606,1.7931741239681502,383.1188,6.011,3563.0387,383.1188_6.011,383.1188_6.011,1
387.2017_0.89,6197.3427363636365,13448.229481818182,0.46082963893071255,0.049,-1.1176945860862106,1.3098039199714864,387.2017,0.89,6817.91285,387.2017_0.89,387.2017_0.89,1
393.0116_3.844,2443.480077272727,1606.6259731818182,1.520876742975575,0.0309,0.6049032368866305,1.5100415205751654,393.0116,3.844,1138.8518,Cluster_393.0116_3.844,393.0116_3.844;526.0663_3.856,2
395.115_3.303,2294.670927272727,3973.658454545455,0.5774705988250853,0.0175,-0.7921805994565532,1.7569619513137056,395.115,3.303,2017.7716,395.115_3.303,395.115_3.303,1
397.0538_5.353,3199.9139,654.3927731818181,4.889897980445649,6.71e-6,2.289804366069024,5.1732774798310075,397.0538,5.353,1179.8551499999999,Cluster_397.0538_5.353,397.0538_5.353;473.0698_5.343;594.987_5.34,3
397.1261_4.74,1433.637515909091,6693.9032090909095,0.21417063723928442,0.0192,-2.2231673945051535,1.7166987712964503,397.1261,4.74,2173.234,397.1261_4.74,397.1261_4.74,1
405.1259_0.956,3110.1500204545455,5522.067277272728,0.563222044261403,0.0052,-0.8282242933620501,2.283996656365201,405.1259,0.956,2121.6074,405.1259_0.956,405.1259_0.956,1
408.1502_3.977,2074.5466363636365,13597.403618181817,0.1525693209245954,5.67e-4,-2.7124632047966095,3.2464169411070936,408.1502,3.977,4266.029500000001,408.1502_3.977,408.1502_3.977,1
410.1275_2.212,4743.449163636364,8190.817636363637,0.5791179066882811,0.0401,-0.7880709883360245,1.3968556273798178,410.1275,2.212,5513.147499999999,410.1275_2.212,410.1275_2.212,1
411.1293_0.569,3024.3360454545455,34601.1569090909,0.08740563367290038,0.0479,-3.516129919087548,1.3196644865854368,411.1293,0.569,4477.2723000000005,411.1293_0.569,411.1293_0.569,1
412.1428_0.561,5798.926618181818,11235.044263636364,0.5161463081147597,0.027,-0.9541480213465218,1.5686362358410126,412.1428,0.561,7857.8307,412.1428_0.561,412.1428_0.561,1
413.2172_0.519,23549.831818181818,35960.832,0.6548744984037582,0.0328,-0.6107096430141196,1.4841261562883208,413.2172,0.519,28202.951500000003,413.2172_0.519,413.2172_0.519,1
415.1602_4.918,1571.9270613636363,5009.9047272727275,0.31376386317417176,0.0136,-1.6722488911521436,1.8664610916297826,415.1602,4.918,2430.0904499999997,415.1602_4.918,415.1602_4.918,1
422.1276_2.248,5431.819836363637,8730.164181818182,0.6221898836308463,0.00674,-0.6845731570293075,2.17134010346468,422.1276,2.248,5996.76,422.1276_2.248,422.1276_2.248,1
425.1117_3.872,17842.206590909092,62586.17227272727,0.2850822464930335,0.049,-1.8105498966987097,1.3098039199714864,425.1117,3.872,20018.2975,425.1117_3.872,425.1117_3.872,1
425.1157_3.412,9090.768336363637,3276.4766545454545,2.7745561146459012,1.76e-5,1.4722569814005413,4.7544873321858505,425.1157,3.412,5336.0830000000005,425.1157_3.412,425.1157_3.412,1
427.1828_1.023,1742.0307272727273,5664.930154545455,0.3075114219854852,3.22e-4,-1.7012880970020505,3.492144128304169,427.1828,1.023,2777.17475,Cluster_427.1828_1.023,331.1056_1.022;427.1828_1.023,2
427.1967_4.119,4356.364372727273,24852.861463636364,0.17528622927791707,0.00418,-2.5122154344021492,2.378823718224965,427.1967,4.119,6596.43775,427.1967_4.119,427.1967_4.119,1
429.0822_4.539,109153.74381818181,4404.871218181818,24.7802349743239,1.81e-6,4.631117962538782,5.7423214251308154,429.0822,4.539,2102.4629999999997,Cluster_429.0822_4.539,429.0822_4.539;513.0431_4.546,2
429.1572_3.915,6506.820436363637,34630.99887272727,0.18789005943134696,0.00108,-2.4120393537731557,2.96657624451305,429.1572,3.915,12579.219000000001,429.1572_3.915,429.1572_3.915,1
431.098_4.31,98197.84127272727,2728.533240909091,35.98924132586699,1.16e-6,5.169493784620245,5.935542010773082,431.098,4.31,1841.44555,431.098_4.31,431.098_4.31,1
433.1135_3.943,260248.4269090909,3777.863334090909,68.88772935766245,8.84e-7,6.1061751203218275,6.053547734986927,433.1135,3.943,2084.86445,Cluster_433.1135_3.943,433.1135_3.943;633.1273_3.959,2
439.1031_2.332,9219.259018181818,17643.054509090907,0.5225432485872231,0.00366,-0.9363776472820102,2.4365189146055894,439.1031,2.332,12493.1,439.1031_2.332,439.1031_2.332,1
440.9939_1.065,22475.037254545456,756.3926668181819,29.713452073892064,3.34e-8,4.893044320409783,7.476253533188435,440.9939,1.065,1230.95165,440.9939_1.065,440.9939_1.065,1
443.1009_0.567,791.9038454545455,1661.7869727272728,0.47653752162643187,0.0286,-1.0693382813120833,1.5436339668709569,443.1009,0.567,1368.90515,443.1009_0.567,443.1009_0.567,1
445.077_4.149,50222.32,2001.5549409090909,25.091651981928315,6.28e-7,4.649135552787814,6.2020403562628035,445.077,4.149,1681.8566,Cluster_445.077_4.149,445.077_4.149;508.0724_4.137,2
447.0927_4.077,55206.862636363636,21367.382527272726,2.583697959537119,0.00763,1.3694374253928305,2.1174754620451197,447.0927,4.077,14621.183,447.0927_4.077,447.0927_4.077,1
449.108_4.523,10485.389170454546,946.8419495454546,11.074064869525703,1.83e-4,3.4691129728949415,3.7375489102695707,449.108,4.523,1156.4215,449.108_4.523,449.108_4.523,1
459.0923_4.329,62387.524454545455,1330.6422313636365,46.885273129059634,2.66e-8,5.5510629319112645,7.575118363368933,459.0923,4.329,1284.08915,459.0923_4.329,459.0923_4.329,1
459.1642_2.435,7335.195663636364,16999.380863636365,0.43149781291901007,2.19e-4,-1.2125748478791798,3.6595558851598815,459.1642,2.435,10573.037,459.1642_2.435,459.1642_2.435,1
459.2375_0.514,4452.588290909091,26798.725454545456,0.16614925580924844,0.037,-2.5894482637455383,1.431798275933005,459.2375,0.514,5305.42625,459.2375_0.514,459.2375_0.514,1
464.191_3.704,2451.1036295454546,5017.7283,0.48848871102595465,0.039,-1.0336028729906548,1.408935392973501,464.191,3.704,2875.40785,464.191_3.704,464.191_3.704,1
467.1357_3.676,12963.107690909092,2062.036490909091,6.28655591113911,6.7e-4,2.6522698532346936,3.1739251972991736,467.1357,3.676,2109.78775,467.1357_3.676,467.1357_3.676,1
471.2021_0.864,1084.002625,196101.77171818182,0.005527755386921349,0.026,-7.499090509363496,1.585026652029182,471.2021,0.864,1463.53235,471.2021_0.864,471.2021_0.864,1
475.1985_3.657,1961.5221681818182,8932.799136363636,0.2195865079062233,0.0131,-2.1871386815950964,1.8827287043442358,475.1985,3.657,2694.8864999999996,475.1985_3.657,475.1985_3.657,1
477.1233_1.01,2732.962777272727,841.4038945454545,3.2480985588367592,0.0412,1.699595409674483,1.3851027839668655,477.1233,1.01,1017.86765,477.1233_1.01,477.1233_1.01,1
480.1149_4.917,4854.03950909091,2618.204072727273,1.853957664970959,0.00471,0.8906083004716487,2.326979092871104,480.1149,4.917,2571.3278499999997,480.1149_4.917,480.1149_4.917,1
492.1522_3.718,9381.7616,1622.4961863636363,5.782301172014801,4.53e-4,2.5316437537572885,3.343901797987168,492.1522,3.718,1883.1251499999998,492.1522_3.718,492.1522_3.718,1
492.1876_3.692,590.5164654545455,935.7707404545455,0.6310482257307013,0.0142,-0.66417783236743,1.8477116556169435,492.1876,3.692,504.15715,492.1876_3.692,492.1876_3.692,1
497.1106_3.715,22822.518283636364,1106.6967113636363,20.622197616829627,1.34e-4,4.3661261774461115,3.8728952016351923,497.1106,3.715,1404.96785,497.1106_3.715,497.1106_3.715,1
501.1057_4.061,6799.2127590909095,3654.4066745454543,1.8605517569925671,0.00342,0.8957305240395609,2.465973893943865,501.1057,4.061,1884.00625,501.1057_4.061,501.1057_4.061,1
501.1778_3.92,2103.7611181818183,6131.359154545455,0.34311497094770654,0.0254,-1.5432360192954708,1.595166283380062,501.1778,3.92,3272.5594,501.1778_3.92,501.1778_3.92,1
504.1358_1.245,22110.893454545454,1026.1633209090908,21.547148493825663,1.11e-7,4.429425053481813,6.954677021213342,504.1358,1.245,1353.39295,504.1358_1.245,504.1358_1.245,1
509.039_6.64,25168.313118181817,1199.6151927272726,20.98032208225269,1.33e-6,4.390964920700636,5.876148359032914,509.039,6.64,503.7012,509.039_6.64,509.039_6.64,1
513.07_3.923,37836.892461363634,870.8691227272727,43.447277523023274,0.0247,5.441193873144786,1.6073030467403342,513.07,3.923,1345.8704,513.07_3.923,513.07_3.923,1
515.1935_3.917,4069.4206727272726,19376.20327272727,0.21002157210309277,0.00794,-2.2513905747684793,2.1001794975729036,515.1935,3.917,5538.3315,Cluster_515.1935_3.917,487.1984_3.915;515.1935_3.917,2
517.1523_3.699,2094.557060909091,707.6263977272728,2.95997586810824,0.0328,1.5655854139952765,1.4841261562883208,517.1523,3.699,1172.52605,517.1523_3.699,517.1523_3.699,1
525.1638_0.564,1887.0807181818182,7848.953236363636,0.24042450774698323,0.00963,-2.056344129774616,2.0163737128754655,525.1638,0.564,2538.1868,525.1638_0.564,525.1638_0.564,1
527.1811_2.365,1567.0511545454547,3208.615409090909,0.4883885897030721,0.0494,-1.0338986000720558,1.3062730510763532,527.1811,2.365,1924.34455,527.1811_2.365,527.1811_2.365,1
527.1963_3.633,2594.9612954545455,17890.895145454546,0.14504368140091833,0.0155,-2.785440646715227,1.8096683018297086,527.1963,3.633,3121.9861,527.1963_3.633,527.1963_3.633,1
531.0208_5.949,39144.15922727273,1211.089559090909,32.3214405850017,2.41e-7,5.0144195961491365,6.617982957425132,531.0208,5.949,503.7012,Cluster_531.0208_5.949,288.0095_5.948;531.0208_5.949;599.0084_5.944,3
531.0967_3.961,2505.1659363636363,968.1218936363637,2.587655493415173,3.5e-4,1.3716455574288873,3.4559319556497243,531.0967,3.961,1322.80275,Cluster_531.0967_3.961,323.0428_3.957;335.0254_3.955;531.0967_3.961;545.1135_3.973,4
533.2041_3.926,9061.968727272728,53990.806454545454,0.1678428110701022,0.00236,-2.5748173490679895,2.6270879970298933,533.2041,3.926,14812.0705,533.2041_3.926,533.2041_3.926,1
535.2001_3.279,42135.01927272727,20177.825472727272,2.0881843452198434,0.00694,1.0622490788593817,2.158640529545145,535.2001,3.279,19737.7705,Cluster_535.2001_3.279,289.0997_3.275;535.2001_3.279,2
540.2079_3.902,1122.5258086363638,5686.2947,0.19740901023585072,0.00275,-2.3407402554176677,2.5606673061697376,540.2079,3.902,2054.1483,540.2079_3.902,540.2079_3.902,1
541.2136_0.56,2614.4314727272726,19934.63039090909,0.13115023561809042,0.0105,-2.9307076954068805,1.978810700930062,541.2136,0.56,3449.1432,541.2136_0.56,541.2136_0.56,1
545.1677_3.916,6458.8839727272725,26580.78918181818,0.24299067753583797,0.0276,-2.041027129742768,1.5590909179347823,545.1677,3.916,9535.092,Cluster_545.1677_3.916,545.1677_3.916;549.1813_3.924,2
545.1681_0.551,3302.0930727272726,8952.605727272727,0.3688415611410159,0.0208,-1.4389268667943111,1.6819366650372385,545.1681,0.551,3696.674,545.1681_0.551,545.1681_0.551,1
547.1866_3.913,3491.547590909091,28131.715872727276,0.1241142775188493,0.0054,-3.0102590090658263,2.2676062401770314,547.1866,3.913,4839.46285,547.1866_3.913,547.1866_3.913,1
557.0606_3.819,1521.0354886363637,8586.394959090909,0.17714483154842023,0.0183,-2.496998721490064,1.7375489102695705,557.0606,3.819,1788.7363,Cluster_557.0606_3.819,557.0606_3.819;690.1124_3.829,2
568.1059_3.844,9371.29849090909,33331.44843636364,0.2811548531651951,7.08e-4,-1.8305631446583706,3.149966742310231,568.1059,3.844,12854.172,568.1059_3.844,568.1059_3.844,1
569.1103_3.819,2428.9947045454546,9486.236654545455,0.2560546181800735,4.19e-6,-1.9654765152365778,5.377785977033705,569.1103,3.819,3325.39185,569.1103_3.819,569.1103_3.819,1
569.2416_0.916,4538.863429090909,714.1990886363636,6.355179530902319,0.0228,2.6679328812780696,1.6420651529995463,569.2416,0.916,1022.68455,569.2416_0.916,569.2416_0.916,1
571.2532_0.525,1954.803409090909,3082.066290909091,0.6342509292732692,0.0484,-0.6568743668307769,1.3151546383555874,571.2532,0.525,2610.25645,571.2532_0.525,571.2532_0.525,1
577.1969_0.559,7419.438972727273,15139.134118181817,0.4900834430033,0.0243,-1.0289006873776467,1.6143937264016879,577.1969,0.559,7793.05815,577.1969_0.559,577.1969_0.559,1
609.2621_0.562,8411.683263636363,13773.920781818182,0.6106963584936493,0.0062,-0.7114728522914553,2.207608310501746,609.2621,0.562,9716.0295,609.2621_0.562,609.2621_0.562,1
615.2464_4.094,807.9011177272727,2814.554897727273,0.2870440076971479,0.00566,-1.8006561565255033,2.2471835688117285,615.2464,4.094,1212.90845,615.2464_4.094,615.2464_4.094,1
617.1301_3.99,2872.4398977272726,557.3570431818182,5.153680092260429,0.0181,2.3656029866283577,1.7423214251308154,617.1301,3.99,502.90485,617.1301_3.99,617.1301_3.99,1
618.1817_1.581,501.01512454545457,760.4957640909091,0.6588006774033308,0.0173,-0.602086056389695,1.7619538968712045,618.1817,1.581,501.86175000000003,618.1817_1.581,618.1817_1.581,1
621.1088_7.531,12892.898481818182,785.8164663636364,16.40700982187359,1.54e-9,4.036240426472927,8.812479279163536,621.1088,7.531,503.7012,621.1088_7.531,621.1088_7.531,1
621.1629_3.937,17367.095536363635,671.9186768181818,25.84702008672263,1.89e-5,4.69192605612696,4.723538195826756,621.1629,3.937,503.94804999999997,621.1629_3.937,621.1629_3.937,1
636.2293_3.934,5798.474379545454,627.819675,9.235891467634325,4.56e-4,3.207251219882738,3.3410351573355648,636.2293,3.934,501.95115,636.2293_3.934,636.2293_3.934,1
646.1225_3.879,52463.28026363636,662.2964086363636,79.21420013684768,0.00152,6.307687169518921,2.8181564120552274,646.1225,3.879,1059.5344,646.1225_3.879,646.1225_3.879,1
674.2293_1.21,13898.560981818182,1378.3031386363637,10.083820164241116,1.25e-4,3.3339703892723143,3.9030899869919438,674.2293,1.21,1723.9228,674.2293_1.21,674.2293_1.21,1
688.2445_1.123,8589.638892727273,695.3955540909091,12.352162509805677,2.96e-4,3.6266917333822617,3.5287082889410613,688.2445,1.123,502.90485,688.2445_1.123,688.2445_1.123,1
699.3031_3.917,1158.278301818182,31785.055454545454,0.03644097155893246,0.007,-4.7782947661844695,2.154901959985743,699.3031,3.917,1966.30615,699.3031_3.917,699.3031_3.917,1
703.0841_8.109,49988.84081818182,1877.7803136363636,26.621240224516633,2.65e-8,4.7345058796638435,7.576754126063192,703.0841,8.109,1152.5951,Cluster_703.0841_8.109,605.1142_8.106;703.0841_8.109,2
712.2431_1.025,16878.908545454546,501.358805,33.66632514902086,1.7e-6,5.073234347130252,5.769551078621726,712.2431,1.025,502.01235,Cluster_712.2431_1.025,712.2405_1.021;712.2431_1.025,2
