mz_rt,row ID,6104_U2_HILICPOS_19,6110_U2_HILICPOS_34,6108_U2_HILICPOS_27,6111_U4_HILICPOS_42,6101_U3_HILICPOS_29,6104_U1_HILICPOS_55,6103_U4_HILICPOS_53,6110_U3_HILICPOS_45,6111_U2_HILICPOS_35,6111_U1_HILICPOS_51,6105_U3_HILICPOS_39,6109_U2_HILICPOS_13,6108_U1_HILICPOS_44,6109_U4_HILICPOS_22,6101_U4_HILICPOS_14,6101_U2_HILICPOS_30,6110_U4_HILICPOS_10,6105_U1_HILICPOS_43,6105_U4_HILICPOS_47,6102_U1_HILICPOS_26,6102_U2_HILICPOS_16,6104_U3_HILICPOS_32,6104_U4_HILICPOS_12,6113_U3_HILICPOS_15,6113_U2_HILICPOS_31,6109_U3_HILICPOS_52,6102_U4_HILICPOS_50,6102_U3_HILICPOS_48,6108_U4_HILICPOS_18,6106_U2_HILICPOS_46,6111_U3_HILICPOS_54,6110_U1_HILICPOS_11,6108_U3_HILICPOS_28,6106_U3_HILICPOS_20,6105_U2_HILICPOS_40,6112_U2_HILICPOS_37,6103_U1_HILICPOS_21,6113_U1_HILICPOS_24,6103_U3_HILICPOS_61,6101_U1_HILICPOS_59,6112_U1_HILICPOS_38,6109_U1_HILICPOS_58,6112_U3_HILICPOS_56,6106_U4_HILICPOS_36,6103_U2_HILICPOS_60,6106_U1_HILICPOS_23,6112_U4_HILICPOS_63,PooledQC5_HILICPOS_11_1,6113_U4_HILICPOS_62,PooledQC7_HILICPOS_25,PooledQC6_HILICPOS_17,PooledQC9_HILICPOS_41,PooledQC10_HILICPOS_49,PooledQC8_HILICPOS_33,PooledQC11_HILICPOS_57,PooledQC12_HILICPOS_64,...63
272.2_0.839,2901,1396.9711,3027.9075,3331.0305,4130.5225,2398.3806,2006.8925,5113.5767,1441.1736,391627.78,2745.4934,3013.7312,2657.4043,5852.912,3661.602,2492.6304,48089.52,2052.6282,2540.2913,33003.938,3102.1077,2821.4807,3590.4617,1604.4875,2421.459,5295.597,12879.711,2459.0132,2810.0066,2773.6057,6692103.5,3821.1113,2138.7712,2764.3884,7704318.5,2471.1921,4387.145,3689.8203,3575.688,3004.2273,12416.3955,12972.129,3140.3823,2290.4768,7412952.5,2614.1765,7342257,2791.2937,4645073.5,7573.5654,4585517.5,4638201,4512927.5,4631896.5,4542833,4905250,5025598.5,NA
272.1669_0.804,2909,5304.232,4156.312,3954.6753,3948.808,6948.411,6272.7812,4808.175,6234.156,3908.2314,5147.0527,17567.482,4557.9175,3560.8003,3289.7551,55645.875,931966.06,5493.4473,6306.3735,115374.484,8442.874,5012.78,4598.8105,6936.065,5904.579,73108.94,4338.44,4448.3257,5693.3345,5391.351,4814.581,4843.3164,7588.1333,6208.869,6956.2866,6568.9727,8583.691,8350.733,14148.564,46380.887,7471.4365,7125.7524,7434.4775,7679.4766,5217.864,4772.464,5341.752,12599.339,20245.748,9087.296,18679.027,20009.994,20373.273,20316.469,19048.666,20454.215,21973.62,NA
302.2328_0.854,2921,239324.88,151131.97,555761,316113.6,413408.72,183313.62,317618.3,491752.88,725922.94,681117.06,490619,175267.12,1517392,314669.3,223459.6,151140.89,438946.28,399331.9,505784.53,277958.97,188892.75,270905.16,259742.34,215954.12,221533.58,207446.89,331362.3,299546.25,772933.44,52888.883,451193.56,399908.1,1011471.6,54835.14,609662.25,1448950.4,501190.16,303166.1,451780.12,378110.12,3566130.5,382805.72,1931586.2,61212.316,311693.03,276888.84,2651331.8,327326.62,232546.28,315028.78,315406.53,308701.78,315433.28,309247.6,359035.75,367617.8,NA
304.238_0.858,2922,5933.319,5038.5596,15819.764,8683.48,12336.414,5094.606,9400.942,18146.168,20350.299,20451.945,16169.596,5707.835,35060.918,10645.219,6702.974,5214.389,13718.916,12928.795,17691.705,9741.381,5209.276,8045.8325,7991.7134,6251.321,7980.032,6635.2925,8648.522,8748.798,21510.371,2405.125,13745.302,11432.924,28168.676,2453.5823,19356.418,32290.059,16497.107,10108.819,14214.957,11195.712,61854.34,12606.136,41905.125,2615.186,9560.802,10204.666,49839.844,11860.641,6504.008,11484.608,9852.437,9868.619,9956.886,9473.081,10158.124,11535.305,NA
274.204_0.853,2923,5585.72,3506.1633,3558.3408,7613.2217,10882.976,2243.9187,5623.516,4071.784,19743.924,10858.13,10509.656,5766.917,8690.22,4263.665,6626.8965,3069.9604,3177.8801,6824.449,13301.828,7519.878,7703.4546,3718.7373,2839.2024,2812.2095,3958.4866,8943.294,9311.205,10038.921,4905.634,173227.36,13208.129,3386.7988,1528.675,228612.7,8612.817,2892.2815,3653.548,4667.966,4993.0522,2226.779,4987.876,10329.6,3781.2434,224012.61,4271.7183000000005,52506.105,3804.2424,88760.97,1629.5922,89604.95,84747.45,84147.64,85053.05,82118.61,100814.71,93589.1,NA
338.2322_0.863,2936,34145.523,27195.398,20822.96,26462.074,59747.918,50973.63,30474.197,27455.629,24172.867,34311.01,44805.652,37863.91,28399.678,26182.97,32219.53,18229.492,44113.06,41295.49,39263.36,30198.596,14890.543,61636.246,102622.75,69587.88,42571.01,31421.03,29417.373,40052.047,18896.889,6689.025,27647.766,52463.535,29668.309,8239.376,42426.42,29322.715,83371.13,98974.33,52483.727,65067.062,35595.902,50089.707,41208.37,13119.922,37062.293,20424.82,35690.746,32129.357,51059.145,30659.06,27564.123,29658.496,31040.812,27164.959,32295.988,33264.117,NA
151.123_0.863,2940,10845.861,8205.549,3905.4846,19224.912,10118.382,19384.1,58103.52,14172.232,46988.6,91080.21,41217.945,55474,8143.8545,33664.223,10249.15,4824.01,25903.646,24040.223,13655.316,16087.72,29506.523,17391.896,31530.967,19850.75,16731.035,34677.67,17342.562,10460.886,3947.3247,24132.098,42680.94,37979.977,9745.641,5489.5576,28417.986,17450.078,67831.01,118667.79,99855.016,7834.2183000000005,32301.027,45045.156,45736.355,9019.554,28807.033,10254.048,10967.354,24167.799,48415.883,23645.11,26032.143,26437.674,24513.893,24188.312,29976.404,27348.113,NA
761.4182_0.857,2941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8226.488,NA,NA,NA,5796.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,98907.055,NA,4068.3196,NA,7697.0366,NA,7757.1953,7546.742,8814.74,9591.32,6820.8003,8372.389,7771.8335,NA
575.3863_0.86,2943,NA,1158.5221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087.4318,1060.4138,NA,1149.214,NA,1161.2169,NA,1058.604,NA,NA,NA,NA,NA,NA,NA,252599.44,NA,NA,NA,780602.75,NA,1176.8824,NA,NA,1053.1674,1292.1324,NA,NA,1095.1124,209855.47,NA,637127.7,NA,34550.2,NA,35255.844,30187.723,31180.244,27368.932,32733.98,29484.965,30315.373,NA
262.1644_0.838,2956,9215.196,8526.501,35544.938,8954.2705,9912.173,12651.694,20146.25,9768.165,12330.357,19234.719,12080.987,18656.941,18372.28,22518.943,7396.893,7434.4634,10621.485,11564.081,11827.722,17097.635,15386.829,10084.667,17454.21,10862.952,10754.596,17046.348,18528.758,14677.299,23636.88,2743.556,34681.156,24093.203,22035.768,3241.6096,17664.78,8502.44,18918.623,23022.084,17152.455,11126.369,7194.021,17353.486,9242.613,3610.284,19318.936,7974.8423,6149.474,13902.909,8487.49,11380.176,11382.387,12129.921,11965.069,11999.232,13176.946,10441.415,NA
286.1784_0.829,2959,1699.651,2215.5588,2817.0771,2372.8906,2201.9033,2762.4177,2796.7622,3175.0881,3340.1265,1804.7823,1869.4088,1859.0592,3137.56,5964.3613,1257.5511,1466.9974,1820.4706,1859.95,2569.1963,2008.9266,3136.534,2214.8577,2354.1406,2142.001,2054.4463,11050.013,3426.371,1889.8129,2055.2866,13629.643,2036.1188,3390.321,2878.356,26352.2,3939.194,1330.8439,1909.9176,2153.265,2196.458,2094.5593,6918.846,2305.6973,1702.2677,27416.924,1544.9526,27559.809,1715.9476,3392.4673,13922.098,3355.6304,2996.4448,3263.9397,3677.4678,3376.397,4718.8755,3817.4792,NA
288.1956_0.873,2960,1285.0087,1235.8075,1214.4414,1412.431,1753.7211,1798.3667,3080.3203,1110.9532,16398.387,1375.7931,2058.7827,3190.2964,1626.4524,1399.2758,1417.0232,1240.039,NA,1402.2048,8608.226,1271.1309,1210.8182,1801.8342,1330.4049,1055.2858,1584.7737,1361.9216,1575.6931,1297.7845,1727.4688,748391.5,1089.3103,1029.0645,1601.8264,1175400,1908.3693,NA,2264.0845,1249.3481,1614.0054,1720.0267,4044.9048,2528.9426,1552.0598,1182377.1,2608.3345,961056.2,NA,239782.77,4382.311,233594.94,233915.89,232985.42,240305.28,226846.81,246286.23,248750.16,NA
204.0866_0.88,2968,3331.2288,11045.448,12031.06,5012.4937,3917.4463,2776,4268.3115,10537.627,8141.656,5688.1724,5408.407,13624.137,15192.308,10838.753,2689.553,5038.6436,7884.8413,5332.8687,3077.7373,2903.7847,5665.301,3429.3901,3258.8853,3864.9758,10971.493,17038.572,4505.539,2569.256,4420.906,2309.7356,5815.5884,8085.086,7531.625,2600.2783,9243.05,9495.541,11096.796,5371.615,3544.9692,3733.2253,8820.742,13535.084,9335.623,3913.7598,7067.278,6034.2373,8834.878,7470.659,4033.2124,7553.401,5252.278,6388.778,5954.5815,6561.361,7208.8193,6254.379,NA
239.139_0.892,2972,17484.734,31448.105,4616.6304,10421.6875,39703.42,16058.984,40570.387,25215.057,12579.235,11064.21,46373.81,55220.395,5562.2866,75679.695,41979.938,25442.84,11555.298,18150.025,13982.673,22685.732,36175.957,15787.581,19645.955,16343.41,32924.656,26408.885,48918.008,25920.482,9736.581,6031.5244,12861.544,27835.861,6335.2,16069.856,58469.418,12331.701,19110.951,36942.41,36825.93,23448.025,11993.487,20064.6,5375.177,9635.203,14095.152,8722.04,5564.4473,26310.922,29691.607,22161.953,22004.908,24749.623,26427.941,23481.232,21716.918,23308.727,NA
182.0917_0.888,2985,2005.6615,1232.7949,1613.1633,1800.832,2040.2068,2217.277,49169.74,1283.142,1193.6814,2237.0955,1998.1257,2218.305,1782.99,10625.051,2068.3323,1870.2842,1515.9553,1257.995,1918.7261,1202.6781,1413.7297,2728.3796,1748.811,3466.5984,1675.2218,2051.1367,2020.2635,1320.673,1702.1108,2213.415,1950.1362,2081.8438,1899.2058,2814.2893,7547.3413,1856.9384,3626.3374,1988.0955,5821.564,1462.1588,1268.5714,2093.9233,1891.6682,2670.0115,27778.88,2422.604,1107.7289,1847.515,3315.686,2323.8237,2389.6719,2728.4202,2261.7053,2419.843,2215.8687,3072.0254,NA
358.2586_0.903,2988,134975.02,66116.6,80478.664,62218.836,257469.22,156840.19,201124.08,89050.57,88667.04,120706.99,100984.84,123161.69,107643.56,164554.62,134915.52,122455.555,86135.41,72991.91,81146.234,69620.82,87125.44,181000.72,199439.38,126531.15,83375.086,78201.055,117818.61,90813.68,174197.84,23007.701,86497.31,242927.3,128680.914,24582.67,126571.09,39895.473,192459.33,337626.9,261378.66,246199.89,82955.49,93247.62,75937.04,31798.457,188139.8,52494.426,43511.543,114421.484,97338.8,109380.83,114835.87,103505.234,106423.35,102629.516,121433.625,126947.09,NA
342.1728_0.923,3010,7510.98,4192.6978,10575.052,8836.033,11925.1875,9258.567,6040.3433000000005,10815.8955,14273.441,12725.542,10688.028,4974.5977,11982.154,9600.755,6895.6626,6990.9795,4487.936,8713.09,7685.1943,7241.019,6061.1904,8873.4795,11143.412,8773.902,10209.325,8415.556,11324.1875,9319.219,10753.506,2524.8787,11139.758,8893.923,10811.39,5052.5225,7005.28,14876.22,8929.711,8245.657,10317.192,12773.192,14037.8545,10449.09,9289.429,3958.6587,7839.0073,5834.596,14595.686,7859.4443,11274.679,6714.6895,6870.301,8573.876,8694.189,8402.818,8035.8306,8811.634,NA
281.1494_0.927,3014,38687.2,16711.334,15718.723,15364.64,35948.527,8450.75,43945.348,24191.941,16546.246,72007.44,35152.043,74456.73,15185.24,64324.84,20801.05,19387.613,14120.12,27339.777,38635.082,30822.428,75139.66,20241.963,22856.707,24624.83,33726.098,19038.926,51717.867,32375.406,9484.638,10938.043,21734.73,40519.66,21015.168,6421.622,32785.41,13805.044,36103.082,39349.83,57269.67,20227.201,20629.041,17618.69,12579.09,16854.678,29554.658,22097.27,17057.5,28081.451,37309.867,25911.777,25755.98,31780.242,28790.281,26722.568,30870.703,30914.125,NA
300.253_0.931,3019,15051.359,6336.251,6254.586,9784.745,12750.01,10937.09,20805.432,12537.075,16693.002,19389.727,11188.321,6263.3438,13502.244,6438.5654,10919.498,6658.9473,6823.033,13821.588,15006.48,10591.627,6985.5474,13103.133,12811.708,13383.755,17600.994,7603.4736,11565.22,11582.923,9335.835,1931.3882,15420.321,20080.611,12933.186,2170.1338,11869.406,32118.977,27990.074,48316.57,38484.195,15027.151,48652.97,13836.699,69737.53,2405.099,37326.96,6989.1123,57236.4,16487.336,18002.354,15289.413,15626.9,15554.263,17763.541,16323.906,18893.654,18492.488,NA
356.2428_0.932,3021,43621.043,22188.9,26312.44,38945.895,86636.85,50206.1,59490.91,35814.66,46790.34,75156.76,39115.266,25395.61,44005.277,26560.793,35304.47,31182.717,32278.703,40503.508,41735.207,29192.89,24871.047,65071.19,69572.5,49608.695,43992.047,28502.076,32889.344,49316.438,36689.676,12772.301,38793.08,87723.016,41258.28,11376.924,43460.68,25553.373,76777.79,106731.09,82572.195,70052.586,40079.55,38710.516,34493.957,10915.485,81775.14,23788.693,29264.936,40747.29,58798.156,40619.277,38573.316,37615.81,39781.938,37439.008,42009.33,45231.668,NA
300.217_0.93,3023,316409.53,173815.22,172536.58,231264.92,274819.78,242977.53,436140.12,275314.6,354887.88,403147.6,248649.08,185991.6,278373.25,168164.42,258174.89,177660.2,173557.28,305273.25,315036.88,233300.44,181601.22,283130.03,276692,292912.72,355585.16,195167.47,249959.1,273972.7,230805.16,55068.83,320985.16,402653.84,280461.78,60467.24,257145.27,951666.9,564445.4,975047.9,734577,299430.22,1022046.75,289219.47,1689858.6,64914.676,713664.7,183784.36,1261465.5,355574.78,383874.4,321979.6,316302.8,336476.7,341548.7,333831.25,371205.84,385463.97,NA
336.2167_0.936,3032,31128.924,38634.242,34624.49,29033.785,53201.29,41252.605,35192.26,41282.438,28174.125,37099.5,46928.74,32444.395,44855.78,26194.46,32632.09,29262.465,34952.16,48364.043,41004.75,43034.99,26285.727,53685.465,53492.89,89831.195,54323.203,31602.771,34238.562,45524.086,32322.535,8515.21,31830.766,69558.875,48641.414,13882.955,39471.785,35855.125,71026.81,88124.68,48878.016,75153.92,34943.91,54373.9,37639.793,19099.723,31414.531,26937.154,38911.863,38468.38,61570.285,37071.11,36328.746,38513.67,37762.22,35599.43,39212.316,40529.754,NA
311.1543_0.959,3033,2209.1082,1976.1107,2409.3481,2333.5867,2151.7122,2329.4656,3311.0242,1975.4995,3098.965,3139.6528,2291.776,3879.7175,2476.531,2585.5415,3193.2625,1738.7834,2076.5208,1747.6084,2171.665,2824.8845,1763.1074,3897.5269,2872.9883,2316.264,2753.166,4545.492,2858.2422,2382.7803,1534.0802,2358.3447,2665.7979,3157.443,2189.4106,2445.8176,2486.8704,726556.7,2423.3762,2959.4128,2997.3484,2341.4412,570558.1,3606.431,443373.72,2127.3699,2599.0994,3634.3682,568345.4,53407.41,3247.7786,50583.14,52799.78,47833.9,58596.184,55548.176,58492.062,54012.402,NA
220.0969_0.954,3051,7934.346,2363.3677,3952.0835,2503.2864,1883.7627,3726.951,4491.5757,3639.9812,3156.7356,2614.4854,2155.762,26971.479,3398.087,4728.904,15814.58,6652.3643,1773.4325,3293.1501,2605.5452,2366.0476,2996.7524,11321.352,2149.5564,4786.4717,2690.1118,35548.035,9529.007,2934.872,3254.9634,3170.3376,2424.6143,3714.243,5615.1416,2541.8418,2388.84,2152.0005,3910.5537,7510.0845,3277.5796,5241.263,2961.9238,4156.8535,2345.0012,3655.9075,4862.5596,15003.359,2000.9788,5489.7866,3047.3838,5077.6396,6477.1836,5612.286,6543.6807,6685.422,6021.872,5908.05,NA
319.1644_0.958,3059,7057.632,11629.551,16073.02,9066.0625,6271.6025,4325.028,10043.481,8315.011,2961.123,5478.6714,10992.642,6244.5283,32730.215,5339.2295,4134.3833,7001.401,8957.874,6469.1606,5737.424,3989.5183,7331.795,11648.5625,7288.8203,5050.5024,7161.3784,4818.185,6624.994,5771.5654,9126.921,3649.2905,5358.52,13197.995,13967.536,3414.9917,7445.45,2534.0083,30445.188,6939.169,8037.5645,8497.974,4572.1187,6683.3105,3381.75,3461.9011,24265.725,12890.047,2891.0369,7152.8115,6593.668,8897.945,6654.4116,7725.1255,9319.541,8649.325,9780.49,9913.2,NA
288.2166_0.952,3066,49533.957,35282.516,56098.695,79118.984,82781.34,61014.023,48088.934,101139.72,99550.16,162840.45,145431.44,73270.35,92549.4,79817.734,48903.82,36424.99,53037.414,167139.06,149265.03,93956.57,68479.07,52428.84,65128.227,33490.99,31439.016,59875.754,90587.39,102007.79,81599.91,20131.467,99307.555,68558.984,90464.945,25681.799,132385.44,38654.773,80623.29,42035.008,111276.84,92482.984,37869.992,94844.25,43830.24,20921.342,97482.65,99899.695,45976.145,57370.36,36660.906,57860.41,55173.01,58171.555,57254.434,56817.83,64103.98,66010.5,NA
160.0969_0.959,3070,42098.438,65074.746,46413.594,131008.72,64949.508,47352.86,86452.79,75310.36,129036.02,135242.77,110030.69,48112.9,98218.8,43899.465,55303.406,50375.15,56000.074,99788.43,143343.56,117157.94,42131.66,48319.58,46650.035,72223.59,77590.945,51090.793,43571.67,45285.043,82183.55,33956.918,156436.2,82219.055,65458.383,46921.977,127256.8,35626.7,160414.61,109471.3,138662.31,60059.617,40983.973,152185.19,39565.56,47137.8,84874.05,81711.86,47595.85,65350.19,85814.01,62553.24,61244.836,62907.906,54241.15,62266.387,62253.746,64104.504,NA
261.1237_0.961,3072,3330.9417,2692.3088,2797.25,10570.379,3279.46,3298.0444,26487.65,8272.328,9160.525,17659.352,51759.97,43136.832,4878.1196,3351.8953,2338.3923,2276.5378,2417.2864,29147.463,4382.5156,2623.1257,3746.9673,5748.353,3057.2942,6595.756,20740.238,6502.888,2670.3445,1945.3629,2193.7266,4276.085,8495.872,32549.691,1966.1956,2162.0034,32101.426,13762.341,18753.174,19035.033,39042.703,1768.0757,18823.74,11113.615,18705.06,2988.945,6821.4746,6452.1533,5744.8984,13026.525,23390.33,12252.854,12192.356,12704.077,13451.095,12921.669,13258.701,11599.236,NA
100.0757_0.957,3075,79325.76,111125.055,81467.05,216728.73,100078.21,85114.46,158196.56,141144.73,186716.12,228916.58,176398.34,80516.445,169467.66,81808.77,91201.42,96707.63,91282.56,168338.12,237946.64,199201,75900.34,87784.84,80925.195,123807.984,133165.17,81752.17,64138.09,77577.2,134326.3,56250.273,273174.8,147166.06,114906.914,78054.67,190463.28,60481.61,264696.25,174453.94,215873.08,109592.25,45823.99,248014.95,64358.406,73731.98,144238.27,143278.4,68142.04,118047.445,148449.06,104176.56,107537.25,117231.875,110644.17,105669.01,112495.94,117011.21,NA
321.1793_0.952,3077,9743.956,2408.7932,12872.056,31346.764,1727.8214,8420.469,4182.111,2132.41,10013.65,28461.1,2511.551,8582.779,33783.832,8828.415,2634.038,2876.3088,4423.1523,1723.7108,1669.8292,2103.3625,4508.2793,10347.4,10852.457,7138.878,8393.65,13201.251,5087.1436,2775.1428,6974.5527,4599.235,19670.953,5049.1885,7547.6465,11571.206,3326.26,6073.084,7005.706,5193.5444,3060.0945,1987.6791,8043.7524,9648.704,3758.0095,9474.501,11167.159,6617.044,8887.129,9924.142,10855.235,8601.398,9251.027,9168.885,10069.538,11371.797,12133.326,10889.328,NA
267.1331_0.956,3081,38497.652,36831.69,31232.371,30139.871,34614.723,11147.931,39761.34,26501.914,37674.484,21616.871,25199.916,86466.22,44916.797,59821.64,23260.03,32014.17,9770.627,14883.536,27628.06,45162.395,74439.65,46014.004,18064.588,38376.973,31017.697,23302.195,48958.977,40633.285,12583.257,12771.258,22277.314,49014.176,56509.125,15696.876,40476.78,21270.04,63976.535,30304.396,49132.293,29135.951,21939.201,32934.113,10433.643,17632.654,29226.338,21805.604,13556.154,32737.52,43911.87,32764.01,33123.15,30376.969,30810.176,35752.098,29358.021,31990.047,NA
166.1227_0.961,3082,3843.3267,535145.06,2089.6455,5514.724,3832.2656,7949.9575,28007.74,1593602.1,7693.6733,25755.95,14154.106,31862.451,2468.7397,31562.393,3111.2332,3097.2734,746639.2,7661.6357,4134.1006,3063.0903,5797.8794,11609.62,3981.3618,6167.985,4736.6406,61147.438,4506.72,5365.0815,2556.6472,50133.324,6991.184,23736.754,4214.5786,14144.19,12697.561,5874.1353,32968.965,16555.346,29576.992,2895.9963,6352.783,120114.625,7401.853,35403.36,11290.422,14066.737,2768.3965,68889.61,16437.078,80919.49,78942.49,64463.61,84798.73,81030.49,85786.52,108712.67,NA
448.3053_0.958,3087,36112.49,7303.3315,48334.086,40000.918,30585.102,20186.45,24275.701,9807.613,52389.57,95428.21,16512.023,20368.213,60966.91,14492.022,18864.676,15501.599,2927.7546,NA,14318.108,15534.362,28682.139,36772.195,21026.887,13318.774,15962.902,15276.803,37697.133,14747.276,22955.852,16346.676,49240.457,5323.0005,32895.79,13111.365,18070.965,18285.621,31543.395,22416.38,27155.58,12444.361,26721.027,12697.51,18868.062,9991.057,19620.79,20396.088,20441.008,23647.564,13710.644,28260.842,23779.533,27031.852,21891.133,26622.492,23693.145,26672.533,NA
312.2168_0.956,3088,360606.8,78751.72,89490.12,75976.74,123254.45,160152.45,374575.5,139766.33,85640.54,115659.74,98174.78,963137.75,362060.94,85040.31,618051,187134.9,85002.88,164922.23,111011.74,100390.73,88620.58,553302.3,238654.16,226543.25,229771.9,989768.6,477286.2,116787.6,120862.99,33721.113,121488.87,152271.27,114693.52,42442.656,115183.1,81424.77,188024.62,393377.97,187494.05,284339.12,439977.38,234083.08,106185.46,35321.285,233123.17,611119.9,88460.26,189373.7,168351.17,185437.86,183353.67,188812.83,186698.5,184673.88,195548.34,205778,NA
326.1959_0.963,3103,40386.723,25163.113,71691.22,53008.457,189536.89,36829.195,33692.086,43209.71,143970.31,83719.67,53113.547,19735.09,136208.12,40066.867,106481.74,124943.04,20966.46,53921.39,57062.32,45960.574,39635.207,44663.96,34504.9,39866.586,36194.617,36415.836,57383.465,39008.582,97344.45,14239.529,83485.91,42146.824,103031.16,16771.166,41435.797,28178.574,56818.133,30122.195,44514.332,156610.1,52174.664,44722.734,44339.164,12658.883,41088.37,22917.465,43439.27,42630.79,40409.387,44113.355,42582.99,40482.6,41542.625,47007.035,44862.523,47875.453,NA
416.3518_0.967,3113,25284.422,5031.0186,5185.32,NA,6586.938,20082.82,2049.3494,5039.169,NA,NA,NA,NA,1188.1406,1560.9625,15914.218,7883.4746,13035.972,1437.4142,NA,1976.0319,4012.3853,14370.46,20896.05,6607.927,15039.059,2816.3257,2905.0613,3294.9739,31222.572,2018.133,NA,45770.68,17305.893,2042.562,1313.8223,1805.6946,NA,14263.44,3663.0896,3031.8367,NA,3110.0222,1452.0653,1226.3461,3446.8262,NA,1224.8226,5812.503,16510.252,6936.3955,5244.9805,5662.898,6586.2754,5716.8354,6338.5513,7766.261,NA
244.1281_0.958,3117,1257.0425,2005.2986,1113.1107,1243.129,1387.9923,1313.2014,1543.4016,1151.0475,1583.8573,2063.0674,1285.0836,1456.7904,1698.334,1635.7168,1303.0466,1067.5682,1475.6953,1117.5664,1296.5033,1045.3434,1386.552,1263.0875,2124.1755,1170.9136,1606.449,1132.7609,1236.81,1566.4625,1476.2277,1152.237,1943.6796,1991.1686,1714.4075,1323.278,1966.1356,864103.4,2028.2496,2154.7222,2176.0205,1383.7028,1252918.6,2094.898,1084312.1,1322.1455,2422.6848,1011.3159,1235602.5,185985.08,1484.325,180976.03,179939.83,189113.86,191975.02,190607.28,216636.47,216360.66,NA
310.2389_0.968,3118,47843.543,38491.6,29927.953,26095.438,53399.25,56549.258,37843.41,33470.13,24159.402,47712.754,50609.504,49921.01,38458.043,35395.94,27903.125,20421.146,48310.13,61853.527,39953.85,71280.95,35972.57,63355.848,98611.46,79244.78,68352.414,42759.598,48964.52,78163.05,20683.83,9038.899,38828.55,76960.91,49395.426,14294.302,58402.78,34467.676,39236.78,84581.28,61958.703,84721.24,27380.842,65294.633,29882.344,12022.213,22511.762,29844.932,23735.021,39104.25,68405.73,35549.914,37378.184,37155.65,36670.63,36039.234,38483.223,31580.717,NA
242.1331_0.965,3123,1440.3032,2069.2222,1819.7958,2499.6682,1706.0673,2666.375,2790.077,NA,1814.741,1481.2139,1725.1173,1471.2109,1664.9517,2142.792,NA,2332.0486,1306.4921,2735.0461,1068.786,1701.6642,1719.3119,1870.5599,1790.8845,1430.3608,2133.6401,2254.8853,1387.1671,2463.9197,2303.1604,1643.9846,1818.8363,NA,NA,NA,2024.1383,3414540.5,NA,2393.0037,1106.0049,3721.4573,4433380.5,1205.0071,4031101.5,1862.8491,2347.3816,1054.7373,4403453.5,605522.3,2602.6672,547201.56,556334.5,571284,569681.25,570135.75,638566.7,696154.56,NA
310.2019_0.968,3124,1001836.56,745438.5,581143,507334.47,1146386.8,1175634.4,789442.25,651318.4,481713.56,978935.3,1105859.9,1088907.2,742793.75,683120.1,515692.28,408880.78,1001256.94,1325312,1014371.1,1608518.1,697045.75,1436948.9,2752178,1892802.9,1605673.1,890353.1,993065.56,1691169.8,413583.88,213140.28,737964.75,1745097,1046946.56,314313.47,1266883.6,629223.2,757059.3,2184719.2,1371029.2,1975628.5,519681.38,1418591.8,581064.44,253800.08,429077.25,569241.44,484290.25,737460.44,1575942.5,696828.5,716072.44,703709.25,709623.94,716918.4,836927.56,907957.4,NA
685.2828_0.974,3129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58360.332,NA,NA,NA,NA,5312.151,NA,2052.931,NA,NA,NA,3846.3853,4076.5955,NA,3834.2073,6106.2866,5367.0415,5717.537,5447.1704,6199.016,5432.588,NA
186.0687_0.97,3131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434.9275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48185.582,NA,NA,NA,NA,71425.64,NA,70450.78,1020.7522,NA,NA,70802.31,11144.892,NA,9969.25,10520.737,12448.875,12170.557,11526.985,12249.163,14677.098,NA
312.2167_0.957,3136,360606.8,78751.72,89490.12,75976.74,123254.45,160152.45,374575.5,139766.33,85640.54,115659.74,98174.78,963137.75,362060.94,85040.31,618051,187134.9,85002.88,164922.23,111011.74,100390.73,88620.58,553302.3,72722.9,226543.25,229771.9,989768.6,477286.2,116787.6,120862.99,33721.113,121488.87,152271.27,114693.52,42442.656,115183.1,81424.77,188024.62,393377.97,187494.05,284339.12,439977.38,234083.08,106185.46,35321.285,233123.17,611119.9,88460.26,189373.7,168351.17,185437.86,183353.67,188812.83,186698.5,184673.88,195548.34,205778,NA
