mz_rt,row ID,6104_U2_HILICPOS_19,6110_U2_HILICPOS_34,6108_U2_HILICPOS_27,6111_U4_HILICPOS_42,6101_U3_HILICPOS_29,6104_U1_HILICPOS_55,6103_U4_HILICPOS_53,6110_U3_HILICPOS_45,6111_U2_HILICPOS_35,6111_U1_HILICPOS_51,6105_U3_HILICPOS_39,6109_U2_HILICPOS_13,6108_U1_HILICPOS_44,6109_U4_HILICPOS_22,6101_U4_HILICPOS_14,6101_U2_HILICPOS_30,6110_U4_HILICPOS_10,6105_U1_HILICPOS_43,6105_U4_HILICPOS_47,6102_U1_HILICPOS_26,6102_U2_HILICPOS_16,6104_U3_HILICPOS_32,6104_U4_HILICPOS_12,6113_U3_HILICPOS_15,6113_U2_HILICPOS_31,6109_U3_HILICPOS_52,6102_U4_HILICPOS_50,6102_U3_HILICPOS_48,6108_U4_HILICPOS_18,6106_U2_HILICPOS_46,6111_U3_HILICPOS_54,6110_U1_HILICPOS_11,6108_U3_HILICPOS_28,6106_U3_HILICPOS_20,6105_U2_HILICPOS_40,6112_U2_HILICPOS_37,6103_U1_HILICPOS_21,6113_U1_HILICPOS_24,6103_U3_HILICPOS_61,6101_U1_HILICPOS_59,6112_U1_HILICPOS_38,6109_U1_HILICPOS_58,6112_U3_HILICPOS_56,6106_U4_HILICPOS_36,6103_U2_HILICPOS_60,6106_U1_HILICPOS_23,6112_U4_HILICPOS_63,PooledQC5_HILICPOS_11_1,6113_U4_HILICPOS_62,PooledQC7_HILICPOS_25,PooledQC6_HILICPOS_17,PooledQC9_HILICPOS_41,PooledQC10_HILICPOS_49,PooledQC8_HILICPOS_33,PooledQC11_HILICPOS_57,PooledQC12_HILICPOS_64,...63
416.1911_3.695,5447,NA,NA,9587.144,1988.2347,NA,NA,1696.3958,1253.0687,1774,7414.16,NA,101037.19,NA,40079.305,NA,NA,11309.888,2046.8141,1802.1931,NA,NA,NA,NA,1345.6598,1255.7659,88090.82,NA,29944.97,1638.2908,2725.0842,1692.3881,1193.9624,1499.3334,6012.8086,NA,3458.2925,1870.7618,1829.0004,2399.1233,NA,1125816.6,1577.0035,4833.7,7011.2183000000005,1575.9922,7367.539,1472990.9,53511.293,1219.9214,55472.316,51446.363,48583.656,54512.617,66922.516,62343.734,56089.355,NA
430.2945_3.707,5464,3690.2812,2423.3467,20358.66,7108.0825,5113.889,3583.294,13761.7,4748.658,9610.115,16145.003,4118.517,10922.011,21640.387,11940.027,3478.797,3513.4453,3714.9517,NA,4453.143,4087.7598,5543.5234,3354.0144,3069.9397,3091.2349,3465.2812,18848.637,7002.156,3208.1475,6532.3154,2745.616,10386.974,4313.6816,7742.6113,5395.136,3638.5632,20044.555,13272.428,4181.101,12978.447,4421.831,33764.91,12426.125,16727.69,3404.1606,8722.243,5588.6333,16516.53,7391.5117,3435.4395,7061.9106,8977.438,8632.295,7336.129,7780.172,8256.164,7731.0264,NA
501.2032_3.709,5470,NA,NA,NA,NA,NA,NA,1051.4949,NA,NA,NA,NA,NA,NA,1006.05206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032.3024,NA,NA,NA,NA,NA,NA,1191.5361,NA,NA,95035.14,NA,NA,1345.8859,NA,142939.6,1371.375,88663.56,NA,NA,1023.5417,109920.05,9931.652,NA,10778.027,11727.107,9998.861,10895.368,11099.549,11463.592,10090.838,NA
370.0894_3.717,5475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16495.373,NA,NA,NA,NA,26252.01,NA,27371.607,NA,NA,NA,25840.443,2872.526,NA,3922.6934,2980.9978,2926,2182.4583,2400.4556,3517.6694,3481.744,NA
324.1254_3.727,5484,NA,NA,1195.446,1021.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078.7556,NA,NA,NA,1955.3263,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032.9812,154620.84,NA,NA,NA,171748.39,NA,NA,1621.0049,NA,1285.4014,NA,NA,NA,NA,235276.44,1292.7648,197095.78,NA,20614.783,NA,21241.703,22033.68,22652.889,22466.08,22138.932,24310.592,27451.18,NA
368.0928_3.719,5487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38541.246,NA,NA,NA,NA,56290.35,1007.18274,72342.26,NA,NA,NA,66899.23,5698.7573,NA,5997.412,5645.819,7798.46,5515.2285,6767.4497,6777.5186,9366.782,NA
444.222_3.766,5493,2597.8826,1033.0073,1449.3768,1479.3967,1627.198,2099.2717,1289.0234,2253.564,1439.1432,1332.6978,NA,3605.7678,1353.0587,1589.9764,3395.8896,2223.19,1744.84,3552.0242,1459.0035,1228.24,1177.6632,3021.4465,1787.1302,2034.5605,2867.6194,2234.0232,1689.4269,2057.0408,1705.2808,1810.6956,1295.6914,2014.4534,1068.1229,1488.2076,1232.1505,1558.5099,2463.8943,1861.4474,2060.3848,1574.7053,16502.285,1515.4594,1274.5211,1405.79,2048.3103,1225.1632,37341.168,3020.864,1441.7561,3506.2832,2871.17,3028.1719,2595.0059,3815.8506,3742.7383,4058.595,NA
159.149_3.721,5496,4481.5527,24450.557,13081.65,46599.484,15188.232,4740.132,214715.16,69719.695,92812.56,58000.188,12088.766,3628.0134,49612.7,4170.9277,11123.304,9080.873,113186.47,6195.893,37123.355,89264.68,6018.9023,7050.2656,7321.583,5733.261,3700.8687,3736.0254,4530.2783,10212.571,20880.975,49807.855,154963.77,45796.11,20981.02,36335.016,36760.37,71680.945,475074.03,10253.421,455143.94,14911.735,18652.818,4507.639,54521.773,21479.762,243429.27,92417.62,130354.734,48500.914,11136.07,49744.11,47495.89,50710.27,49172.266,55870.15,60615.91,65937.21,NA
288.1371_3.721,5503,1048.5552,1011.03265,1833.5369,1198.1112,1177.9418,NA,1613.344,1084.0863,NA,NA,1261.1238,1334.1484,2166.653,1282.8507,1177.1029,1193.5571,1272.4722,NA,1063.0089,1145.64,1199.3779,1041.7693,NA,NA,NA,1180.3141,NA,NA,1143.2831,1189.245,NA,1311.742,1415.1659,1371.1333,NA,50137.227,1299.489,1070.805,2633.5542,1358.4418,70079.55,NA,123540.875,NA,2073.7798,1375.9514,97949.36,12371.289,1399.5308,12788.659,13339.32,11114.281,11344.896,11347.23,14201.917,16795.516,NA
290.1356_3.737,5504,NA,NA,NA,NA,1351.9647,NA,NA,1939.7468,NA,NA,NA,2053.0874,NA,1169.7507,NA,NA,NA,NA,NA,1083.0797,NA,NA,NA,1244.5005,1275.2025,2174.286,NA,1233.3427,NA,1024.4713,NA,NA,NA,NA,1009.60046,18871.764,NA,NA,1678.6943,1306.84,25793.809,NA,38472.03,1803.606,NA,NA,30744.758,4325.2134,NA,5912.003,5385.12,4025.0947,4069.099,4896.4404,4578.2915,6647.501,NA
144.1021_3.801,5507,1410042.5,95578.68,540415.56,83029.914,181171.12,1418943.9,152670.02,100250.305,362594.62,741119.9,116920.36,3699238.2,478226.84,276499.22,1193853.9,1452153.9,36033.465,643290.2,161363.34,1274286.2,474000.38,1558709.5,347849.03,645646,294419.38,3285207.8,1299551.5,568196.44,598325.1,29529.201,1068230,291732.28,275997.62,26881.166,57949.66,343632.53,47426.01,96040.04,63678.297,709506.8,1129371.8,252219.83,771214.8,23502.557,275617.16,60071.617,462898.62,573862.3,62553.605,615227.94,615952.94,615369.7,710002.06,597148.1,784167.44,769222.75,NA
244.1711_3.76,5519,NA,NA,1441.8138,1060.3738,NA,NA,1009.53125,1917.5244,1259.2361,1131.7422,1210.7404,NA,1196.4335,NA,NA,NA,NA,1043.6265,1260.3651,1092.9539,NA,NA,NA,1003.0459,1030.8679,NA,NA,NA,1013.5008,123739.9,NA,1079.7206,1343.2267,128542,1214.9517,NA,1061.3965,NA,1042.8943,1086.8223,1159.522,1793.7272,NA,119756.15,NA,67438.516,NA,9694.14,NA,9377.541,9699.7295,9074.216,7480.4556,9440.155,10999.405,12965.918,NA
106.0862_3.75,5533,87645.02,115830.414,48743.055,98504.51,81872.72,82918.51,68319.22,212291.83,124672.81,96803.195,109999.9,25151.225,196547.08,97663.17,49257.742,70322.89,82899.55,84581.24,90523.47,71858.54,91796.836,76081.48,78650.02,152320.73,119499.52,47229.473,84046.5,94767.12,119683.11,52052.39,81315.77,105122.13,56275.023,37246.23,89501.38,95773.53,158301.19,112528.69,190459,107353.875,62817.69,180947.81,121537.234,36018.72,89324.33,50133.836,125873.36,79405.31,151314.77,69598.914,75116.13,77347.945,76228.78,81298.266,91927.1,97558.69,NA
298.1143_3.752,5540,27880.479,26315.64,18198.857,30707.477,24493.607,33897.99,15678.939,61255.594,32990.9,35304.953,31121.664,25542.107,3137.437,23812.035,26729.992,24772.713,32395.045,29801.639,28557.252,29472.164,29012.469,31007.559,35252.207,36552.324,24689.021,35824.453,25440.062,26255.648,22776.238,15821.223,33118.773,31866.107,20579.512,19153.205,33759.668,28710.674,30173.34,44886.652,25957.957,29910.092,33305.17,66669.87,32929.31,20669.44,23997.857,25948.19,34775.086,29228.965,31347.049,30759.31,30557.434,31070.236,31357.443,29645.22,35013.68,34974,NA
341.0653_3.749,5542,2106.6716,3255.1326,1993.2173,NA,14894.828,15724.074,16891.73,89000.65,NA,NA,1125.2383,NA,1688.8861,NA,1660.7463,3264.963,2982.1936,NA,8271.969,NA,NA,3485.5781,NA,1312.6681,NA,NA,NA,1894.8552,80153.41,NA,NA,8062.7407,20988.729,1742.6708,2678.438,NA,NA,1525.0322,39869.367,122266.086,4825.003,NA,NA,1047.0002,1158.8901,NA,NA,11031.724,NA,8666.479,8866.661,7917.97,9611.614,11666.843,11634.336,13023.395,NA
464.1908_3.734,5547,32600.639,8321.316,4872.0015,16606.775,23156.033,23855.523,19867.445,19586.129,8347.0205,16004.194,12069.489,5246.904,6153.214,12302.337,35599.914,26786.371,17114.479,35369.99,25155.814,25832.738,21953.18,34465.727,24154.367,53300.92,27984.076,2296.1404000000002,15521.819,35686.883,41570.266,4912.3433000000005,9837.408,33976.137,16371.648,14907.316,8806.12,5481.9297,37976.816,64095.348,53218.016,15873.947,9353.399,25166.055,22461.836,3640.368,49578.258,19902.963,7791.0186,25615.178,43718.152,27117.498,23347.86,26460.727,25489.72,28387.133,30704.297,32268.326,NA
137.071_3.764,5550,221646.11,408958.78,312460.12,408467.72,511370.97,251264.16,190222.28,413418.78,299187.4,280644,467060.94,79138.625,664474.1,378290.25,268743.06,422749.12,671369.9,460765.44,331359.5,614633.4,492295.16,171695.45,397944.8,698578.44,447481,157420.4,340637.94,723084.75,364328.2,171092,386963.94,425150.12,403050.3,471708.97,435271.78,462096.06,248752.69,444667.2,253110.22,645780.06,522654.56,294640.78,496191.66,284222.03,323172.9,350435.7,831291,329493.34,958565.06,337249.2,322016.3,327727.1,338111.66,361605,438233.2,473585.75,NA
614.2582_3.791,5571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21896.094,NA,NA,NA,9119.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,19997.104,1348.0052,2036.0013,1078.9309,2266.7878,NA,2241.557,1857.6257,2060.0825,1954.1158,3160.1245,2620.998,2857.0225,NA
586.2265_3.793,5588,NA,NA,1093.2426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17803.102,NA,NA,NA,11275.992,NA,NA,NA,NA,1330.5027,NA,NA,NA,NA,22233.348,NA,4332.975,NA,1595.523,NA,1413.7123,1494.9031,1350.794,1514.0007,1410.75,1629.3236,1564.4913,NA
436.1954_3.776,5597,NA,NA,NA,NA,NA,NA,NA,1511.2236,1422.1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015.2318,13895.107,NA,1015.3403,NA,25451.46,NA,NA,1308.6863,NA,1598.2075,NA,1481.881,1440.1029,1074.5436,32318.195,1217.872,19380.977,1467.7709,2932.0488,NA,2970.4558,3079.4802,2333.0078,3095.6926,2881.9055,3639.56,3384.331,NA
249.1017_3.793,5599,1395.6062,1265.0808,10820.795,2959.6309,7192.453,1580.602,36861.445,3592.9255,11856.826,4357.831,3812.5952,1221.6277,7651.838,7228.375,8337.716,8070.7676,4949.1406,1079.9055,2903.2053,1650.5568,3895.175,1308.0248,2826.4817,2509.694,2915.6443,2326.2014,4651.3477,4401.1284,1829.9849,3845.2954,4106.1743,1409.1554,2757.3481,4283.58,3212.24,9476.803,97686.63,6328.556,106825.21,8553.001,6098.107,14833.85,7637.576,4302.5186,100034.24,5677.7646,7437.823,5848.1587,2483.9048,6350.8643,6132.811,6210.0083,6292.218,6293.423,7646.1094,8390.578,NA
226.082_3.788,5607,12278.366,12413.403,10806.752,12056.112,18518.41,19862.254,23996.934,27436.635,12786.928,17903.38,13245.401,13229.741,22073.533,12066.07,22916.523,21927.541,13918.723,15765.143,12227.778,13650.134,16441.494,62818.945,18563.508,16828.248,14724.361,14401.997,12877.886,15939.894,19944.637,8923.64,13552.228,17939.059,20428.66,9727.031,16476.842,19172.746,36414.6,22085.979,28172.578,20284.871,20668.719,17926.184,20017.451,10742.772,29900.664,12777.886,23831,20311.934,15745.828,19283.732,17803.266,16328.136,18521.014,18782.934,19479.492,18971.1,NA
247.0863_3.799,5608,1020.60297,1370.4634,13057.67,3253.298,8648.417,1592.727,33938.906,3676.6943,15345.538,6387.347,4229.6084,NA,9956.001,9164.433,8234.406,7916.13,4612.6978,NA,3993.0415,1225.9865,3636.0637,1337.3743,3246.7473,2027.9299,3578.4963,NA,3653.2563,3263.6233,2682.8596,4008.3582,4624.4136,1821.2742,2952.3333,4065.3137,2837.234,12393.299,109670.08,5787.498,111792.11,11621.831,4624.977,11638.499,6162.322,3010.8237,105292.44,4310.4824,8683.734,5785.92,2815.107,4705.8203,6290.4937,4693.214,5122.9033,5095.2207,6455.3545,7430.586,NA
134.06_3.798,5610,14414.482,8955.867,46103.906,24816.783,47763.91,17900.8,80416.234,21991.867,42985.832,30492.885,30314.686,30817.285,47716.72,45962.133,45082.332,46535.6,26994.336,15181.221,25922.492,20781.994,25074.688,23963.725,32052.166,23185.24,30259.637,31797.139,45631.723,38460.3,20315.686,20317.701,37800.605,17544.105,22244.625,18074.746,27729.594,47689.723,144113.89,44204.6,120393.125,47879.344,48741.293,35810.633,45325.53,18954.096,119756.19,27977.006,38131.363,30049.164,19551.46,32168.621,33569.594,30637.715,34407.83,33678.92,32621.076,31993.146,NA
448.1965_3.796,5613,NA,NA,NA,NA,NA,NA,1399.3961,1322.1941,NA,NA,NA,NA,NA,NA,NA,1903.6914,NA,1100.5507,15514.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336989.12,NA,NA,NA,395867.66,NA,NA,1183.1046,1224.1266,1188.8169,1045.8466,NA,NA,1000.15643,497362.12,1159.605,461914.75,NA,37971.332,NA,37869.08,36589.64,36866.48,38460.305,38294.418,43612.094,42473.477,NA
185.08_3.782,5617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114.0284,NA,NA,NA,NA,NA,1311.7909,NA,3898.2368,NA,NA,NA,NA,NA,NA,1210.0801,NA,NA,NA,135788.67,NA,1482.8618,NA,197477.39,NA,1383.432,1119.276,NA,1140.0054,NA,NA,1154.5902,NA,206254,NA,156914.3,NA,16785.045,1052.6431,17716.633,15722.316,17238.055,18224.498,19306.715,18397.332,22689.16,NA
394.1666_3.782,5618,NA,NA,1269.2445,NA,1007.33057,NA,NA,1420.247,1328.5052,NA,NA,NA,1011.00366,1245.0002,1183.5,NA,1274.2106,NA,1248.562,NA,NA,1392.0427,NA,1029.1646,1561.6226,1086.6025,NA,1076.2905,1508.0278,85100.89,NA,1156.6481,1009.14996,89261.47,1227.1602,1272.945,1527.8964,1166.5,2190.3364,NA,1430.4382,1441.1179,1375.1344,128589.55,1538.3032,49459.957,1088.3906,5916.484,NA,5755.6934,6981.3667,5863.477,5815.4116,6572.672,7383.1655,8319.719,NA
202.1072_3.8,5621,NA,NA,1109.1309,1005.419,NA,NA,NA,2005.3403,1215.0171,1029.6362,1143.8877,1504.4812,1277.8328,9932.766,NA,NA,NA,NA,2628.2273,1297.9138,2975.889,NA,NA,NA,NA,2380.208,1795.0898,1332.9425,1799.0493,113089.74,NA,2343.1057,1374.9702,171782,3832.0703,1034.1606,1148.3467,NA,1855.8573,1231.1383,1173.6648,1805.7017,1550.5541,170601.9,1123.8732,126416.27,1212.5297,15019.264,NA,14849.234,14816.635,15918.445,15934.227,14397.651,14205.804,17877.182,NA
263.0814_3.793,5622,NA,1034.0592,6451.7026,1982.0432,2604.5935,1294.6117,20177.764,2826.693,6898.2515,2016.33,2238.7488,NA,5277.368,3279.385,2694.7327,2398.8792,2234.7925,NA,1567.7709,NA,1913.7921,NA,1594.9257,1451.2054,1697.6227,NA,1349.2594,1751.18,1869.0762,2741.292,1790.5068,1646.3279,2425.8054,2897.3704,1656.7778,5869.459,70423.08,2145.819,61340.15,3642.7476,2158.254,4822.9814,3895.9575,2875.659,50188.043,1999.5303,4720.257,2894.4546,1232.6371,2361.8057,2319.7234,2456.1409,2349.5786,2490.2302,3752.3853,2912.3767,NA
422.2002_3.807,5624,1155.7021,1098.9031,2031.0304,1779.9054,1555.5741,2171.3086,2070.4956,3443.512,2863.8433,2712.253,1701.693,1521.8063,2844.4407,2001.5254,1385.0052,1533.4681,2439.8586,2091.3328,2442.179,1760.646,1403.9076,2773.7812,2941.615,2338.3398,2421.2576,1947.0574,1900.3306,2464.0396,3289.1016,42833.68,2262.7869,3470.5332,2960.416,24814.924,2742.4417,2674.457,2792.461,4753.3887,3478.0413,2071.2776,4752.208,2217.926,4608.4087,33711.617,4695.123,15861.692,2978.117,6493.378,2077.3447,7757.0635,5500.684,6769.917,6193.9756,8410.32,8712.371,9087.84,NA
432.2013_3.818,5628,NA,NA,NA,NA,NA,NA,1485.5378,NA,NA,NA,2733.5554,NA,1032.0747,NA,1066.2407,11591.545,NA,NA,31617.158,NA,NA,1105.6112,1029.8068,NA,1191.0189,NA,NA,NA,NA,1368.129,NA,NA,1638.9575,1293.8247,NA,NA,1034.3026,1114.0197,6300.0723,NA,NA,NA,NA,1693.4192,1159.4438,1207.0126,4621.5605,2904.0503,1275.3748,2463.8127,2254.722,2278.971,2969.547,2718.9473,2261.9346,2815.3289,NA
265.0969_3.798,5634,1258.2568,1281.7189,4834.8857,1999.5679,4440.698,2116.5918,14357.395,2980.1118,4568.1665,2976.9136,2641.1816,1757.0889,4836.7715,5464.4443,3839.4617,3813.6921,2990.071,1183.017,2334.3242,1765.6403,2744.4514,1959.9032,2308.5938,2063.3584,2411.4043,2238.806,2886.9138,3130.0684,1783.1232,1761.192,2579.219,1257.9237,3005.2332,1651.8915,1952.049,5414.0444,41226.21,3034.4863,33955.598,5328.1294,3593.541,5599.819,3333.1697,2190.0876,34416.25,2707.1475,3203.0803,2836.987,1785.8229,2737.0532,3257.0452,2798.123,3025.6304,3226.859,3436.734,4357.0566,NA
493.2539_3.802,5638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449.4675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37651.07,NA,NA,NA,22513.201,NA,NA,1326.8463,NA,NA,NA,NA,NA,NA,28982.09,1028.4575,25077.105,1012.7601,2469.2214,NA,2939.961,2874.0066,3212.6748,3077.303,3595.6812,4337.7397,3945.4722,NA
398.1458_3.806,5664,1573.5752,1638.2604,1189.2456,1449.1185,3470.592,NA,1574.5151,3071.331,1183.8971,1527.008,2067.4014,NA,1647.6102,1158.3466,3229.3557,2285.698,1905.6799,1564.4657,1495.0988,1360.1256,3783.02,1180.8016,1511.0411,1837.4296,1500.7787,1470.8756,3717.3613,139139.42,1852.4534,1452.4668,1201.0416,2450.2856,2485.8755,1276.696,64619.562,1453.7794,2282.3606,2729.9446,2572.7012,1583.1193,1312.2511,2755.1877,1663.6195,1777.0757,3170.3994,1343.841,1872.8883,6379.6987,1883.0416,6177.418,7016.5938,7204.047,6516.68,6906.5596,7828.0073,6378.219,NA
377.1423_3.769,5666,NA,1686.112,1428.6803,3562.0552,1813.391,NA,NA,NA,1355.7435,1693.4136,2205.6821,NA,1365.0425,NA,1756.6761,2847.913,NA,1069.0007,1485.007,2186.913,NA,NA,NA,1895.8889,1015.5297,1369.9221,1010.47266,1227.084,1627.8018,38680.402,1871.3905,1045.9708,1389.7676,35674.832,NA,2248.7979,1075.7559,NA,2279.5679,1052.339,10881.715,2374.498,6968.5156,49940.73,1259.08,21027.46,9844.184,2954.3364,NA,3092.3755,2982.506,3289.944,3115.048,4129.698,3067.188,3103.1921,NA
287.1598_3.82,5677,3813.848,8566.442,5965.434,8951.853,6785.6157,6516.505,10400.758,24160.516,8825.701,11061.05,5450.256,3664.9592,7988.7173,7304.193,3128.0125,4247.163,12502.512,6059.218,5928.3804,7957.0977,8128.927,4218.8535,17006.176,11583.264,8981.013,6566.219,5732.983,8567.378,4832.1626,9220.457,7970.064,19471.46,11780.564,19218.705,8453.415,49783.332,25829.95,20489.123,18490.291,9386.085,31450.465,18770.309,35991.17,19384.797,10725.676,9071.871,33347.69,13506.748,9318.033,13664.137,13047.887,12738.9,11153.165,12604.926,15204.609,16434.557,NA
121.0647_3.848,5689,8040.112,5951.0254,25243.645,15877.604,13613.126,11267.887,7852.2124,13049.972,18391.205,16463.432,14134.347,8049.421,63122.387,15589.014,9050.864,10632.263,10117.37,11237.67,9418.157,11388.126,12913.715,8919.317,11966.186,13815.996,10879.087,8938.071,10968.637,14353.146,16631.604,6720.2563,20213.44,12108.93,38851.746,7269.1104,11538.745,11972.249,9622.675,14157.834,10855.048,15963.013,10339.389,15097.426,9418.732,7152.4893,9087.951,9394.994,11920.948,13676.013,10978.49,11562.858,12632.474,12919.737,12989.159,13068.176,13910.709,16347.114,NA
588.2277_3.841,5702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12834.463,NA,NA,NA,24912.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,29084.213,NA,15739.631,NA,1927.2654,NA,2009.0889,2112.2058,2113.1301,1858.612,1905.0021,2036.6924,2141.7783,NA
106.0861_3.797,5709,83435.17,115830.414,48743.055,96504.75,65031.637,81238.68,61259.96,169156.61,87525.59,85087.02,93585.31,27868.744,159862.83,82957.87,49257.742,73711.7,96921.56,79777.15,81978.305,69751.26,91796.836,63962.926,75019.67,144494.48,114607.43,47229.473,58730.67,75155.27,130835.02,46017.91,78692.875,105122.13,56275.023,20457.93,78498.33,82139.88,25465.746,110460.56,157707.66,86635.69,58080.34,180947.81,117053.93,23244.63,132979.6,21820.424,116154.266,62560.566,147174.6,58793.684,64733.957,61675.6,62205.98,61258.344,79828.23,87457.35,NA
249.1815_3.858,5712,34253.77,3224.037,9162.05,1979.8701,4961.6943,28627.547,3493.5635,6497.686,12886.312,12551.269,3797.0137,88352.37,10927.021,6134.363,31443.678,47984.3,2773.5986,19990.73,3537.4377,32130.232,22662.512,30565.094,9050.877,24885.965,12247.89,46313.848,25293.494,10116.879,32997.605,1911.9031,33673.477,17352.613,8774.91,1316.5564,2617.2598,7009.7437,2997.7559,3793.0408,4221,14386.718,28326.037,20124.262,37363.01,1828.8336,16071.894,1327.2476,12521.448,17430.06,3172.5603,16954.463,19225.68,17798.719,19236.332,16542.719,28906.598,26390.41,NA
280.1651_3.874,5716,22573.979,2707.1616,7567.899,1555.2845,5082.697,33654.34,2620.846,2348.9497,7259.9185,7946.898,3471.5422,39368.547,4091.1191,7212.4487,23828.113,38708.062,4880.077,24391.297,4566.218,60127.53,15058.094,17511.953,7468.857,22787.328,10477.074,35665.383,21382.197,16452.28,17241.55,1308.7579,35258.9,10367.338,8167.85,NA,2139.1914,6850.985,3689.954,2645.8096,4354.4604,22675.025,20400.518,5375.2114,26260.043,1865.095,4895.055,1514.4469,17175.88,11369.152,3363.2432,13178.181,17176.346,13130.28,13690.911,12883.562,20501.021,19090.63,NA
314.1706_3.875,5724,NA,1279.5719,NA,2646.98,5342.269,1163.7671,26103.2,2116.7673,3979.6204,2071.4907,1346.2217,1028.0138,NA,1497.7932,7245.1763,2852.6543,1098.3771,NA,2690.3472,1349.9036,1215.5187,NA,1421.4498,NA,2353.0818,NA,1050.4781,2683.2283,1176.3024,8067.7456,1806.5863,1129.5388,2064.05,8809.926,NA,1713.2203,29513.246,1844.2504,33640.17,1687.0563,1006.04016,1383.2314,8752.624,3040.9438,52489.598,3654.0098,1375.1765,5578.677,4181.5757,3750.8,4297.949,4434.856,3685.7493,4576.0146,5957.4517,4793.157,NA
365.1583_3.875,5730,1351.9116,NA,1052.4211,NA,NA,1227.8289,1004.3669,1263.8417,NA,NA,NA,1303.8904,NA,NA,NA,NA,1718.7025,NA,1076.2375,NA,1152.8484,1421.4924,NA,1031.0365,1749.6802,NA,NA,1070.6729,NA,9041.691,1263.5878,NA,1251.7944,24899.57,NA,NA,1989.9231,NA,2437.8271,1053.6661,2087.6257,1158.6304,1199.2894,32422.63,1680.8285,15737.487,1956.2148,2264.1343,1265.3438,2103.2666,1947.7423,2387.3894,2299.5405,1822.9829,1981.5562,1607.9702,NA
364.196_3.866,5731,9782.752,1853.1824,3143,2132.125,1715.8235,2847.127,25274.082,11161.972,1976.284,2654.0623,2162.027,30976.322,11019.756,2453.3381,14253.33,3614.4238,2296.9734,8534.575,3982.1287,3133.976,8420.806,27107.059,1812.1696,4818.89,2277.0618,38690.016,27672.15,5817.24,3517.7278,3205.5994,4788,4079.1406,2712.015,2859.7754,3260.5293,1506.5371,7732.253,15414.63,7754.8,6204.6006,46470.03,2936.0496,3171.8757,4280.312,8456.131,22819.72,4470.9604,8914.078,3613.5144,9025,8381.406,9271.33,8940.883,9122.753,9154.275,9983.299,NA
137.071_3.801,5732,195978.97,408958.78,277924.53,346649.1,372268.03,226978.31,174250.62,340395.5,254297.7,227379.38,359536.94,80798.664,446710.25,306196.4,268743.06,422749.12,671369.9,429826.34,282373.88,581822.44,492295.16,159244.94,325596.75,546204.5,441594.7,156374.89,278401.94,468619.56,394315.88,112712.664,357617.78,425150.12,355556.6,276125.34,375662.06,393329.62,231206.1,370146.72,222664.84,503790.72,400391.2,294640.78,465189.84,166598.66,331283.5,266598.8,772578.06,298428.72,824065.94,295088.4,298365,292333.56,293934.1,310986.06,379257.8,421422.47,NA
153.1273_3.887,5745,17933.547,2952.744,5286.4414,2209.8608,3316.5383,5310.0674,45661.88,17147.795,2211.001,5790.0986,2525.578,65114.344,17570.965,2357.6753,28188.064,7977.439,3038.0923,13025.982,6550.4756,4889.9097,11239.661,62366.188,2711.947,10627.431,2974.046,80263.836,48850.57,7900.0796,7567.8213,3301.5151,9295.189,5370.462,4995.0747,5615.736,4281.294,2138.8777,11312.0205,35584.17,11042.824,13348.272,117576.46,4240.799,5269.1245,2672.627,15963.027,55542.043,11449.741,16686.404,2464.4756,17044.191,16193.417,17209.236,17539.117,19625.746,18588.912,18709.621,NA
