m.z,r.t,p.value,t.score,mode
346.2333,4.685,0.869,0.169337435,positive
194.0456,0.519,0.869,-0.169388858,negative
247.0623,3.484,0.869,0.169192706,negative
295.0612,3.17,0.869,0.169333862,negative
165.1386,0.836,0.87,0.167997272,positive
391.2596,1.22,0.87,-0.16814736,positive
321.0996,4.109,0.87,-0.167430458,negative
361.0709,0.548,0.87,0.167658158,negative
485.0437,5.783,0.87,0.168177756,negative
259.1067,0.982,0.871,-0.165997397,negative
591.3172,0.523,0.871,-0.166014143,negative
318.1705,4.031,0.872,-0.165480306,positive
575.2789,0.536,0.872,0.164691377,negative
215.0923,0.897,0.873,0.163845426,negative
293.0833,2.178,0.873,0.163673155,negative
379.0686,4.02,0.873,0.16459891,negative
198.0873,5.991,0.874,0.163183167,positive
279.6859,6.11,0.874,0.162486578,positive
304.1751,1.535,0.874,-0.163268036,positive
399.095,6.765,0.874,0.162843912,negative
489.0636,3.769,0.874,0.162328331,negative
314.1706,3.875,0.875,-0.161189266,positive
328.102,5.48,0.875,-0.161086462,positive
300.127,0.553,0.875,0.161881363,negative
457.206,0.526,0.875,-0.161062235,negative
539.3506,1.819,0.876,0.159729136,positive
749.3826,0.829,0.876,0.160442273,positive
745.4246,0.839,0.877,0.158870816,positive
167.0212,5.168,0.877,-0.158648687,negative
208.976,0.787,0.877,-0.159303936,negative
445.2067,0.529,0.877,0.159153164,negative
465.2489,0.518,0.877,-0.159337737,negative
159.1492,0.568,0.878,-0.157888736,positive
307.0839,5.094,0.878,-0.157763809,negative
148.1137,1.924,0.879,0.155997234,positive
396.0688,5.32,0.879,-0.155995473,positive
434.1406,0.555,0.879,-0.155703431,positive
165.0418,1.302,0.879,0.156366626,negative
251.094,3.644,0.879,-0.156720064,negative
308.0984,5.187,0.879,0.156808103,negative
329.0847,1.822,0.879,-0.156717857,negative
262.1646,0.527,0.88,-0.155275618,positive
324.1254,3.727,0.88,-0.154248798,positive
405.1761,4.642,0.88,-0.155521126,negative
367.0957,7.091,0.881,0.153485125,positive
366.1113,5.469,0.882,0.152528823,positive
241.1078,0.86,0.882,-0.152702014,negative
283.0424,5.698,0.882,0.152139889,negative
347.1054,3.328,0.883,0.150949221,negative
415.1051,3.468,0.883,-0.150494184,negative
459.2227,0.523,0.883,0.151338677,negative
139.0607,1.079,0.884,0.14989692,positive
195.0504,1.472,0.884,-0.149532149,negative
248.0876,8.065,0.885,0.148328909,positive
448.1974,3.226,0.885,-0.148357093,negative
244.1291,6.675,0.886,0.147520105,positive
326.0827,0.551,0.886,-0.146479866,negative
337.1491,0.533,0.886,0.146596751,negative
464.3008,0.518,0.886,-0.147112404,negative
527.1255,5.129,0.886,0.147012722,negative
339.1871,0.5,0.887,0.146151151,positive
343.1664,6.167,0.887,-0.14521723,positive
311.0568,3.442,0.887,0.146165477,negative
449.2533,0.518,0.887,-0.145305343,negative
118.0867,4.678,0.888,-0.144005345,positive
450.0891,1.602,0.888,-0.143937384,negative
450.1763,0.523,0.888,-0.143970032,negative
499.1257,4.035,0.888,-0.144130568,negative
512.1045,1.845,0.888,-0.143963336,negative
279.1553,8.49,0.889,0.143180327,positive
336.2167,0.936,0.889,-0.143438445,positive
293.0525,6.038,0.89,-0.141422021,negative
462.9672,3.843,0.89,0.142066631,negative
150.0694,1.101,0.891,-0.140500528,positive
181.0609,1.423,0.891,0.140429206,positive
293.0895,4.725,0.891,-0.14023403,positive
464.2299,4.177,0.891,-0.141160397,positive
436.1125,6.228,0.891,-0.141127999,negative
204.123,1.344,0.892,0.138931478,positive
306.995,3.347,0.892,-0.13885477,negative
566.1,3.386,0.892,-0.139599203,negative
450.1422,4.949,0.893,0.138105902,positive
109.0295,2.682,0.893,0.137999814,negative
372.1824,0.563,0.893,-0.138093677,negative
248.1129,6.726,0.894,0.136670014,positive
203.0365,3.482,0.894,0.1372417,negative
366.1011,0.567,0.894,-0.136498813,negative
588.2277,3.841,0.895,0.135065813,positive
151.0612,4.846,0.895,-0.135457066,negative
165.0405,6.024,0.895,-0.134942814,negative
226.018,1.956,0.895,-0.135263299,negative
248.0037,3.65,0.895,-0.135464732,negative
369.1208,5.681,0.895,0.135085577,negative
459.1608,0.57,0.895,0.135432317,negative
166.0862,4.968,0.896,0.134237189,positive
193.0836,4.971,0.896,0.133614538,positive
421.0503,5.465,0.896,-0.133858547,positive
451.0698,0.558,0.896,0.13466363,negative
329.2067,3.328,0.897,-0.13233229,positive
195.0518,0.563,0.897,0.132575423,negative
394.046,3.795,0.897,0.132307549,negative
471.2413,0.566,0.897,-0.132151287,negative
579.2119,0.564,0.897,-0.132381097,negative
521.2674,1.304,0.898,-0.13189512,positive
539.3505,1.773,0.898,0.130908381,positive
288.1801,0.517,0.899,0.130566952,positive
304.2115,1.134,0.899,0.129628436,positive
521.2309,1.741,0.899,0.129566168,positive
145.0504,0.989,0.899,0.129792694,negative
279.0528,5.579,0.899,0.130420966,negative
305.1599,0.516,0.899,0.130241226,negative
499.151,3.318,0.899,-0.130246922,negative
430.2945,3.707,0.9,0.128587954,positive
427.1967,0.523,0.9,-0.129331527,negative
466.2038,0.538,0.901,-0.127123314,positive
395.0636,6.682,0.901,0.127258046,negative
384.1886,4.558,0.902,0.126753038,positive
417.2123,3.159,0.902,-0.126722912,negative
339.1549,5.726,0.903,-0.124400457,positive
228.0312,3.932,0.903,0.125137366,negative
241.9764,3.249,0.903,-0.125529338,negative
419.2277,0.518,0.904,-0.124341712,negative
450.1766,4.114,0.904,-0.123223664,negative
462.1763,3.681,0.904,-0.123493988,negative
302.244,1.057,0.905,-0.122706926,positive
257.0485,0.558,0.905,-0.122981493,negative
265.1546,0.538,0.906,-0.120932973,positive
289.0578,2.417,0.906,0.120574806,negative
387.2018,0.521,0.906,0.120661247,negative
594.0962,3.813,0.906,-0.121397114,negative
255.0466,7.917,0.907,0.12046607,positive
272.2102,1.101,0.907,-0.119388047,positive
353.1342,6.675,0.907,-0.119525285,positive
124.9916,5.153,0.907,0.120156157,negative
769.3448,0.551,0.907,-0.119625728,negative
141.067,0.564,0.908,-0.118629803,positive
384.0756,3.321,0.908,0.119038186,negative
429.1931,2.274,0.908,0.118946277,negative
450.1666,1.737,0.908,-0.118609205,negative
412.1129,7.998,0.909,0.117724925,positive
257.1391,0.808,0.909,-0.11691697,negative
325.0923,3.905,0.909,0.11768637,negative
380.1157,0.564,0.91,0.116119224,positive
254.9814,10.976,0.91,-0.116218426,negative
148.1118,0.543,0.911,0.114865927,positive
181.9916,3.013,0.911,0.114246305,negative
368.0807,3.064,0.911,-0.114663787,negative
575.1574,4.183,0.911,0.114559652,negative
291.1062,6.1,0.912,-0.112965743,positive
375.1345,1.633,0.912,-0.113068636,positive
372.1476,0.515,0.912,0.113222666,negative
583.1521,3.804,0.912,-0.112759045,negative
768.2532,4.003,0.912,0.113670282,negative
170.0601,2.773,0.913,-0.112378337,positive
464.1911,0.532,0.913,-0.111701036,positive
482.2184,3.928,0.913,0.112376419,positive
559.223,1.233,0.913,-0.112591736,positive
221.0666,5.387,0.913,-0.112577735,negative
425.181,0.529,0.913,0.111691223,negative
218.9968,3.546,0.914,-0.110209987,negative
526.1199,1.643,0.914,0.110859047,negative
230.9901,5.64,0.915,0.109554694,positive
274.2014,1.11,0.915,-0.109972344,positive
408.15,5.496,0.915,-0.10919547,positive
490.1469,4.11,0.915,0.109115684,positive
505.2362,1.842,0.915,0.110013753,positive
217.1079,1,0.915,0.109810735,negative
421.0798,3.886,0.915,-0.110028429,negative
469.2258,2.494,0.915,-0.109592384,negative
189.087,5.641,0.916,-0.108709778,positive
499.2904,0.518,0.916,0.107654593,negative
299.126,3.683,0.917,0.106448429,positive
733.3878,1.197,0.917,-0.1073652,positive
327.089,3.629,0.917,0.107402835,negative
340.1549,3.953,0.917,0.107195951,negative
395.1141,1.956,0.917,-0.10641568,negative
481.2435,0.53,0.917,-0.106967256,negative
511.2903,0.535,0.917,0.106497287,negative
230.1217,6.531,0.918,0.106229472,positive
388.0864,2.467,0.918,-0.105833509,negative
445.1864,2.457,0.918,0.105418545,negative
354.1004,0.685,0.919,-0.104517572,positive
149.0455,5.659,0.919,0.104814851,negative
202.0537,0.512,0.919,-0.103908713,negative
210.0408,3.441,0.92,-0.102798103,negative
337.0375,2.682,0.92,0.102810822,negative
288.2166,0.952,0.921,0.10180848,positive
312.1302,0.589,0.921,-0.101493409,positive
593.3316,0.527,0.921,0.101446443,positive
361.1209,3.29,0.921,0.101769624,negative
418.0986,3.628,0.921,0.101542354,negative
361.1212,1.722,0.922,0.100668535,positive
341.1086,6.451,0.922,-0.100218073,negative
407.0272,8.433,0.922,-0.10064463,negative
342.2634,0.839,0.923,-0.099438429,positive
484.1971,4,0.924,0.097412135,positive
243.992,3.357,0.924,-0.097813929,negative
289.1652,1.004,0.924,0.098259185,negative
371.1712,0.531,0.924,-0.098314335,negative
541.2642,0.585,0.924,-0.097477722,negative
521.2429,2.397,0.925,0.096722246,negative
322.1117,3.713,0.926,-0.095855438,negative
481.2437,3.36,0.926,-0.095741733,negative
270.181,6.589,0.927,0.09419767,positive
417.2123,3.2,0.927,-0.094354793,negative
618.1748,4.18,0.927,-0.094571245,negative
227.0381,0.604,0.928,-0.093063949,negative
355.0469,0.537,0.928,-0.092456443,negative
417.0557,5.758,0.928,-0.092708989,negative
471.2417,2.956,0.928,0.092802287,negative
502.2073,5.418,0.928,0.092229088,negative
309.9692,3.839,0.929,-0.091584454,negative
517.1349,0.554,0.929,0.091416392,negative
203.0527,5.677,0.93,0.090675251,positive
187.0724,5.679,0.93,0.090437211,negative
146.0812,5.63,0.931,-0.088872688,positive
224.139,7.26,0.931,0.088225755,positive
569.2667,1.54,0.931,-0.089123496,positive
134.0964,3.15,0.932,0.088077646,positive
147.1129,8.251,0.932,0.087528939,positive
535.2469,1.907,0.932,0.08812772,positive
345.0837,3.659,0.932,-0.087190797,negative
417.2121,0.519,0.932,0.08693744,negative
459.0952,3.721,0.932,0.086984848,negative
311.1543,0.959,0.933,-0.086004681,positive
338.0821,3.245,0.933,-0.08627429,positive
521.2313,1.696,0.933,0.086067823,positive
229.9984,1.043,0.933,0.086706778,negative
351.0376,7.763,0.933,-0.086661085,negative
600.2839,3.862,0.933,-0.085818443,negative
407.1705,0.517,0.934,0.084465461,negative
586.169,5.4,0.934,0.084649802,negative
358.1317,0.569,0.935,0.084027198,positive
378.1393,5.067,0.935,-0.083200835,positive
307.0113,7.777,0.935,-0.083011404,negative
297.1228,3.628,0.936,-0.081874885,positive
434.1587,4.051,0.936,-0.082524046,positive
145.05,0.997,0.936,-0.081888454,negative
502.2076,4.936,0.936,0.082015672,negative
261.1237,0.961,0.937,-0.080858254,positive
379.1606,5.126,0.937,0.08058183,negative
452.1919,4.102,0.937,0.080884055,negative
144.0522,1.038,0.938,0.079973709,negative
423.2739,0.505,0.938,-0.080333102,negative
465.3011,0.522,0.938,0.080103876,negative
267.1331,0.956,0.939,-0.078863765,positive
541.2619,0.508,0.939,0.079001371,positive
183.0661,0.867,0.939,-0.078997198,negative
242.9966,3.313,0.939,-0.078155062,negative
352.0858,0.661,0.939,-0.078665587,negative
533.1721,6.434,0.939,-0.078874931,negative
217.1384,6.201,0.94,0.077021257,positive
514.1703,3.665,0.94,-0.077615595,positive
393.0116,3.844,0.94,-0.077200153,negative
581.2273,0.569,0.94,0.076990482,negative
909.4292,0.56,0.94,0.076829439,negative
204.1347,1.095,0.941,0.075855594,positive
276.1365,3.423,0.941,-0.075674552,positive
541.2365,1.554,0.941,-0.075850237,positive
383.0963,0.55,0.941,-0.076447725,negative
462.1765,0.536,0.941,-0.076521611,negative
527.2595,4.101,0.942,0.074093968,positive
191.02,7.722,0.942,-0.07402155,negative
218.049,4.323,0.942,0.074204403,negative
279.0176,0.702,0.942,-0.074018853,negative
934.2803,8.066,0.942,0.07485374,negative
358.2586,0.903,0.943,-0.072938442,positive
227.9971,3.983,0.943,0.072700499,negative
278.0704,4.755,0.943,0.073767266,negative
205.1261,3.722,0.944,-0.071867971,positive
338.1759,1.329,0.944,-0.071971687,positive
542.1798,5.388,0.944,0.07248278,positive
399.0247,3.89,0.945,-0.070161391,negative
166.1302,1.899,0.946,0.069462358,positive
260.0553,4.577,0.946,0.069053437,positive
473.1447,3.71,0.946,-0.069726518,negative
509.238,0.522,0.946,0.069299851,negative
161.1285,7.824,0.947,-0.067799017,positive
274.0023,5.058,0.948,-0.067452826,negative
291.089,3.631,0.948,0.066779683,negative
429.1931,2.307,0.948,-0.067448645,negative
248.0918,1.204,0.949,0.065744696,positive
436.155,5.514,0.949,-0.065182613,positive
367.0119,2.609,0.949,0.06538051,negative
219.0266,5.653,0.95,-0.063820838,positive
265.1186,1.302,0.95,-0.064689549,positive
330.2275,0.513,0.95,0.064892312,positive
347.0644,3.426,0.95,0.064726242,negative
351.1268,3.641,0.95,0.063992016,negative
395.0635,7.741,0.95,-0.064805603,negative
518.2381,5.002,0.951,0.062616425,positive
230.013,2.604,0.951,-0.062883893,negative
347.0769,3.657,0.951,-0.062500342,negative
515.2843,0.519,0.951,0.062424772,negative
308.0984,6.982,0.952,-0.06144831,negative
324.0722,6.11,0.952,-0.061504334,negative
361.0718,3.973,0.952,-0.062269205,negative
359.0801,0.561,0.953,0.060437878,negative
473.145,0.575,0.954,0.058872354,negative
464.1909,3.664,0.955,-0.058081261,positive
775.357,0.555,0.955,-0.058368356,negative
96.9696,7.956,0.955,0.058080451,negative
275.1025,4.835,0.956,-0.056909752,positive
365.1096,4.1,0.956,0.056524346,negative
218.1387,0.519,0.957,-0.055021353,positive
289.1504,7.992,0.957,-0.055416992,positive
434.135,1.937,0.957,-0.055663304,positive
227.1147,6.923,0.957,0.05576449,negative
238.9865,7.261,0.957,0.054779177,negative
470.0971,4.357,0.958,-0.053728749,positive
365.2431,2.954,0.959,0.05307967,positive
147.0298,5.173,0.959,-0.053164443,negative
217.0487,5.68,0.959,-0.053091027,negative
283.0297,5.702,0.959,0.052179971,negative
341.1536,6.145,0.959,-0.052444416,negative
446.2903,0.514,0.959,-0.05255979,negative
258.1176,1.152,0.96,-0.051213064,positive
355.1392,0.537,0.96,-0.051148172,negative
513.2181,0.519,0.96,0.051897389,negative
148.1227,1.073,0.961,-0.050432568,positive
340.2477,0.841,0.961,0.05021583,positive
203.1285,0.849,0.961,0.049521747,negative
215.1035,4.441,0.961,-0.050029593,negative
100.0757,0.821,0.962,0.048281275,positive
354.1003,0.765,0.963,0.048130182,positive
222.9917,4.4,0.963,-0.047998597,negative
172.0968,0.853,0.964,0.046605026,positive
204.1231,0.528,0.964,-0.046609625,positive
242.1402,1.026,0.964,0.046520332,positive
282.12,4.907,0.964,-0.046196832,positive
283.1399,5.642,0.964,-0.046002013,positive
405.1777,4.328,0.964,-0.045716833,positive
597.0952,3.781,0.964,0.046667257,negative
365.0183,8.227,0.965,-0.04471303,negative
383.1527,0.571,0.965,-0.044765111,negative
242.161,7.083,0.966,-0.043836768,positive
453.312,0.499,0.966,0.044014647,positive
239.1147,7.668,0.966,0.043828786,negative
241.088,0.525,0.966,0.043809816,negative
499.151,3.347,0.966,-0.043236194,negative
336.0667,0.577,0.967,0.042087107,negative
526.2471,3.744,0.967,0.041805584,negative
470.2642,3.998,0.968,0.041411724,positive
377.0853,6.452,0.968,-0.041524985,negative
271.1036,7.939,0.969,0.040019914,positive
539.2422,2.065,0.969,0.039509921,positive
356.1167,0.565,0.969,0.039486069,negative
790.1902,4.037,0.969,-0.039467648,negative
314.2326,0.846,0.97,0.037977274,positive
345.1666,6.111,0.97,0.038599865,positive
151.0401,1,0.97,0.038202571,negative
407.22,0.543,0.971,0.036763936,positive
174.9871,1.827,0.971,0.03781654,negative
410.0405,3.753,0.971,0.036698989,negative
463.1064,3.478,0.971,-0.037635457,negative
162.1205,5.226,0.972,-0.036021234,positive
575.3863,0.86,0.972,-0.035417259,positive
350.2071,2.649,0.973,-0.034106337,positive
364.0427,5.639,0.973,0.034593586,positive
484.2336,3.666,0.973,0.034075498,positive
188.0104,1.569,0.973,0.035207124,negative
365.0531,6.568,0.973,0.034271298,negative
370.1324,0.553,0.973,0.034585783,negative
439.1605,0.555,0.973,0.034615249,negative
454.2064,4.027,0.974,-0.033087962,positive
629.3141,0.508,0.974,0.033841594,positive
629.3142,0.507,0.974,0.033841594,positive
773.4545,0.537,0.974,0.03345819,positive
370.1613,5.455,0.974,0.033188621,negative
433.2073,3.667,0.974,-0.03295921,negative
191.139,7.741,0.975,-0.031711457,positive
147.0298,6.996,0.976,-0.03103326,negative
249.0072,4.708,0.976,-0.03142537,negative
383.0977,4.787,0.976,0.030916115,negative
543.2802,5.001,0.976,0.031164927,negative
239.1389,6.713,0.977,-0.029909152,positive
348.0688,5.645,0.977,0.029003831,positive
414.2997,3.986,0.977,0.029868064,positive
434.1513,3.94,0.977,-0.030035041,positive
175.0611,3.502,0.977,-0.028960346,negative
202.1083,0.514,0.977,-0.029499985,negative
461.2383,0.521,0.977,-0.02909158,negative
565.1552,4.125,0.977,-0.029129229,negative
285.1823,0.513,0.978,0.028516533,positive
464.1908,3.734,0.978,-0.027699847,positive
263.0228,4.652,0.978,0.028294447,negative
174.0921,0.831,0.979,-0.027229163,positive
212.0916,3.99,0.979,0.026623081,positive
258.0074,4.608,0.979,0.026451563,negative
587.1079,0.57,0.979,-0.02660231,negative
325.1604,9.129,0.98,-0.025684087,positive
466.2051,3.697,0.98,0.026039609,positive
689.3021,0.543,0.98,-0.025710176,negative
145.0619,6.606,0.981,0.024388746,negative
233.1505,7.606,0.981,-0.024289774,negative
364.0955,3.54,0.981,0.02439499,negative
189.168,7.64,0.982,0.022875364,positive
204.0866,8.005,0.982,-0.023598099,positive
308.176,1.079,0.982,0.023133589,positive
454.2063,4.046,0.982,-0.023430203,positive
747.4025,1.14,0.982,0.02278657,positive
307.1182,0.842,0.982,-0.022780897,negative
325.1287,0.52,0.982,-0.023638425,negative
182.081,5.498,0.983,0.021847623,positive
290.1344,6.639,0.983,0.021840658,positive
328.1875,0.548,0.983,-0.021458291,positive
448.1367,5.06,0.983,0.021995529,positive
468.2018,4.046,0.983,-0.021378974,negative
213.9815,1.057,0.984,-0.0208814,negative
261.0726,5.684,0.984,0.020335815,negative
260.1492,0.522,0.985,0.019768908,positive
368.116,1.537,0.985,0.018755359,positive
191.0199,8.317,0.985,0.019859056,negative
195.062,2.383,0.985,-0.019526373,negative
512.2676,0.566,0.985,-0.019754132,negative
230.0131,2.653,0.986,0.018352098,negative
291.0358,0.557,0.986,-0.017509168,negative
348.5347,2.62,0.986,0.01831444,negative
139.061,1.079,0.987,0.016461737,positive
276.1362,0.536,0.987,0.016512574,positive
304.189,4.071,0.987,-0.016205543,positive
354.1003,1.336,0.987,-0.017137579,positive
539.2428,1.935,0.987,-0.017096747,positive
154.0256,0.927,0.987,-0.016587698,negative
223.0542,5.477,0.987,0.016505953,negative
245.0777,3.343,0.987,-0.01639469,negative
139.04,3.348,0.988,0.015554972,negative
403.0557,2.292,0.988,-0.015960753,negative
544.0945,1.747,0.988,-0.015536981,negative
256.1125,1.174,0.989,-0.014600336,positive
313.238,0.496,0.99,-0.012529905,negative
342.1556,0.557,0.99,0.013055845,negative
511.2904,3.737,0.99,-0.012457975,negative
686.154,3.73,0.99,-0.013477493,negative
220.0825,5.686,0.991,-0.011069876,negative
385.1683,3.375,0.991,0.012128939,negative
385.1859,0.519,0.991,-0.011983847,negative
151.0615,0.588,0.992,0.009976809,positive
214.1185,6.612,0.992,0.009687055,positive
359.1954,4.041,0.992,-0.010313363,positive
122.0634,4.935,0.993,-0.008401602,positive
292.131,4.071,0.993,-0.009242936,positive
260.0249,3.739,0.993,0.008833011,negative
205.0972,4.752,0.994,0.007270287,positive
313.0582,4.803,0.994,-0.007301109,positive
211.0613,0.897,0.994,0.007809403,negative
259.1292,0.516,0.994,-0.00805658,negative
387.1655,3.016,0.994,-0.007331693,negative
487.1256,5.095,0.994,0.007478662,negative
487.2539,0.52,0.994,-0.007516269,negative
152.0705,3.686,0.995,-0.006502092,positive
179.1178,3.527,0.995,0.006385352,positive
580.3266,0.51,0.995,0.006208983,positive
257.1024,0.515,0.995,0.00593513,negative
429.072,0.525,0.995,-0.00579221,negative
274.2017,0.511,0.996,0.005253865,positive
201.1244,5.676,0.996,-0.005532349,negative
266.0852,0.845,0.997,0.00337329,negative
349.0213,7.922,0.997,-0.004104795,negative
379.1604,4.758,0.997,0.003544807,negative
182.0577,5.354,0.998,-0.002367292,positive
279.1188,7.964,0.998,0.002132769,positive
245.0123,0.574,0.998,-0.002166949,negative
273.1703,0.849,0.998,-0.002849784,negative
295.0465,5.68,0.998,0.002576461,negative
168.1385,1.92,0.999,-8.09E-04,positive
523.2105,1.998,0.999,-8.27E-04,positive
214.0178,4.826,0.999,-0.0012945,negative
246.0176,3.616,0.999,-6.81E-04,negative
249.0785,3.569,0.999,-0.001180501,negative
482.2164,0.531,0.999,-6.82E-04,negative
