m.z,r.t,p.value,t.score,mode
329.0695,3.881,0.435,-0.813084516,negative
348.0905,0.595,0.435,-0.813001319,negative
485.1983,9.408,0.435,0.813467776,negative
343.0889,3.595,0.436,0.811522787,negative
161.0455,3.524,0.437,0.809029527,negative
630.1194,3.743,0.437,-0.809355775,negative
381.1368,3.661,0.438,0.807931511,negative
469.2257,0.564,0.438,0.80839579,negative
390.2406,3.648,0.439,-0.806160661,positive
76.0758,1.839,0.439,-0.806352541,positive
115.0866,4.961,0.44,0.804502072,positive
255.145,7.9,0.44,0.803378119,positive
183.0638,3.785,0.44,-0.803840919,negative
213.0223,0.802,0.44,-0.804804491,negative
225.0615,6.787,0.44,-0.803878041,negative
289.0184,3.811,0.44,-0.80484749,negative
445.0919,7.933,0.44,-0.804489746,negative
225.1236,7.192,0.441,0.801682666,positive
458.2017,4.076,0.441,0.803080959,positive
373.1136,4.555,0.441,-0.802706195,negative
204.0665,1.41,0.442,-0.799852507,negative
343.0528,8.034,0.442,0.799894133,negative
106.0861,3.797,0.443,0.798819884,positive
319.1651,2.866,0.443,0.798544923,positive
307.2016,1.987,0.444,0.797596781,positive
147.0298,5.656,0.444,-0.797697654,negative
368.0985,4.469,0.444,0.796639626,negative
387.1794,0.529,0.444,0.796860574,negative
505.1592,5.144,0.444,0.797134136,negative
213.1237,2.92,0.445,-0.795347059,positive
472.3114,0.479,0.445,0.795545703,positive
218.1498,8.373,0.446,0.792699312,positive
463.3193,1.553,0.446,-0.792658286,positive
298.0967,1.246,0.447,-0.791456997,positive
391.176,0.535,0.447,0.791656479,negative
246.9916,3.123,0.448,-0.788946425,negative
263.1047,3.349,0.449,-0.787976339,negative
287.1373,4.543,0.45,0.786486806,positive
279.1271,0.55,0.45,-0.785959937,negative
186.1125,0.809,0.452,-0.782910323,positive
338.088,4.942,0.452,-0.783138555,negative
365.1351,6.514,0.452,0.783005433,negative
153.0767,1.112,0.453,0.780725556,positive
254.1021,1.343,0.453,-0.781541141,positive
267.1341,0.515,0.453,0.780117549,negative
179.0562,5.704,0.454,-0.779645202,negative
341.0679,2.499,0.455,-0.77748861,negative
337.1716,8.371,0.456,-0.774766699,positive
204.0665,1.375,0.456,-0.776176538,negative
162.0229,4.073,0.457,-0.774049338,negative
307.0117,2.104,0.457,-0.77435942,negative
325.1745,5.495,0.458,-0.77133397,positive
475.077,3.665,0.459,0.770662031,negative
432.1861,4.594,0.46,-0.768767016,positive
191.0196,0.526,0.46,0.76848246,negative
273.0419,5.136,0.46,0.767854743,negative
472.1809,6.745,0.461,0.765868066,positive
209.1172,0.959,0.462,0.76533958,positive
603.4956,4.873,0.462,0.765235528,positive
112.0517,3.613,0.462,0.76423052,negative
219.0508,4.762,0.462,-0.765008542,negative
225.0762,0.841,0.463,-0.76286918,negative
359.134,0.536,0.463,-0.763700013,negative
362.028,5.344,0.463,0.762365595,negative
227.1285,0.51,0.464,0.761167524,negative
336.0894,1.988,0.464,-0.760614373,negative
374.1159,2.313,0.464,-0.762238131,negative
229.1663,1.078,0.465,-0.760450028,positive
285.1557,7.39,0.465,0.759630548,positive
302.1597,5.093,0.465,0.76013464,positive
345.0987,2.126,0.465,-0.759242228,negative
483.1578,3.257,0.465,0.759816574,negative
262.1284,5.669,0.466,-0.75872792,positive
562.2481,4.084,0.466,-0.758531713,positive
135.0299,8.49,0.466,-0.758670542,negative
240.0004,7.368,0.466,0.757118192,negative
357.0822,3.942,0.467,0.755499701,negative
199.1075,0.555,0.468,0.754506118,positive
269.161,0.525,0.469,0.752014324,negative
277.0018,2.969,0.469,0.751902118,negative
146.0625,0.515,0.471,-0.749416306,positive
188.0023,3.128,0.471,0.749609072,negative
174.1237,3.273,0.472,-0.747853347,positive
203.1391,5.557,0.472,0.746813629,positive
437.1606,4.005,0.472,0.747011979,positive
149.0455,5.396,0.472,0.746702801,negative
405.1196,0.54,0.472,0.74686555,negative
377.1423,3.769,0.473,-0.745196786,positive
157.0971,5.014,0.474,0.743993761,positive
206.1033,5.302,0.474,0.744034908,negative
311.0771,4.042,0.474,-0.744412948,negative
352.156,3.697,0.475,-0.742818798,positive
413.0845,4.486,0.475,-0.742425795,positive
513.2981,0.528,0.475,0.742550863,positive
204.0876,5.17,0.476,-0.74083314,negative
264.0545,5.686,0.476,0.741401899,negative
332.152,0.513,0.476,0.74032681,negative
492.1876,3.692,0.476,-0.74122507,negative
321.0817,5.637,0.477,-0.739432912,positive
154.0703,7.686,0.477,0.738809073,negative
197.0454,3.508,0.477,0.738074527,negative
247.0817,0.843,0.477,-0.73815171,negative
304.2115,0.514,0.478,0.736376925,positive
357.0817,5.431,0.478,0.737885782,negative
319.0689,4.915,0.479,0.734799689,positive
219.0629,3.469,0.479,-0.734794128,negative
595.3477,2.702,0.48,0.733626101,positive
497.2379,4.524,0.48,-0.732960065,negative
631.2682,0.556,0.48,0.733871243,negative
247.1439,3.672,0.481,0.7326549,positive
256.0927,6.58,0.481,0.732176824,positive
261.037,0.533,0.481,-0.732544268,negative
378.1775,3.286,0.482,0.730933835,positive
238.9688,3.227,0.482,0.730518676,negative
407.2794,0.974,0.482,-0.729546683,negative
134.06,3.798,0.483,0.728901476,positive
302.0868,6.646,0.483,-0.728425283,positive
183.005,0.703,0.483,0.728212954,negative
239.0341,8.007,0.483,0.728750099,negative
435.2224,0.525,0.483,0.728549475,negative
370.0962,2.969,0.484,-0.727652277,negative
188.0563,4.907,0.485,-0.724481746,negative
219.0611,7.946,0.486,0.723165489,positive
262.1644,0.838,0.486,0.724159243,positive
274.0389,3.032,0.486,0.723886353,negative
426.1589,0.567,0.487,-0.722151023,negative
265.119,3.255,0.489,0.718039664,positive
346.9896,1.85,0.489,0.718943297,negative
459.1086,2.334,0.49,-0.717170951,negative
288.1267,0.515,0.491,-0.715446885,negative
448.3053,0.958,0.492,-0.713811945,positive
233.0584,0.821,0.492,-0.712848147,negative
424.1437,0.564,0.492,-0.71340915,negative
517.1333,3.769,0.492,0.713097649,negative
316.2339,4.229,0.494,-0.710419501,positive
301.1652,0.95,0.495,-0.708491937,negative
116.1072,2.001,0.496,0.705823176,positive
317.1237,0.522,0.496,0.7068085,negative
364.0853,0.563,0.496,-0.706545549,negative
181.0805,5.323,0.497,0.704627653,negative
293.0489,5.557,0.497,0.704652587,negative
469.1421,3.396,0.497,0.70438576,negative
404.014,5.467,0.499,-0.700746651,positive
161.0455,5.668,0.5,0.699692802,negative
229.0883,0.552,0.5,0.699704357,negative
432.1425,4.299,0.5,0.700480503,negative
298.0421,4.091,0.501,-0.698734071,negative
351.0893,2.059,0.501,-0.697894625,negative
405.1471,3.381,0.501,-0.698848222,negative
344.1689,5.609,0.502,0.696473867,positive
179.1075,0.837,0.502,0.697029641,negative
315.1808,0.91,0.502,-0.695723081,negative
331.176,0.516,0.502,0.695954132,negative
275.1964,4.494,0.503,-0.695327545,positive
303.074,3.42,0.504,0.693819183,positive
139.0513,5.435,0.504,0.693634083,negative
181.0368,3.602,0.504,0.693540254,negative
225.0628,1.132,0.504,0.693131407,negative
391.1038,4.212,0.504,-0.692601117,negative
274.1032,7.233,0.505,-0.691082605,positive
458.2017,4.111,0.505,0.691251344,positive
182.028,4.092,0.505,-0.691568236,negative
97.9594,8.026,0.505,-0.691432379,negative
184.108,7.646,0.506,0.68967814,positive
568.1634,6.556,0.506,0.690272295,positive
202.1438,0.819,0.507,0.68883929,positive
341.1704,5.083,0.507,-0.688145495,positive
323.0573,0.537,0.507,-0.688586796,negative
323.0593,6.042,0.507,0.688200237,negative
274.092,6.927,0.508,-0.686103141,positive
220.976,3.219,0.508,-0.687214059,negative
445.2027,0.562,0.508,0.6857654,negative
245.1607,5.031,0.509,0.685640857,positive
150.0583,1.33,0.51,0.683006002,positive
261.0072,4.791,0.51,-0.682767213,negative
300.112,1.001,0.51,-0.683020197,negative
159.0516,1.019,0.511,0.680745216,negative
188.0022,2.235,0.511,0.682264416,negative
243.0617,5.673,0.511,-0.681496958,negative
290.1764,0.527,0.512,0.679777088,positive
300.1564,3.706,0.512,0.680035429,positive
272.992,1.032,0.512,-0.680057436,negative
238.1548,7.049,0.513,0.678932962,positive
247.1288,5.996,0.513,0.678527305,positive
283.1399,7.299,0.513,0.677589061,positive
368.0543,2.66,0.513,0.677990097,negative
422.0579,1.881,0.513,-0.679061188,negative
460.1098,1.553,0.513,0.678787525,negative
730.1411,3.843,0.513,0.678021873,negative
229.1634,4.529,0.514,-0.676829183,positive
356.1531,0.526,0.514,-0.6770946,negative
435.2226,3.698,0.514,0.677311483,negative
215.1035,3.639,0.515,0.675315865,negative
286.2017,0.511,0.516,0.673469199,positive
539.2492,4.084,0.516,-0.673025936,negative
278.1233,7.262,0.517,-0.671174995,positive
151.145,3.083,0.518,-0.67023712,positive
296.0658,6.593,0.518,0.670299208,positive
333.2065,0.498,0.519,-0.6676299,negative
653.2903,6.26,0.521,-0.665362473,positive
190.9746,2.11,0.521,-0.665032563,negative
399.1654,4.031,0.521,-0.665711009,negative
521.2418,0.552,0.521,-0.664849869,negative
337.1426,7.325,0.523,0.662418046,positive
367.1528,7.454,0.523,0.66178528,positive
391.1964,0.519,0.523,-0.661897196,negative
188.0105,2.248,0.524,0.661028117,negative
317.1602,3.057,0.524,0.661058777,negative
342.1555,3.661,0.524,0.660355849,negative
427.0568,3.396,0.524,0.660221546,negative
393.1156,5.109,0.525,-0.659182046,positive
175.0974,0.971,0.525,-0.659291754,negative
188.9871,1.745,0.526,-0.657151594,negative
263.0088,4.073,0.526,0.656464117,negative
367.1051,4.107,0.526,0.657102788,negative
437.1419,5.105,0.527,-0.655727031,positive
181.0504,3.057,0.527,-0.654866054,negative
295.1293,0.513,0.527,-0.655950231,negative
547.0889,3.745,0.527,0.654966037,negative
188.1029,5.618,0.528,0.653788855,positive
288.6192,4.946,0.528,0.653802885,negative
298.0748,0.514,0.528,0.653403371,negative
592.152,1.844,0.528,0.653972152,negative
160.1051,5.081,0.529,-0.651490302,positive
587.4807,1.51,0.529,0.651644251,positive
345.1054,8.017,0.53,0.65066713,positive
171.043,3.694,0.53,0.650711819,negative
232.9759,5.687,0.53,-0.6507196,negative
446.2906,0.979,0.53,-0.651233182,negative
151.123,0.863,0.531,0.649314326,positive
342.1724,3.926,0.531,0.648464835,positive
159.1571,7.853,0.532,-0.647567696,positive
262.1284,5.688,0.532,-0.646531328,positive
213.9979,3.83,0.532,0.647078728,negative
274.9977,8,0.532,0.648060015,negative
382.1367,0.564,0.532,-0.647575757,negative
425.0374,8.429,0.533,-0.645600957,negative
646.2164,3.785,0.533,0.646097897,negative
170.1004,7.738,0.534,-0.644512684,positive
312.1301,3.316,0.534,0.643567736,positive
128.0354,5.186,0.534,0.644436369,negative
194.0307,1.022,0.534,-0.643644843,negative
231.0328,0.724,0.534,-0.644811415,negative
301.1111,0.545,0.534,-0.644682965,negative
339.089,3.56,0.534,-0.644000726,negative
276.1442,5.613,0.535,0.64260743,positive
595.3943,0.51,0.535,0.642252495,positive
231.1451,5.95,0.536,0.640858455,positive
452.1913,0.564,0.536,-0.641321239,positive
366.0821,3.731,0.536,-0.640474456,negative
104.0706,5.078,0.537,0.639737845,positive
202.1072,3.8,0.537,0.639360283,positive
209.1284,7.334,0.537,-0.638875508,positive
387.0737,5.124,0.537,-0.639214294,negative
319.1611,8.704,0.538,-0.637504432,positive
369.1547,0.523,0.538,0.637180988,negative
907.414,0.559,0.538,0.638190292,negative
448.3053,0.515,0.539,-0.636861853,positive
401.1446,4.261,0.539,-0.636513801,negative
411.1137,1,0.539,-0.63628674,negative
99.0451,1.601,0.539,0.63641755,negative
587.4806,1.357,0.54,0.634969151,positive
181.0671,1.616,0.541,-0.632214867,positive
353.0847,3.54,0.541,0.632612401,negative
401.1267,0.551,0.541,0.633285235,negative
457.0951,5.947,0.541,-0.633168835,negative
316.2478,0.506,0.542,0.631845338,positive
211.0967,0.835,0.542,0.630910383,negative
290.1021,0.834,0.544,-0.62859421,positive
403.2585,1.052,0.544,-0.627545895,positive
178.0511,0.524,0.544,-0.627898004,negative
416.2019,1.132,0.545,-0.625963042,positive
193.0505,0.807,0.545,0.625976641,negative
205.0353,5.68,0.545,-0.626138723,negative
395.0427,2.519,0.545,0.626755082,negative
396.1237,4.366,0.545,-0.626071224,negative
413.163,0.565,0.545,-0.626954352,negative
356.0986,5.69,0.546,-0.624186479,negative
215.1035,3.532,0.547,0.624053025,negative
242.0125,3.711,0.547,0.622861529,negative
273.1339,0.813,0.547,-0.623124111,negative
212.0031,3.829,0.548,0.622332352,negative
205.1184,8.039,0.549,0.619696724,positive
317.0686,5.121,0.549,0.620570177,negative
124.0759,2.019,0.55,0.618166323,positive
247.1289,6.343,0.55,0.618895459,positive
344.1164,0.533,0.55,-0.618134637,negative
466.2075,3.673,0.55,0.619063327,negative
176.103,6.238,0.551,0.617807845,positive
204.0866,0.88,0.551,0.616470972,positive
372.2493,4.475,0.551,-0.616994438,positive
205.0897,0.839,0.551,0.616815453,negative
263.0226,2.25,0.551,0.617266648,negative
489.212,0.521,0.551,-0.617113381,negative
325.0388,3.005,0.552,-0.616231215,negative
379.0335,7.386,0.552,0.615772568,negative
325.188,0.522,0.553,0.614106234,positive
350.2325,0.84,0.553,-0.613441997,positive
445.1477,3.493,0.553,0.614293315,negative
264.1191,6.316,0.554,-0.612035084,positive
269.1391,0.838,0.554,-0.612220303,negative
360.1841,0.558,0.554,0.613040618,negative
463.2329,0.521,0.554,0.612465475,negative
286.2017,1.13,0.555,0.611169883,positive
467.1404,0.556,0.555,0.610895522,negative
118.0612,6.417,0.556,0.609868755,positive
152.0805,5.528,0.556,-0.608981239,positive
175.119,8.106,0.556,-0.609411405,positive
260.0231,7.103,0.556,0.609327269,negative
143.0816,5.617,0.557,0.607571965,positive
486.1965,6.502,0.557,-0.607045166,positive
215.1148,6.238,0.557,0.607496973,negative
208.0645,3.726,0.558,0.605425634,negative
227.1287,0.785,0.558,-0.605738767,negative
289.0903,3.51,0.558,-0.605936518,negative
397.2555,4.466,0.559,0.603982,positive
261.0075,3.387,0.559,-0.604317585,negative
307.084,4.173,0.559,0.605244644,negative
325.1689,1.04,0.559,-0.603695648,negative
367.1579,1.338,0.559,0.604402812,negative
298.0967,0.547,0.56,-0.602489268,positive
363.1162,9.13,0.56,0.602392695,positive
333.0245,8.134,0.56,0.60231355,negative
269.1488,0.515,0.561,0.601296434,positive
375.0208,1.56,0.561,0.601377165,negative
561.0808,3.926,0.561,0.600936682,negative
189.0423,4.98,0.562,0.600339005,positive
609.2621,0.562,0.562,-0.599690635,negative
660.2145,1.234,0.562,-0.599399906,negative
274.0389,3.005,0.563,0.597468874,negative
351.1655,0.545,0.563,0.598217963,negative
220.0637,4.274,0.564,0.597367997,positive
302.1348,8.135,0.564,0.596002881,positive
127.0399,0.847,0.564,-0.596971735,negative
340.1023,4.899,0.565,-0.595497069,positive
478.084,2.021,0.565,-0.595768949,negative
225.0472,1.04,0.566,0.593004728,negative
273.0173,3.345,0.566,-0.594003561,negative
307.0133,5.51,0.566,-0.592813961,negative
224.139,7.455,0.568,0.590227462,positive
241.1398,7.647,0.568,0.590357131,positive
243.145,6.522,0.568,0.590098373,positive
107.0502,0.999,0.569,-0.58820019,negative
227.9969,2.433,0.569,-0.588112897,negative
182.0808,5.647,0.57,-0.586935854,positive
269.1245,6.119,0.57,-0.587473831,positive
449.304,1.78,0.57,-0.588024202,positive
290.1459,8.196,0.571,0.585291592,positive
432.2013,3.818,0.571,-0.585430205,positive
139.0764,0.897,0.572,0.583930286,negative
243.9918,3.939,0.572,0.584913303,negative
179.0644,5.704,0.573,-0.582136153,negative
285.0453,5.683,0.573,0.58257087,negative
307.1508,8.821,0.573,-0.582207112,negative
431.1183,0.764,0.573,-0.583211787,negative
577.3113,4.381,0.574,-0.580515246,positive
155.0462,6.062,0.574,0.581258538,negative
251.1286,0.792,0.574,0.581010851,negative
232.1661,1.064,0.575,-0.579457272,positive
217.108,1.172,0.576,0.578062782,negative
367.0118,2.491,0.576,-0.578441438,negative
381.1544,0.536,0.576,-0.57795595,negative
410.2047,4.449,0.577,-0.576387976,positive
145.0618,3.339,0.577,0.576731655,negative
473.0455,2.578,0.577,0.576881145,negative
498.0753,3.875,0.577,0.576806583,negative
242.0127,3.404,0.578,0.575024137,negative
293.0488,5.594,0.578,0.574299872,negative
349.0943,3.648,0.578,-0.575091835,negative
189.1607,7.584,0.579,0.572756637,positive
206.0819,0.514,0.579,-0.572741948,positive
300.217,0.93,0.579,-0.573304346,positive
272.1848,0.513,0.58,-0.57205594,positive
324.1915,2.868,0.58,0.572278371,positive
303.1672,0.526,0.581,-0.570396971,positive
215.0329,5.711,0.581,-0.570668266,negative
317.0326,2.294,0.581,-0.569962122,negative
198.1236,6.476,0.582,-0.568152548,positive
341.1236,0.523,0.582,-0.56868251,negative
345.1184,3.328,0.582,0.568931569,negative
349.2019,0.51,0.582,-0.568169011,negative
476.1921,0.548,0.582,-0.569568841,negative
489.1188,3.274,0.582,0.56882551,negative
369.1291,5.429,0.583,0.566769456,positive
222.1131,0.844,0.583,0.567079632,negative
469.0327,5.27,0.584,0.566313055,positive
263.1043,0.539,0.585,0.56457616,negative
701.3564,0.532,0.585,-0.564354923,negative
183.0514,3.658,0.586,0.562074603,negative
315.0716,4.799,0.586,0.56296302,negative
371.137,5.203,0.586,-0.56231522,negative
419.0982,3.161,0.586,0.562335927,negative
248.0957,0.606,0.587,-0.561869338,negative
305.0336,1.426,0.587,-0.561394505,negative
326.088,5.533,0.587,-0.561316389,negative
116.1071,0.643,0.588,-0.559508815,positive
270.1866,0.504,0.588,0.558973281,positive
273.1211,4.643,0.588,-0.560207623,positive
326.1959,0.963,0.588,-0.558957393,positive
381.1547,2.676,0.588,-0.559399362,negative
606.0945,3.81,0.588,-0.559380215,negative
619.102,3.571,0.588,-0.560439669,negative
489.2349,0.534,0.589,0.557879988,negative
150.0585,0.581,0.59,0.556635736,positive
208.1,7.499,0.59,0.557268453,positive
261.1081,6.704,0.59,0.556003493,positive
143.0348,0.84,0.59,-0.557247404,negative
177.0405,5.7,0.59,0.55649033,negative
337.0561,4.657,0.59,-0.556922853,negative
342.1008,0.561,0.59,-0.556933107,negative
243.0712,4.454,0.591,-0.554935941,negative
391.1312,3.391,0.591,0.554420722,negative
423.1472,0.555,0.591,-0.555576916,negative
304.1907,1.283,0.592,-0.553753837,positive
135.0302,5.655,0.592,-0.553866861,negative
265.109,3.361,0.592,0.553195758,negative
152.0704,5.985,0.594,-0.550784242,positive
166.1333,1.023,0.594,-0.55112154,positive
263.1047,3.327,0.594,0.550220598,negative
300.0392,6.324,0.594,-0.549852436,negative
461.1289,0.544,0.594,-0.550007588,negative
510.2524,3.211,0.594,0.550351164,negative
600.284,0.642,0.594,0.551313596,negative
505.2806,1.871,0.595,0.548986964,positive
555.2408,0.513,0.596,-0.547454897,positive
273.0072,0.641,0.596,0.547218434,negative
249.0715,8.062,0.597,-0.546189755,positive
260.1714,7.614,0.597,0.545813248,positive
478.2061,0.546,0.597,-0.546475774,positive
243.0773,2.902,0.597,-0.546401812,negative
258.044,2.992,0.597,0.545992003,negative
289.002,3.528,0.597,0.546750699,negative
384.9454,1.825,0.597,0.546794999,negative
444.06,1.886,0.597,-0.545625633,negative
209.0968,8.083,0.598,0.545207093,positive
336.0721,4.991,0.598,-0.544129641,negative
411.1101,4.192,0.598,0.544524248,negative
373.1121,3.415,0.599,-0.54228453,negative
363.1655,4.146,0.6,-0.541174199,negative
160.108,1.102,0.601,-0.539898317,positive
469.1421,3.31,0.601,0.540120471,negative
565.1698,3.303,0.601,0.539699967,negative
620.1832,1.624,0.601,0.540414531,negative
321.1908,0.499,0.602,0.538212702,negative
445.1986,3.327,0.602,0.538914297,negative
218.9968,3.319,0.603,0.536914855,negative
404.2075,0.528,0.604,-0.535492004,positive
326.0864,6.015,0.604,-0.535879723,negative
225.112,0.839,0.605,0.533664734,positive
685.2828,0.974,0.605,0.53370242,positive
235.0569,7.02,0.605,0.534613365,negative
523.1107,3.713,0.605,0.534578629,negative
536.0432,3.797,0.605,-0.534129987,negative
219.0611,8.095,0.606,0.532920121,positive
227.1277,0.83,0.606,0.533086797,positive
245.1392,0.923,0.606,0.532450103,negative
138.1025,5.435,0.607,0.531383509,positive
112.0517,3.504,0.607,0.531542522,negative
219.0069,3.319,0.607,0.530294876,negative
403.0875,7.396,0.607,-0.531692582,negative
432.0841,5.875,0.607,-0.531692582,negative
434.1811,6.248,0.607,-0.531692582,negative
462.2127,5.401,0.607,-0.531692582,negative
483.1768,1.731,0.607,-0.531692582,negative
574.1703,5.501,0.607,-0.531692582,negative
604.1208,7.712,0.607,-0.531692582,negative
803.2032,4.539,0.607,-0.531692582,negative
805.2203,4.324,0.607,-0.531692582,negative
287.0229,1.479,0.608,-0.529968778,negative
247.0628,4.341,0.609,0.527685929,negative
361.12,2.246,0.609,-0.527844799,negative
375.1189,4.534,0.61,-0.527169403,negative
678.2052,1.322,0.611,-0.525445723,negative
135.03,5.533,0.612,0.523817925,negative
297.1938,0.496,0.613,0.522759046,positive
321.0824,6.52,0.613,-0.521461942,negative
328.0917,5.509,0.613,-0.521609599,negative
483.0946,4.132,0.613,-0.521758184,negative
377.1166,1.698,0.614,-0.520227219,positive
261.0216,3.272,0.614,0.520821343,negative
487.0577,3.942,0.614,0.520319038,negative
188.1155,8.031,0.615,0.519305578,positive
583.3112,0.557,0.615,0.519433633,negative
633.2843,0.555,0.615,0.51971622,negative
365.1583,3.875,0.616,-0.517982967,positive
355.139,2.92,0.616,-0.518120937,negative
367.1582,0.557,0.616,0.518259302,negative
593.1687,0.592,0.616,-0.51821762,negative
188.0022,2.253,0.617,0.516385068,negative
293.0874,5.69,0.617,0.516837813,negative
369.0507,1.9,0.617,0.516689591,negative
416.1914,1.313,0.618,-0.514424389,positive
257.0544,5.7,0.618,0.515222469,negative
308.1999,0.517,0.619,-0.513103046,positive
457.0666,3.573,0.619,0.513626375,negative
287.0229,1.497,0.62,-0.510997246,negative
172.1096,2.858,0.621,0.50971397,positive
211.1077,7.422,0.621,0.509435001,positive
242.077,7.275,0.621,0.509831511,positive
262.0379,7.079,0.621,0.51039072,positive
324.067,0.537,0.621,0.509581566,negative
272.2,0.839,0.622,-0.509293962,positive
304.1747,0.518,0.622,-0.507959372,positive
150.0559,3.673,0.622,-0.509426069,negative
243.1235,0.839,0.622,0.509083408,negative
276.144,5.168,0.623,0.506678765,positive
179.0559,5.977,0.623,-0.507053177,negative
401.1809,0.543,0.623,-0.507481976,negative
457.0539,3.795,0.624,-0.505539785,negative
390.1426,3.685,0.625,-0.504535192,positive
555.3086,0.525,0.625,0.504292074,positive
280.0285,5.418,0.625,0.503768665,negative
565.2327,0.562,0.625,0.503577408,negative
199.0825,3.657,0.626,0.502467988,positive
189.0405,5.173,0.626,-0.503362235,negative
369.0843,6.594,0.626,-0.502407581,negative
503.1919,0.546,0.626,-0.502790628,negative
288.1942,1.833,0.627,0.501879848,positive
591.3171,0.528,0.627,-0.501443585,positive
279.0017,1.018,0.627,-0.501690341,negative
356.0985,4.988,0.628,-0.499887331,negative
396.1292,0.558,0.628,0.500169163,negative
405.1259,0.956,0.629,-0.497749612,negative
462.2847,0.517,0.629,0.499097991,negative
578.1363,1.547,0.63,0.497489006,negative
502.2947,1.064,0.631,-0.495244342,positive
315.0699,3.297,0.632,-0.493467731,negative
363.1655,0.542,0.632,0.494314436,negative
290.1597,5.587,0.633,0.492514361,positive
758.3187,6.536,0.633,0.49299995,positive
179.0349,5.243,0.633,-0.492833725,negative
407.0996,4.018,0.633,-0.493225866,negative
284.1854,1.331,0.634,0.49167102,positive
230.9967,1.606,0.634,-0.491148324,negative
258.9917,3.481,0.634,-0.491261078,negative
293.1046,3.527,0.634,-0.490683975,negative
314.1424,0.513,0.634,0.491215471,negative
413.181,0.52,0.635,0.490034704,negative
242.9966,3.467,0.636,0.488586375,negative
367.1049,5.136,0.636,-0.487705001,negative
429.1759,0.524,0.636,0.488278826,negative
192.0332,5.667,0.637,-0.487236135,negative
263.1036,1.088,0.637,-0.487282746,negative
540.0743,3.978,0.637,-0.486198384,negative
487.213,9.393,0.638,-0.485223507,positive
242.0489,3.714,0.638,0.48544026,negative
371.0942,2.275,0.638,-0.485190199,negative
443.2277,0.518,0.638,0.484835865,negative
495.2953,0.521,0.638,0.484708703,negative
236.1281,0.823,0.639,0.48402938,positive
225.113,0.808,0.64,-0.482344806,negative
449.0859,4.217,0.64,-0.481844139,negative
146.0921,5.109,0.641,0.481114991,positive
281.1705,8.579,0.641,0.480422899,positive
307.044,4.081,0.641,0.480860474,positive
285.0591,5.672,0.641,0.481366257,negative
327.089,3.578,0.641,0.480111693,negative
433.142,3.319,0.641,0.48064179,negative
563.1016,3.856,0.642,-0.478949562,negative
259.1399,7.449,0.643,-0.477326145,positive
323.094,2.167,0.644,-0.476372557,negative
435.1575,3.434,0.645,0.474428682,negative
233.0116,3.162,0.646,-0.473211378,negative
373.1519,4.556,0.646,-0.473836343,negative
389.1811,0.522,0.646,0.474132948,negative
143.0815,5.028,0.647,0.472590288,positive
311.1306,0.539,0.647,0.472745899,positive
380.2065,2.834,0.647,-0.472556068,positive
650.2588,0.526,0.647,-0.471788464,negative
469.1128,2.301,0.648,-0.471298402,negative
219.1338,7.942,0.649,0.469781378,positive
232.1403,9.087,0.649,0.468956736,positive
245.0224,3.395,0.649,0.469079836,negative
230.9967,0.761,0.65,-0.467706804,negative
311.1152,4.85,0.65,-0.46725495,negative
224.0617,4.914,0.651,0.465993688,negative
528.263,4.027,0.651,0.466080133,negative
533.1882,3.463,0.651,0.466958133,negative
330.1373,0.513,0.652,-0.464499967,negative
239.0922,0.817,0.653,-0.464072671,negative
339.0739,6.241,0.653,-0.462917258,negative
269.0662,4.768,0.654,0.462457569,negative
337.1498,3.7,0.654,0.46247512,negative
558.1541,4.293,0.654,-0.462551816,negative
147.0765,6.582,0.655,-0.460509872,positive
203.1391,5.524,0.655,0.461192149,positive
262.1032,7.992,0.655,0.460106576,positive
595.3479,0.782,0.655,-0.46087522,positive
437.0408,1.033,0.655,-0.46049844,negative
430.1704,4.114,0.656,-0.459528187,positive
222.9917,3.031,0.656,-0.458896109,negative
265.1304,1.09,0.657,0.45701802,positive
401.9985,5.291,0.657,0.457996503,positive
496.1979,0.524,0.658,-0.456568947,negative
500.0784,3.83,0.658,-0.456103887,negative
366.1391,7.934,0.659,-0.454189516,positive
151.0261,3.2,0.659,0.45498125,negative
563.2176,0.558,0.66,0.453239628,negative
267.1082,0.806,0.661,-0.451848893,negative
529.261,0.533,0.661,-0.45217985,negative
305.0333,4.102,0.662,-0.450096317,negative
397.15,0.541,0.662,-0.450870283,negative
412.9767,1.561,0.662,0.450960255,negative
441.2119,0.517,0.662,0.451089693,negative
363.0705,4.001,0.663,-0.449403432,negative
269.1243,5.618,0.664,-0.447633592,positive
323.2063,0.497,0.664,0.447905772,positive
330.2274,1.901,0.665,-0.446499811,positive
188.9948,1.816,0.665,-0.446463949,negative
264.1166,3.307,0.665,0.4463784,negative
533.167,4.705,0.665,-0.446734515,negative
262.0837,4.292,0.666,0.444900673,positive
259.0129,8.077,0.666,0.444965259,negative
152.0707,5.511,0.667,-0.442995677,positive
286.2373,0.511,0.667,0.443139101,positive
292.2016,6.535,0.667,-0.443322606,positive
200.9711,1.033,0.667,-0.443471407,negative
343.0855,2.702,0.667,0.443194382,negative
373.1862,0.927,0.667,-0.443246173,negative
267.1446,1.058,0.668,-0.441439416,positive
304.129,4.045,0.668,0.441397224,positive
249.0072,3.179,0.668,-0.442488582,negative
379.1966,0.529,0.668,0.442049507,negative
455.2276,0.518,0.668,-0.442133976,negative
485.238,0.52,0.668,0.442428382,negative
