Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
152.0707,C00314,M-H2O+H [1+],5.511,0.000123533229981376,EC000119
162.1128,C00318,M+H [1+],5.221,0.000324000000006208,EC000120
162.1129,C00318,M+H [1+],5.651,0.000424000000009528,EC000121
201.1243,C00318,M+ACN-H [1-],5.193,0.000168533229981449,EC000120
201.1244,C00318,M+ACN-H [1-],5.676,6.85332299781294e-05,EC000121
206.1033,C00318,M+HCOO [1-],5.302,0.000454999999988104,EC000120
159.0764,C00327,M-NH3+H [1+],6.269,7.64667699968413e-05,EC000122
176.103,C00327,M+H [1+],6.238,2.4000000024671e-05,EC000122
215.1148,C00327,M+ACN-H [1-],6.238,0.000168533229981449,EC000122
180.088,C00329,M+H [1+],0.589,0.00132400000001098,EC000123
202.0509,C00331,M-H [1-],5.224,2.39999999962492e-05,EC000124
104.0706,C00334,M+H [1+],5.342,2.39999999962492e-05,EC000125
104.07066,C00334,M+H [1+],5.078,8.40000000010832e-05,EC000126
86.06,C00334,M-H2O+H [1+],5.38,2.35332300064783e-05,EC000125
86.0601,C00334,M-H2O+H [1+],1.154,0.000123533230009798,EC000127
260.0553,C00352,M+H [1+],4.577,0.00232399999998734,EC000128
178.0511,C00355,M-H2O-H [1-],0.524,0.000689999999991642,EC000129
180.0656,C00355,M-H2O+H [1+],0.532,0.000123533229981376,EC000129
