"p.value","m.z","t.score","r.t"
0.515,215.1035,0.675315865,3.639
0.516,286.2017,0.673469199,0.511
0.516,539.2492,-0.673025936,4.084
0.517,278.1233,-0.671174995,7.262
0.518,151.145,-0.67023712,3.083
0.518,296.0658,0.670299208,6.593
0.519,333.2065,-0.6676299,0.498
0.521,653.2903,-0.665362473,6.26
0.521,190.9746,-0.665032563,2.11
0.521,399.1654,-0.665711009,4.031
0.521,521.2418,-0.664849869,0.552
0.523,337.1426,0.662418046,7.325
0.523,367.1528,0.66178528,7.454
0.523,391.1964,-0.661897196,0.519
0.524,188.0105,0.661028117,2.248
0.524,317.1602,0.661058777,3.057
0.524,342.1555,0.660355849,3.661
0.524,427.0568,0.660221546,3.396
0.525,393.1156,-0.659182046,5.109
0.525,175.0974,-0.659291754,0.971
0.526,188.9871,-0.657151594,1.745
0.526,263.0088,0.656464117,4.073
0.526,367.1051,0.657102788,4.107
0.527,437.1419,-0.655727031,5.105
0.527,181.0504,-0.654866054,3.057
0.527,295.1293,-0.655950231,0.513
0.527,547.0889,0.654966037,3.745
0.528,188.1029,0.653788855,5.618
0.528,288.6192,0.653802885,4.946
0.528,298.0748,0.653403371,0.514
0.528,592.152,0.653972152,1.844
0.529,160.1051,-0.651490302,5.081
0.529,587.4807,0.651644251,1.51
0.53,345.1054,0.65066713,8.017
0.53,171.043,0.650711819,3.694
0.53,232.9759,-0.6507196,5.687
0.53,446.2906,-0.651233182,0.979
0.531,151.123,0.649314326,0.863
0.531,342.1724,0.648464835,3.926
0.532,159.1571,-0.647567696,7.853
0.532,262.1284,-0.646531328,5.688
0.532,213.9979,0.647078728,3.83
0.532,274.9977,0.648060015,8
0.532,382.1367,-0.647575757,0.564
0.533,425.0374,-0.645600957,8.429
0.533,646.2164,0.646097897,3.785
0.534,170.1004,-0.644512684,7.738
0.534,312.1301,0.643567736,3.316
0.534,128.0354,0.644436369,5.186
0.534,194.0307,-0.643644843,1.022
0.534,231.0328,-0.644811415,0.724
0.534,301.1111,-0.644682965,0.545
0.534,339.089,-0.644000726,3.56
0.535,276.1442,0.64260743,5.613
0.535,595.3943,0.642252495,0.51
0.536,231.1451,0.640858455,5.95
0.536,452.1913,-0.641321239,0.564
0.536,366.0821,-0.640474456,3.731
0.537,104.0706,0.639737845,5.078
0.537,202.1072,0.639360283,3.8
0.537,209.1284,-0.638875508,7.334
0.537,387.0737,-0.639214294,5.124
0.538,319.1611,-0.637504432,8.704
0.538,369.1547,0.637180988,0.523
0.538,907.414,0.638190292,0.559
0.539,448.3053,-0.636861853,0.515
0.539,401.1446,-0.636513801,4.261
0.539,411.1137,-0.63628674,1
0.539,99.0451,0.63641755,1.601
0.54,587.4806,0.634969151,1.357
0.541,181.0671,-0.632214867,1.616
0.541,353.0847,0.632612401,3.54
0.541,401.1267,0.633285235,0.551
0.541,457.0951,-0.633168835,5.947
0.542,316.2478,0.631845338,0.506
0.542,211.0967,0.630910383,0.835
0.544,290.1021,-0.62859421,0.834
0.544,403.2585,-0.627545895,1.052
0.544,178.0511,-0.627898004,0.524
0.545,416.2019,-0.625963042,1.132
0.545,193.0505,0.625976641,0.807
0.545,205.0353,-0.626138723,5.68
0.545,395.0427,0.626755082,2.519
0.545,396.1237,-0.626071224,4.366
0.545,413.163,-0.626954352,0.565
0.546,356.0986,-0.624186479,5.69
0.547,215.1035,0.624053025,3.532
0.547,242.0125,0.622861529,3.711
0.547,273.1339,-0.623124111,0.813
0.548,212.0031,0.622332352,3.829
0.549,205.1184,0.619696724,8.039
0.549,317.0686,0.620570177,5.121
0.55,124.0759,0.618166323,2.019
0.55,247.1289,0.618895459,6.343
0.55,344.1164,-0.618134637,0.533
0.55,466.2075,0.619063327,3.673
0.551,176.103,0.617807845,6.238
0.551,204.0866,0.616470972,0.88
0.551,372.2493,-0.616994438,4.475
0.551,205.0897,0.616815453,0.839
0.551,263.0226,0.617266648,2.25
0.551,489.212,-0.617113381,0.521
0.552,325.0388,-0.616231215,3.005
0.552,379.0335,0.615772568,7.386
0.553,325.188,0.614106234,0.522
0.553,350.2325,-0.613441997,0.84
0.553,445.1477,0.614293315,3.493
0.554,264.1191,-0.612035084,6.316
0.554,269.1391,-0.612220303,0.838
0.554,360.1841,0.613040618,0.558
0.554,463.2329,0.612465475,0.521
0.555,286.2017,0.611169883,1.13
0.555,467.1404,0.610895522,0.556
0.556,118.0612,0.609868755,6.417
0.556,152.0805,-0.608981239,5.528
0.556,175.119,-0.609411405,8.106
0.556,260.0231,0.609327269,7.103
0.557,143.0816,0.607571965,5.617
0.557,486.1965,-0.607045166,6.502
0.557,215.1148,0.607496973,6.238
0.558,208.0645,0.605425634,3.726
0.558,227.1287,-0.605738767,0.785
0.558,289.0903,-0.605936518,3.51
0.559,397.2555,0.603982,4.466
0.559,261.0075,-0.604317585,3.387
0.559,307.084,0.605244644,4.173
0.559,325.1689,-0.603695648,1.04
0.559,367.1579,0.604402812,1.338
0.56,298.0967,-0.602489268,0.547
0.56,363.1162,0.602392695,9.13
0.56,333.0245,0.60231355,8.134
0.561,269.1488,0.601296434,0.515
0.561,375.0208,0.601377165,1.56
0.561,561.0808,0.600936682,3.926
0.562,189.0423,0.600339005,4.98
0.562,609.2621,-0.599690635,0.562
0.562,660.2145,-0.599399906,1.234
0.563,274.0389,0.597468874,3.005
0.563,351.1655,0.598217963,0.545
0.564,220.0637,0.597367997,4.274
0.564,302.1348,0.596002881,8.135
0.564,127.0399,-0.596971735,0.847
0.565,340.1023,-0.595497069,4.899
0.565,478.084,-0.595768949,2.021
0.566,225.0472,0.593004728,1.04
0.566,273.0173,-0.594003561,3.345
0.566,307.0133,-0.592813961,5.51
0.568,224.139,0.590227462,7.455
0.568,241.1398,0.590357131,7.647
0.568,243.145,0.590098373,6.522
0.569,107.0502,-0.58820019,0.999
0.569,227.9969,-0.588112897,2.433
0.57,182.0808,-0.586935854,5.647
0.57,269.1245,-0.587473831,6.119
0.57,449.304,-0.588024202,1.78
0.571,290.1459,0.585291592,8.196
0.571,432.2013,-0.585430205,3.818
0.572,139.0764,0.583930286,0.897
0.572,243.9918,0.584913303,3.939
0.573,179.0644,-0.582136153,5.704
0.573,285.0453,0.58257087,5.683
0.573,307.1508,-0.582207112,8.821
0.573,431.1183,-0.583211787,0.764
0.574,577.3113,-0.580515246,4.381
0.574,155.0462,0.581258538,6.062
0.574,251.1286,0.581010851,0.792
0.575,232.1661,-0.579457272,1.064
0.576,217.108,0.578062782,1.172
0.576,367.0118,-0.578441438,2.491
0.576,381.1544,-0.57795595,0.536
0.577,410.2047,-0.576387976,4.449
0.577,145.0618,0.576731655,3.339
0.577,473.0455,0.576881145,2.578
0.577,498.0753,0.576806583,3.875
0.578,242.0127,0.575024137,3.404
0.578,293.0488,0.574299872,5.594
0.578,349.0943,-0.575091835,3.648
0.579,189.1607,0.572756637,7.584
0.579,206.0819,-0.572741948,0.514
0.579,300.217,-0.573304346,0.93
0.58,272.1848,-0.57205594,0.513
0.58,324.1915,0.572278371,2.868
0.581,303.1672,-0.570396971,0.526
0.581,215.0329,-0.570668266,5.711
0.581,317.0326,-0.569962122,2.294
0.582,198.1236,-0.568152548,6.476
0.582,341.1236,-0.56868251,0.523
0.582,345.1184,0.568931569,3.328
0.582,349.2019,-0.568169011,0.51
0.582,476.1921,-0.569568841,0.548
0.582,489.1188,0.56882551,3.274
0.583,369.1291,0.566769456,5.429
0.583,222.1131,0.567079632,0.844
0.584,469.0327,0.566313055,5.27
0.585,263.1043,0.56457616,0.539
0.585,701.3564,-0.564354923,0.532
0.586,183.0514,0.562074603,3.658
0.586,315.0716,0.56296302,4.799
0.586,371.137,-0.56231522,5.203
0.586,419.0982,0.562335927,3.161
0.587,248.0957,-0.561869338,0.606
0.587,305.0336,-0.561394505,1.426
0.587,326.088,-0.561316389,5.533
0.588,116.1071,-0.559508815,0.643
0.588,270.1866,0.558973281,0.504
0.588,273.1211,-0.560207623,4.643
0.588,326.1959,-0.558957393,0.963
0.588,381.1547,-0.559399362,2.676
0.588,606.0945,-0.559380215,3.81
0.588,619.102,-0.560439669,3.571
0.589,489.2349,0.557879988,0.534
0.59,150.0585,0.556635736,0.581
0.59,208.1,0.557268453,7.499
0.59,261.1081,0.556003493,6.704
0.59,143.0348,-0.557247404,0.84
0.59,177.0405,0.55649033,5.7
0.59,337.0561,-0.556922853,4.657
0.59,342.1008,-0.556933107,0.561
0.591,243.0712,-0.554935941,4.454
0.591,391.1312,0.554420722,3.391
0.591,423.1472,-0.555576916,0.555
0.592,304.1907,-0.553753837,1.283
0.592,135.0302,-0.553866861,5.655
0.592,265.109,0.553195758,3.361
0.594,152.0704,-0.550784242,5.985
0.594,166.1333,-0.55112154,1.023
0.594,263.1047,0.550220598,3.327
0.594,300.0392,-0.549852436,6.324
0.594,461.1289,-0.550007588,0.544
0.594,510.2524,0.550351164,3.211
0.594,600.284,0.551313596,0.642
0.595,505.2806,0.548986964,1.871
0.596,555.2408,-0.547454897,0.513
0.596,273.0072,0.547218434,0.641
0.597,249.0715,-0.546189755,8.062
0.597,260.1714,0.545813248,7.614
0.597,478.2061,-0.546475774,0.546
0.597,243.0773,-0.546401812,2.902
0.597,258.044,0.545992003,2.992
0.597,289.002,0.546750699,3.528
0.597,384.9454,0.546794999,1.825
0.597,444.06,-0.545625633,1.886
0.598,209.0968,0.545207093,8.083
0.598,336.0721,-0.544129641,4.991
0.598,411.1101,0.544524248,4.192
0.599,373.1121,-0.54228453,3.415
0.6,363.1655,-0.541174199,4.146
0.601,160.108,-0.539898317,1.102
0.601,469.1421,0.540120471,3.31
0.601,565.1698,0.539699967,3.303
0.601,620.1832,0.540414531,1.624
0.602,321.1908,0.538212702,0.499
0.602,445.1986,0.538914297,3.327
0.603,218.9968,0.536914855,3.319
0.604,404.2075,-0.535492004,0.528
0.604,326.0864,-0.535879723,6.015
0.605,225.112,0.533664734,0.839
0.605,685.2828,0.53370242,0.974
0.605,235.0569,0.534613365,7.02
0.605,523.1107,0.534578629,3.713
0.605,536.0432,-0.534129987,3.797
0.606,219.0611,0.532920121,8.095
0.606,227.1277,0.533086797,0.83
0.606,245.1392,0.532450103,0.923
0.607,138.1025,0.531383509,5.435
0.607,112.0517,0.531542522,3.504
0.607,219.0069,0.530294876,3.319
0.607,403.0875,-0.531692582,7.396
0.607,432.0841,-0.531692582,5.875
0.607,434.1811,-0.531692582,6.248
0.607,462.2127,-0.531692582,5.401
0.607,483.1768,-0.531692582,1.731
0.607,574.1703,-0.531692582,5.501
0.607,604.1208,-0.531692582,7.712
0.607,803.2032,-0.531692582,4.539
0.607,805.2203,-0.531692582,4.324
0.608,287.0229,-0.529968778,1.479
0.609,247.0628,0.527685929,4.341
0.609,361.12,-0.527844799,2.246
0.61,375.1189,-0.527169403,4.534
0.611,678.2052,-0.525445723,1.322
0.612,135.03,0.523817925,5.533
0.613,297.1938,0.522759046,0.496
0.613,321.0824,-0.521461942,6.52
0.613,328.0917,-0.521609599,5.509
0.613,483.0946,-0.521758184,4.132
0.614,377.1166,-0.520227219,1.698
0.614,261.0216,0.520821343,3.272
0.614,487.0577,0.520319038,3.942
0.615,188.1155,0.519305578,8.031
0.615,583.3112,0.519433633,0.557
0.615,633.2843,0.51971622,0.555
0.616,365.1583,-0.517982967,3.875
0.616,355.139,-0.518120937,2.92
0.616,367.1582,0.518259302,0.557
0.616,593.1687,-0.51821762,0.592
0.617,188.0022,0.516385068,2.253
0.617,293.0874,0.516837813,5.69
0.617,369.0507,0.516689591,1.9
0.618,416.1914,-0.514424389,1.313
0.618,257.0544,0.515222469,5.7
0.619,308.1999,-0.513103046,0.517
0.619,457.0666,0.513626375,3.573
0.62,287.0229,-0.510997246,1.497
0.621,172.1096,0.50971397,2.858
0.621,211.1077,0.509435001,7.422
0.621,242.077,0.509831511,7.275
0.621,262.0379,0.51039072,7.079
0.621,324.067,0.509581566,0.537
0.622,272.2,-0.509293962,0.839
0.622,304.1747,-0.507959372,0.518
0.622,150.0559,-0.509426069,3.673
0.622,243.1235,0.509083408,0.839
0.623,276.144,0.506678765,5.168
0.623,179.0559,-0.507053177,5.977
0.623,401.1809,-0.507481976,0.543
0.624,457.0539,-0.505539785,3.795
0.625,390.1426,-0.504535192,3.685
0.625,555.3086,0.504292074,0.525
0.625,280.0285,0.503768665,5.418
0.625,565.2327,0.503577408,0.562
0.626,199.0825,0.502467988,3.657
0.626,189.0405,-0.503362235,5.173
0.626,369.0843,-0.502407581,6.594
0.626,503.1919,-0.502790628,0.546
0.627,288.1942,0.501879848,1.833
0.627,591.3171,-0.501443585,0.528
0.627,279.0017,-0.501690341,1.018
0.628,356.0985,-0.499887331,4.988
0.628,396.1292,0.500169163,0.558
0.629,405.1259,-0.497749612,0.956
0.629,462.2847,0.499097991,0.517
0.63,578.1363,0.497489006,1.547
0.631,502.2947,-0.495244342,1.064
0.632,315.0699,-0.493467731,3.297
0.632,363.1655,0.494314436,0.542
0.633,290.1597,0.492514361,5.587
0.633,758.3187,0.49299995,6.536
0.633,179.0349,-0.492833725,5.243
0.633,407.0996,-0.493225866,4.018
0.634,284.1854,0.49167102,1.331
0.634,230.9967,-0.491148324,1.606
0.634,258.9917,-0.491261078,3.481
0.634,293.1046,-0.490683975,3.527
0.634,314.1424,0.491215471,0.513
0.635,413.181,0.490034704,0.52
0.636,242.9966,0.488586375,3.467
0.636,367.1049,-0.487705001,5.136
0.636,429.1759,0.488278826,0.524
0.637,192.0332,-0.487236135,5.667
0.637,263.1036,-0.487282746,1.088
0.637,540.0743,-0.486198384,3.978
0.638,487.213,-0.485223507,9.393
0.638,242.0489,0.48544026,3.714
0.638,371.0942,-0.485190199,2.275
0.638,443.2277,0.484835865,0.518
0.638,495.2953,0.484708703,0.521
0.639,236.1281,0.48402938,0.823
0.64,225.113,-0.482344806,0.808
0.64,449.0859,-0.481844139,4.217
0.641,146.0921,0.481114991,5.109
0.641,281.1705,0.480422899,8.579
0.641,307.044,0.480860474,4.081
0.641,285.0591,0.481366257,5.672
0.641,327.089,0.480111693,3.578
0.641,433.142,0.48064179,3.319
0.642,563.1016,-0.478949562,3.856
0.643,259.1399,-0.477326145,7.449
0.644,323.094,-0.476372557,2.167
0.645,435.1575,0.474428682,3.434
0.646,233.0116,-0.473211378,3.162
0.646,373.1519,-0.473836343,4.556
0.646,389.1811,0.474132948,0.522
0.647,143.0815,0.472590288,5.028
0.647,311.1306,0.472745899,0.539
0.647,380.2065,-0.472556068,2.834
0.647,650.2588,-0.471788464,0.526
0.648,469.1128,-0.471298402,2.301
0.649,219.1338,0.469781378,7.942
0.649,232.1403,0.468956736,9.087
0.649,245.0224,0.469079836,3.395
0.65,230.9967,-0.467706804,0.761
0.65,311.1152,-0.46725495,4.85
0.651,224.0617,0.465993688,4.914
0.651,528.263,0.466080133,4.027
0.651,533.1882,0.466958133,3.463
0.652,330.1373,-0.464499967,0.513
0.653,239.0922,-0.464072671,0.817
0.653,339.0739,-0.462917258,6.241
0.654,269.0662,0.462457569,4.768
0.654,337.1498,0.46247512,3.7
0.654,558.1541,-0.462551816,4.293
0.655,147.0765,-0.460509872,6.582
0.655,203.1391,0.461192149,5.524
0.655,262.1032,0.460106576,7.992
0.655,595.3479,-0.46087522,0.782
0.655,437.0408,-0.46049844,1.033
0.656,430.1704,-0.459528187,4.114
0.656,222.9917,-0.458896109,3.031
0.657,265.1304,0.45701802,1.09
0.657,401.9985,0.457996503,5.291
0.658,496.1979,-0.456568947,0.524
0.658,500.0784,-0.456103887,3.83
0.659,366.1391,-0.454189516,7.934
0.659,151.0261,0.45498125,3.2
0.66,563.2176,0.453239628,0.558
0.661,267.1082,-0.451848893,0.806
0.661,529.261,-0.45217985,0.533
0.662,305.0333,-0.450096317,4.102
0.662,397.15,-0.450870283,0.541
0.662,412.9767,0.450960255,1.561
0.662,441.2119,0.451089693,0.517
0.663,363.0705,-0.449403432,4.001
0.664,269.1243,-0.447633592,5.618
0.664,323.2063,0.447905772,0.497
0.665,330.2274,-0.446499811,1.901
0.665,188.9948,-0.446463949,1.816
0.665,264.1166,0.4463784,3.307
0.665,533.167,-0.446734515,4.705
0.666,262.0837,0.444900673,4.292
0.666,259.0129,0.444965259,8.077
0.667,152.0707,-0.442995677,5.511
0.667,286.2373,0.443139101,0.511
0.667,292.2016,-0.443322606,6.535
0.667,200.9711,-0.443471407,1.033
0.667,343.0855,0.443194382,2.702
0.667,373.1862,-0.443246173,0.927
0.668,267.1446,-0.441439416,1.058
0.668,304.129,0.441397224,4.045
0.668,249.0072,-0.442488582,3.179
0.668,379.1966,0.442049507,0.529
0.668,455.2276,-0.442133976,0.518
0.668,485.238,0.442428382,0.52
0.668,510.2519,0.442042835,0.566
0.669,258.1102,0.440522726,6.605
0.669,310.2131,-0.440479783,1.051
0.669,343.0634,-0.440243653,5.648
0.669,453.1249,-0.440153766,8.361
0.669,203.0109,0.439812013,1.347
0.669,282.047,-0.440811071,0.513
0.669,287.1498,-0.440347783,0.782
0.67,154.0623,0.439133815,7.684
0.67,230.0222,-0.439519271,3.68
0.67,302.1426,0.438695208,0.553
0.67,405.1177,-0.439610976,2.095
0.671,261.0072,-0.436935685,0.741
0.672,260.125,0.435752323,7.968
0.673,103.0267,0.434531059,1.019
0.673,248.9602,-0.434903474,5.84
0.674,323.0227,0.433674252,0.552
0.674,363.1799,0.433997389,0.52
0.674,403.0553,0.433658432,2.354
0.675,263.1129,0.432353438,0.556
0.676,205.0684,-0.429873371,5.668
0.676,200.1291,-0.430847779,0.831
0.676,225.0735,0.429955581,1.131
0.676,321.0787,-0.430543161,2.11
0.679,212.1032,0.426549027,5.558
0.679,489.2284,0.426302577,0.496
0.679,389.0908,0.42561953,2.885
0.679,411.1269,-0.426203912,4.179
0.679,441.1073,0.425802481,2.397
0.68,427.178,0.425377267,0.573
0.681,254.1399,-0.423461137,0.822
0.681,458.145,-0.42268957,3.604
0.683,328.248,0.420978524,0.84
0.683,310.1153,0.4202165,3.36
0.684,189.1234,0.419378063,6.353
0.684,485.1367,0.418589802,8.132
0.684,551.281,0.419205425,1.972
0.685,399.1441,0.418167739,8.024
0.685,280.079,0.417160575,0.509
0.685,291.089,-0.418042442,3.499
0.686,622.1913,-0.416771123,4.077
0.687,203.1485,0.414417225,5.527
0.687,367.1497,0.415342145,6.488
0.687,308.0775,0.41455,5.457
0.687,338.0875,-0.414325343,5.702
0.687,468.0783,-0.414760693,1.65
0.687,470.0689,0.415389472,3.84
0.687,582.095,-0.414380019,3.386
0.688,355.1544,-0.414094916,8.85
0.688,497.2358,-0.413343037,0.508
0.688,381.0129,0.412984214,8.686
0.689,277.1189,0.411549167,5.653
0.689,214.9867,0.411398623,1.03
0.689,299.0769,0.411618529,4.876
0.69,248.0601,0.410240192,5.173
0.69,289.0147,0.410947884,2.488
0.691,279.0975,0.409060259,4.922
0.692,191.0198,-0.408042732,5.679
0.693,347.2285,0.40576421,8.662
0.693,368.1164,-0.406397995,0.563
0.694,188.1281,-0.405317974,0.812
0.694,181.0505,-0.405287513,2.24
0.694,233.0121,0.405564337,0.618
0.694,391.1314,0.405612835,3.291
0.694,512.268,0.405411087,3.301
0.695,148.0968,-0.403257684,5.08
0.695,216.0343,-0.402949657,4.359
0.695,445.207,0.403439854,3.608
0.696,276.145,0.402871625,0.594
0.697,244.1782,-0.401048191,1.066
0.697,213.1132,0.40023796,0.801
0.698,257.1614,0.399690215,1.054
0.698,259.0281,0.399833802,3.133
0.699,302.1142,0.398249895,4.079
0.699,338.0857,0.397515176,5.513
0.699,377.196,0.398252514,0.515
0.699,781.4186,-0.39858334,0.521
0.7,219.006,-0.396776543,1.138
0.701,166.0861,0.39524786,4.404
0.701,227.1138,0.394898576,8.055
0.701,357.2241,0.395804813,8.731
0.701,191.0196,-0.395364421,3.544
0.701,309.0994,0.394643365,3.647
0.701,340.1245,-0.395553525,4.553
0.701,340.1245,-0.395553525,4.57
0.701,378.1013,-0.395168855,0.561
0.702,197.0541,-0.393246584,1.058
0.703,144.0666,-0.392237458,1.163
0.703,261.0072,0.392618431,4.508
0.704,314.1708,0.390829686,8.331
0.704,468.2219,0.390988638,3.666
0.704,190.9655,-0.391068047,2.104
0.704,563.2511,0.391281472,3.658
0.705,180.088,0.389041175,0.589
0.705,448.3055,-0.389806968,0.515
0.706,247.0923,0.388515356,5.625
0.706,383.153,-0.38850657,2.502
0.706,539.2491,-0.387682434,0.576
0.707,165.042,0.387259618,0.562
0.707,173.0818,0.386284653,0.849
0.707,401.1091,0.387303834,3.78
0.707,513.2693,0.386689483,0.525
0.708,335.0788,-0.385406882,4.048
0.708,418.1445,-0.385766139,4.081
0.709,175.0713,0.384183783,6.64
0.709,307.161,0.384084269,8.376
0.709,246.0076,-0.384465059,3.632
0.709,335.115,-0.384191124,3.507
0.709,425.1157,0.383591873,3.412
0.71,319.1247,0.382206626,7.989
0.71,195.052,0.382028791,1.912
0.71,499.112,-0.382458021,3.373
0.71,579.2125,-0.383068115,2.377
0.711,277.1868,-0.381894785,4.613
0.711,244.0031,0.38179727,4.944
0.711,285.097,-0.381094648,0.525
0.711,339.0892,-0.381662889,3.494
0.711,447.2226,0.381140176,0.525
0.712,333.0995,0.380527222,3.49
0.713,164.0715,-0.37808422,4.437
0.713,397.1493,-0.378096959,3.687
0.713,565.2092,-0.377866441,0.543
0.713,667.3006,-0.378792257,0.558
0.714,181.0504,-0.376554349,0.867
0.714,324.0723,-0.377100434,6.186
0.714,411.1835,0.377654973,0.562
0.716,331.161,-0.374521093,1.03
0.716,409.2232,0.373936231,0.514
0.717,230.9967,-0.372330915,0.739
0.717,279.0718,0.373215459,6.427
0.717,468.1999,0.372335823,0.539
0.718,353.0894,-0.371308983,6.244
0.718,468.0468,-0.371981863,8.118
0.718,485.0979,0.37092403,5.138
0.719,400.1935,-0.370403971,6.118
0.719,189.0928,-0.369897792,0.848
0.72,284.1853,0.369196477,1.366
0.72,363.0752,0.368525936,3.254
0.721,177.1284,-0.366699482,0.774
0.721,179.056,-0.367137717,6.344
0.721,347.1706,0.366908699,4.809
0.722,351.0566,0.365330545,8.859
0.722,357.0822,0.366465259,4.307
0.723,295.1203,-0.364587296,3.636
0.723,539.2491,-0.364939406,4.207
0.724,194.0458,-0.363807586,3.731
0.724,199.0975,0.363447476,0.822
0.724,218.1032,-0.362615988,0.535
0.724,497.2745,-0.363030362,0.519
0.724,506.0901,-0.363733918,3.699
0.725,262.1396,0.36201362,8.205
0.726,100.0757,-0.360708511,0.957
0.726,450.1578,0.360372405,7.375
0.727,126.022,0.35869139,6.25
0.727,199.0826,0.358596573,0.565
0.727,338.2064,0.358936384,2.907
0.728,361.1128,-0.357493948,5.045
0.728,233.0469,-0.358004211,3.48
0.728,583.3114,0.357945737,4.248
0.729,178.0589,-0.356010818,0.533
0.731,229.1548,-0.35350633,0.532
0.731,349.1248,0.35406643,5.186
0.731,640.333,-0.354242812,6.148
0.732,158.082,0.352783282,0.514
0.732,401.0691,0.352848874,5.126
0.733,340.1864,0.351329315,3.25
0.733,203.0107,0.351021317,1.372
0.733,439.1605,-0.35013664,3.564
0.734,196.0603,-0.349410691,7.154
0.734,346.2222,0.349157714,0.518
0.734,153.0193,-0.348853339,3.42
0.734,179.0636,-0.349649616,0.527
0.735,262.1285,0.347748065,6.335
0.735,436.1959,-0.348181283,4.973
0.735,197.0675,0.348269687,0.579
0.735,422.058,-0.3474673,1.714
0.736,394.1621,-0.347295944,4.476
0.736,217.0929,0.347031328,1.022
0.736,341.1236,-0.346439439,3.922
0.736,363.1077,-0.347232392,2.178
0.737,209.0675,0.345196188,0.96
0.737,232.0284,-0.344895959,4.836
0.739,487.2078,-0.342260867,4.559
0.74,215.0163,-0.3412705,5.665
0.74,197.068,0.340835315,3.613
0.741,181.0624,-0.339280637,1.495
0.741,385.0454,0.34000748,3.618
0.741,425.1127,0.339894836,0.56
0.741,541.2644,-0.340185634,4.221
0.742,432.2019,-0.33797319,0.535
0.742,287.1496,-0.337877319,0.972
0.742,567.1896,-0.338826774,3.663
0.743,233.1495,0.337104464,8.034
0.743,272.1669,-0.337146727,0.804
0.743,225.0407,0.337547992,4.167
0.743,536.1007,-0.337347451,3.693
0.744,239.139,-0.335136334,0.892
0.744,307.084,0.335955255,4.338
0.744,449.2019,-0.336298195,0.567
0.744,464.191,-0.335664934,3.704
0.745,340.1024,0.334655349,4.787
0.745,173.0567,0.334621258,5.7
0.745,608.1467,0.334313106,1.783
0.746,229.1293,0.333208324,6.895
0.746,86.0601,0.333511296,1.154
0.746,195.0521,0.332478586,2.398
0.746,427.0695,-0.332640582,3.454
0.747,281.1494,-0.33167719,0.927
0.747,288.2081,0.332254028,1.122
0.748,221.0422,0.330167215,5.654
0.748,258.1091,-0.330151712,1.209
0.748,298.1873,-0.330130914,9.502
0.748,313.1521,-0.330425568,4.481
0.748,427.2136,-0.329900453,0.542
0.748,763.1909,0.330372911,7.999
0.749,189.1345,0.328594436,7.821
0.749,316.1217,-0.329037031,0.51
0.75,173.092,-0.327806222,6.33
0.75,246.1703,0.327449346,1.784
0.75,263.16,-0.327271524,8.312
0.75,349.0866,-0.327868119,5.512
0.75,383.1356,-0.326985558,5.936
0.75,735.3684,-0.327587622,1.164
0.75,267.1097,0.327185916,6.145
0.751,145.133,0.326483438,4.296
0.751,242.1389,-0.326279549,0.944
0.751,286.146,0.326376814,3.481
0.751,340.1319,-0.326864251,7.149
0.751,388.0933,-0.326636232,5.841
0.751,203.0111,-0.325595688,2.099
0.751,340.1259,-0.326025022,4.777
0.751,471.1311,0.326866067,4.172
0.752,480.2047,0.324158618,4.948
0.752,156.0665,0.324192413,1.414
0.752,197.0676,-0.324168159,0.781
0.753,243.1341,-0.323627589,3.697
0.753,340.1028,-0.323127242,0.559
0.754,504.2647,-0.322131448,4.971
0.754,216.0988,-0.322543046,5.731
0.754,254.9814,-0.322156251,3.634
0.755,120.0658,-0.321002775,1.662
0.755,217.1546,0.320846085,5.792
0.755,474.1399,-0.321091676,3.581
0.755,293.0154,-0.320405413,3
0.755,361.0904,0.320416936,5.706
0.755,383.0437,-0.32103055,4.326
0.755,650.2883,0.320299367,3.304
0.756,256.1676,0.319833158,0.503
0.756,271.0749,-0.319717323,5.387
0.756,326.1102,0.319782773,4.91
0.756,370.0777,-0.319710559,7.194
0.756,483.1578,-0.319446785,3.308
0.757,175.1523,0.317580283,7.555
0.757,261.0484,0.318605092,5.649
0.758,229.086,0.316166618,4.099
0.758,346.1321,0.317309616,3.621
0.758,432.1992,-0.317265688,4.386
0.759,373.1499,0.3149029,0.521
0.759,505.2646,0.314854581,0.525
0.76,130.0499,0.314289982,4.245
0.76,204.1343,0.31463108,4.98
0.76,416.1911,-0.31370329,3.695
0.76,307.0839,-0.313472544,3.473
0.76,452.1921,-0.314525473,0.558
0.76,521.2423,0.313384224,2.361
0.762,265.1623,0.310927319,0.765
0.762,303.1184,-0.310941876,6.154
0.763,127.0502,0.309323721,5.493
0.763,167.0564,0.309605948,0.555
0.763,319.0671,-0.30999228,5.695
0.763,389.0984,-0.310271144,3.675
0.764,167.0563,0.307958804,1.285
0.764,218.1387,0.308090179,2.855
0.764,240.0182,-0.308467959,7.939
0.764,274.0025,-0.308564205,5.671
0.764,432.1237,0.308698911,4.381
0.764,632.2037,0.30830072,7.803
0.766,170.0923,0.306192942,3.67
0.766,501.1421,-0.30605018,5.113
0.766,555.1556,0.305221054,3.583
0.767,166.1227,0.304666078,0.961
0.767,200.9866,-0.304579383,1.058
0.767,283.0821,0.304028503,4.197
0.767,421.142,0.303908654,3.433
0.768,149.0092,0.302462478,7.63
0.768,347.1705,-0.303665545,3.994
0.768,379.0685,0.303724405,6.344
0.768,429.2122,-0.30349006,0.521
0.77,615.2543,-0.300402446,4.788
