mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
288.1937_3.464,288.1937,3.464,1295.2733,Cluster_288.1937_3.464,288.1937_3.464;508.2803_3.476,2
265.1556_3.46,265.1556,3.46,109278.957,265.1556_3.46,265.1556_3.46,1
606.2801_3.463,606.2801,3.463,502.0185,606.2801_3.463,606.2801_3.463,1
284.092_3.463,284.092,3.463,20700.965,284.092_3.463,284.092_3.463,1
416.1472_3.465,416.1472,3.465,11085.019,416.1472_3.465,416.1472_3.465,1
265.1195_3.466,265.1195,3.466,3205507.4,Cluster_265.1195_3.466,130.05_3.466;247.1077_3.466;248.0918_3.466;265.1195_3.466;267.1237_3.465;553.1877_3.466;567.1757_3.467;583.1478_3.467,8
378.1767_3.465,378.1767,3.465,21326.002999999997,378.1767_3.465,378.1767_3.465,1
755.19_3.465,755.19,3.465,17232.414,755.19_3.465,755.19_3.465,1
303.0741_3.467,303.0741,3.467,73688.205,303.0741_3.467,303.0741_3.467,1
287.1004_3.467,287.1004,3.467,235904.27000000002,Cluster_287.1004_3.467,287.1004_3.467;551.2107_3.466,2
498.0952_3.472,498.0952,3.472,19318.237999999998,498.0952_3.472,498.0952_3.472,1
180.0739_3.473,180.0739,3.473,37489.3205,180.0739_3.473,180.0739_3.473,1
434.1523_3.477,434.1523,3.477,502.99064999999996,434.1523_3.477,434.1523_3.477,1
482.1231_3.477,482.1231,3.477,14685.872500000001,482.1231_3.477,482.1231_3.477,1
180.0658_3.481,180.0658,3.481,743637.675,Cluster_180.0658_3.481,105.0336_3.481;105.0402_3.477;162.055_3.48;180.0658_3.481,4
413.0425_3.484,413.0425,3.484,11609.0645,Cluster_413.0425_3.484,413.0425_3.484;576.1284_3.484,2
592.3019_3.483,592.3019,3.483,502.17650000000003,592.3019_3.483,592.3019_3.483,1
258.1827_3.513,258.1827,3.513,2006.7035,Cluster_258.1827_3.513,244.1698_3.516;258.1827_3.513;434.1801_3.523,3
446.2388_3.483,446.2388,3.483,1462.43035,446.2388_3.483,446.2388_3.483,1
330.1909_3.491,330.1909,3.491,40061.778,330.1909_3.491,330.1909_3.491,1
390.1393_3.49,390.1393,3.49,4379.24195,390.1393_3.49,390.1393_3.49,1
289.1393_3.497,289.1393,3.497,7179.589,289.1393_3.497,289.1393_3.497,1
263.1025_3.498,263.1025,3.498,22306.831,263.1025_3.498,263.1025_3.498,1
377.1448_3.492,377.1448,3.492,4082.50425,377.1448_3.492,377.1448_3.492,1
719.3715_3.54,719.3715,3.54,501.9406,719.3715_3.54,719.3715_3.54,1
369.1289_3.506,369.1289,3.506,14893.765,369.1289_3.506,369.1289_3.506,1
341.1709_3.522,341.1709,3.522,11018.861,341.1709_3.522,341.1709_3.522,1
250.1107_3.546,250.1107,3.546,6807.92885,250.1107_3.546,250.1107_3.546,1
243.1339_3.536,243.1339,3.536,88447.69750000001,243.1339_3.536,243.1339_3.536,1
340.1025_3.555,340.1025,3.555,4424.97625,340.1025_3.555,340.1025_3.555,1
416.2124_3.558,416.2124,3.558,6932.781999999999,416.2124_3.558,416.2124_3.558,1
196.0604_3.589,196.0604,3.589,7731.058300000001,Cluster_196.0604_3.589,121.0284_3.605;196.0604_3.589,2
447.113_3.587,447.113,3.587,502.7164,Cluster_447.113_3.587,447.113_3.587;463.0905_3.571,2
196.0693_3.577,196.0693,3.577,1441.8955,196.0693_3.577,196.0693_3.577,1
328.1026_3.567,328.1026,3.567,2997.0965,328.1026_3.567,328.1026_3.567,1
449.1046_3.633,449.1046,3.633,1152.04495,449.1046_3.633,449.1046_3.633,1
163.0993_3.595,163.0993,3.595,502.69295,163.0993_3.595,163.0993_3.595,1
366.1127_3.577,366.1127,3.577,502.7164,366.1127_3.577,366.1127_3.577,1
325.1883_3.576,325.1883,3.576,1646.6453999999999,325.1883_3.576,325.1883_3.576,1
235.0574_3.619,235.0574,3.619,503.87295,Cluster_235.0574_3.619,235.0574_3.619;324.1264_3.615;466.1893_3.614;479.0632_3.622,4
448.1967_3.611,448.1967,3.611,503.7564,448.1967_3.611,448.1967_3.611,1
280.1543_3.604,280.1543,3.604,4446.221,280.1543_3.604,280.1543_3.604,1
478.2067_3.637,478.2067,3.637,505.42269999999996,478.2067_3.637,478.2067_3.637,1
279.1332_3.64,279.1332,3.64,29770.036,279.1332_3.64,279.1332_3.64,1
480.2037_3.652,480.2037,3.652,1122.49365,Cluster_480.2037_3.652,338.142_3.654;480.2037_3.652,2
292.1575_3.656,292.1575,3.656,21780.752999999997,292.1575_3.656,292.1575_3.656,1
257.1494_3.646,257.1494,3.646,49837.93,257.1494_3.646,257.1494_3.646,1
177.0546_3.653,177.0546,3.653,16330.698,Cluster_177.0546_3.653,177.0546_3.653;252.0865_3.653,2
432.1859_3.705,432.1859,3.705,1130.5988,432.1859_3.705,432.1859_3.705,1
224.056_3.685,224.056,3.685,4946.052,224.056_3.685,224.056_3.685,1
304.129_3.69,304.129,3.69,57188.4355,304.129_3.69,304.129_3.69,1
302.196_3.701,302.196,3.701,37295.545,302.196_3.701,302.196_3.701,1
121.0284_3.689,121.0284,3.689,8852.434000000001,121.0284_3.689,121.0284_3.689,1
199.1069_3.734,199.1069,3.734,1606.9684499999998,199.1069_3.734,199.1069_3.734,1
392.1549_3.682,392.1549,3.682,6062.0675,Cluster_392.1549_3.682,163.0754_3.7;375.1289_3.693;392.1549_3.682;547.2916_3.686,4
434.1403_3.73,434.1403,3.73,502.99064999999996,Cluster_434.1403_3.73,434.1403_3.73;518.2023_3.717,2
579.3413_3.735,579.3413,3.735,1822.9065,579.3413_3.735,579.3413_3.735,1
199.0965_3.748,199.0965,3.748,10823.5075,Cluster_199.0965_3.748,151.0753_3.754;199.0965_3.748;290.1739_3.764;618.2904_3.745,4
125.0597_3.726,125.0597,3.726,3851.37305,Cluster_125.0597_3.726,125.0597_3.726;392.1926_3.731;394.102_3.727;721.351_3.723;735.3663_3.723;771.2194_3.725;773.2098_3.73;787.1963_3.731;803.1685_3.728;804.171_3.727,10
357.1179_3.698,357.1179,3.698,1620.0407,Cluster_357.1179_3.698,313.0756_3.713;357.1179_3.698;397.1107_3.713;413.0841_3.712;429.0479_3.724,5
261.1443_3.733,261.1443,3.733,9752.913,Cluster_261.1443_3.733,261.1443_3.733;261.1555_3.743,2
420.1859_3.752,420.1859,3.752,2356.3987500000003,Cluster_420.1859_3.752,420.1859_3.752;601.0893_3.748;617.0617_3.751,3
431.0966_3.757,431.0966,3.757,1892.23695,431.0966_3.757,431.0966_3.757,1
342.1686_3.782,342.1686,3.782,1067.89775,342.1686_3.782,342.1686_3.782,1
245.1494_3.787,245.14940000000001,3.787,83545.565,245.1494_3.787,245.1494_3.787,1
503.1571_3.796,503.1571,3.796,1080.0365000000002,503.1571_3.796,503.1571_3.796,1
281.1131_3.801,281.1131,3.801,6735.42425,281.1131_3.801,281.1131_3.801,1
319.165_3.812,319.165,3.812,39063.365000000005,319.165_3.812,319.165_3.812,1
213.0757_3.832,213.0757,3.832,2800.84055,Cluster_213.0757_3.832,149.0598_3.83;149.0673_3.831;168.0739_3.825;213.0757_3.832;675.3453_3.832;689.3613_3.831;690.3644_3.828;703.3771_3.845;704.3804_3.843,9
341.1877_3.826,341.1877,3.826,1055.9827,341.1877_3.826,341.1877_3.826,1
461.1074_3.814,461.1074,3.814,505.438,461.1074_3.814,461.1074_3.814,1
651.105_3.812,651.105,3.812,502.47159999999997,Cluster_651.105_3.812,455.0092_3.817;651.105_3.812,2
135.0441_3.831,135.0441,3.831,13505.3135,Cluster_135.0441_3.831,135.0441_3.831;210.076_3.831,2
705.3808_3.85,705.3808,3.85,501.9406,705.3808_3.85,705.3808_3.85,1
504.2644_3.847,504.2644,3.847,4694.805899999999,504.2644_3.847,504.2644_3.847,1
337.1754_3.847,337.1754,3.847,17554.930500000002,337.1754_3.847,337.1754_3.847,1
400.2173_3.807,400.2173,3.807,1802.06995,400.2173_3.807,400.2173_3.807,1
301.1221_3.855,301.1221,3.855,2185.9076,301.1221_3.855,301.1221_3.855,1
1106.5217_3.833,1106.5217,3.833,501.9406,1106.5217_3.833,1106.5217_3.833,1
244.1711_3.868,244.1711,3.868,1075.60815,244.1711_3.868,244.1711_3.868,1
266.1022_3.875,266.1022,3.875,26359.424,266.1022_3.875,266.1022_3.875,1
433.1121_3.884,433.1121,3.884,1116.98505,433.1121_3.884,433.1121_3.884,1
302.1232_3.89,302.1232,3.89,17575.4015,302.1232_3.89,302.1232_3.89,1
733.3859_3.912,733.3859,3.912,501.97974999999997,Cluster_733.3859_3.912,733.3859_3.912;947.4855_3.919,2
719.3726_3.874,719.3726,3.874,501.97974999999997,719.3726_3.874,719.3726_3.874,1
258.1947_3.931,258.1947,3.931,502.0185,258.1947_3.931,258.1947_3.931,1
258.1848_3.943,258.1848,3.943,1170.72405,258.1848_3.943,258.1848_3.943,1
375.2614_3.928,375.2614,3.928,1035.1191,Cluster_375.2614_3.928,375.2614_3.928;551.3393_3.919;553.3375_3.919,3
717.3914_3.919,717.3914,3.919,501.9406,717.3914_3.919,717.3914_3.919,1
436.1558_3.898,436.1558,3.898,1188.71065,436.1558_3.898,436.1558_3.898,1
434.1581_3.919,434.1581,3.919,503.7564,434.1581_3.919,434.1581_3.919,1
350.2065_3.938,350.2065,3.938,1592.875,350.2065_3.938,350.2065_3.938,1
715.3756_3.922,715.3756,3.922,501.97974999999997,715.3756_3.922,715.3756_3.922,1
297.1443_3.938,297.1443,3.938,12849.829000000002,297.1443_3.938,297.1443_3.938,1
369.1292_3.953,369.1292,3.953,51529.8105,Cluster_369.1292_3.953,176.0706_3.956;369.1292_3.953,2
267.1329_3.967,267.1329,3.967,15946.5175,267.1329_3.967,267.1329_3.967,1
272.1855_3.975,272.1855,3.975,92377.34,272.1855_3.975,272.1855_3.975,1
344.2542_4.012,344.2542,4.012,3212.6246,344.2542_4.012,344.2542_4.012,1
398.1452_4.007,398.1452,4.007,1731.63685,398.1452_4.007,398.1452_4.007,1
530.2018_4.016,530.2018,4.016,502.73645,530.2018_4.016,530.2018_4.016,1
356.1907_4.001,356.1907,4.001,1266.58005,356.1907_4.001,356.1907_4.001,1
429.2112_4.041,429.2112,4.041,2716.7829,429.2112_4.041,429.2112_4.041,1
344.2066_4.021,344.2066,4.021,32739.5095,344.2066_4.021,344.2066_4.021,1
418.1658_4.047,418.1658,4.047,1818.2930999999999,418.1658_4.047,418.1658_4.047,1
196.0604_4.033,196.0604,4.033,16460.602,Cluster_196.0604_4.033,121.0284_4.032;196.0604_4.033,2
283.1287_4.036,283.1287,4.036,20823.434,283.1287_4.036,283.1287_4.036,1
240.0954_4.039,240.0954,4.039,1040.22215,Cluster_240.0954_4.039,238.1004_4.027;240.0954_4.039;256.1101_4.023;258.1081_4.034,4
431.0972_4.035,431.0972,4.035,1487.4128999999998,431.0972_4.035,431.0972_4.035,1
433.2362_4.04,433.2362,4.04,11352.735,433.2362_4.04,433.2362_4.04,1
257.1495_4.039,257.1495,4.039,112589.755,257.1495_4.039,257.1495_4.039,1
530.3214_4.045,530.3214,4.045,501.97974999999997,530.3214_4.045,530.3214_4.045,1
279.1317_4.044,279.1317,4.044,18317.5615,279.1317_4.044,279.1317_4.044,1
186.1124_4.054,186.1124,4.054,19897.624,186.1124_4.054,186.1124_4.054,1
491.2279_4.076,491.2279,4.076,1606.4156,491.2279_4.076,491.2279_4.076,1
330.2272_4.126,330.2272,4.126,35453.7515,330.2272_4.126,330.2272_4.126,1
465.0856_4.069,465.0856,4.069,501.9406,465.0856_4.069,465.0856_4.069,1
296.1628_4.092,296.1628,4.092,1500.42015,296.1628_4.092,296.1628_4.092,1
286.1792_4.126,286.1792,4.126,1154.16165,286.1792_4.126,286.1792_4.126,1
410.1446_4.093,410.1446,4.093,1094.3941,410.1446_4.093,410.1446_4.093,1
436.1964_4.096,436.1964,4.096,1326.4434,Cluster_436.1964_4.096,225.0592_4.097;436.1964_4.096,2
304.2117_4.122,304.2117,4.122,89824.68,304.2117_4.122,304.2117_4.122,1
249.0966_4.117,249.0966,4.117,3090.5471500000003,249.0966_4.117,249.0966_4.117,1
258.128_4.17,258.128,4.17,1157.19735,258.128_4.17,258.128_4.17,1
284.1855_4.179,284.1855,4.179,54430.395,284.1855_4.179,284.1855_4.179,1
449.1059_4.17,449.1059,4.17,4419.77585,449.1059_4.17,449.1059_4.17,1
121.0646_4.206,121.0646,4.206,2707.9705,Cluster_121.0646_4.206,121.0646_4.206;169.0755_4.213;214.0793_4.221;235.069_4.221;302.0235_4.208;390.0394_4.207,6
149.0598_4.188,149.0598,4.188,2194.7174,Cluster_149.0598_4.188,149.0598_4.188;95.0491_4.201,2
230.1106_4.213,230.1106,4.213,1053.1759000000002,Cluster_230.1106_4.213,230.1106_4.213;447.1118_4.208,2
213.076_4.23,213.076,4.23,4753.44455,Cluster_213.076_4.23,167.0705_4.24;213.076_4.23;230.1024_4.236;287.1124_4.225,4
447.0916_4.229,447.0916,4.229,1057.3181,447.0916_4.229,447.0916_4.229,1
274.2138_4.28,274.2138,4.28,2956.0104,274.2138_4.28,274.2138_4.28,1
588.3229_4.257,588.3229,4.257,501.9406,588.3229_4.257,588.3229_4.257,1
274.1778_4.235,274.1778,4.235,1847.84465,274.1778_4.235,274.1778_4.235,1
167.0795_4.248,167.0795,4.248,502.75715,167.0795_4.248,167.0795_4.248,1
288.1616_4.254,288.1616,4.254,2977.32595,288.1616_4.254,288.1616_4.254,1
544.3373_4.266,544.3373,4.266,501.9406,544.3373_4.266,544.3373_4.266,1
271.1653_4.288,271.1653,4.288,117625.155,271.1653_4.288,271.1653_4.288,1
319.1649_4.258,319.1649,4.258,3062.8966,319.1649_4.258,319.1649_4.258,1
344.2431_4.284,344.2431,4.284,33069.886,344.2431_4.284,344.2431_4.284,1
380.1102_4.279,380.1102,4.279,502.47159999999997,380.1102_4.279,380.1102_4.279,1
247.1076_4.297,247.1076,4.297,4822.04165,Cluster_247.1076_4.297,247.1076_4.297;288.1949_4.308;288.2312_4.297,3
267.1335_4.316,267.1335,4.316,41224.2285,267.1335_4.316,267.1335_4.316,1
259.1651_4.324,259.1651,4.324,32542.58,259.1651_4.324,259.1651_4.324,1
455.7883_4.34,455.7883,4.34,501.8501,455.7883_4.34,455.7883_4.34,1
378.1755_4.358,378.1755,4.358,4230.3332,378.1755_4.358,378.1755_4.358,1
363.1428_4.369,363.1428,4.369,1360.36115,363.1428_4.369,363.1428_4.369,1
448.1978_4.334,448.1978,4.334,1155.00755,Cluster_448.1978_4.334,254.1021_4.335;448.1978_4.334,2
444.1861_4.37,444.1861,4.37,14260.952000000001,444.1861_4.37,444.1861_4.37,1
480.2234_4.382,480.2234,4.382,1013.49685,Cluster_480.2234_4.382,464.2269_4.379;480.2234_4.382,2
381.1534_4.397,381.1534,4.397,1606.7166000000002,381.1534_4.397,381.1534_4.397,1
416.1915_4.419,416.1915,4.419,1961.89475,416.1915_4.419,416.1915_4.419,1
504.2071_4.427,504.2071,4.427,14807.900000000001,504.2071_4.427,504.2071_4.427,1
489.2311_4.429,489.2311,4.429,1067.3415,489.2311_4.429,489.2311_4.429,1
410.1459_4.445,410.1459,4.445,503.23609999999996,410.1459_4.445,410.1459_4.445,1
274.2013_4.449,274.2013,4.449,39675.3495,274.2013_4.449,274.2013_4.449,1
220.1367_4.453,220.1367,4.453,41549.3685,Cluster_220.1367_4.453,203.1098_4.452;220.1367_4.453,2
449.1076_4.454,449.1076,4.454,3750.29395,449.1076_4.454,449.1076_4.454,1
271.0596_4.449,271.0596,4.449,1143.0925499999998,271.0596_4.449,271.0596_4.449,1
395.1334_4.462,395.1334,4.462,504.8377,395.1334_4.462,395.1334_4.462,1
170.0602_4.487,170.0602,4.487,58393.523,Cluster_170.0602_4.487,170.0602_4.487;245.0922_4.488,2
247.1078_4.488,247.1078,4.488,11968.6655,247.1078_4.488,247.1078_4.488,1
436.1596_4.464,436.1596,4.464,1045.1948,436.1596_4.464,436.1596_4.464,1
316.1385_4.504,316.1385,4.504,1386.22345,316.1385_4.504,316.1385_4.504,1
183.0655_4.503,183.0655,4.503,1178.5493999999999,Cluster_183.0655_4.503,183.0655_4.503;448.1969_4.511;449.1998_4.504,3
311.1488_4.505,311.1488,4.505,29119.509,Cluster_311.1488_4.505,135.117_4.504;153.1276_4.509;311.1488_4.505;347.1699_4.507;369.152_4.502;731.2795_4.506;747.2508_4.503,7
137.0598_4.484,137.0598,4.484,2588.86015,137.0598_4.484,137.0598_4.484,1
430.1728_4.485,430.1728,4.485,2814.7744000000002,430.1728_4.485,430.1728_4.485,1
364.1964_4.526,364.1964,4.526,8877.525,364.1964_4.526,364.1964_4.526,1
343.2227_4.522,343.2227,4.522,13845.877,343.2227_4.522,343.2227_4.522,1
331.2294_4.533,331.2294,4.533,28896.423499999997,331.2294_4.533,331.2294_4.533,1
242.1115_4.496,242.1115,4.496,1092.08275,Cluster_242.1115_4.496,214.0271_4.503;242.1115_4.496,2
131.0494_4.532,131.0494,4.532,36597.715,Cluster_131.0494_4.532,131.0494_4.532;206.0813_4.53,2
436.1971_4.541,436.1971,4.541,504.40175,Cluster_436.1971_4.541,434.2535_4.557;436.1971_4.541,2
242.1325_4.563,242.1325,4.563,1385.8386500000001,242.1325_4.563,242.1325_4.563,1
244.1269_4.537,244.1269,4.537,1507.8048,Cluster_244.1269_4.537,240.1163_4.529;244.1269_4.537,2
685.2837_4.555,685.2837,4.555,502.17650000000003,Cluster_685.2837_4.555,685.2837_4.555;687.2813_4.566,2
192.0659_4.563,192.0659,4.563,502.99064999999996,192.0659_4.563,192.0659_4.563,1
271.1656_4.57,271.1656,4.57,272016.815,Cluster_271.1656_4.57,271.1656_4.57;272.1685_4.569,2
243.0877_4.57,243.0877,4.57,5707.844499999999,243.0877_4.57,243.0877_4.57,1
293.1465_4.573,293.1465,4.573,21908.256,293.1465_4.573,293.1465_4.573,1
242.1417_4.559,242.1417,4.559,1795.66995,242.1417_4.559,242.1417_4.559,1
444.2226_4.583,444.2226,4.583,11308.6985,444.2226_4.583,444.2226_4.583,1
286.2113_4.609,286.2113,4.609,36772.71,286.2113_4.609,286.2113_4.609,1
239.1389_4.617,239.1389,4.617,25307.3955,239.1389_4.617,239.1389_4.617,1
452.1914_4.626,452.1914,4.626,7807.567349999999,452.1914_4.626,452.1914_4.626,1
304.1925_4.641,304.1925,4.641,1309.8755,Cluster_304.1925_4.641,304.1925_4.641;304.2262_4.649;607.3743_4.636,3
305.1857_4.623,305.1857,4.623,4894.4612,305.1857_4.623,305.1857_4.623,1
286.2019_4.654,286.2019,4.654,1172479.2,Cluster_286.2019_4.654,286.2019_4.654;571.3945_4.652,2
458.202_4.658,458.202,4.658,79978.67499999999,Cluster_458.202_4.658,458.202_4.658;459.2051_4.659,2
448.2321_4.67,448.2321,4.67,754.14035,448.2321_4.67,448.2321_4.67,1
452.1914_4.683,452.1914,4.683,9715.806,452.1914_4.683,452.1914_4.683,1
303.0862_4.684,303.0862,4.684,1508.0288,303.0862_4.684,303.0862_4.684,1
328.2118_4.717,328.2118,4.717,23908.712,328.2118_4.717,328.2118_4.717,1
358.1496_4.728,358.1496,4.728,3406.79115,358.1496_4.728,358.1496_4.728,1
306.1703_4.74,306.1703,4.74,11489.843,306.1703_4.74,306.1703_4.74,1
177.1123_4.741,177.1123,4.741,5586.86205,177.1123_4.741,177.1123_4.741,1
176.0707_4.755,176.0707,4.755,26818.8085,176.0707_4.755,176.0707_4.755,1
466.2058_4.763,466.2058,4.763,4813.2312,466.2058_4.763,466.2058_4.763,1
222.1126_4.749,222.1126,4.749,3719.6307500000003,222.1126_4.749,222.1126_4.749,1
245.0798_4.776,245.0798,4.776,1429.85545,245.0798_4.776,245.0798_4.776,1
256.1666_4.784,256.1666,4.784,1370.96825,256.1666_4.784,256.1666_4.784,1
358.2585_4.768,358.2585,4.768,7297.4828,358.2585_4.768,358.2585_4.768,1
270.183_4.814,270.183,4.814,1163.3939,270.183_4.814,270.183_4.814,1
501.2038_4.801,501.2038,4.801,502.99064999999996,Cluster_501.2038_4.801,366.1181_4.8;501.2038_4.801,2
288.2168_4.83,288.2168,4.83,45695.7915,288.2168_4.83,288.2168_4.83,1
330.2275_4.829,330.2275,4.829,93263.9295,330.2275_4.829,330.2275_4.829,1
356.2429_4.821,356.2429,4.821,6246.380999999999,356.2429_4.821,356.2429_4.821,1
432.3465_4.852,432.3465,4.852,3460.8855,432.3465_4.852,432.3465_4.852,1
400.269_4.886,400.269,4.886,13267.667,400.269_4.886,400.269_4.886,1
234.1122_4.883,234.1122,4.883,4621.157999999999,234.1122_4.883,234.1122_4.883,1
402.2845_4.888,402.2845,4.888,9652.173999999999,402.2845_4.888,402.2845_4.888,1
435.1282_4.891,435.1282,4.891,504.51829999999995,435.1282_4.891,435.1282_4.891,1
272.2044_4.93,272.2044,4.93,2692.22195,272.2044_4.93,272.2044_4.93,1
322.2005_4.899,322.2005,4.899,2500.5338,322.2005_4.899,322.2005_4.899,1
258.1834_4.934,258.1834,4.934,1741.79785,Cluster_258.1834_4.934,258.1834_4.934;274.2046_4.933,2
450.2125_4.913,450.2125,4.913,1057.8507,Cluster_450.2125_4.913,259.2223_4.913;450.2125_4.913;551.3391_4.915;553.3379_4.913;565.355_4.917;567.3536_4.922,6
331.2276_4.919,331.2276,4.919,27384.7685,331.2276_4.919,331.2276_4.919,1
416.3152_4.924,416.3152,4.924,3321.232,416.3152_4.924,416.3152_4.924,1
366.2039_4.917,366.2039,4.917,3382.08,366.2039_4.917,366.2039_4.917,1
312.2166_4.927,312.2166,4.927,185559.97,Cluster_312.2166_4.927,312.2166_4.927;312.2522_4.925,2
308.1854_4.932,308.1854,4.932,31266.2035,308.1854_4.932,308.1854_4.932,1
468.2225_4.941,468.2225,4.941,4004.5868,468.2225_4.941,468.2225_4.941,1
272.2382_4.968,272.2382,4.968,501.97974999999997,272.2382_4.968,272.2382_4.968,1
475.2467_4.955,475.2467,4.955,15324.02,475.2467_4.955,475.2467_4.955,1
272.2049_4.967,272.2049,4.967,2667.11325,Cluster_272.2049_4.967,272.2049_4.967;273.2055_4.957;579.3713_4.958;579.4182_4.965;581.3697_4.966;606.3893_4.961,6
273.2384_4.97,273.2384,4.97,501.97974999999997,273.2384_4.97,273.2384_4.97,1
464.1911_4.995,464.1911,4.995,40241.917499999996,464.1911_4.995,464.1911_4.995,1
242.1504_4.993,242.1504,4.993,1376.3278500000001,242.1504_4.993,242.1504_4.993,1
300.217_5.005,300.217,5.005,278782.66000000003,Cluster_300.217_5.005,300.217_5.005;300.2527_5.004;301.22_5.005,3
309.1689_5.025,309.1689,5.025,4043.09985,Cluster_309.1689_5.025,141.0697_5.018;309.1689_5.025,2
308.1987_4.967,308.1987,4.967,4652.366,308.1987_4.967,308.1987_4.967,1
308.168_5.004,308.168,5.004,2788.06045,308.168_5.004,308.168_5.004,1
593.3321_5.017,593.3321,5.017,9406.004,593.3321_5.017,593.3321_5.017,1
200.1281_5.02,200.1281,5.02,34949.832500000004,200.1281_5.02,200.1281_5.02,1
308.2029_4.983,308.2029,4.983,1936.24905,308.2029_4.983,308.2029_4.983,1
416.3517_5.027,416.3517,5.027,4771.1792000000005,416.3517_5.027,416.3517_5.027,1
229.0982_5.024,229.0982,5.024,1405.12415,Cluster_229.0982_5.024,215.0725_5.036;229.0982_5.024;391.1021_5.03;427.0993_5.018;443.0724_5.024,5
318.2093_5.034,318.2093,5.034,11054.781500000001,318.2093_5.034,318.2093_5.034,1
444.3097_5.039,444.3097,5.039,6497.130499999999,444.3097_5.039,444.3097_5.039,1
591.3167_5.042,591.3167,5.042,7881.945250000001,591.3167_5.042,591.3167_5.042,1
450.213_5.045,450.213,5.045,504.51829999999995,450.213_5.045,450.213_5.045,1
452.2062_5.052,452.2062,5.052,503.7564,452.2062_5.052,452.2062_5.052,1
255.0655_5.039,255.0655,5.039,505.438,255.0655_5.039,255.0655_5.039,1
595.3478_5.049,595.3478,5.049,11684.8325,595.3478_5.049,595.3478_5.049,1
560.3058_5.064,560.3058,5.064,14959.149000000001,560.3058_5.064,560.3058_5.064,1
311.1563_5.057,311.1563,5.057,3095.55915,311.1563_5.057,311.1563_5.057,1
575.384_5.148,575.384,5.148,501.9406,Cluster_575.384_5.148,575.384_5.148;575.3842_5.155,2
322.1811_5.096,322.1811,5.096,1440.35375,322.1811_5.096,322.1811_5.096,1
358.2585_5.127,358.2585,5.127,14654.5825,358.2585_5.127,358.2585_5.127,1
288.1983_5.173,288.1983,5.173,1530.414,288.1983_5.173,288.1983_5.173,1
523.0001_5.152,523.0001,5.152,504.12265,523.0001_5.152,523.0001_5.152,1
310.2375_5.158,310.2375,5.158,30965.209,310.2375_5.158,310.2375_5.158,1
288.2295_5.182,288.2295,5.182,4598.92035,288.2295_5.182,288.2295_5.182,1
325.1697_5.177,325.1697,5.177,1997.524,325.1697_5.177,325.1697_5.177,1
312.2162_5.201,312.2162,5.201,51434.2425,312.2162_5.201,312.2162_5.201,1
290.1419_5.181,290.1419,5.181,11468.1,290.1419_5.181,290.1419_5.181,1
500.2849_5.194,500.2849,5.194,14959.552,500.2849_5.194,500.2849_5.194,1
240.1607_5.206,240.1607,5.206,1796.4754,240.1607_5.206,240.1607_5.206,1
552.3496_5.214,552.3496,5.214,505.1033,552.3496_5.214,552.3496_5.214,1
338.1777_5.232,338.1777,5.232,2603.29505,338.1777_5.232,338.1777_5.232,1
145.0648_5.215,145.0648,5.215,4657.27865,Cluster_145.0648_5.215,145.0648_5.215;220.0967_5.22,2
300.2168_5.214,300.2168,5.214,125540.88200000001,Cluster_300.2168_5.214,300.2168_5.214;300.2525_5.215,2
285.1804_5.23,285.1804,5.23,21156.9045,285.1804_5.23,285.1804_5.23,1
254.1398_5.274,254.1398,5.274,3654.95385,Cluster_254.1398_5.274,254.1398_5.274;256.0861_5.268;511.1637_5.274,3
191.1066_5.298,191.1066,5.298,4048.81355,Cluster_191.1066_5.298,191.1066_5.298;219.1014_5.291;259.0947_5.285;473.2169_5.287,4
326.1962_5.293,326.1962,5.293,91756.572,326.1962_5.293,326.1962_5.293,1
543.3195_5.303,543.3195,5.303,504.51829999999995,543.3195_5.303,543.3195_5.303,1
430.2946_5.306,430.2946,5.306,9215.309000000001,430.2946_5.306,430.2946_5.306,1
272.1663_5.352,272.1663,5.352,4417.90425,272.1663_5.352,272.1663_5.352,1
336.2167_5.325,336.2167,5.325,64639.0605,336.2167_5.325,336.2167_5.325,1
430.2032_5.342,430.2032,5.342,1362.7982000000002,430.2032_5.342,430.2032_5.342,1
302.2435_5.373,302.2435,5.373,19516.426,302.2435_5.373,302.2435_5.373,1
202.1437_5.378,202.1437,5.378,33185.526,202.1437_5.378,202.1437_5.378,1
356.2429_5.382,356.2429,5.382,39617.253,356.2429_5.382,356.2429_5.382,1
302.2687_5.39,302.2687,5.39,24239.842,302.2687_5.39,302.2687_5.39,1
448.3052_5.404,448.3052,5.404,9303.652,Cluster_448.3052_5.404,448.3052_5.404;466.3156_5.389,2
248.1679_5.389,248.1679,5.389,105632.03,Cluster_248.1679_5.389,231.141_5.39;248.1679_5.389,2
603.4563_5.393,603.4563,5.393,504.12265,603.4563_5.393,603.4563_5.393,1
302.2329_5.39,302.2329,5.39,492616.225,Cluster_302.2329_5.39,302.2329_5.39;302.269_5.39;304.2382_5.389,3
572.2333_5.399,572.2333,5.399,502.0185,Cluster_572.2333_5.399,572.2333_5.399;573.236_5.397;577.1884_5.397,3
562.2489_5.434,562.2489,5.434,502.7164,562.2489_5.434,562.2489_5.434,1
406.1258_5.43,406.1258,5.43,502.0185,406.1258_5.43,406.1258_5.43,1
486.2329_5.447,486.2329,5.447,12139.3165,486.2329_5.447,486.2329_5.447,1
