"p.value","m.z","t.score","r.t"
0.304,191.0198,-1.083531487,5.679
0.304,404.1085,1.083867409,0.533
0.304,418.1445,-1.083351272,4.081
0.305,145.0142,-1.082098013,5.656
0.305,238.9865,-1.080058393,7.261
0.306,104.0706,-1.085640141,5.342
0.306,213.9979,1.078682346,3.83
0.307,232.0284,-1.075510365,4.836
0.307,293.0154,-1.076873121,3
0.307,452.1919,1.0760431,4.102
0.308,149.0455,1.073232951,5.659
0.309,378.1775,1.077723183,3.286
0.309,189.0928,-1.072144691,0.848
0.309,242.0127,1.071999353,3.404
0.31,453.1249,1.076430135,8.361
0.31,301.1111,1.068811272,0.545
0.311,293.0831,-1.066857249,2.201
0.311,445.2433,-1.067591304,0.517
0.312,340.1864,1.070052511,3.25
0.312,481.1678,-1.071670192,5.055
0.312,343.0855,-1.064373937,2.702
0.313,167.0563,-1.069636823,1.285
0.314,119.0352,-1.06071757,5.013
0.314,185.0819,-1.06065199,0.862
0.315,628.2092,1.057265982,3.413
0.316,391.1601,-1.061767494,0.524
0.316,205.0524,-1.056218278,3.634
0.317,221.1607,-1.058722042,4.761
0.317,154.0623,1.052458248,7.684
0.317,512.2676,1.053960478,0.566
0.317,88.0403,1.052258247,6.143
0.318,239.139,1.056444999,0.892
0.318,227.9971,1.050881785,3.983
0.318,424.0564,1.050398363,3.444
0.319,138.0541,-1.055616731,2.867
0.319,561.299,-1.055734238,1.22
0.319,309.0633,-1.047626797,6.215
0.321,735.3684,-1.050029056,1.164
0.322,224.139,1.047596266,7.26
0.322,383.1356,-1.048914742,5.936
0.322,388.0933,-1.048278976,5.841
0.322,469.2362,1.047847092,1.242
0.322,418.0986,-1.041063346,3.628
0.323,435.0872,-1.046709348,5.844
0.323,450.1422,-1.046531635,4.949
0.323,246.9916,-1.040130346,1.186
0.325,168.1385,-1.039975036,1.92
0.325,225.113,-1.034420492,0.808
0.326,339.1549,-1.039206062,5.726
0.326,307.0282,1.033106459,0.753
0.326,401.194,-1.03317194,3.928
0.326,418.1022,-1.033614398,3.043
0.326,517.1333,1.032211463,3.769
0.327,357.1793,1.036001312,0.549
0.327,454.2064,1.036008285,4.027
0.327,539.2428,-1.035725066,1.935
0.327,194.0458,-1.030838436,3.731
0.328,243.145,1.034970433,6.522
0.328,342.2272,1.033370017,0.514
0.328,411.1686,-1.028318164,4.114
0.328,622.1913,-1.027679908,4.077
0.329,279.0718,-1.025517263,6.427
0.33,226.9517,1.02886737,5.826
0.33,284.1854,-1.02950754,1.331
0.33,324.2159,1.029662895,0.482
0.33,579.2641,-1.030050045,3.674
0.33,220.0825,1.023279588,5.686
0.33,505.1592,1.024038872,5.144
0.331,478.1878,1.026932649,1.985
0.331,555.3086,-1.027624075,0.525
0.331,175.0246,-1.022029294,5.38
0.331,181.0505,-1.022174381,2.24
0.331,191.0018,1.022344119,3.051
0.331,475.077,-1.022643028,3.665
0.332,415.1894,1.025150884,1.823
0.332,210.0882,1.019877892,5.677
0.332,212.0019,1.019706368,2.386
0.332,461.1289,-1.019657438,0.544
0.333,189.1607,-1.02352698,7.584
0.333,214.1185,1.023344044,6.612
0.333,615.2543,1.023329821,4.788
0.333,145.0618,1.017317149,3.339
0.333,337.0561,-1.016933626,4.657
0.333,544.0945,-1.017578936,1.747
0.334,380.2065,1.02144879,2.834
0.334,229.1441,-1.014149061,0.51
0.334,349.0943,-1.014871943,3.648
0.334,526.1199,-1.015680705,1.643
0.335,432.2013,1.017538859,3.818
0.335,215.0923,-1.013163304,0.897
0.335,329.1364,-1.013355857,0.84
0.335,571.1485,-1.013595854,6.253
0.336,273.1339,-1.0101363,0.813
0.336,432.0841,-1.011222525,5.875
0.336,521.2423,-1.011373862,2.361
0.337,189.0405,1.009231372,5.173
0.337,212.0113,-1.008298571,0.514
0.337,354.101,-1.007796734,0.567
0.337,604.1208,-1.0080812,7.712
0.338,258.1091,-1.012169518,1.209
0.338,675.8656,1.012291237,8.615
0.338,188.9948,-1.006123637,1.816
0.338,341.1536,-1.006652369,6.145
0.338,618.1748,-1.005870804,4.18
0.339,220.0637,1.008765651,4.274
0.339,629.3141,-1.009949053,0.508
0.339,629.3142,-1.009949053,0.507
0.339,558.1541,-1.00445065,4.293
0.34,306.0641,-1.006744733,1.47
0.34,212.0199,1.001562392,7.051
0.34,230.0128,-1.002334696,1.11
0.34,230.9966,-1.002505542,3.831
0.34,338.1175,-1.002674612,7.123
0.341,245.1607,1.004419649,5.031
0.341,542.1798,-1.004414618,5.388
0.341,216.0988,1.000055156,5.731
0.341,238.9867,-1.000511982,8.106
0.341,401.0891,-1.000031043,4.883
0.341,447.1389,0.999674507,3.421
0.342,298.0967,-1.003410978,0.547
0.342,380.1157,-1.003315835,0.564
0.342,485.1658,-0.998002968,0.539
0.342,554.1517,0.996912348,1.231
0.343,377.1423,-1.001344625,3.769
0.344,171.0765,-0.998950162,5.52
0.344,338.2064,0.998292785,2.907
0.344,190.0509,-0.992982001,1.024
0.344,212.0022,0.992475384,2.356
0.344,307.0133,0.993320574,5.51
0.344,502.2073,0.993618636,5.418
0.345,340.1549,0.9902591,3.953
0.345,488.0413,0.990934237,0.567
0.345,565.1552,0.990988963,4.125
0.346,379.0335,0.988537626,7.386
0.346,790.1902,0.988743229,4.037
0.347,134.0964,-0.991224184,3.15
0.347,256.0926,0.991610455,7.215
0.347,323.0557,-0.985847999,2.493
0.347,457.0745,0.987147025,4.345
0.347,853.3185,-0.987497427,7.746
0.348,487.2078,0.990931269,4.559
0.348,236.0232,-0.98408784,7.803
0.349,276.1443,0.987198989,0.534
0.349,619.102,0.983439018,3.571
0.35,182.0272,0.980984916,5.423
0.35,216.0343,0.979670792,4.359
0.351,191.0196,-0.977578772,3.544
0.352,106.0862,-0.982134791,3.75
0.352,191.139,-0.981245812,7.741
0.352,367.0957,-0.982018819,7.091
0.352,158.082,-0.976956233,0.514
0.352,305.1047,-0.977235484,3.486
0.352,356.0986,0.975705694,5.69
0.353,166.1302,-0.979330544,1.899
0.353,172.9922,0.974114708,1.849
0.353,243.0715,0.975065874,4.453
0.353,248.0601,-0.974114855,5.173
0.353,586.169,0.974789797,5.4
0.354,274.2014,-0.977906871,1.11
0.354,311.1543,-0.976324662,0.959
0.354,175.0611,-0.971305191,3.502
0.354,202.9868,-0.971488307,1.018
0.354,227.9969,0.972952308,2.433
0.354,263.1129,0.9721289,0.556
0.354,502.2076,0.970990696,4.936
0.355,346.2332,0.975526272,4.588
0.355,351.1582,-0.974036381,7.036
0.356,209.0968,-0.972702812,8.083
0.356,251.1279,0.973392861,0.811
0.356,463.3193,0.97322587,1.553
0.356,182.028,0.968331455,4.092
0.356,194.9968,-0.96810899,4.711
0.356,246.9915,0.968117375,4.253
0.356,405.2124,-0.968748048,4.811
0.357,263.1047,-0.965625025,3.349
0.357,335.1864,0.964698472,0.5
0.357,340.1245,-0.965186781,4.553
0.357,417.2123,-0.966384806,3.159
0.357,495.2953,-0.966218571,0.521
0.358,219.0611,-0.968374771,8.095
0.358,254.1022,-0.96769656,1.426
0.358,304.2115,-0.969475319,1.134
0.358,323.0577,-0.963469781,4.005
0.359,355.1544,-0.966117369,8.85
0.36,400.1979,0.964356368,0.535
0.36,325.0719,-0.959046184,2.459
0.361,366.1113,-0.962617272,5.469
0.361,175.0246,0.958057802,5.701
0.362,319.1974,-0.959631601,4.634
0.363,521.2675,0.958037359,1.84
0.363,173.0567,-0.953019296,5.365
0.363,252.0203,-0.953236643,4.947
0.363,749.3919,0.953664434,0.532
0.364,383.0437,-0.95109869,4.326
0.364,593.1687,0.952082377,0.592
0.365,345.1666,0.95317649,6.111
0.365,623.2803,-0.953093394,6.454
0.365,149.0455,-0.948381157,5.396
0.366,227.1285,-0.945964288,0.51
0.367,204.1421,0.949806451,5.101
0.367,279.1271,0.944042352,0.55
0.367,541.2642,-0.944509704,0.585
0.368,448.3053,0.947464671,0.515
0.369,188.1281,-0.945637424,0.812
0.369,276.1365,0.94581401,3.423
0.369,366.1011,-0.939872205,0.567
0.369,615.3123,0.941504705,0.522
0.37,189.168,-0.942856885,7.64
0.37,222.149,0.943115514,1.068
0.37,232.1179,0.943827884,0.789
0.37,165.0472,0.937753485,3.498
0.371,230.1217,-0.941096063,6.531
0.371,368.1159,-0.942219267,0.567
0.372,404.2075,-0.939105033,0.528
0.372,523.2105,0.938772741,1.998
0.372,242.9966,-0.934538624,3.467
0.372,541.1212,-0.934788057,6.459
0.373,189.0423,-0.936476652,4.98
0.373,242.1389,0.936784884,0.944
0.374,229.1548,0.936145867,0.532
0.374,253.1078,-0.930128392,0.791
0.374,326.0864,0.930972279,6.015
0.374,405.106,-0.930879988,1.028
0.375,218.1498,0.932877287,8.373
0.375,173.009,-0.929458461,6.03
0.375,403.065,-0.927969344,4.531
0.376,142.1225,-0.930814234,3.003
0.376,275.1964,-0.930984401,4.494
0.376,430.1704,0.931957761,4.114
0.377,245.0126,-0.925235375,3.391
0.377,543.2802,-0.925120103,5.001
0.378,151.0615,-0.927245514,1.336
0.379,367.1579,0.920491095,1.338
0.379,369.1739,-0.919960173,0.556
0.379,781.4186,0.920672903,0.521
0.38,137.071,0.923968174,3.764
0.38,323.0573,-0.918321118,0.537
0.38,363.0752,-0.918786679,3.254
0.381,298.0967,-0.920992724,1.246
0.383,172.0968,0.916379322,0.853
0.383,219.0611,-0.916415488,7.946
0.383,457.251,-0.916864264,6.86
0.383,212.0111,0.913104529,3.879
0.383,277.0019,0.911824548,5.486
0.384,115.0866,-0.915575434,4.961
0.384,371.1712,-0.910702365,0.531
0.384,640.333,-0.909522707,6.148
0.385,184.108,0.913480222,7.646
0.387,340.1023,-0.908702765,4.899
0.388,274.1032,-0.907726775,7.233
0.388,340.1324,-0.906138482,5.379
0.389,180.0656,0.904513267,0.532
0.389,313.1521,-0.905343895,4.481
0.389,376.3184,-0.905264785,0.456
0.389,273.0076,-0.899969893,3.344
0.391,229.0638,-0.896263103,0.559
0.391,274.0389,-0.895633348,3.005
0.392,551.281,0.898316394,1.972
0.393,148.1227,-0.896636989,1.073
0.393,197.0675,-0.891915233,0.579
0.393,521.2429,-0.8931799,2.397
0.395,192.0743,-0.893581032,6.855
0.395,171.043,-0.887999599,3.694
0.396,339.1545,-0.892180969,7.985
0.396,171.0662,-0.886423557,0.928
0.396,283.0424,0.886010706,5.698
0.396,389.2172,-0.886242387,3.549
0.397,260.1492,0.88983294,0.522
0.397,338.1417,-0.888819273,3.093
0.397,463.0353,-0.889519096,5.752
0.397,715.3764,-0.88974793,1.192
0.397,175.061,-0.884661056,3.616
0.397,212.0031,0.884953857,3.829
0.397,329.16,-0.884441388,0.517
0.397,338.088,-0.884755741,4.942
0.399,259.0415,-0.880435323,5.754
0.399,370.1613,0.881017723,5.455
0.399,433.142,0.880633404,3.384
0.399,485.238,0.880892973,0.52
0.4,260.1491,0.884069137,3.321
0.4,330.2275,-0.883132146,0.513
0.4,222.9917,0.879443962,3.031
0.401,311.0736,0.876750757,4.073
0.401,357.1019,0.877835627,0.569
0.401,400.1427,-0.876696739,0.588
0.401,763.1909,-0.877006941,7.999
0.402,242.0125,0.875405485,3.346
0.402,347.1054,0.875147487,3.351
0.403,372.1476,-0.873226586,0.515
0.403,395.0644,-0.872524939,1.738
0.404,353.0261,0.876000841,7.184
0.404,191.02,-0.870969287,7.722
0.404,417.2123,-0.87135965,3.2
0.404,489.2349,0.870460457,0.534
0.404,561.0808,0.871051209,3.926
0.405,491.1473,-0.869070775,3.302
0.406,208.0429,0.87154017,5.441
0.406,265.119,0.871935199,3.255
0.406,545.1254,-0.868219997,2.429
0.407,289.1652,-0.865091703,1.004
0.407,323.0227,0.866020555,0.552
0.408,134.06,0.86800618,3.798
0.408,286.1784,0.867227664,0.829
0.408,325.1287,-0.863799694,0.52
0.409,339.1076,-0.861232964,3.545
0.41,325.0911,-0.864601801,5.475
0.41,653.2903,0.863451932,6.26
0.41,147.0298,0.859645816,5.656
0.412,231.0328,-0.85681613,0.724
0.412,370.0777,0.856328723,7.194
0.412,395.0635,0.85582575,7.741
0.413,265.002,0.85375148,2.224
0.414,434.2183,-0.856833833,5.437
0.414,325.0923,0.85288228,3.905
0.415,298.1873,-0.855210472,9.502
0.416,805.4077,-0.85196582,1.199
0.417,138.0624,-0.850504954,4.733
0.417,535.2469,0.850051098,1.907
0.417,419.0982,0.847567915,3.161
0.418,154.9986,0.844512181,7.909
0.418,224.002,-0.844606602,2.41
0.418,454.0476,-0.844699803,1.757
0.419,173.092,-0.847634376,5.448
0.419,220.1182,-0.847617837,0.536
0.419,171.0774,-0.842207102,5.47
0.419,264.0545,-0.84346268,5.686
0.419,433.2073,-0.842941324,3.667
0.42,175.1444,0.845066892,7.562
0.42,285.1823,-0.844638939,0.513
0.42,637.2961,-0.844154997,6.135
0.42,135.0373,-0.841784086,5.68
0.42,338.0875,0.840137741,5.702
0.42,352.0857,-0.841308644,1.363
0.42,608.1467,0.84051782,1.783
0.421,111.0087,-0.838492815,5.156
0.421,144.0302,-0.83927792,5.659
0.422,121.0647,-0.841482312,3.848
0.422,180.088,-0.84140987,0.589
0.424,293.0632,-0.837600735,5.651
0.424,203.0022,0.833544726,2.044
0.425,205.0881,0.831078933,0.505
0.425,301.9973,-0.831347279,2.602
0.425,320.1516,0.831626827,0.52
0.426,303.2022,-0.834659907,4.502
0.427,286.146,0.831077761,3.481
0.427,374.1159,-0.827353656,2.313
0.427,759.3976,0.82837109,0.531
0.428,182.081,0.829625593,1.497
0.43,367.1528,-0.826927911,7.454
0.43,451.0996,0.827076531,4.142
0.43,243.123,-0.822339193,0.971
0.431,176.1075,0.825150177,0.501
0.431,367.1133,-0.820106614,5.469
0.432,265.1546,0.8224769,0.538
0.432,307.0839,-0.818562943,5.094
0.432,401.1267,0.819621478,0.551
0.434,262.1032,0.8188808,7.992
0.434,151.007,-0.814261836,5.656
0.434,405.1196,0.815402159,0.54
0.435,159.149,-0.816999016,3.721
0.435,155.0462,-0.812871708,6.062
0.435,177.1284,-0.813991846,0.774
0.436,139.0607,-0.815489633,1.079
0.436,202.1072,0.815544962,3.8
0.436,313.0853,0.81539886,4.046
0.436,259.0019,0.810552053,3.481
0.437,357.2241,-0.813187048,8.731
0.437,179.1075,-0.809903979,0.837
0.438,272.1669,0.811927942,0.804
0.438,307.044,-0.810690413,4.081
0.438,135.0312,-0.806926899,3.109
0.438,305.0691,-0.807022748,3.3
0.438,413.1447,-0.808632153,4.649
0.438,421.0798,-0.808624839,3.886
0.439,166.0724,-0.809330784,3.417
0.439,204.0667,0.806300446,0.515
0.44,167.0212,-0.804542625,5.168
0.44,204.9961,0.803635418,2.078
0.44,359.1156,-0.804323085,0.557
0.442,175.0974,-0.800390863,0.773
0.442,211.0967,-0.801006533,0.835
0.442,243.0712,-0.800286626,4.454
0.442,367.1391,-0.801184655,0.519
0.442,397.0731,-0.801386835,0.584
0.443,262.1648,0.803160201,4.112
0.443,302.1962,0.80285141,1.924
0.443,269.0662,0.79893821,4.768
0.443,526.2471,-0.799568979,3.744
0.444,454.2063,0.800635387,4.046
0.445,437.1606,0.798666089,4.005
0.445,161.9867,0.795407183,2.345
0.446,247.0923,-0.797517025,5.625
0.446,249.0371,0.797015461,5.647
0.447,261.1237,-0.794751259,0.961
0.448,230.0225,0.789786497,3.623
0.448,279.1346,-0.79052728,0.94
0.448,343.0667,0.790225503,4.941
0.449,153.0767,0.790670668,1.112
0.449,161.0455,-0.787860068,3.524
0.449,407.0996,-0.788346173,4.018
0.449,592.152,0.787548851,1.844
0.45,265.1117,-0.789450318,4.669
0.45,434.2167,0.789864804,3.263
0.451,139.0069,-0.785153339,4.58
0.451,338.1174,-0.783739959,5.405
0.452,202.1185,0.786780491,4.047
0.452,189.113,-0.782552192,0.89
0.452,259.0432,-0.782574925,5.928
0.454,134.1175,0.781930952,3.699
0.454,408.1491,-0.782364289,5.645
0.454,545.3031,0.783200572,1.418
0.455,346.2222,0.781514182,0.518
0.455,577.2497,-0.780856971,3.628
0.455,336.0721,-0.776593997,4.991
0.455,385.0755,-0.777777571,3.251
0.455,469.1421,0.777847449,3.31
0.456,275.1027,-0.778270318,3.588
0.457,258.1176,-0.776328866,1.152
0.457,252.9652,-0.774397062,3.796
0.458,437.1419,-0.775953849,5.105
0.458,274.0025,-0.772168307,5.546
0.459,147.1129,0.77369759,8.251
0.459,282.047,-0.769571373,0.513
0.459,339.0739,-0.77028471,6.241
0.459,429.072,-0.770630685,0.525
0.46,436.1596,0.771557111,3.955
0.46,179.0644,-0.767709773,5.704
0.46,432.1425,0.767815339,4.299
0.461,346.9896,0.765868769,1.85
0.461,583.3112,-0.765806398,0.557
0.462,271.1654,-0.767872352,0.513
0.462,458.2017,0.768356917,4.111
0.463,244.1291,-0.76730461,6.675
0.463,293.0335,-0.762771922,4.024
0.463,317.1237,-0.763867805,0.522
0.463,650.2588,-0.763968837,0.526
0.464,246.1817,-0.763956732,1.057
0.464,258.0611,0.761046391,5.695
0.464,279.0017,-0.760649586,1.018
0.465,221.0769,0.762704514,7.97
0.465,390.1426,0.763728491,3.685
0.465,367.1049,-0.760261854,5.136
0.466,403.2585,-0.760761866,1.052
0.466,551.1172,-0.757828695,4.021
0.467,242.161,0.759705514,7.083
0.467,340.1024,0.758878909,4.787
0.467,227.0551,-0.756830344,5.703
0.467,379.1048,0.755639325,4.043
0.468,129.066,0.758168877,6.198
0.468,203.1393,0.758062427,5.108
0.469,258.9917,0.75182862,3.481
0.469,263.1397,0.753188206,0.54
0.469,415.1051,-0.752817287,3.468
0.469,457.0745,0.752574924,4.509
0.47,412.1129,-0.754628702,7.998
0.471,130.0499,0.752050616,4.245
0.471,218.9966,-0.748833628,3.891
0.471,275.1067,0.749333555,0.515
0.472,363.1655,-0.746740011,0.542
0.473,166.1227,-0.749239539,0.961
0.473,719.3758,0.748274742,1.264
0.473,227.0672,0.746496372,5.687
0.473,622.0896,-0.745409099,3.343
0.474,145.0982,0.74468277,8.275
0.474,156.0665,-0.744139432,1.414
0.474,571.1314,0.743695322,3.55
0.475,685.2828,0.744968337,0.974
0.475,636.0805,0.74148583,3.392
0.476,151.0401,-0.740947962,1
0.476,188.9871,0.740486047,1.745
0.477,787.4343,0.742818129,0.839
0.478,163.1229,0.740770407,8.006
0.478,338.0821,0.740416949,3.245
0.479,413.2811,0.738269442,0.557
0.479,202.0509,-0.735369616,5.224
0.479,375.091,-0.735284106,3.638
0.479,447.2226,-0.736227089,0.525
0.48,263.0346,0.733203102,3.882
0.48,421.0453,0.733505618,1.036
0.481,112.0517,-0.732200122,3.504
0.481,183.005,-0.732195657,0.703
0.481,359.0981,0.732290715,5.715
0.482,596.2694,0.733263889,6.186
0.482,153.0919,-0.731013088,0.843
0.482,455.2276,-0.729570212,0.518
0.483,436.1964,0.732084364,6.237
0.485,206.9971,0.725901196,2.175
0.486,316.2116,0.727109919,0.514
0.486,226.018,0.723382456,1.956
0.486,381.1544,-0.723789919,0.536
0.487,262.1284,0.72465888,5.669
0.488,307.0125,-0.720328434,6.081
0.488,312.0317,-0.720328434,3.986
0.488,372.9904,-0.720328434,4.024
0.488,373.0775,-0.720328434,7.367
0.488,375.0929,-0.720328434,6.899
0.488,393.0106,-0.720328434,4.036
0.488,393.9848,-0.720328434,4.068
0.488,403.0875,-0.720328434,7.396
0.488,405.1033,-0.720328434,6.178
0.488,427.0857,-0.720328434,5.802
0.488,431.1161,-0.720328434,1.301
0.488,432.2026,-0.720328434,5.454
0.488,434.1811,-0.720328434,6.248
0.488,443.059,-0.720328434,5.513
0.488,448.1967,-0.720328434,5.689
0.488,455.0859,-0.720328434,4.925
0.488,462.2127,-0.720328434,5.401
0.488,468.2018,-0.719398146,4.046
0.488,483.1768,-0.720328434,1.731
0.488,500.1897,-0.720328434,5.486
0.488,503.1207,-0.720328434,5.53
0.488,518.1649,-0.720328434,5.312
0.488,574.1703,-0.720328434,5.501
0.488,605.111,-0.720328434,4.047
0.488,622.1488,-0.720328434,5.921
0.488,653.0287,-0.720328434,5.802
0.488,655.1389,-0.720328434,4.473
0.488,660.1369,-0.720328434,3.999
0.488,767.0226,-0.720328434,5.837
0.488,803.2032,-0.720328434,4.539
0.488,805.2203,-0.720328434,4.324
0.488,833.2896,-0.720328434,4.053
0.489,312.1302,0.72082172,0.589
0.489,648.2457,0.721853351,3.965
0.489,389.1811,-0.718402809,0.522
0.49,174.1237,0.720303555,3.273
0.49,485.1367,-0.71958897,8.132
0.49,206.1033,-0.717292162,5.302
0.49,255.1345,-0.71639055,0.514
0.49,259.0561,-0.716704248,2.484
0.49,293.0874,0.717061174,5.69
0.49,307.1182,-0.716833893,0.842
0.492,508.2802,0.716075003,2.422
0.492,347.0644,0.713225002,3.426
0.493,301.2015,0.711906339,0.509
0.493,331.176,-0.711260565,0.516
0.494,288.1942,0.712761052,1.833
0.495,123.0553,0.711405546,5
0.496,450.2119,0.709374967,3.204
0.496,285.0591,0.707254925,5.672
0.497,86.0601,-0.708251035,1.154
0.497,283.0297,0.704374874,5.702
0.497,497.2379,-0.7046468,4.524
0.498,218.049,-0.702391106,4.323
0.499,416.1911,0.703799368,3.695
0.499,463.2582,0.70453819,0.524
0.501,221.0422,-0.700203519,5.654
0.501,351.2162,-0.700587806,0.499
0.501,504.2647,-0.701446861,4.971
0.501,197.0819,-0.697788654,0.842
0.501,215.0329,-0.697676354,5.711
0.502,468.2222,0.699483815,0.533
0.502,224.0618,0.696634156,4.943
0.503,262.1032,-0.698184123,7.903
0.503,245.0224,-0.695440394,3.395
0.503,353.0847,-0.694818352,3.54
0.504,342.2636,0.695501585,0.484
0.505,198.0873,-0.693842014,5.991
0.505,384.7715,-0.695105189,4.868
0.505,163.0247,-0.691606326,5.69
0.507,341.1086,-0.688650913,6.451
0.507,499.151,-0.68880717,3.318
0.508,209.0666,-0.686687308,5.694
0.508,377.1809,-0.686501326,0.526
0.508,442.19,-0.685765618,0.568
0.51,205.0897,0.683887538,0.839
0.51,378.1013,-0.683519009,0.561
0.51,483.1578,-0.683842974,3.308
0.511,284.1853,-0.683903677,1.366
0.511,290.1764,0.684959738,0.527
0.511,563.1016,-0.68128645,3.856
0.512,288.1598,-0.682157738,0.546
0.513,401.1446,-0.678975019,4.261
0.514,229.1634,-0.680083643,4.529
0.514,202.0537,0.676849681,0.512
0.515,205.0822,0.678435966,7.274
0.515,486.1965,-0.677433677,6.502
0.515,551.2954,0.676951865,5.441
0.516,478.2061,0.675255538,0.546
0.516,721.3514,0.675319443,1.034
0.516,459.1608,-0.672811138,0.57
0.517,293.0633,-0.674406307,5.418
0.517,761.4182,0.674752441,0.857
0.518,434.1579,-0.672728463,5.479
0.518,145.0619,-0.670367339,6.606
0.518,279.0893,0.669530043,4.848
0.518,612.1748,-0.669267356,3.869
0.519,304.1747,0.671390961,0.518
0.519,467.0351,0.671280769,5.297
0.521,193.0505,-0.664418652,0.807
0.521,201.0516,0.665898785,7.993
0.523,173.0818,0.662634188,0.849
0.523,264.9274,-0.661525128,10.093
0.523,367.1156,-0.661886835,5.688
0.524,571.0617,0.662183943,5.835
0.524,335.0788,-0.659864928,4.048
0.525,276.145,-0.660772989,0.594
0.525,355.1392,-0.658763774,0.537
0.526,424.1597,0.660067895,3.213
0.526,203.0022,0.65701288,2.013
0.526,391.1405,-0.657344177,0.537
0.527,307.084,-0.656008315,5.158
0.527,397.1493,-0.655611876,3.687
0.528,248.113,0.655580151,6.597
0.528,696.649,-0.656457099,0.442
0.529,191.0199,0.652150407,8.317
0.53,166.0862,0.653414489,4.968
0.53,149.0092,-0.650138007,7.798
0.53,200.1291,-0.649973928,0.831
0.53,425.1445,-0.650057044,3.761
0.531,249.0715,-0.651708977,8.062
0.531,313.238,-0.649469769,0.496
0.532,354.1117,0.650156137,1.059
0.533,441.1073,-0.645503806,2.397
0.534,146.1176,-0.645947291,5.027
0.534,232.1661,-0.647063198,1.064
0.535,241.1443,-0.642653166,0.769
0.535,361.1499,-0.642630667,4.125
0.536,225.0073,-0.641116076,8.167
0.536,239.0922,-0.640620291,0.817
0.536,257.1391,-0.640452072,0.808
0.536,468.1999,-0.64133051,0.539
0.536,473.0455,0.640137823,2.578
0.536,723.3398,-0.641144372,0.537
0.538,365.0531,-0.63732759,6.568
0.539,217.13,-0.639148582,6.202
0.54,236.0924,0.635241109,0.513
0.54,237.0331,-0.634447451,4.951
0.54,553.2285,0.634594194,0.519
0.541,378.1393,0.635802242,5.067
0.541,220.0976,0.632353626,0.844
0.541,289.0693,0.633188765,5.7
0.542,219.1338,0.633811256,7.942
0.542,307.0113,-0.631329927,7.777
0.544,311.1152,0.627433672,4.85
0.544,338.0878,0.628491656,4.821
0.545,405.1777,-0.628513804,4.328
0.545,269.1027,0.627265724,0.548
0.546,182.1285,0.627592767,0.539
0.547,135.0302,0.623323923,5.655
0.547,242.0665,-0.623269323,5.698
0.548,246.1701,0.62351091,0.513
0.549,247.0629,-0.620264551,4.641
0.549,273.0173,-0.619945113,3.345
0.55,165.1386,-0.621015562,0.836
0.552,104.107,-0.617942931,2.695
0.552,126.1027,-0.61800761,5.435
0.553,163.123,0.616412989,2.886
0.553,212.0916,0.615460259,3.99
0.553,505.2373,0.616926025,1.814
0.554,141.0658,-0.614731383,4.643
0.554,290.1459,0.614092693,8.196
0.555,595.3943,-0.61324646,0.51
0.556,162.1205,-0.610851922,5.226
0.556,178.0511,0.609868631,0.524
0.557,217.1079,-0.60712413,1
0.557,316.1217,0.607519547,0.51
0.557,381.1547,-0.607906426,2.676
0.558,290.1344,-0.608839394,6.639
0.558,975.5183,0.608998179,0.838
0.56,143.0816,-0.604522698,5.378
0.56,157.0367,-0.602146151,4.662
0.561,245.0783,0.601214595,2.502
0.562,330.2273,-0.602732541,1.14
0.562,199.0069,0.599283124,1.086
0.562,527.1255,-0.599232218,5.129
0.563,159.1496,0.60104508,7.852
0.563,258.1831,-0.600520196,1.076
0.563,326.0987,0.597683237,3.437
0.565,262.1396,0.597366266,7.95
0.565,375.1189,0.595037607,4.534
0.566,238.9688,0.59408695,3.227
0.566,564.1689,0.593148401,6.53
0.567,227.1035,0.592360195,6.034
0.569,185.1648,0.590555905,5.491
0.569,239.1147,-0.58898635,7.668
0.569,466.2075,0.589133907,3.673
0.57,204.1231,0.588923412,0.528
0.57,432.1861,0.588815611,4.594
0.57,731.4085,-0.589376754,1.051
0.57,246.0076,0.586735377,3.632
0.57,437.089,0.587501696,2.266
0.571,243.1341,0.588106082,3.697
0.571,391.1312,0.585412923,3.391
0.572,243.0617,0.583652403,5.673
0.572,285.0433,0.584272188,2.145
0.572,340.1245,-0.584383837,4.57
0.573,217.0575,-0.582612036,5.682
0.573,267.1234,-0.582509722,0.816
0.573,345.0646,0.583419185,0.556
0.573,757.3533,-0.583238023,0.543
0.574,353.1342,-0.582686744,6.675
0.574,568.1634,0.58295702,6.556
0.574,178.0361,-0.581073823,1.018
0.574,254.9814,-0.58117963,10.976
0.574,274.0389,-0.5819085,3.032
0.575,131.0712,-0.579352791,0.84
0.576,171.0765,-0.5801352,5.569
0.576,517.1349,0.578082661,0.554
0.577,417.1877,-0.578215352,4.012
0.577,107.0502,0.577075064,0.999
0.577,493.2431,-0.576426883,0.524
0.578,401.1809,-0.574424761,0.543
0.578,555.1556,0.575481486,3.583
0.58,181.0504,-0.572070165,0.867
0.58,406.1143,-0.572215891,3.661
0.58,445.0919,0.571822091,7.933
0.581,359.0981,0.569746398,5.122
0.581,601.1781,-0.570383593,0.558
0.582,218.9967,-0.568203625,4.223
0.583,363.1426,-0.569173005,0.526
0.583,471.0854,0.570138133,1.877
0.584,205.0684,-0.567504377,5.668
0.584,290.1597,0.568029556,0.522
0.584,185.0566,0.565854342,7.305
0.584,448.198,-0.5657167,0.564
