m.z,r.t.,p.value,t.score,mode
458.2017,4.111,0.462,0.768356917,positive
244.1291,6.675,0.463,-0.76730461,positive
293.0335,4.024,0.463,-0.762771922,negative
317.1237,0.522,0.463,-0.763867805,negative
650.2588,0.526,0.463,-0.763968837,negative
246.1817,1.057,0.464,-0.763956732,positive
258.0611,5.695,0.464,0.761046391,negative
279.0017,1.018,0.464,-0.760649586,negative
221.0769,7.97,0.465,0.762704514,positive
390.1426,3.685,0.465,0.763728491,positive
367.1049,5.136,0.465,-0.760261854,negative
403.2585,1.052,0.466,-0.760761866,positive
551.1172,4.021,0.466,-0.757828695,negative
242.161,7.083,0.467,0.759705514,positive
340.1024,4.787,0.467,0.758878909,positive
227.0551,5.703,0.467,-0.756830344,negative
379.1048,4.043,0.467,0.755639325,negative
129.066,6.198,0.468,0.758168877,positive
203.1393,5.108,0.468,0.758062427,positive
258.9917,3.481,0.469,0.75182862,negative
263.1397,0.54,0.469,0.753188206,negative
415.1051,3.468,0.469,-0.752817287,negative
457.0745,4.509,0.469,0.752574924,negative
412.1129,7.998,0.47,-0.754628702,positive
130.0499,4.245,0.471,0.752050616,positive
218.9966,3.891,0.471,-0.748833628,negative
275.1067,0.515,0.471,0.749333555,negative
363.1655,0.542,0.472,-0.746740011,negative
166.1227,0.961,0.473,-0.749239539,positive
719.3758,1.264,0.473,0.748274742,positive
227.0672,5.687,0.473,0.746496372,negative
622.0896,3.343,0.473,-0.745409099,negative
145.0982,8.275,0.474,0.74468277,negative
156.0665,1.414,0.474,-0.744139432,negative
571.1314,3.55,0.474,0.743695322,negative
685.2828,0.974,0.475,0.744968337,positive
636.0805,3.392,0.475,0.74148583,negative
151.0401,1,0.476,-0.740947962,negative
188.9871,1.745,0.476,0.740486047,negative
787.4343,0.839,0.477,0.742818129,positive
163.1229,8.006,0.478,0.740770407,positive
338.0821,3.245,0.478,0.740416949,positive
413.2811,0.557,0.479,0.738269442,positive
202.0509,5.224,0.479,-0.735369616,negative
375.091,3.638,0.479,-0.735284106,negative
447.2226,0.525,0.479,-0.736227089,negative
263.0346,3.882,0.48,0.733203102,negative
421.0453,1.036,0.48,0.733505618,negative
112.0517,3.504,0.481,-0.732200122,negative
183.005,0.703,0.481,-0.732195657,negative
359.0981,5.715,0.481,0.732290715,negative
596.2694,6.186,0.482,0.733263889,positive
153.0919,0.843,0.482,-0.731013088,negative
455.2276,0.518,0.482,-0.729570212,negative
436.1964,6.237,0.483,0.732084364,positive
206.9971,2.175,0.485,0.725901196,negative
316.2116,0.514,0.486,0.727109919,positive
226.018,1.956,0.486,0.723382456,negative
381.1544,0.536,0.486,-0.723789919,negative
262.1284,5.669,0.487,0.72465888,positive
307.0125,6.081,0.488,-0.720328434,negative
312.0317,3.986,0.488,-0.720328434,negative
372.9904,4.024,0.488,-0.720328434,negative
373.0775,7.367,0.488,-0.720328434,negative
375.0929,6.899,0.488,-0.720328434,negative
393.0106,4.036,0.488,-0.720328434,negative
393.9848,4.068,0.488,-0.720328434,negative
403.0875,7.396,0.488,-0.720328434,negative
405.1033,6.178,0.488,-0.720328434,negative
427.0857,5.802,0.488,-0.720328434,negative
431.1161,1.301,0.488,-0.720328434,negative
432.2026,5.454,0.488,-0.720328434,negative
434.1811,6.248,0.488,-0.720328434,negative
443.059,5.513,0.488,-0.720328434,negative
448.1967,5.689,0.488,-0.720328434,negative
455.0859,4.925,0.488,-0.720328434,negative
462.2127,5.401,0.488,-0.720328434,negative
468.2018,4.046,0.488,-0.719398146,negative
483.1768,1.731,0.488,-0.720328434,negative
500.1897,5.486,0.488,-0.720328434,negative
503.1207,5.53,0.488,-0.720328434,negative
518.1649,5.312,0.488,-0.720328434,negative
574.1703,5.501,0.488,-0.720328434,negative
605.111,4.047,0.488,-0.720328434,negative
622.1488,5.921,0.488,-0.720328434,negative
653.0287,5.802,0.488,-0.720328434,negative
655.1389,4.473,0.488,-0.720328434,negative
660.1369,3.999,0.488,-0.720328434,negative
767.0226,5.837,0.488,-0.720328434,negative
803.2032,4.539,0.488,-0.720328434,negative
805.2203,4.324,0.488,-0.720328434,negative
833.2896,4.053,0.488,-0.720328434,negative
312.1302,0.589,0.489,0.72082172,positive
648.2457,3.965,0.489,0.721853351,positive
389.1811,0.522,0.489,-0.718402809,negative
174.1237,3.273,0.49,0.720303555,positive
485.1367,8.132,0.49,-0.71958897,positive
206.1033,5.302,0.49,-0.717292162,negative
255.1345,0.514,0.49,-0.71639055,negative
259.0561,2.484,0.49,-0.716704248,negative
293.0874,5.69,0.49,0.717061174,negative
307.1182,0.842,0.49,-0.716833893,negative
508.2802,2.422,0.492,0.716075003,positive
347.0644,3.426,0.492,0.713225002,negative
301.2015,0.509,0.493,0.711906339,negative
331.176,0.516,0.493,-0.711260565,negative
288.1942,1.833,0.494,0.712761052,positive
123.0553,5,0.495,0.711405546,positive
450.2119,3.204,0.496,0.709374967,positive
285.0591,5.672,0.496,0.707254925,negative
86.0601,1.154,0.497,-0.708251035,positive
283.0297,5.702,0.497,0.704374874,negative
497.2379,4.524,0.497,-0.7046468,negative
218.049,4.323,0.498,-0.702391106,negative
416.1911,3.695,0.499,0.703799368,positive
463.2582,0.524,0.499,0.70453819,positive
221.0422,5.654,0.501,-0.700203519,positive
351.2162,0.499,0.501,-0.700587806,positive
504.2647,4.971,0.501,-0.701446861,positive
197.0819,0.842,0.501,-0.697788654,negative
215.0329,5.711,0.501,-0.697676354,negative
468.2222,0.533,0.502,0.699483815,positive
224.0618,4.943,0.502,0.696634156,negative
262.1032,7.903,0.503,-0.698184123,positive
245.0224,3.395,0.503,-0.695440394,negative
353.0847,3.54,0.503,-0.694818352,negative
342.2636,0.484,0.504,0.695501585,positive
198.0873,5.991,0.505,-0.693842014,positive
384.7715,4.868,0.505,-0.695105189,positive
163.0247,5.69,0.505,-0.691606326,negative
341.1086,6.451,0.507,-0.688650913,negative
499.151,3.318,0.507,-0.68880717,negative
209.0666,5.694,0.508,-0.686687308,negative
377.1809,0.526,0.508,-0.686501326,negative
442.19,0.568,0.508,-0.685765618,negative
205.0897,0.839,0.51,0.683887538,negative
378.1013,0.561,0.51,-0.683519009,negative
483.1578,3.308,0.51,-0.683842974,negative
284.1853,1.366,0.511,-0.683903677,positive
290.1764,0.527,0.511,0.684959738,positive
563.1016,3.856,0.511,-0.68128645,negative
288.1598,0.546,0.512,-0.682157738,positive
401.1446,4.261,0.513,-0.678975019,negative
229.1634,4.529,0.514,-0.680083643,positive
202.0537,0.512,0.514,0.676849681,negative
205.0822,7.274,0.515,0.678435966,positive
486.1965,6.502,0.515,-0.677433677,positive
551.2954,5.441,0.515,0.676951865,positive
478.2061,0.546,0.516,0.675255538,positive
721.3514,1.034,0.516,0.675319443,positive
459.1608,0.57,0.516,-0.672811138,negative
293.0633,5.418,0.517,-0.674406307,positive
761.4182,0.857,0.517,0.674752441,positive
434.1579,5.479,0.518,-0.672728463,positive
145.0619,6.606,0.518,-0.670367339,negative
279.0893,4.848,0.518,0.669530043,negative
612.1748,3.869,0.518,-0.669267356,negative
304.1747,0.518,0.519,0.671390961,positive
467.0351,5.297,0.519,0.671280769,positive
193.0505,0.807,0.521,-0.664418652,negative
201.0516,7.993,0.521,0.665898785,negative
173.0818,0.849,0.523,0.662634188,negative
264.9274,10.093,0.523,-0.661525128,negative
367.1156,5.688,0.523,-0.661886835,negative
571.0617,5.835,0.524,0.662183943,positive
335.0788,4.048,0.524,-0.659864928,negative
276.145,0.594,0.525,-0.660772989,positive
355.1392,0.537,0.525,-0.658763774,negative
424.1597,3.213,0.526,0.660067895,positive
203.0022,2.013,0.526,0.65701288,negative
391.1405,0.537,0.526,-0.657344177,negative
307.084,5.158,0.527,-0.656008315,negative
397.1493,3.687,0.527,-0.655611876,negative
248.113,6.597,0.528,0.655580151,positive
696.649,0.442,0.528,-0.656457099,positive
191.0199,8.317,0.529,0.652150407,negative
166.0862,4.968,0.53,0.653414489,positive
149.0092,7.798,0.53,-0.650138007,negative
200.1291,0.831,0.53,-0.649973928,negative
425.1445,3.761,0.53,-0.650057044,negative
249.0715,8.062,0.531,-0.651708977,positive
313.238,0.496,0.531,-0.649469769,negative
354.1117,1.059,0.532,0.650156137,positive
441.1073,2.397,0.533,-0.645503806,negative
146.1176,5.027,0.534,-0.645947291,positive
232.1661,1.064,0.534,-0.647063198,positive
241.1443,0.769,0.535,-0.642653166,negative
361.1499,4.125,0.535,-0.642630667,negative
225.0073,8.167,0.536,-0.641116076,negative
239.0922,0.817,0.536,-0.640620291,negative
257.1391,0.808,0.536,-0.640452072,negative
468.1999,0.539,0.536,-0.64133051,negative
473.0455,2.578,0.536,0.640137823,negative
723.3398,0.537,0.536,-0.641144372,negative
365.0531,6.568,0.538,-0.63732759,negative
217.13,6.202,0.539,-0.639148582,positive
236.0924,0.513,0.54,0.635241109,negative
237.0331,4.951,0.54,-0.634447451,negative
553.2285,0.519,0.54,0.634594194,negative
378.1393,5.067,0.541,0.635802242,positive
220.0976,0.844,0.541,0.632353626,negative
289.0693,5.7,0.541,0.633188765,negative
219.1338,7.942,0.542,0.633811256,positive
307.0113,7.777,0.542,-0.631329927,negative
311.1152,4.85,0.544,0.627433672,negative
338.0878,4.821,0.544,0.628491656,negative
405.1777,4.328,0.545,-0.628513804,positive
269.1027,0.548,0.545,0.627265724,negative
182.1285,0.539,0.546,0.627592767,positive
135.0302,5.655,0.547,0.623323923,negative
242.0665,5.698,0.547,-0.623269323,negative
246.1701,0.513,0.548,0.62351091,positive
247.0629,4.641,0.549,-0.620264551,negative
273.0173,3.345,0.549,-0.619945113,negative
165.1386,0.836,0.55,-0.621015562,positive
104.107,2.695,0.552,-0.617942931,positive
126.1027,5.435,0.552,-0.61800761,positive
163.123,2.886,0.553,0.616412989,positive
212.0916,3.99,0.553,0.615460259,positive
505.2373,1.814,0.553,0.616926025,positive
141.0658,4.643,0.554,-0.614731383,positive
290.1459,8.196,0.554,0.614092693,positive
595.3943,0.51,0.555,-0.61324646,positive
162.1205,5.226,0.556,-0.610851922,positive
178.0511,0.524,0.556,0.609868631,negative
217.1079,1,0.557,-0.60712413,negative
316.1217,0.51,0.557,0.607519547,negative
381.1547,2.676,0.557,-0.607906426,negative
290.1344,6.639,0.558,-0.608839394,positive
975.5183,0.838,0.558,0.608998179,positive
143.0816,5.378,0.56,-0.604522698,positive
157.0367,4.662,0.56,-0.602146151,negative
245.0783,2.502,0.561,0.601214595,negative
330.2273,1.14,0.562,-0.602732541,positive
199.0069,1.086,0.562,0.599283124,negative
527.1255,5.129,0.562,-0.599232218,negative
159.1496,7.852,0.563,0.60104508,positive
258.1831,1.076,0.563,-0.600520196,positive
326.0987,3.437,0.563,0.597683237,negative
262.1396,7.95,0.565,0.597366266,positive
375.1189,4.534,0.565,0.595037607,negative
238.9688,3.227,0.566,0.59408695,negative
564.1689,6.53,0.566,0.593148401,negative
227.1035,6.034,0.567,0.592360195,negative
185.1648,5.491,0.569,0.590555905,positive
239.1147,7.668,0.569,-0.58898635,negative
466.2075,3.673,0.569,0.589133907,negative
204.1231,0.528,0.57,0.588923412,positive
432.1861,4.594,0.57,0.588815611,positive
731.4085,1.051,0.57,-0.589376754,positive
246.0076,3.632,0.57,0.586735377,negative
437.089,2.266,0.57,0.587501696,negative
243.1341,3.697,0.571,0.588106082,positive
391.1312,3.391,0.571,0.585412923,negative
243.0617,5.673,0.572,0.583652403,negative
285.0433,2.145,0.572,0.584272188,negative
340.1245,4.57,0.572,-0.584383837,negative
217.0575,5.682,0.573,-0.582612036,negative
267.1234,0.816,0.573,-0.582509722,negative
345.0646,0.556,0.573,0.583419185,negative
757.3533,0.543,0.573,-0.583238023,negative
353.1342,6.675,0.574,-0.582686744,positive
568.1634,6.556,0.574,0.58295702,positive
178.0361,1.018,0.574,-0.581073823,negative
254.9814,10.976,0.574,-0.58117963,negative
274.0389,3.032,0.574,-0.5819085,negative
131.0712,0.84,0.575,-0.579352791,negative
171.0765,5.569,0.576,-0.5801352,positive
517.1349,0.554,0.576,0.578082661,negative
417.1877,4.012,0.577,-0.578215352,positive
107.0502,0.999,0.577,0.577075064,negative
493.2431,0.524,0.577,-0.576426883,negative
401.1809,0.543,0.578,-0.574424761,negative
555.1556,3.583,0.578,0.575481486,negative
181.0504,0.867,0.58,-0.572070165,negative
406.1143,3.661,0.58,-0.572215891,negative
445.0919,7.933,0.58,0.571822091,negative
359.0981,5.122,0.581,0.569746398,negative
601.1781,0.558,0.581,-0.570383593,negative
218.9967,4.223,0.582,-0.568203625,negative
363.1426,0.526,0.583,-0.569173005,positive
471.0854,1.877,0.583,0.570138133,positive
205.0684,5.668,0.584,-0.567504377,positive
290.1597,0.522,0.584,0.568029556,positive
185.0566,7.305,0.584,0.565854342,negative
448.198,0.564,0.584,-0.5657167,negative
419.2207,1.213,0.585,-0.566030028,positive
561.1622,4.287,0.585,-0.56500628,negative
302.1058,0.512,0.586,-0.563119198,negative
388.0434,4.724,0.586,0.5633295,negative
308.0984,5.187,0.587,0.561376412,negative
345.0837,3.659,0.587,0.561904271,negative
459.2227,0.523,0.587,-0.561084022,negative
317.032,2.39,0.588,-0.559897846,negative
241.1296,7.647,0.59,-0.55834256,positive
194.0307,1.022,0.59,-0.555955036,negative
367.0118,2.491,0.59,0.556346881,negative
418.1445,0.549,0.59,0.555921633,negative
179.0559,5.977,0.592,-0.55404385,negative
192.0332,5.667,0.592,-0.554328739,negative
274.0023,5.058,0.593,0.55248782,negative
436.1125,6.228,0.594,0.551261945,negative
443.2277,0.518,0.594,-0.550141247,negative
146.0812,5.106,0.595,0.55146066,positive
258.1263,1.308,0.595,0.550854631,positive
317.0686,5.121,0.595,-0.548574499,negative
384.9455,1.844,0.595,0.548399355,negative
717.3928,1.051,0.596,-0.549129609,positive
202.1083,0.514,0.597,-0.545947734,negative
372.1824,0.563,0.597,-0.545427164,negative
445.1986,3.327,0.597,-0.54570392,negative
483.1578,3.257,0.597,0.545517403,negative
329.0873,5.474,0.598,0.545249007,negative
456.1024,3.284,0.598,-0.545155755,negative
352.156,3.697,0.599,0.545250896,positive
94.0653,1.679,0.599,-0.544784066,positive
173.0567,5.7,0.599,0.542402208,negative
478.1159,4.716,0.599,0.543061895,negative
350.2325,0.84,0.6,-0.542876957,positive
322.1117,3.713,0.6,-0.541290835,negative
174.9871,1.827,0.601,-0.539784633,negative
369.1312,0.552,0.601,0.539419662,negative
124.0074,6.271,0.602,-0.538869887,negative
285.0453,5.683,0.603,-0.537386351,negative
572.3994,0.467,0.604,0.537051308,positive
179.0636,0.527,0.604,0.535962118,negative
269.161,0.525,0.604,0.534892535,negative
500.0784,3.83,0.604,-0.535772557,negative
186.1125,0.809,0.605,-0.535251871,positive
296.1853,0.806,0.605,-0.535446758,positive
513.2982,4.083,0.605,0.535608399,positive
531.3637,0.503,0.606,0.535158999,positive
324.067,0.537,0.606,-0.532029292,negative
504.1324,3.4,0.607,0.53242024,positive
203.0109,1.347,0.607,0.531065717,negative
241.088,0.525,0.608,0.529008591,negative
342.1555,3.661,0.608,-0.529478309,negative
349.0213,7.922,0.608,-0.529271451,negative
203.0107,1.372,0.609,0.528287978,negative
340.1259,4.777,0.61,0.526849606,negative
149.0597,5.975,0.611,-0.526316536,positive
262.1284,5.688,0.612,0.525891016,positive
272.1351,8.064,0.612,0.525224225,positive
277.1189,5.653,0.612,-0.525864189,positive
758.3187,6.536,0.612,-0.525556825,positive
400.1428,3.49,0.612,-0.523924615,negative
128.0819,2.693,0.613,-0.523834359,positive
193.1547,4.681,0.613,-0.523946377,positive
373.244,7.33,0.613,0.523611088,positive
259.0281,3.133,0.615,-0.519523501,negative
357.1011,2.685,0.615,0.519325768,negative
162.1129,5.651,0.616,-0.519355664,positive
745.4246,0.839,0.616,0.518966167,positive
279.0975,4.922,0.616,-0.517248523,negative
409.2232,0.514,0.616,-0.517499768,negative
417.0557,5.758,0.616,0.517662946,negative
539.3506,1.819,0.617,0.518004804,positive
215.1148,6.238,0.617,0.516104506,negative
478.1202,1.551,0.617,0.516566383,negative
262.9863,5.091,0.618,-0.514726362,negative
263.0088,4.073,0.618,-0.515341174,negative
146.0925,2.629,0.619,-0.515401766,positive
271.1548,0.788,0.619,0.512458799,negative
393.1156,5.109,0.62,-0.51359488,positive
470.2642,3.998,0.62,-0.51393323,positive
561.0749,3.828,0.62,0.511891373,negative
161.1285,8.436,0.621,-0.512469126,positive
413.0845,4.486,0.621,0.511279547,positive
201.1131,0.834,0.621,-0.509871502,negative
225.0628,1.132,0.621,-0.510475973,negative
267.0727,4.074,0.621,-0.509619319,negative
279.1188,7.964,0.622,0.510068326,positive
353.0894,5.683,0.622,-0.508727094,negative
213.1237,2.92,0.623,-0.509462028,positive
149.0092,7.63,0.623,-0.507659656,negative
401.0404,3.556,0.623,-0.506791403,negative
354.1003,0.765,0.624,0.507335818,positive
145.1699,7.412,0.626,-0.504952585,positive
203.0365,3.482,0.626,-0.503404294,negative
212.0021,2.316,0.626,0.503411174,negative
384.0756,3.321,0.626,-0.502417064,negative
463.1064,3.478,0.626,0.502575772,negative
321.0817,5.637,0.627,0.50234747,positive
266.0852,0.845,0.627,0.500621227,negative
485.0437,5.783,0.629,0.498021615,negative
285.1808,1.647,0.631,-0.496526051,positive
379.0685,6.344,0.631,-0.494724943,negative
513.2181,0.519,0.631,-0.495714537,negative
254.1399,0.822,0.632,0.495167035,positive
222.9917,4.4,0.632,0.494550987,negative
287.1498,0.782,0.632,-0.493815166,negative
368.0807,3.064,0.632,-0.493682751,negative
258.0076,3.328,0.633,0.493193879,negative
449.0859,4.217,0.633,-0.492616985,negative
471.2413,0.566,0.634,-0.491064446,negative
161.1285,7.824,0.635,0.491814581,positive
434.1419,8.262,0.635,-0.49151382,positive
286.2373,0.511,0.636,-0.490291918,positive
302.244,1.057,0.636,-0.489258319,positive
181.0505,0.887,0.636,-0.488436628,negative
349.1248,5.438,0.637,-0.487080719,negative
120.0658,1.662,0.638,-0.487368504,positive
328.248,0.503,0.638,0.487128873,positive
447.1064,7.905,0.638,0.486547214,positive
365.1964,0.512,0.64,0.481888803,negative
489.1394,3.349,0.641,-0.482861388,positive
203.0022,1.372,0.642,0.479670799,negative
361.1498,0.533,0.642,-0.479684108,negative
363.1799,0.52,0.642,0.479271512,negative
283.1399,5.642,0.643,-0.478882296,positive
170.1005,6.913,0.644,0.477646436,positive
182.081,5.498,0.644,-0.477463878,positive
555.2408,0.513,0.644,-0.47869844,positive
265.1304,1.117,0.646,-0.474714809,positive
287.1598,3.82,0.646,-0.475219593,positive
261.0726,5.684,0.646,0.47424951,negative
194.0458,0.984,0.647,-0.471933059,negative
202.1438,0.819,0.648,-0.471856619,positive
261.0978,4.033,0.648,0.472744895,positive
272.9588,10.091,0.648,-0.470254633,negative
382.1367,0.564,0.648,-0.471257117,negative
106.0861,3.797,0.649,0.470238473,positive
127.0502,5.493,0.649,-0.470592179,positive
350.1607,0.52,0.649,-0.470832547,positive
299.069,6.097,0.649,-0.469205911,negative
304.1751,1.535,0.65,-0.469849203,positive
436.1959,4.973,0.65,0.468944042,positive
230.9967,0.761,0.65,-0.467209479,negative
565.1555,0.583,0.651,0.465933269,negative
182.1403,1.095,0.652,-0.46655915,positive
347.2285,8.662,0.652,-0.466853904,positive
422.2002,3.807,0.652,-0.466644923,positive
450.1666,1.737,0.652,-0.464746985,negative
495.2227,4.533,0.653,0.463060675,negative
193.155,3.944,0.654,0.463374942,positive
261.0073,3.254,0.654,-0.461587796,negative
446.2906,0.979,0.655,0.459944535,negative
381.0129,8.686,0.656,-0.459473831,negative
281.1496,3.679,0.657,-0.45937693,positive
295.0276,3.194,0.658,-0.456138808,negative
528.2625,0.58,0.658,-0.455863254,negative
110.0601,2.847,0.659,0.456376506,positive
188.184,8.262,0.659,0.455740692,positive
203.0825,4.789,0.659,-0.455026429,negative
219.0507,3.497,0.659,-0.454820518,negative
252.1343,7.787,0.66,-0.455523272,positive
450.2117,6.308,0.66,-0.454342488,positive
539.3505,1.773,0.66,0.454223172,positive
273.108,6.263,0.661,0.453599285,positive
137.0101,1.032,0.661,-0.451802609,negative
217.0161,7.826,0.661,0.45149663,negative
394.1621,4.476,0.664,-0.449591425,positive
742.327,6.508,0.664,-0.448467576,positive
276.0026,3.407,0.664,0.447258442,negative
588.2277,3.841,0.665,0.447311843,positive
197.0679,3.663,0.665,-0.44559756,negative
329.0847,1.822,0.665,-0.446653228,negative
348.5347,2.62,0.665,0.446695566,negative
267.1106,5.18,0.666,-0.446442919,positive
491.1918,4.425,0.666,0.444897054,negative
432.1237,4.381,0.667,0.443814487,negative
397.15,0.541,0.668,-0.441945841,negative
499.1257,4.035,0.668,0.44216046,negative
178.0444,1.022,0.669,-0.440166584,negative
415.0559,3.74,0.669,-0.440634648,negative
148.1137,1.924,0.67,-0.441138749,positive
363.1655,4.146,0.67,-0.438417672,negative
377.1166,1.698,0.671,-0.43857136,positive
733.3878,1.197,0.671,-0.438815024,positive
578.1363,1.547,0.671,0.437369221,negative
401.9985,5.291,0.672,0.4381742,positive
405.1761,4.642,0.672,-0.436783182,negative
225.112,0.839,0.673,-0.435791713,positive
398.9611,1.68,0.674,0.433838431,negative
448.3055,0.515,0.674,-0.433994112,negative
167.0461,5.457,0.675,-0.431696139,negative
145.133,4.296,0.676,-0.431689186,positive
330.239,1.114,0.676,-0.432304421,positive
245.1392,0.923,0.676,0.430801712,negative
855.5726,0.469,0.677,0.429764964,positive
245.0432,5.704,0.677,0.428881167,negative
281.1132,0.515,0.677,-0.428477921,negative
405.1761,0.547,0.677,-0.429282276,negative
138.0661,1.098,0.678,-0.428460728,positive
439.1605,0.555,0.678,-0.427287993,negative
347.1054,3.328,0.679,0.426814866,negative
179.0349,5.243,0.68,-0.424475495,negative
165.042,0.562,0.681,-0.422803556,negative
99.0451,0.903,0.682,-0.422073859,negative
141.067,0.564,0.683,-0.42123408,positive
214.0178,4.826,0.683,0.42045451,negative
299.0764,4.607,0.683,-0.42064613,negative
146.0812,5.63,0.684,0.420228925,positive
321.0824,6.52,0.684,-0.418889854,negative
399.1089,4.124,0.684,0.419494193,negative
170.1004,7.738,0.685,0.418940164,positive
448.3053,0.958,0.685,0.419413375,positive
243.0773,2.902,0.685,-0.41739134,negative
263.0227,4.475,0.685,-0.417136431,negative
151.145,3.083,0.686,0.417329419,positive
304.189,4.071,0.687,0.416629952,positive
131.118,4.745,0.688,-0.415322344,positive
394.1352,5.7,0.688,0.4137384,negative
175.0713,6.64,0.689,-0.413197568,positive
196.0726,6.012,0.689,0.412137684,negative
225.0407,4.167,0.689,0.41143057,negative
307.161,8.376,0.69,0.411529964,positive
302.1415,0.545,0.691,-0.41090461,positive
129.0654,5.675,0.692,-0.409428721,positive
247.988,3.057,0.692,-0.407968933,negative
347.0769,3.657,0.692,-0.407733172,negative
195.0518,0.563,0.693,-0.40682384,negative
289.0524,2.13,0.694,-0.404543943,negative
267.1446,1.058,0.695,-0.40542171,positive
350.1596,1.276,0.695,-0.405048194,positive
188.0105,2.248,0.695,-0.403221559,negative
499.151,3.347,0.695,-0.404286278,negative
331.0999,3.452,0.697,0.400699938,negative
379.1403,0.524,0.697,-0.401392364,negative
462.2847,0.517,0.697,0.400178148,negative
257.15,0.515,0.698,0.398990904,negative
449.2019,0.567,0.698,-0.399123855,negative
290.1722,1.062,0.699,-0.399056837,positive
353.0557,1.293,0.699,-0.39823907,negative
195.0504,1.472,0.7,0.396100142,negative
319.1644,0.958,0.701,0.396461934,positive
347.0747,6.014,0.701,0.395428243,negative
262.1646,0.527,0.703,0.39412691,positive
497.2745,0.519,0.703,-0.392145418,negative
184.0621,3.682,0.704,0.392229884,positive
293.0525,6.038,0.704,-0.391164477,negative
450.1763,0.523,0.704,-0.390809702,negative
565.2092,0.543,0.704,-0.391380581,negative
583.3114,4.248,0.705,-0.390039289,negative
199.096,3.252,0.706,-0.389391028,positive
316.2478,0.506,0.706,0.389849131,positive
218.0315,2.512,0.706,-0.388033871,negative
351.0376,7.763,0.706,-0.387952,negative
396.1292,0.558,0.706,0.388268097,negative
522.2956,1.034,0.707,0.38872136,positive
181.9916,3.013,0.707,0.38748612,negative
215.1035,4.441,0.707,-0.386162958,negative
452.1921,0.558,0.707,-0.386238125,negative
397.186,0.518,0.708,-0.385977552,negative
465.3011,0.522,0.708,-0.385633066,negative
138.1025,5.435,0.709,-0.38561479,positive
384.9454,1.825,0.709,-0.38333444,negative
183.0638,3.785,0.71,-0.382492479,negative
565.2327,0.562,0.71,-0.382536096,negative
174.0921,0.831,0.712,0.381012984,positive
254.9814,3.634,0.712,0.380088979,negative
261.0075,3.387,0.712,-0.379874561,negative
265.109,3.361,0.712,0.380031492,negative
217.1384,6.201,0.714,-0.378084731,positive
501.6989,7.967,0.714,0.378483274,positive
371.1155,4.831,0.714,0.376591851,negative
497.2358,0.508,0.715,-0.376688293,positive
227.1147,6.923,0.715,-0.375944087,negative
317.0326,2.294,0.715,-0.375851434,negative
307.0288,0.574,0.716,0.373861377,negative
560.1017,3.341,0.716,-0.374654043,negative
449.2389,7.195,0.718,0.372394627,positive
272.1848,0.513,0.719,-0.371145452,positive
197.068,3.613,0.72,-0.368596808,negative
258.0074,4.608,0.72,0.369039209,negative
267.1341,0.515,0.723,-0.365103037,negative
156.0772,7.669,0.724,0.365012362,positive
215.1391,5.03,0.724,0.364316836,positive
453.312,0.499,0.724,-0.364591542,positive
121.0283,3.861,0.725,0.363384403,positive
458.2019,0.544,0.725,0.363338451,positive
171.041,7.771,0.725,0.362068011,negative
348.0905,0.595,0.725,0.362230359,negative
357.0822,3.942,0.726,-0.359957055,negative
277.0018,2.969,0.727,0.359358353,negative
533.1324,3.783,0.727,0.3588636,negative
206.0463,2.859,0.728,-0.357235411,negative
361.1212,1.722,0.729,0.357601285,positive
139.04,3.348,0.729,-0.356467814,negative
265.1623,0.765,0.73,-0.355956861,positive
541.2619,0.508,0.73,-0.355608841,positive
510.2524,3.211,0.73,0.355311039,negative
376.2119,0.518,0.731,0.35370344,negative
387.1794,0.529,0.731,0.353416816,negative
224.139,7.455,0.734,0.350468275,positive
245.0768,4.431,0.734,0.350728344,positive
493.244,3.392,0.734,-0.348791057,negative
167.0727,0.556,0.735,-0.348630372,positive
248.1491,4.879,0.735,0.349587989,positive
283.1399,7.299,0.735,-0.349241243,positive
348.1473,0.523,0.736,-0.346478369,negative
367.0119,2.609,0.736,-0.34667597,negative
317.0854,3.496,0.737,0.345227282,negative
487.1256,5.095,0.738,-0.344546849,negative
352.0858,0.661,0.739,-0.342304033,negative
238.1548,7.049,0.74,-0.341719501,positive
356.1167,0.565,0.74,0.340846518,negative
423.1429,0.54,0.74,-0.341257882,negative
469.1421,3.396,0.74,0.340631976,negative
149.1073,1.011,0.741,0.340338887,positive
343.0889,3.595,0.741,-0.340401289,negative
425.0401,3.52,0.741,-0.340005758,negative
126.022,6.25,0.743,-0.338696277,positive
169.0495,0.477,0.743,-0.338543762,positive
243.134,0.517,0.743,0.337814005,positive
337.1491,0.533,0.743,0.336564034,negative
337.1716,8.371,0.745,-0.335497846,positive
340.1028,0.559,0.746,0.333134962,negative
148.0968,5.08,0.747,0.333014475,positive
482.2184,3.928,0.747,0.332070697,positive
193.0352,7.568,0.747,0.331813364,negative
203.1285,0.849,0.748,0.330623328,negative
270.1343,0.521,0.748,0.330675104,negative
365.1583,3.875,0.749,-0.330287292,positive
466.2051,3.697,0.749,-0.330253252,positive
159.1492,0.568,0.75,-0.328741281,positive
175.061,0.56,0.75,-0.327075554,negative
487.2539,0.52,0.75,-0.327259443,negative
276.1453,1.041,0.751,0.327741165,positive
332.2422,0.515,0.751,0.327559588,positive
269.1504,0.514,0.751,-0.326628449,negative
273.0419,5.136,0.751,0.326540488,negative
