m.z,r.t.,p,t.score
306.1713,0.517,0.0875,-1.9170681267126752
307.044,4.081,0.438,-0.8106904128189677
307.161,8.376,0.69,0.411529963951259
307.1868,5.097,0.0495,-2.268910761088061
307.2016,1.987,0.976,0.031147372427843417
308.1524,4.919,0.00105,4.743090409784541
308.176,1.079,0.867,0.17213213301928265
308.1853,1.095,0.0548,-2.206525490548489
308.1855,0.51,0.238,-1.2632001538102902
308.1999,0.517,0.841,-0.20621960403790768
310.2019,0.968,0.147,-1.5850221765028987
310.2131,1.051,0.916,0.10904248272872855
311.1306,0.539,0.106,-1.7966091940865077
311.1494,0.538,0.146,-1.589460762809789
311.1543,0.959,0.354,-0.9763246616179047
312.1301,3.316,0.765,0.30822003644538504
312.1302,0.589,0.489,0.720821719963089
312.2168,0.956,0.0194,-2.839110942581798
312.2284,1.053,0.0522,-2.2356207732659614
313.0582,4.803,0.00701,3.473756319540204
313.0853,4.046,0.436,0.8153988597506573
313.1521,4.481,0.389,-0.9053438947104773
313.1894,0.512,0.146,1.5897626442322992
314.1594,5.081,0.0708,2.0483076124307433
314.1706,3.875,0.0803,1.9704269399004934
314.1708,8.331,0.94,0.07706524491373462
314.2326,0.846,0.197,-1.3921230949414483
315.1773,6.535,0.0916,-1.8880945889842475
316.2116,0.514,0.486,0.7271099189093402
316.2116,1.398,0.858,-0.1845577814876131
316.2339,4.229,0.184,-1.4399233537715599
316.2476,0.839,0.205,-1.367010710773962
316.2478,0.506,0.706,0.3898491309404128
318.1351,0.512,0.784,-0.28193962300260833
318.1705,4.031,0.788,-0.277626596398227
318.1769,7.436,0.146,-1.5922584034529454
319.0689,4.915,0.92,-0.10358641944264818
319.1247,7.989,0.995,-0.006234103850579944
319.1611,8.704,0.0718,-2.0396744679162855
319.1644,0.958,0.701,0.3964619335632879
319.1647,0.799,0.227,1.2954766660979224
319.1651,2.866,0.753,0.3241716278944426
319.1866,5.073,4.24e-4,-5.416476731491911
319.1974,4.634,0.362,-0.9596316014680297
321.0817,5.637,0.627,0.5023474702400693
321.1793,0.952,0.136,1.638667403979056
323.2063,0.497,0.916,0.10882447996572497
324.1254,3.727,0.268,1.18176906391989
324.1915,2.868,0.224,1.3053146768370447
324.2159,0.482,0.33,1.0296628946279145
325.0911,5.475,0.41,-0.864601801087077
325.1527,4.364,0.00503,-3.6852227641633077
325.1604,9.129,0.151,-1.5713702247217516
325.1744,0.519,0.0478,2.290271907603647
325.1745,5.495,0.837,-0.2117079099739933
325.188,0.522,0.233,1.2790865844345924
326.1959,0.963,0.00595,-3.5774244476666497
327.0499,3.959,0.166,-1.508971755231752
327.1515,4.429,0.00847,-3.35413198871364
328.102,5.48,0.189,1.4205997784260025
328.1875,0.548,0.27,1.1748859782289973
328.2115,0.513,0.106,-1.7960355964490178
328.248,0.503,0.638,0.48712887308751185
328.248,0.84,0.824,-0.22902491672227368
329.2067,3.328,0.804,-0.2560551673867097
330.1905,3.683,0.273,1.1670103210841771
330.2273,1.14,0.562,-0.6027325413974284
330.2274,1.901,0.0266,-2.646820437544546
330.2275,0.513,0.4,-0.8831321464030639
330.239,1.114,0.676,-0.4323044210046481
332.2422,0.515,0.751,0.3275595880053633
334.1857,5.112,0.769,0.3022276929650727
336.1915,2.914,0.0648,2.103027333551283
336.2167,0.936,0.00658,-3.5136664813171223
337.1424,2.92,0.0455,2.3197250422196607
337.1426,7.325,0.0752,-2.011416154087544
337.1716,8.371,0.745,-0.33549784646957426
338.0821,3.245,0.478,0.7404169489377586
338.1417,3.093,0.397,-0.8888192731406154
338.1759,1.329,0.0364,2.4555924473420543
338.2064,2.907,0.344,0.9982927851470745
338.2322,0.863,0.167,-1.504400191749809
339.1545,7.985,0.396,-0.8921809690808296
339.1549,5.726,0.326,-1.0392060618220174
339.166,4.664,2.52e-4,5.823802969059009
339.1871,0.5,0.0417,2.373554908812501
340.1023,4.899,0.387,-0.9087027648859575
340.1024,4.787,0.467,0.7588789086319403
340.1319,7.149,0.231,-1.2838737182487936
340.1324,5.379,0.388,-0.9061384816234411
340.1864,3.25,0.312,1.0700525114251724
340.2477,0.841,0.182,-1.4477775201809004
341.0653,3.749,0.218,-1.3258298035434015
341.1373,2.931,0.0484,2.2822807971774206
341.1704,5.083,0.0281,2.61384594684412
342.0848,4.055,0.179,1.45768901096956
342.1724,3.926,0.0235,2.7228578090707685
342.1728,0.923,0.173,-1.479378134180142
342.2272,0.514,0.328,1.033370016836413
342.2272,1.198,0.758,-0.3182558224880577
342.2272,1.218,0.891,-0.14098761936358448
342.2634,0.839,0.21,-1.3514515884101297
342.2636,0.484,0.504,0.6955015845108956
343.0634,5.648,0.952,0.06137724842973249
343.0994,5.932,0.0105,3.2216099446257243
343.1664,6.167,0.914,0.11073682861189105
344.1689,5.609,0.204,1.3700696744432461
344.2064,0.516,0.0721,2.0370488382360716
345.1054,8.017,0.00558,-3.6192931409746842
345.1653,4.623,0.00719,3.457797377038807
345.1666,6.111,0.365,0.9531764897035248
346.2222,0.518,0.455,0.7815141820531295
346.2332,4.588,0.355,0.9755262723224426
346.2333,4.685,0.877,0.15920013187638468
347.2191,4.123,0.00474,-3.7237424757904383
347.2285,8.662,0.652,-0.46685390369922675
348.0688,5.645,0.126,1.6886016886489739
349.0866,5.512,0.814,0.24272209149621446
349.1768,0.501,0.228,-1.2922968949617994
350.1596,1.276,0.695,-0.40504819398294173
350.1607,0.52,0.649,-0.470832546992317
350.2071,2.649,0.0845,1.9382927916003678
350.2325,0.84,0.6,-0.5428769571365846
351.1582,7.036,0.355,-0.9740363814316548
351.1583,6.884,0.761,-0.3136163728642699
351.2162,0.499,0.501,-0.7005878055844096
352.156,3.697,0.599,0.5452508955040609
352.2217,1.004,0.106,-1.7935107267520116
353.0261,7.184,0.404,0.8760008409497636
353.1342,6.675,0.574,-0.5826867439973141
353.1703,8.174,0.931,0.08925082371481399
354.1003,0.765,0.624,0.5073358175051433
354.1003,1.336,0.913,-0.11298761259248583
354.1004,0.685,0.968,-0.041668195858003666
354.1117,1.059,0.532,0.6501561368724819
355.1544,8.85,0.359,-0.9661173690089171
356.2428,0.932,0.147,-1.5858856057243
356.2792,0.463,0.839,0.20851500427733347
357.142,5.129,0.00201,-4.293224077586509
357.1666,0.506,0.927,0.09484068771312565
357.1793,0.549,0.327,1.0360013123923315
357.2241,8.731,0.437,-0.8131870481542242
357.2497,7.349,0.0787,-1.9827511788115406
358.1317,0.569,0.984,-0.020633570917280648
358.2586,0.903,0.92,-0.103498313856342
359.1954,4.041,0.16,1.5308645623426305
361.1128,5.045,0.944,0.07230468584989981
361.1212,1.722,0.729,0.35760128463867585
363.1162,9.13,0.104,-1.8101221327012105
363.1426,0.526,0.583,-0.5691730048691014
364.0427,5.639,0.0213,2.78291459405136
364.196,3.866,0.0253,-2.678047975668787
365.1052,6.439,0.806,-0.25327094493447355
365.1337,4.633,0.0163,2.9454801008830227
365.1583,3.875,0.749,-0.330287292412565
365.1741,6.723,0.138,-1.6289512091825589
365.2431,2.954,0.846,-0.20011542418260395
366.1113,5.469,0.361,-0.9626172715393201
366.1123,0.548,0.838,-0.2110844617947287
366.1391,7.934,0.0877,-1.9155990883058878
366.139,8.13,0.115,-1.7443022199361045
366.2019,0.529,0.866,-0.17321976073895765
367.0957,7.091,0.352,-0.9820188190761963
367.1497,6.488,0.0203,-2.8127273928143186
367.1528,7.454,0.43,-0.8269279105609207
368.1159,0.567,0.371,-0.9422192667910565
368.116,1.537,0.951,-0.06297251556156565
369.1291,4.69,0.771,0.29951810580783506
369.1291,5.429,0.931,-0.08929892287276144
369.2493,7.282,0.236,-1.270783108820527
372.2493,4.475,0.298,-1.1045623780624427
373.244,7.33,0.613,0.5236110883611642
375.1279,3.242,0.247,1.2377652178645377
375.1345,1.633,0.988,-0.015769050293444404
376.3184,0.456,0.389,-0.9052647854868106
377.1166,1.698,0.671,-0.4385713596138856
377.1423,3.769,0.343,-1.0013446248437192
377.1883,5.385,0.86,0.18110834089272085
378.1393,5.067,0.541,0.6358022418840602
378.1755,3.998,0.00791,-3.397372275043543
378.1775,3.286,0.309,1.0777231834258256
380.1157,0.564,0.342,-1.0033158352167515
380.2065,2.834,0.334,1.0214487901454319
382.1907,4.683,0.24,-1.2590560552521506
383.1356,5.936,0.322,-1.048914742065564
384.1886,4.558,0.871,-0.16715621927969226
384.7715,4.868,0.505,-0.6951051887913882
385.1256,3.911,0.077,-1.9964128120734732
385.2528,4.483,0.117,1.7358223550245884
388.0933,5.841,0.322,-1.0482789755559447
390.1426,3.685,0.465,0.7637284910848634
390.2406,3.648,0.169,-1.494945823633568
391.1601,0.524,0.316,-1.0617674944739695
391.2596,1.22,0.995,-0.006627804178771011
392.1188,7.332,0.841,0.20601321405281683
392.1553,0.566,0.963,-0.047730552248151085
392.155,4.524,0.162,-1.521703601417895
393.1156,5.109,0.62,-0.5135948804317572
394.1621,4.476,0.664,-0.44959142468227165
396.0688,5.32,0.203,1.3714428356338217
397.2555,4.466,0.838,0.21008738411060315
398.1458,3.806,0.231,1.285606215914407
398.1461,0.547,0.112,1.7607107054523758
399.1441,8.024,0.897,-0.13289793186264046
400.1935,6.118,0.0956,-1.8614602388931176
400.1979,0.535,0.36,0.9643563683051871
401.9985,5.291,0.672,0.4381741998947909
402.2842,0.515,0.144,1.6012583376177112
403.2585,1.052,0.466,-0.7607618660185061
404.014,5.467,0.174,1.477224433228842
404.2075,0.528,0.372,-0.9391050328429483
405.1777,4.328,0.545,-0.6285138044863211
406.1702,4.529,0.0412,-2.3807560109193133
407.22,0.543,0.175,1.474202778475283
408.1491,5.645,0.454,-0.7823642894009736
408.15,5.496,0.247,-1.2372331929884535
408.206,4.557,0.109,-1.779043266061411
410.1448,4.176,0.853,0.19098324249278464
410.2047,4.449,0.015,-2.9980302562953565
412.1129,7.998,0.47,-0.7546287024103931
412.1484,4.864,0.00962,3.2740940492063157
413.0838,0.586,0.784,0.28257471430172865
413.0845,4.486,0.621,0.5112795470254692
413.2811,0.557,0.479,0.7382694423596995
414.2997,3.986,0.00241,-4.169525610676153
415.1894,1.823,0.332,1.025150883757131
416.1911,3.695,0.499,0.7037993677377727
416.1914,1.313,0.817,0.23837396652875648
416.2019,1.132,0.154,1.5584951026400262
416.3518,0.967,0.0145,3.017341729065207
417.1877,4.012,0.577,-0.5782153523662711
417.1978,7.183,0.163,-1.5195746449870824
418.1637,3.622,0.101,1.825528077297511
418.2036,4.031,0.225,-1.303621258656472
419.2207,1.213,0.585,-0.5660300284771631
420.2011,4.674,0.947,-0.0688917763760415
421.0503,5.465,0.233,-1.2782011039947723
422.2002,3.807,0.652,-0.46664492264257046
424.1597,3.213,0.526,0.6600678953945333
424.163,0.522,0.821,-0.2328919490302178
426.1944,0.561,0.892,-0.13999913914142423
427.2233,1.588,0.131,1.6606179610777323
430.1704,4.114,0.376,0.9319577613927365
430.2945,3.707,0.823,0.23034260882513485
431.0968,4.511,2.46e-7,13.707164872295225
432.1861,4.594,0.57,0.5888156112278446
432.2013,3.818,0.335,1.0175388590264343
432.2019,0.535,0.0894,1.903579278526437
433.1123,4.289,6.9e-7,12.156334497070807
433.2361,4.762,0.806,-0.25299616767031263
433.2365,1.214,6.1e-6,9.376529052172307
434.135,1.937,0.804,0.25610552856102353
434.1406,0.555,0.777,-0.29169828794079133
434.1419,8.262,0.635,-0.49151381980192316
434.1513,3.94,0.794,0.2686671809875087
434.1579,5.479,0.518,-0.6727284633610986
434.1587,4.051,0.892,-0.14024753482203012
434.1799,5.635,0.859,0.18335892579060556
434.2167,3.263,0.45,0.7898648036505701
434.2183,5.437,0.414,-0.8568338328240159
435.0872,5.844,0.323,-1.0467093484906766
436.155,5.514,0.966,-0.0440017940699867
436.1596,3.955,0.46,0.7715571111298852
436.1959,4.973,0.65,0.46894404204446577
436.1964,6.237,0.483,0.7320843638310932
437.1419,5.105,0.458,-0.7759538490390147
437.1606,4.005,0.445,0.7986660887686596
444.222,3.766,0.165,-1.5124298731291725
447.0919,4.001,7.77e-8,15.656395996975496
447.1064,7.905,0.638,0.48654721404134527
448.1367,5.06,0.971,0.03784239599555928
448.2317,3.946,0.203,1.3735726050347434
448.3053,0.515,0.368,0.94746467138182
448.3053,0.958,0.685,0.41941337472548146
449.1074,3.962,0.0156,2.9752018826447517
449.2389,7.195,0.718,0.3723946270811328
449.304,1.78,0.928,-0.09233963841879357
450.1422,4.949,0.323,-1.0465316346280418
450.1578,7.375,0.0184,-2.87181080021677
450.2117,6.308,0.66,-0.45434248819289047
450.2119,3.204,0.496,0.709374967024879
450.2125,5.721,0.836,0.21340973183321307
451.0399,4.311,0.162,-1.5242077342131224
451.0996,4.142,0.43,0.8270765311999918
452.1908,4.095,0.125,-1.6939252333698716
452.1913,0.564,0.963,-0.04724491842330926
453.1249,8.361,0.31,1.0764301346289264
453.312,0.499,0.724,-0.36459154233451335
454.1242,3.692,0.144,-1.5985388578282134
454.2063,4.046,0.444,0.800635386768304
454.2064,4.027,0.327,1.0360082850580077
457.251,6.86,0.383,-0.9168642641920934
457.3017,4.509,0.00716,3.459887807274908
458.145,3.604,0.151,1.5712826769975936
458.2017,4.076,0.987,-0.016988416559107287
458.2017,4.111,0.462,0.7683569171438052
458.2019,0.544,0.725,0.36333845135022574
461.1072,4.293,2.57e-9,23.07147903067276
463.0353,5.752,0.397,-0.8895190961891536
463.2582,0.524,0.499,0.7045381900278053
463.3193,1.553,0.356,0.9732258701623282
464.1651,5.887,0.271,-1.173848569747184
464.1908,3.734,0.782,0.2850421804171245
464.1909,3.664,0.966,-0.044155867100197824
464.1911,0.532,0.873,-0.16419098577127536
464.2299,4.177,0.879,0.15633356238241236
466.2038,0.538,0.129,-1.6734155023391473
466.2051,3.697,0.749,-0.3302532522266196
466.2059,6.417,0.162,1.521643720173044
467.0351,5.297,0.519,0.6712807685938069
468.2219,3.666,0.158,1.5388486414081461
468.2222,0.533,0.502,0.6994838150537803
469.0327,5.27,0.888,-0.14497385976942298
469.0527,4.611,1.43e-7,14.600205057463683
469.2362,1.242,0.322,1.047847091667094
469.3014,4.532,0.0242,2.7051703983819553
470.0971,4.357,0.758,0.31719682365359675
470.2642,3.998,0.62,-0.513933230222163
471.0854,1.877,0.583,0.5701381331280728
472.1809,6.745,0.179,1.4568614064681573
472.1938,5.742,0.105,-1.799570252282442
472.3114,0.479,0.0959,1.8592828543723967
474.1399,3.581,0.137,1.631072465592241
475.2465,3.874,0.18,1.4548725265993527
478.1878,1.985,0.331,1.0269326485156485
478.2061,0.546,0.516,0.6752555384928108
479.1308,4.053,0.286,1.1342697978374352
480.2047,4.948,0.122,1.7087525060771418
481.1678,5.055,0.312,-1.0716701921294867
481.309,1.638,0.816,0.23930709057470462
482.2184,3.928,0.747,0.3320706974510302
484.1971,4,0.214,-1.3366789339615117
484.2336,3.666,0.992,-0.010161670406425417
485.1367,8.132,0.49,-0.7195889701581384
486.1965,6.502,0.515,-0.6774336771462032
486.2371,3.708,0.13,1.6684331322748547
487.2078,4.559,0.348,0.9909312691857487
487.213,9.393,0.114,-1.7512099486309536
489.1394,3.349,0.641,-0.4828613879299664
489.2284,0.496,0.796,0.266616166233842
490.1469,4.11,0.848,-0.19667825432062772
491.2414,4.923,0.862,0.1794107373685612
495.0461,5.774,0.236,1.2687530257636905
497.2358,0.508,0.715,-0.3766882925328139
499.2371,0.507,0.784,-0.28287846720935045
501.6989,7.967,0.714,0.3784832740612994
502.2947,1.064,0.0649,2.1018077060081986
503.3506,1.224,0.178,1.462862704573575
504.1324,3.4,0.607,0.5324202399721032
504.2647,4.971,0.501,-0.7014468613902217
505.2256,4.929,0.251,1.2278231825349566
505.2362,1.842,0.927,0.09453111870486315
505.2373,1.814,0.553,0.6169260248368315
505.2806,1.871,0.265,1.1885771854014309
507.2521,1.817,0.175,-1.4725338412644882
508.2802,2.422,0.492,0.7160750028333599
512.197,8.01,0.217,-1.329051236663604
512.2233,3.668,0.965,-0.044839393725428944
513.2981,0.528,0.93,0.0898810608028428
513.2982,4.083,0.605,0.5356083993824011
514.1703,3.665,0.102,1.823347220599766
516.207,6.311,0.0444,-2.33443735857743
518.2381,5.002,0.929,0.09186818449706398
518.238,0.546,0.967,0.043028774536044166
521.2309,1.741,0.927,-0.09406839214982674
521.2313,1.696,0.797,-0.26522262109456646
521.2674,1.304,0.135,1.6407437867954286
521.2675,1.84,0.363,0.9580373585569727
522.2956,1.034,0.707,0.38872135991644435
523.2105,1.998,0.372,0.9387727407407982
527.2595,4.101,0.127,-1.6824145516697822
530.1863,6.452,0.0903,-1.8969979334708331
531.3637,0.503,0.606,0.535158998690492
535.2468,1.373,0.296,-1.109394677951588
535.2469,1.907,0.417,0.8500510977336385
535.2833,1.542,0.775,-0.2948438318878297
539.2422,2.065,0.201,-1.3811169323391592
539.2428,1.935,0.327,-1.035725065855978
539.3505,1.773,0.66,0.4542231718373439
539.3506,1.819,0.617,0.5180048038766459
540.2071,4.419,0.987,0.016195710108808728
540.3495,4.471,0.0622,-2.1280633172553927
540.4236,0.454,3.21e-4,-5.631364103322238
541.2365,1.554,0.868,-0.17056741989816326
541.2619,0.508,0.73,-0.3556088408607045
542.1798,5.388,0.341,-1.0044146176763313
545.3031,1.418,0.454,0.7832005717430254
551.281,1.972,0.392,0.8983163942366776
551.2954,5.441,0.515,0.6769518647472313
553.3887,0.421,0.0212,2.78494925094374
555.2408,0.513,0.644,-0.47869844016758695
555.3086,0.525,0.331,-1.0276240749897254
559.1264,8.026,0.924,0.09793898803897352
559.223,1.233,0.216,1.3316542410350203
561.299,1.22,0.319,-1.0557342378817585
562.2481,4.084,0.76,-0.3147655115937455
568.1634,6.556,0.574,0.5829570202787295
569.2667,1.54,0.276,-1.1601589360979172
571.0617,5.835,0.524,0.6621839433593276
572.2742,1.476,0.125,1.6913423491481285
572.3994,0.467,0.604,0.5370513080453221
573.465,1.767,0.957,-0.05481018668595722
575.3863,0.86,0.0526,-2.231674018420589
577.2497,3.628,0.455,-0.7808569710364509
577.294,1.229,0.95,-0.06472065008502222
577.3113,4.381,0.783,0.2838636890834411
579.2641,3.674,0.33,-1.030050045160403
580.3266,0.51,0.974,0.03382416192474198
587.4806,1.357,0.117,1.7344194561011521
587.4807,1.51,0.234,1.2755578891304178
588.2277,3.841,0.665,0.44731184342206665
591.312,2.003,0.239,1.2624422537126367
591.3171,0.528,0.0704,2.0516485923838954
593.3316,0.527,0.0102,3.239399607368469
593.3324,0.771,0.0154,2.9802091122063366
595.3477,2.702,0.0294,2.585660294823258
595.3478,0.525,0.022,2.7641043651425052
595.3479,0.782,0.0192,2.8477897320242125
595.3943,0.51,0.555,-0.6132464601371853
596.2694,6.186,0.482,0.7332638886674638
600.1399,5.886,0.759,0.31612372448828896
603.4956,4.873,0.959,0.0522579559157173
607.1285,8.059,2.16e-8,18.1239527906009
61.0396,2.563,0.00841,-3.358665624717709
611.3131,1.258,0.992,-0.010198588300841182
615.2543,4.788,0.333,1.0233298208100667
623.2803,6.454,0.365,-0.9530933935394246
629.3141,0.508,0.339,-1.0099490530954116
629.3142,0.507,0.339,-1.0099490530954116
637.2961,6.135,0.42,-0.844154996625436
645.4286,1.239,0.069,-2.064569882700996
648.2457,3.965,0.489,0.7218533508834898
653.2903,6.26,0.41,0.8634519316049621
666.637,0.431,0.167,-1.502512730889002
675.8656,8.615,0.338,1.012291237336853
685.2828,0.974,0.475,0.744968337093501
696.649,0.442,0.528,-0.6564570991418471
703.5726,0.512,0.0978,-1.8472085020120392
715.3764,1.192,0.397,-0.8897479300338337
717.3928,1.051,0.596,-0.5491296086062568
719.3758,1.264,0.473,0.7482747424261654
721.3514,1.034,0.516,0.6753194428139973
731.4085,1.051,0.57,-0.5893767544220824
733.3878,1.197,0.671,-0.43881502446923837
735.3684,1.164,0.321,-1.0500290559247456
742.327,6.508,0.664,-0.44846757642854396
745.4246,0.839,0.616,0.5189661667222097
747.4025,1.14,0.792,-0.272113595597331
749.3826,0.829,0.975,0.03230133050522805
758.3187,6.536,0.612,-0.5255568254871925
76.0758,1.839,0.969,0.04011288818740885
761.4182,0.857,0.517,0.6747524414925046
773.4545,0.537,0.991,-0.011816450363185623
787.4343,0.839,0.477,0.7428181291799727
805.4077,1.199,0.416,-0.8519658197103624
855.5726,0.469,0.677,0.429764964421442
86.0601,1.154,0.497,-0.7082510350107892
86.06,5.38,0.0287,-2.6012371034758996
887.3642,7.332,0.805,-0.25395410678170915
94.0653,1.679,0.599,-0.5447840663532586
975.5183,0.838,0.558,0.6089981785828488
