m.z r.t. p t.score
306.064 1.508 0.0393 -2.4086364961077433
306.1705 1.305 0.34 1.0066761002592344
306.1713 0.517 0.0875 1.9166612149619409
307.044 4.081 0.00702 -3.4728367170268206
307.161 8.376 0.187 -1.4270498333570596
307.1868 5.097 0.183 1.444006423342885
307.2016 1.987 0.937 0.0812079160950334
308.1524 4.919 2.81e-4 5.73768722179208
308.176 1.079 0.217 1.3262068458548457
308.1853 1.095 0.713 -0.3798465735355657
308.1855 0.51 0.939 -0.07867398992473833
308.1999 0.517 0.945 0.07115645105670071
310.2019 0.968 0.00114 -4.6859577881646395
310.2131 1.051 0.511 0.6844209505077774
311.1306 0.539 0.909 0.11775773921932658
311.1494 0.538 0.103 1.8134391067689575
311.1543 0.959 0.83 -0.2210083489152468
312.1301 3.316 0.0267 -2.6455568220713035
312.1302 0.589 0.451 -0.787933116583298
312.2168 0.956 0.111 1.768195290553378
312.2284 1.053 0.0347 2.4849767682143913
313.0582 4.803 0.074 2.021076064524816
313.0853 4.046 0.432 0.8228211655643782
313.1521 4.481 0.971 0.03760226593601407
313.1894 0.512 0.883 -0.15184124784734115
314.1594 5.081 0.211 -1.3453235787507782
314.1706 3.875 0.692 -0.40881340823345935
314.1708 8.331 0.376 -0.9321453456185913
314.2326 0.846 3.69e-4 -5.522813336911455
315.1773 6.535 0.868 -0.1714703413786549
316.2116 0.514 0.645 -0.4766082221883015
316.2116 1.398 0.0752 -2.010858094005083
316.2339 4.229 0.405 -0.8729784380084495
316.2476 0.839 0.0114 -3.168588058704361
316.2478 0.506 0.429 -0.8277812553669607
318.1351 0.512 0.157 1.5448646551819696
318.1705 4.031 0.867 -0.17224335407745425
318.1769 7.436 0.117 -1.734977655669091
319.0689 4.915 0.0312 -2.5505808218801924
319.1247 7.989 0.719 -0.37070290616092977
319.1611 8.704 0.789 -0.2762535852987971
319.1644 0.958 0.524 -0.662159013998416
319.1647 0.799 0.00484 -3.710179809417646
319.1651 2.866 0.00761 -3.4214481986256855
319.1866 5.073 0.252 1.2228289744716387
319.1974 4.634 0.0259 -2.663390577660433
321.0817 5.637 0.766 0.3062336420311154
321.1793 0.952 0.949 -0.06583685872521647
323.2063 0.497 0.195 -1.3991542202039422
324.1254 3.727 0.286 1.1338127281388612
324.1915 2.868 0.649 -0.47071921733096583
324.2159 0.482 0.00226 4.2138969740408
325.0911 5.475 0.212 -1.3441929090008709
325.1527 4.364 0.161 1.5263143305478593
325.1604 9.129 0.168 -1.4982089675422
325.1744 0.519 0.344 -0.9981774308381461
325.1745 5.495 0.431 0.8246684055433575
325.188 0.522 0.177 -1.4647719777975476
326.1959 0.963 0.543 -0.6315653389180301
327.0499 3.959 0.316 -1.0611929972596605
327.1515 4.429 0.0957 1.8608939166107668
328.102 5.48 0.75 0.3283694189655099
328.1875 0.548 0.897 0.13368973999146838
328.2115 0.513 0.102 -1.8218942246989538
328.248 0.503 0.135 -1.6443388577463998
328.248 0.84 0.00173 -4.396763323193153
329.2067 3.328 0.48 -0.7362222171198483
330.1905 3.683 0.0967 -1.854057236989637
330.2273 1.14 0.00184 -4.354117331777796
330.2274 1.901 0.216 -1.3321599474381927
330.2275 0.513 0.227 -1.2955338813480541
330.239 1.114 0.411 -0.8617148788542405
332.2422 0.515 0.101 -1.8270379789126587
334.1857 5.112 0.431 -0.825237111427872
336.1915 2.914 0.424 -0.8365902611774815
336.2167 0.936 1.8e-5 -8.209961216963483
337.1424 2.92 0.835 -0.21450955555405807
337.1426 7.325 0.0562 -2.190430452117141
337.1716 8.371 0.841 -0.20591870334332837
338.0821 3.245 0.168 1.5013019495185111
338.1417 3.093 0.4 0.8831161906218705
338.1759 1.329 0.756 0.3203473886723006
338.2064 2.907 0.0613 -2.1376731618047513
338.2322 0.863 1.26e-4 -6.39681799863286
339.1545 7.985 0.125 1.6919300448006205
339.1549 5.726 0.342 -1.0035229394398795
339.166 4.664 0.71 -0.38315559420130224
339.1871 0.5 0.0636 -2.114758153819723
340.1023 4.899 0.572 0.5869113469649879
340.1024 4.787 0.361 -0.9622657359380253
340.1319 7.149 0.448 -0.7942203386947482
340.1324 5.379 0.249 -1.232697729961395
340.1864 3.25 0.703 0.3930152671871987
340.2477 0.841 0.0357 -2.468536457903614
341.0653 3.749 0.294 -1.113412914527932
341.1373 2.931 0.911 0.11527688031063223
341.1704 5.083 0.0172 2.9136274616259303
342.0848 4.055 0.0273 -2.6314945086832022
342.1724 3.926 0.05 -2.2616778242950573
342.1728 0.923 0.0866 -1.9233913271116383
342.2272 0.514 0.435 -0.8163607087578097
342.2272 1.198 0.0097 -3.268639853224246
342.2272 1.218 0.0107 -3.205097904328886
342.2634 0.839 0.0564 -2.1884960677705214
342.2636 0.484 0.332 1.0260399621673433
343.0634 5.648 0.912 -0.11319276147927204
343.0994 5.932 0.585 0.5665034071895
343.1664 6.167 0.789 0.2763679849429735
344.1689 5.609 0.124 -1.6956271041352613
344.2064 0.516 0.512 -0.6821998430957953
345.1054 8.017 0.0122 -3.1241488934348554
345.1653 4.623 0.199 -1.3850609531219662
345.1666 6.111 0.588 -0.5623179104863798
346.2222 0.518 0.955 -0.05763720389989932
346.2332 4.588 0.218 -1.3253851502085015
346.2333 4.685 0.41 -0.863525519430838
347.2191 4.123 0.325 1.0410186027920543
347.2285 8.662 0.799 -0.2621302187418859
348.0688 5.645 0.504 -0.6962849406962992
349.0866 5.512 0.203 -1.3725259883358638
349.1768 0.501 0.281 1.1472018312902201
350.1596 1.276 0.125 -1.6939104232596385
350.1607 0.52 0.173 -1.4787144834517905
350.2071 2.649 0.666 -0.44646930009163277
350.2325 0.84 0.782 -0.2851737360270368
351.1582 7.036 0.297 -1.1073707876041807
351.1583 6.884 0.126 -1.6845060681091266
351.2162 0.499 0.949 -0.06573988906792663
352.156 3.697 0.215 1.3340130281957718
352.2217 1.004 0.112 -1.7634514756536908
353.0261 7.184 0.98 -0.02534058523887062
353.1342 6.675 0.194 1.4023890640971834
353.1703 8.174 0.329 1.0327148588862318
354.1003 0.765 0.789 -0.27613605194978197
354.1003 1.336 0.639 -0.4846950532544273
354.1004 0.685 0.569 -0.5906713361609829
354.1117 1.059 0.183 1.4409920244434333
355.1544 8.85 0.492 -0.715729435571731
356.2428 0.932 0.00695 -3.4791529661178955
356.2792 0.463 0.0963 1.8566132060111071
357.142 5.129 0.204 1.3690335941872442
357.1666 0.506 0.166 -1.506647475851545
357.1793 0.549 0.335 -1.0187944006015717
357.2241 8.731 0.383 -0.9165907858544451
357.2497 7.349 0.0203 -2.8114741787315607
358.1317 0.569 0.00956 -3.277709864577724
358.2586 0.903 0.119 -1.720423713420514
359.1954 4.041 0.426 -0.8333241694355266
361.1128 5.045 0.639 -0.4859629460506799
361.1212 1.722 0.477 -0.7427774350043729
363.1162 9.13 0.0921 -1.8845590059231434
363.1426 0.526 0.414 0.8563099744000482
364.0427 5.639 0.446 0.7968654433019068
364.196 3.866 0.168 1.4993942686185329
365.1052 6.439 0.705 0.39033573912018915
365.1337 4.633 0.24 -1.2595262779778433
365.1583 3.875 0.805 -0.2547720652399628
365.1741 6.723 0.0809 -1.9657785588893644
365.2431 2.954 0.157 1.5424629879256726
366.1113 5.469 0.294 -1.1150402947511944
366.1123 0.548 0.199 -1.3858600019695917
366.1391 7.934 0.0101 -3.244839836322707
366.139 8.13 0.0332 -2.5119742503523623
366.2019 0.529 0.998 0.0026378532504181544
367.0957 7.091 0.351 -0.9832669030361247
367.1497 6.488 0.0289 -2.5974232592132642
367.1528 7.454 0.0574 -2.177297651306823
368.1159 0.567 0.0529 -2.227242338317928
368.116 1.537 0.0678 -2.0752283240767273
369.1291 4.69 0.0564 -2.1883054365880685
369.1291 5.429 0.913 0.11192970835824347
369.2493 7.282 0.0184 -2.873541825517551
372.2493 4.475 0.903 -0.1257099597718085
373.244 7.33 0.0357 -2.4683020090490113
375.1279 3.242 0.9 0.12938848656896712
375.1345 1.633 0.53 -0.6537411747118249
376.3184 0.456 0.709 0.3852151087799716
377.1166 1.698 0.615 -0.5207134218980211
377.1423 3.769 0.298 -1.105758419731778
377.1883 5.385 0.436 -0.815646317443245
378.1393 5.067 0.388 0.90653310259017
378.1755 3.998 0.603 0.5393268062522133
378.1775 3.286 0.202 -1.3757362431556077
380.1157 0.564 0.246 -1.2403582758457576
380.2065 2.834 0.596 0.5500807609277343
382.1907 4.683 0.271 1.1729643158224599
383.1356 5.936 0.333 -1.0222860424828777
384.1886 4.558 0.647 -0.47360451372611195
384.7715 4.868 0.421 -0.8433319449509259
385.1256 3.911 0.196 1.3958205345593087
385.2528 4.483 0.857 0.18560684519499687
388.0933 5.841 0.341 -1.0052139059036471
390.1426 3.685 0.467 0.7602994977179515
390.2406 3.648 0.536 0.6433682846751022
391.1601 0.524 0.189 -1.4202064632965836
391.2596 1.22 0.251 -1.2261828774634589
392.1188 7.332 0.499 0.70376094518486
392.1553 0.566 0.506 -0.692051043164181
392.155 4.524 0.491 0.7177238139226046
393.1156 5.109 0.997 -0.004433399562539609
394.1621 4.476 0.35 -0.9853157203359935
396.0688 5.32 0.533 0.6479096871932402
397.2555 4.466 0.116 -1.7404809232874225
398.1458 3.806 0.131 -1.659820421609156
398.1461 0.547 0.18 -1.4532481186063255
399.1441 8.024 0.183 -1.4427379589879124
400.1935 6.118 0.613 -0.5243534358539617
400.1979 0.535 0.71 -0.3842719482949584
401.9985 5.291 0.0668 -2.0841017456685655
402.2842 0.515 0.239 -1.2597448465616814
403.2585 1.052 0.64 0.48409415981236514
404.014 5.467 0.145 1.5936428502615012
404.2075 0.528 0.859 -0.18290379227892453
405.1777 4.328 0.282 -1.1452484122679483
406.1702 4.529 0.324 1.044121730387132
407.22 0.543 0.546 0.6280282135975355
408.1491 5.645 0.709 0.38523703357232386
408.15 5.496 0.413 0.8589152935256326
408.206 4.557 0.0296 2.5821811323496693
410.1448 4.176 0.217 -1.3272343118285501
410.2047 4.449 0.718 0.3720583726970328
412.1129 7.998 0.156 -1.5488005052024816
412.1484 4.864 0.948 0.06706281357504854
413.0838 0.586 0.974 0.03397264383773296
413.0845 4.486 0.897 0.13258051928750542
413.2811 0.557 0.716 -0.37505548852513027
414.2997 3.986 0.0438 -2.342405954208033
415.1894 1.823 0.781 0.2867603301925201
416.1911 3.695 0.826 -0.22654134375960167
416.1914 1.313 0.67 -0.43983464775350434
416.2019 1.132 0.251 1.2278249655244844
416.3518 0.967 0.439 -0.8095479346284611
417.1877 4.012 0.0376 -2.4364694323731517
417.1978 7.183 0.0166 -2.935349650405886
418.1637 3.622 0.976 -0.030385001948829832
418.2036 4.031 0.166 -1.5077576243923527
419.2207 1.213 0.191 -1.4130003414144883
420.2011 4.674 0.284 1.1382862938007143
421.0503 5.465 0.353 0.9793846186864241
422.2002 3.807 0.0971 -1.8514202624167182
424.1597 3.213 0.235 -1.2739721514061342
424.163 0.522 0.15 -1.5745553131799745
426.1944 0.561 0.187 -1.4280510584450699
427.2233 1.588 0.635 0.49053127948008995
430.1704 4.114 0.575 -0.5814851396052788
430.2945 3.707 0.433 -0.8214771092167236
431.0968 4.511 0.0573 -2.178311701163505
432.1861 4.594 0.856 0.18726749575977525
432.2013 3.818 0.844 0.20192522655534773
432.2019 0.535 0.0826 1.9527179674355177
433.1123 4.289 0.184 -1.4399218609126019
433.2361 4.762 0.0172 -2.9143521621698825
433.2365 1.214 0.058 -2.171486320658261
434.135 1.937 0.214 1.3361638808895142
434.1406 0.555 0.476 0.7435619822522885
434.1419 8.262 0.957 0.05543170933763755
434.1513 3.94 0.185 1.4351139811245546
434.1579 5.479 0.792 -0.27231642451463534
434.1587 4.051 0.0431 -2.352321103356887
434.1799 5.635 0.332 1.0247894233794141
434.2167 3.263 0.15 1.5753176014259584
434.2183 5.437 0.171 1.487829173770183
435.0872 5.844 0.353 0.9799830016105183
436.155 5.514 0.148 1.5826773664251252
436.1596 3.955 0.176 -1.467855903210725
436.1959 4.973 0.257 1.2115789748602348
436.1964 6.237 0.255 1.2165805345926557
437.1419 5.105 0.923 -0.09961879920558099
437.1606 4.005 0.995 -0.0068702800166282295
444.222 3.766 0.172 1.4825047075632154
447.0919 4.001 0.262 -1.1970928468432906
447.1064 7.905 0.62 0.5133307120453798
448.1367 5.06 0.0742 2.019749004215996
448.2317 3.946 0.0719 2.038494732214835
448.3053 0.515 0.394 0.8947796771073679
448.3053 0.958 0.868 0.17139799695480565
449.1074 3.962 0.00767 3.4166590985528926
449.2389 7.195 0.964 0.04670802868951461
449.304 1.78 0.191 1.414868788271582
450.1422 4.949 0.485 0.7278041849484427
450.1578 7.375 0.144 -1.6012789475653737
450.2117 6.308 0.338 1.0120579756698111
450.2119 3.204 0.152 1.5658417550365025
450.2125 5.721 0.213 1.3417680013262148
451.0399 4.311 0.345 0.9961107422138908
451.0996 4.142 0.851 0.19353747546887534
452.1908 4.095 0.00133 -4.579944484910244
452.1913 0.564 0.0744 -2.017882644432744
453.1249 8.361 0.561 0.6036760552429352
453.312 0.499 0.406 -0.8717147267340998
454.1242 3.692 0.556 -0.6116064659563544
454.2063 4.046 0.0168 -2.927143667320889
454.2064 4.027 0.073 -2.0294730304721114
457.251 6.86 0.711 0.38301618502657053
457.3017 4.509 0.1 -1.833209612203491
458.145 3.604 0.608 0.531884961210316
458.2017 4.076 0.106 -1.7957009340350527
458.2017 4.111 0.889 -0.14378606974893104
458.2019 0.544 0.63 -0.49831503733149873
461.1072 4.293 0.303 -1.0918314524385895
463.0353 5.752 0.388 0.907661422709964
463.2582 0.524 0.483 -0.7309755971439684
463.3193 1.553 0.547 0.6263465397156769
464.1651 5.887 0.332 1.024772341179645
464.1908 3.734 0.258 -1.206944992364918
464.1909 3.664 0.221 -1.3161186046033877
464.1911 0.532 0.251 -1.226805313087291
464.2299 4.177 0.505 -0.694125102841864
466.2038 0.538 0.782 -0.2848205469263797
466.2051 3.697 0.0983 -1.8440778098835473
466.2059 6.417 0.0387 2.418743628459872
467.0351 5.297 0.285 1.1377152778341582
468.2219 3.666 0.132 -1.6569176680304063
468.2222 0.533 0.483 0.7308169640728972
469.0327 5.27 0.247 -1.2386094747002916
469.0527 4.611 0.502 -0.6986791432813166
469.2362 1.242 0.431 0.8253529451042356
469.3014 4.532 0.0905 -1.895476005174474
470.0971 4.357 0.0962 1.8577335318236892
470.2642 3.998 0.824 0.22854784085255747
471.0854 1.877 0.105 1.8051519061466441
472.1809 6.745 0.519 0.6709233072699547
472.1938 5.742 0.34 1.0078238653255092
472.3114 0.479 0.482 -0.7335269304686316
474.1399 3.581 0.71 0.38416348168217995
475.2465 3.874 0.0177 -2.8963989524798954
478.1878 1.985 0.29 1.123966220283755
478.2061 0.546 0.568 -0.5921246281644186
479.1308 4.053 0.163 -1.5180643583699727
480.2047 4.948 0.224 1.3052553003514162
481.1678 5.055 0.31 -1.074999779128852
481.309 1.638 0.506 -0.6932978782601236
482.2184 3.928 0.626 -0.5052612571187437
484.1971 4 0.322 -1.0484710386490512
484.2336 3.666 0.0925 1.8818786320613554
485.1367 8.132 0.205 -1.36703482211613
486.1965 6.502 0.215 1.3331955613715392
486.2371 3.708 0.385 -0.9131489994229719
487.2078 4.559 0.446 -0.7961522535058694
487.213 9.393 0.146 -1.59253078905691
489.1394 3.349 0.656 0.4611233448057325
489.2284 0.496 0.67 0.4402765351630756
490.1469 4.11 0.0143 -3.0275618589105893
491.2414 4.923 0.0211 -2.7897996063989536
495.0461 5.774 0.703 0.39415544098649774
497.2358 0.508 0.975 -0.03205385943611817
499.2371 0.507 0.723 0.36585137941362417
501.6989 7.967 0.329 1.031940877898914
502.2947 1.064 0.295 1.1126634415135706
503.3506 1.224 0.543 -0.6316839689403203
504.1324 3.4 0.34 1.0069491022545956
504.2647 4.971 0.327 -1.0354510493672289
505.2256 4.929 0.454 -0.7826774259276164
505.2362 1.842 0.299 1.1013095087393927
505.2373 1.814 0.301 1.0980255211252528
505.2806 1.871 0.312 1.0715675396527853
507.2521 1.817 0.585 -0.5663469884148133
508.2802 2.422 0.155 1.5520280446173558
512.197 8.01 0.483 -0.7312289464799583
512.2233 3.668 0.481 0.7352594491452015
513.2981 0.528 0.0142 -3.0317381511201478
513.2982 4.083 0.0202 -2.814766510985264
514.1703 3.665 0.614 0.5216856187189205
516.207 6.311 0.299 1.1019367308395325
518.2381 5.002 0.0793 1.977769141460465
518.238 0.546 0.735 0.34952222601351185
521.2309 1.741 0.366 0.9518303646062306
521.2313 1.696 0.356 0.9728430577293883
521.2674 1.304 0.25 1.2306671088950671
521.2675 1.84 0.391 -0.9008619353509371
522.2956 1.034 0.3 1.0986606415948055
523.2105 1.998 0.363 0.9577776602860507
527.2595 4.101 0.141 -1.6154770565612375
530.1863 6.452 0.275 1.1628045935917086
531.3637 0.503 0.012 -3.1346308636775344
535.2468 1.373 0.644 0.4779942559817166
535.2469 1.907 0.416 0.8524397957833337
535.2833 1.542 0.183 1.4428634237244993
539.2422 2.065 0.373 0.9373641566017078
539.2428 1.935 0.341 1.0062454121810676
539.3505 1.773 0.355 0.9755192583997598
539.3506 1.819 0.363 0.9587984339895597
540.2071 4.419 0.853 0.19049583512427096
540.3495 4.471 0.846 0.20022614797282523
540.4236 0.454 0.164 1.516415659911598
541.2365 1.554 0.458 0.7750800943390518
541.2619 0.508 0.405 -0.8743050935484861
542.1798 5.388 0.868 -0.17067753021274823
545.3031 1.418 0.96 -0.05203151332440088
551.281 1.972 0.0758 2.0060863485257197
551.2954 5.441 0.13 1.6658896734146262
553.3887 0.421 0.168 1.4999978929866369
555.2408 0.513 0.762 -0.3121530396153775
555.3086 0.525 0.0565 -2.187395238029407
559.1264 8.026 0.334 1.0205163412789597
559.223 1.233 0.954 0.059089031401924334
561.299 1.22 0.336 1.0164615991786168
562.2481 4.084 0.406 0.8720269925939712
568.1634 6.556 0.153 -1.5590724690372841
569.2667 1.54 0.37 -0.9442998528720264
571.0617 5.835 0.303 1.0932872546930368
572.2742 1.476 0.531 -0.6514044950648992
572.3994 0.467 0.028 -2.616203849607724
573.465 1.767 0.601 -0.5424863391743399
575.3863 0.86 0.627 0.5033266124404095
577.2497 3.628 0.0335 -2.50656770533387
577.294 1.229 0.149 1.577159425163439
577.3113 4.381 0.267 1.1829401107101156
579.2641 3.674 0.0331 -2.5134580332819705
580.3266 0.51 0.19 1.4187674278676163
587.4806 1.357 0.0631 -2.1194934386071433
587.4807 1.51 0.0596 -2.1540189843084994
588.2277 3.841 0.0902 1.8980035009267906
591.312 2.003 0.454 0.7817134884068034
591.3171 0.528 0.136 1.6386027278525943
593.3316 0.527 0.0297 2.5804918659186566
593.3324 0.771 0.0684 2.069412742165927
595.3477 2.702 0.845 -0.20170251536511027
595.3478 0.525 0.32 1.052300826365227
595.3479 0.782 0.107 1.7905456799927522
595.3943 0.51 0.00381 -3.865753650752684
596.2694 6.186 0.294 1.1149057701831353
600.1399 5.886 0.292 1.11829207427885
603.4956 4.873 0.394 0.8952639892795878
607.1285 8.059 0.234 -1.2753716217267212
61.0396 2.563 0.389 -0.9047464364379234
611.3131 1.258 0.0574 2.1772929389177174
615.2543 4.788 0.416 0.8522981730763001
623.2803 6.454 0.354 0.9773940283789856
629.3141 0.508 0.173 -1.479686878195855
629.3142 0.507 0.173 -1.479686878195855
637.2961 6.135 0.223 1.307558468657068
645.4286 1.239 0.181 1.4484183072966277
648.2457 3.965 0.163 1.5194890057263888
653.2903 6.26 0.448 0.7925718982737227
666.637 0.431 0.333 1.024094658896868
675.8656 8.615 0.82 -0.23393981801794522
685.2828 0.974 0.17 1.4918458770532022
696.649 0.442 0.0478 -2.290057082261208
703.5726 0.512 0.323 1.0455585076178628
715.3764 1.192 0.296 -1.1085259121959596
717.3928 1.051 0.539 0.6386947528991228
719.3758 1.264 0.172 1.485010434810536
721.3514 1.034 0.137 1.6339454276569827
731.4085 1.051 0.174 1.4765226869878871
733.3878 1.197 0.0618 2.1322829770463554
735.3684 1.164 0.59 -0.5586184488332605
742.327 6.508 0.178 1.4622412553285418
745.4246 0.839 0.0959 1.8595156623294835
747.4025 1.14 0.271 1.1715835669288257
749.3826 0.829 0.265 1.1874268971244188
758.3187 6.536 0.0991 -1.8390789531677865
76.0758 1.839 0.431 0.8239108656073659
761.4182 0.857 0.136 1.635039727868396
773.4545 0.537 0.775 0.29458956288505983
787.4343 0.839 0.169 1.496324425544409
805.4077 1.199 0.34 1.006604274768005
855.5726 0.469 0.79 -0.27450936918718966
86.0601 1.154 0.872 -0.1661056469537175
86.06 5.38 0.00129 -4.602292380349922
887.3642 7.332 0.247 1.23733708019048
94.0653 1.679 0.539 -0.6384361651011959
975.5183 0.838 0.114 1.7502761702906142
