mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
325.1527_4.364,325.1527,4.364,495703.65,Cluster_325.1527_4.364,325.1527_4.364;327.1515_4.359,2
470.0971_4.357,470.0971,4.357,502.77705000000003,470.0971_4.357,470.0971_4.357,1
230.1863_4.368,230.1863,4.368,30757.0965,230.1863_4.368,230.1863_4.368,1
577.3113_4.381,577.3113,4.381,502.77705000000003,577.3113_4.381,577.3113_4.381,1
267.1104_4.411,267.1104,4.411,15508.956,267.1104_4.411,267.1104_4.411,1
166.0861_4.404,166.0861,4.404,79862.792,166.0861_4.404,166.0861_4.404,1
540.2071_4.419,540.2071,4.419,502.93235000000004,540.2071_4.419,540.2071_4.419,1
245.0768_4.431,245.0768,4.431,58025.455,245.0768_4.431,245.0768_4.431,1
410.2047_4.449,410.2047,4.449,21279.4535,410.2047_4.449,410.2047_4.449,1
397.2555_4.466,397.2555,4.466,52704.8875,397.2555_4.466,397.2555_4.466,1
327.1515_4.429,327.1515,4.429,44917.748,327.1515_4.429,327.1515_4.429,1
144.1028_4.464,144.1028,4.464,3377211,Cluster_144.1028_4.464,144.1028_4.464;309.1782_4.452,2
540.3495_4.471,540.3495,4.471,5323.126,540.3495_4.471,540.3495_4.471,1
372.2493_4.475,372.2493,4.475,194391.805,Cluster_372.2493_4.475,372.2493_4.475;384.2488_4.476,2
385.2528_4.483,385.2528,4.483,7248.00145,385.2528_4.483,385.2528_4.483,1
394.1621_4.476,394.1621,4.476,1212.2098,Cluster_394.1621_4.476,375.1674_4.475;392.1959_4.469;394.1621_4.476;503.223_4.465;506.2238_4.478,5
254.161_4.479,254.161,4.479,12255.052500000002,254.161_4.479,254.161_4.479,1
287.1968_4.478,287.1968,4.478,323945.53,287.1968_4.478,287.1968_4.478,1
241.1547_4.545,241.1547,4.545,97878.265,241.1547_4.545,241.1547_4.545,1
392.155_4.524,392.155,4.524,4773.7063,Cluster_392.155_4.524,199.0966_4.512;392.155_4.524,2
413.0845_4.486,413.0845,4.486,2202.24475,Cluster_413.0845_4.486,125.0598_4.502;151.0753_4.497;163.0756_4.508;200.0994_4.494;357.1181_4.49;375.1289_4.494;397.1102_4.493;413.0845_4.486;415.0859_4.494,9
229.1553_4.5,229.1553,4.5,722405.75,229.1553_4.5,229.1553_4.5,1
303.2022_4.502,303.2022,4.502,36622.9645,303.2022_4.502,303.2022_4.502,1
431.0968_4.511,431.0968,4.511,1404.652,Cluster_431.0968_4.511,431.0968_4.511;431.0968_4.517,2
406.1702_4.529,406.1702,4.529,1035.3294,406.1702_4.529,406.1702_4.529,1
457.3017_4.509,457.3017,4.509,37112.477,457.3017_4.509,457.3017_4.509,1
275.1964_4.494,275.1964,4.494,6077.79435,275.1964_4.494,275.1964_4.494,1
313.1521_4.481,313.1521,4.481,5900.7919999999995,313.1521_4.481,313.1521_4.481,1
229.1634_4.529,229.1634,4.529,36431.9785,229.1634_4.529,229.1634_4.529,1
469.3014_4.532,469.3014,4.532,7130.1175,469.3014_4.532,469.3014_4.532,1
261.1808_4.525,261.1808,4.525,41865.221999999994,261.1808_4.525,261.1808_4.525,1
299.1366_4.533,299.1366,4.533,62870.1505,299.1366_4.533,299.1366_4.533,1
267.1102_4.521,267.1102,4.521,15963.127,267.1102_4.521,267.1102_4.521,1
384.1886_4.558,384.1886,4.558,4813.734,384.1886_4.558,384.1886_4.558,1
287.1373_4.543,287.1373,4.543,2090.94,287.1373_4.543,287.1373_4.543,1
346.2332_4.588,346.2332,4.588,35359.695,346.2332_4.588,346.2332_4.588,1
487.2078_4.559,487.2078,4.559,502.9353,Cluster_487.2078_4.559,375.1911_4.574;487.2078_4.559;492.2691_4.575,3
260.0553_4.577,260.0553,4.577,10591.532500000001,260.0553_4.577,260.0553_4.577,1
408.206_4.557,408.206,4.557,5053.405000000001,408.206_4.557,408.206_4.557,1
160.108_4.58,160.108,4.58,16702.518,160.108_4.58,160.108_4.58,1
159.1128_4.592,159.1128,4.592,9432.182499999999,159.1128_4.592,159.1128_4.592,1
432.1861_4.594,432.1861,4.594,503.511,432.1861_4.594,432.1861_4.594,1
469.0527_4.611,469.0527,4.611,504.88935000000004,469.0527_4.611,469.0527_4.611,1
228.0868_4.611,228.0868,4.611,3503.5317999999997,228.0868_4.611,228.0868_4.611,1
277.1868_4.613,277.1868,4.613,48410.404,277.1868_4.613,277.1868_4.613,1
141.0658_4.643,141.0658,4.643,1807.4795,141.0658_4.643,141.0658_4.643,1
345.1653_4.623,345.1653,4.623,6483.9775,345.1653_4.623,345.1653_4.623,1
202.1187_4.623,202.1187,4.623,218229.97999999998,202.1187_4.623,202.1187_4.623,1
365.1337_4.633,365.1337,4.633,1171.39165,365.1337_4.633,365.1337_4.633,1
319.1974_4.634,319.1974,4.634,41235.24,319.1974_4.634,319.1974_4.634,1
273.1211_4.643,273.1211,4.643,80569.693,Cluster_273.1211_4.643,257.1471_4.642;273.1211_4.643,2
420.2011_4.674,420.2011,4.674,502.63895,Cluster_420.2011_4.674,420.2011_4.674;420.2013_4.674;579.2174_4.686,3
339.166_4.664,339.166,4.664,4675.3892,339.166_4.664,339.166_4.664,1
265.1117_4.669,265.1117,4.669,58381.085,Cluster_265.1117_4.669,122.0713_4.67;265.1117_4.669,2
261.1807_4.595,261.1807,4.595,23205.513,261.1807_4.595,261.1807_4.595,1
118.0867_4.678,118.0867,4.678,1352150.6,Cluster_118.0867_4.678,118.0867_4.678;235.1653_4.684,2
382.1907_4.683,382.1907,4.683,21686.661,382.1907_4.683,382.1907_4.683,1
193.1547_4.681,193.1547,4.681,14650.169,Cluster_193.1547_4.681,179.005_4.682;193.1547_4.681;296.0839_4.685,3
346.2333_4.685,346.2333,4.685,41899.8,Cluster_346.2333_4.685,346.2333_4.685;358.2333_4.691,2
369.1291_4.69,369.1291,4.69,56261.066000000006,Cluster_369.1291_4.69,176.0706_4.688;369.1291_4.69;390.0583_4.691,3
293.0895_4.725,293.0895,4.725,21126.272,293.0895_4.725,293.0895_4.725,1
255.1338_4.731,255.1338,4.731,36639.4035,255.1338_4.731,255.1338_4.731,1
138.0624_4.733,138.0624,4.733,37874.119999999995,138.0624_4.733,138.0624_4.733,1
131.118_4.745,131.118,4.745,193863.34,131.118_4.745,131.118_4.745,1
205.0972_4.752,205.0972,4.752,77009.32,Cluster_205.0972_4.752,188.0706_4.748;205.0972_4.752,2
433.2361_4.762,433.2361,4.762,8544.0185,433.2361_4.762,433.2361_4.762,1
221.1607_4.761,221.1607,4.761,62251.918000000005,221.1607_4.761,221.1607_4.761,1
305.0866_4.783,305.0866,4.783,25403.7555,Cluster_305.0866_4.783,305.0866_4.783;305.0866_4.789,2
340.1024_4.787,340.1024,4.787,6918.201,340.1024_4.787,340.1024_4.787,1
615.2543_4.788,615.2543,4.788,503.09625,Cluster_615.2543_4.788,478.2064_4.791;595.2847_4.78;615.2543_4.788,3
176.0108_4.794,176.0108,4.794,73908.87,176.0108_4.794,176.0108_4.794,1
247.1759_4.792,247.1759,4.792,20156.716,247.1759_4.792,247.1759_4.792,1
104.0818_4.801,104.0818,4.801,53592.119,104.0818_4.801,104.0818_4.801,1
313.0582_4.803,313.0582,4.803,14414.394499999999,313.0582_4.803,313.0582_4.803,1
241.1295_4.812,241.1295,4.812,104211.09,241.1295_4.812,241.1295_4.812,1
412.1484_4.864,412.1484,4.864,1964.04035,412.1484_4.864,412.1484_4.864,1
281.1493_4.837,281.1493,4.837,5319.977199999999,281.1493_4.837,281.1493_4.837,1
275.1025_4.835,275.1025,4.835,55108.002,Cluster_275.1025_4.835,275.1025_4.835;366.2019_4.828;378.2019_4.83,3
138.0556_4.837,138.0556,4.837,2544313.6,138.0556_4.837,138.0556_4.837,1
282.1923_4.853,282.1923,4.853,30489.273500000003,282.1923_4.853,282.1923_4.853,1
384.7715_4.868,384.7715,4.868,7159.15925,Cluster_384.7715_4.868,384.7715_4.868;583.3748_4.875,2
248.1491_4.879,248.1491,4.879,50034.477,248.1491_4.879,248.1491_4.879,1
603.4956_4.873,603.4956,4.873,11477.764,603.4956_4.873,603.4956_4.873,1
340.1023_4.899,340.1023,4.899,4110.0527,340.1023_4.899,340.1023_4.899,1
147.0474_4.904,147.0474,4.904,25228.875,147.0474_4.904,147.0474_4.904,1
282.12_4.907,282.12,4.907,402108.75,282.12_4.907,282.12_4.907,1
319.0689_4.915,319.0689,4.915,19687.5245,319.0689_4.915,319.0689_4.915,1
308.1524_4.919,308.1524,4.919,20304.3545,308.1524_4.919,308.1524_4.919,1
505.2256_4.929,505.2256,4.929,503.05115,Cluster_505.2256_4.929,432.1419_4.922;434.1393_4.929;504.2223_4.925;505.2256_4.929,4
491.2414_4.923,491.2414,4.923,2940.6623499999996,491.2414_4.923,491.2414_4.923,1
258.1084_4.933,258.1084,4.933,24309.074,258.1084_4.933,258.1084_4.933,1
122.0634_4.935,122.0634,4.935,19798.972,122.0634_4.935,122.0634_4.935,1
193.0836_4.971,193.0836,4.971,3949.4265,193.0836_4.971,193.0836_4.971,1
450.1422_4.949,450.1422,4.949,1719.4647,450.1422_4.949,450.1422_4.949,1
480.2047_4.948,480.2047,4.948,502.93235000000004,Cluster_480.2047_4.948,480.2047_4.948;647.2655_4.954,2
146.1176_5.027,146.1176,5.027,80582.822,146.1176_5.027,146.1176_5.027,1
148.0968_5.031,148.0968,5.031,18104.463,148.0968_5.031,148.0968_5.031,1
115.0866_4.961,115.0866,4.961,136399.585,115.0866_4.961,115.0866_4.961,1
166.0862_4.968,166.0862,4.968,5839.4895,166.0862_4.968,166.0862_4.968,1
436.1959_4.973,436.1959,4.973,502.7065,436.1959_4.973,436.1959_4.973,1
504.2647_4.971,504.2647,4.971,4115.0212,Cluster_504.2647_4.971,504.2647_4.971;525.1941_4.969,2
204.1343_4.98,204.1343,4.98,109083.41500000001,204.1343_4.98,204.1343_4.98,1
189.0423_4.98,189.0423,4.98,502.63895,189.0423_4.98,189.0423_4.98,1
254.1498_4.993,254.1498,4.993,24917.0045,254.1498_4.993,254.1498_4.993,1
123.0553_5,123.0553,5,10314.6695,123.0553_5,123.0553_5,1
215.139_5.001,215.139,5.001,101085.41500000001,215.139_5.001,215.139_5.001,1
518.2381_5.002,518.2381,5.002,502.77705000000003,518.2381_5.002,518.2381_5.002,1
157.0971_5.014,157.0971,5.014,4803.37615,157.0971_5.014,157.0971_5.014,1
143.0815_5.028,143.0815,5.028,14287.2535,143.0815_5.028,143.0815_5.028,1
245.1607_5.031,245.1607,5.031,111076.13500000001,245.1607_5.031,245.1607_5.031,1
230.1247_5.055,230.1247,5.055,46335.193,230.1247_5.055,230.1247_5.055,1
361.1128_5.045,361.1128,5.045,504.28385000000003,361.1128_5.045,361.1128_5.045,1
146.1176_5.061,146.1176,5.061,87067.045,146.1176_5.061,146.1176_5.061,1
481.1678_5.055,481.1678,5.055,6194.4048,Cluster_481.1678_5.055,460.2383_5.042;481.1678_5.055,2
182.0811_5.07,182.0811,5.07,35063.5015,182.0811_5.07,182.0811_5.07,1
378.1393_5.067,378.1393,5.067,503.511,Cluster_378.1393_5.067,185.0803_5.074;343.1022_5.072;378.1393_5.067;399.068_5.073,4
141.066_5.082,141.066,5.082,280866.06,141.066_5.082,141.066_5.082,1
303.1914_5.064,303.1914,5.064,1562.07115,303.1914_5.064,303.1914_5.064,1
104.0706_5.078,104.0706,5.078,74404.1525,104.0706_5.078,104.0706_5.078,1
148.0968_5.08,148.0968,5.08,28166.7615,148.0968_5.08,148.0968_5.08,1
448.1367_5.06,448.1367,5.06,502.77705000000003,448.1367_5.06,448.1367_5.06,1
314.1594_5.081,314.1594,5.081,13858.918,314.1594_5.081,314.1594_5.081,1
319.1866_5.073,319.1866,5.073,13896.896499999999,Cluster_319.1866_5.073,319.1866_5.073;388.2448_5.078,2
204.1421_5.101,204.1421,5.101,66220.13,204.1421_5.101,204.1421_5.101,1
160.0972_5.086,160.0972,5.086,443546.985,160.0972_5.086,160.0972_5.086,1
160.1051_5.081,160.1051,5.081,29639.954,160.1051_5.081,160.1051_5.081,1
232.1291_5.085,232.1291,5.085,15220.190999999999,232.1291_5.085,232.1291_5.085,1
341.1704_5.083,341.1704,5.083,5094.3957,341.1704_5.083,341.1704_5.083,1
307.1868_5.097,307.1868,5.097,7307.1383000000005,307.1868_5.097,307.1868_5.097,1
302.1597_5.093,302.1597,5.093,68225.843,302.1597_5.093,302.1597_5.093,1
229.155_5.116,229.155,5.116,443890.95499999996,229.155_5.116,229.155_5.116,1
203.1478_5.105,203.1478,5.105,33408.8525,203.1478_5.105,203.1478_5.105,1
437.1419_5.105,437.1419,5.105,11377.423999999999,437.1419_5.105,437.1419_5.105,1
290.1599_5.099,290.1599,5.099,194726,290.1599_5.099,290.1599_5.099,1
146.0812_5.106,146.0812,5.106,73272.745,146.0812_5.106,146.0812_5.106,1
203.1393_5.108,203.1393,5.108,609286.125,203.1393_5.108,203.1393_5.108,1
334.1857_5.112,334.1857,5.112,9312.980500000001,334.1857_5.112,334.1857_5.112,1
146.0921_5.109,146.0921,5.109,119739.455,146.0921_5.109,146.0921_5.109,1
393.1156_5.109,393.1156,5.109,10097.82,393.1156_5.109,393.1156_5.109,1
270.0849_5.113,270.0849,5.113,12792.5285,270.0849_5.113,270.0849_5.113,1
231.0378_5.108,231.0378,5.108,9334.01,231.0378_5.108,231.0378_5.108,1
305.1818_5.115,305.1818,5.115,76628.4825,305.1818_5.115,305.1818_5.115,1
215.1391_5.03,215.1391,5.03,91551.52,215.1391_5.03,215.1391_5.03,1
241.0948_5.126,241.0948,5.126,64539.615000000005,241.0948_5.126,241.0948_5.126,1
357.142_5.129,357.142,5.129,15754.7645,Cluster_357.142_5.129,341.147_5.13;357.142_5.129,2
198.0529_5.13,198.0529,5.13,234272.095,Cluster_198.0529_5.13,198.0529_5.13;198.0617_5.134,2
279.1103_5.146,279.1103,5.146,18343.156000000003,279.1103_5.146,279.1103_5.146,1
276.144_5.168,276.144,5.168,47201.164000000004,276.144_5.168,276.144_5.168,1
267.1106_5.18,267.1106,5.18,116852.535,267.1106_5.18,267.1106_5.18,1
229.155_5.197,229.155,5.197,497504.83999999997,229.155_5.197,229.155_5.197,1
162.1128_5.221,162.1128,5.221,557485.28,Cluster_162.1128_5.221,162.1128_5.221;200.0685_5.215,2
162.1205_5.226,162.1205,5.226,32725.417500000003,162.1205_5.226,162.1205_5.226,1
401.9985_5.291,401.9985,5.291,20387.1425,Cluster_401.9985_5.291,364.0428_5.291;401.9985_5.291,2
469.0327_5.27,469.0327,5.27,503.27340000000004,Cluster_469.0327_5.27,459.0896_5.262;469.0327_5.27;497.0458_5.263;510.1287_5.263;512.1284_5.268;581.0069_5.262;594.0903_5.261;678.0518_5.259,8
467.0351_5.297,467.0351,5.297,502.63895,Cluster_467.0351_5.297,467.0351_5.297;550.9965_5.298,2
290.8472_5.298,290.8472,5.298,48619.244999999995,290.8472_5.298,290.8472_5.298,1
396.0688_5.32,396.0688,5.32,502.63895,396.0688_5.32,396.0688_5.32,1
262.1284_5.3,262.1284,5.3,22911.103499999997,262.1284_5.3,262.1284_5.3,1
255.11_5.346,255.11,5.346,28742.15,255.11_5.346,255.11_5.346,1
217.1548_5.348,217.1548,5.348,173927.77000000002,217.1548_5.348,217.1548_5.348,1
104.0706_5.342,104.0706,5.342,33772.9735,104.0706_5.342,104.0706_5.342,1
231.1702_5.351,231.1702,5.351,50032.289000000004,Cluster_231.1702_5.351,231.1702_5.351;269.1259_5.35,2
340.1324_5.379,340.1324,5.379,502.93235000000004,Cluster_340.1324_5.379,340.1324_5.379;378.0875_5.37,2
182.0577_5.354,182.0577,5.354,66328.08,182.0577_5.354,182.0577_5.354,1
217.1647_5.35,217.1647,5.35,12533.6655,217.1647_5.35,217.1647_5.35,1
144.102_5.362,144.102,5.362,118750.4225,144.102_5.362,144.102_5.362,1
255.0974_5.375,255.0974,5.375,24128.6495,255.0974_5.375,255.0974_5.375,1
542.1798_5.388,542.1798,5.388,503.05115,Cluster_542.1798_5.388,504.2221_5.383;542.1798_5.388,2
86.06_5.38,86.06,5.38,14867.764500000001,86.06_5.38,86.06_5.38,1
141.0661_5.379,141.0661,5.379,500797.12,141.0661_5.379,141.0661_5.379,1
271.0749_5.387,271.0749,5.387,503.511,Cluster_271.0749_5.387,271.0749_5.387;309.0305_5.389,2
143.0816_5.378,143.0816,5.378,69435.735,Cluster_143.0816_5.378,143.0816_5.378;181.0374_5.376,2
377.1883_5.385,377.1883,5.385,502.93235000000004,377.1883_5.385,377.1883_5.385,1
293.0633_5.418,293.0633,5.418,61106.9485,293.0633_5.418,293.0633_5.418,1
434.2183_5.437,434.2183,5.437,503.27340000000004,Cluster_434.2183_5.437,434.2183_5.437;434.2592_5.425;435.2625_5.412;436.2231_5.422,4
369.1291_5.429,369.1291,5.429,508.33065,Cluster_369.1291_5.429,369.1291_5.429;391.1227_5.431,2
175.0713_5.433,175.0713,5.433,49484.6115,175.0713_5.433,175.0713_5.433,1
241.1294_5.434,241.1294,5.434,35291.148,241.1294_5.434,241.1294_5.434,1
208.1807_5.435,208.1807,5.435,18349.504,208.1807_5.435,208.1807_5.435,1
138.1025_5.435,138.1025,5.435,6759.72435,138.1025_5.435,138.1025_5.435,1
126.1027_5.435,126.1027,5.435,193454.125,126.1027_5.435,126.1027_5.435,1
223.1665_5.438,223.1665,5.438,4543.3763,223.1665_5.438,223.1665_5.438,1
279.0855_5.437,279.0855,5.437,144011.96000000002,279.0855_5.437,279.0855_5.437,1
173.092_5.448,173.092,5.448,6552.24525,173.092_5.448,173.092_5.448,1
551.2954_5.441,551.2954,5.441,503.05115,551.2954_5.441,551.2954_5.441,1
182.0577_5.415,182.0577,5.415,12705.552,182.0577_5.415,182.0577_5.415,1
421.0503_5.465,421.0503,5.465,502.77705000000003,Cluster_421.0503_5.465,421.0503_5.465;437.0241_5.459,2
404.014_5.467,404.014,5.467,502.63895,Cluster_404.014_5.467,404.014_5.467;753.0911_5.474,2
208.0429_5.441,208.0429,5.441,502.77705000000003,208.0429_5.441,208.0429_5.441,1
366.1113_5.469,366.11130000000003,5.469,502.63895,Cluster_366.1113_5.469,366.1113_5.469;404.0675_5.468;406.0649_5.465;442.0229_5.455,4
349.0866_5.512,349.0866,5.512,1494.2988,349.0866_5.512,349.0866_5.512,1
325.0911_5.475,325.0911,5.475,502.77705000000003,Cluster_325.0911_5.475,111.0438_5.483;121.0283_5.484;167.0701_5.483;185.0806_5.485;325.0911_5.475;399.069_5.479;399.1098_5.484;401.0688_5.477,8
325.1745_5.495,325.1745,5.495,504.00345000000004,Cluster_325.1745_5.495,325.1745_5.495;339.1554_5.509;443.1155_5.517;601.2784_5.506,4
328.102_5.48,328.102,5.48,3966.6775,Cluster_328.102_5.48,328.102_5.48;345.1287_5.487;350.0851_5.499;366.0585_5.489;368.0578_5.489,5
152.0707_5.511,152.0707,5.511,1821.73655,152.0707_5.511,152.0707_5.511,1
152.0805_5.528,152.0805,5.528,1095.7593000000002,152.0805_5.528,152.0805_5.528,1
185.1648_5.491,185.1648,5.491,6867.203799999999,185.1648_5.491,185.1648_5.491,1
127.0502_5.493,127.0502,5.493,43713.833,127.0502_5.493,127.0502_5.493,1
182.081_5.498,182.081,5.498,49841.282999999996,182.081_5.498,182.081_5.498,1
238.1548_5.5,238.1548,5.5,4214.535,238.1548_5.5,238.1548_5.5,1
171.0765_5.52,171.0765,5.52,145522.015,171.0765_5.52,171.0765_5.52,1
434.1579_5.479,434.1579,5.479,503.27340000000004,434.1579_5.479,434.1579_5.479,1
408.15_5.496,408.15,5.496,502.77705000000003,408.15_5.496,408.15_5.496,1
436.155_5.514,436.155,5.514,503.05115,436.155_5.514,436.155_5.514,1
203.1391_5.524,203.1391,5.524,239631.21500000003,Cluster_203.1391_5.524,203.1391_5.524;204.1422_5.524,2
203.1485_5.527,203.1485,5.527,17543.667999999998,203.1485_5.527,203.1485_5.527,1
212.1032_5.558,212.1032,5.558,271545.58499999996,Cluster_212.1032_5.558,212.1032_5.558;212.1124_5.56,2
290.1597_5.587,290.1597,5.587,48516.44,290.1597_5.587,290.1597_5.587,1
245.1494_5.617,245.14940000000001,5.617,5102.3398,245.1494_5.617,245.1494_5.617,1
262.1284_5.669,262.1284,5.669,24817.5765,262.1284_5.669,262.1284_5.669,1
344.1689_5.609,344.1689,5.609,503.72310000000004,344.1689_5.609,344.1689_5.609,1
265.0679_5.615,265.0679,5.615,503.33385,265.0679_5.615,265.0679_5.615,1
169.0608_5.613,169.0608,5.613,120009.4325,169.0608_5.613,169.0608_5.613,1
276.1442_5.613,276.1442,5.613,150757.385,276.1442_5.613,276.1442_5.613,1
188.1029_5.618,188.1029,5.618,14844.077000000001,188.1029_5.618,188.1029_5.618,1
269.1243_5.618,269.1243,5.618,37835.7915,269.1243_5.618,269.1243_5.618,1
143.0816_5.617,143.0816,5.617,97892.195,143.0816_5.617,143.0816_5.617,1
171.0765_5.569,171.0765,5.569,133186.915,171.0765_5.569,171.0765_5.569,1
247.0923_5.625,247.0923,5.625,11141.3755,247.0923_5.625,247.0923_5.625,1
203.1391_5.557,203.1391,5.557,205677.005,203.1391_5.557,203.1391_5.557,1
272.0764_5.633,272.0764,5.633,21279.036,Cluster_272.0764_5.633,272.0764_5.633;96.0444_5.639,2
230.9901_5.64,230.9901,5.64,7290.36035,230.9901_5.64,230.9901_5.64,1
146.0812_5.63,146.0812,5.63,15943.456999999999,146.0812_5.63,146.0812_5.63,1
321.0817_5.637,321.0817,5.637,89172.56,Cluster_321.0817_5.637,145.0496_5.638;321.0817_5.637;322.085_5.637;359.0375_5.635,4
364.0427_5.639,364.0427,5.639,27894.985,Cluster_364.0427_5.639,132.0444_5.639;364.0427_5.639,2
259.0923_5.647,259.0923,5.647,13072.36,259.0923_5.647,259.0923_5.647,1
434.1799_5.635,434.1799,5.635,502.9353,Cluster_434.1799_5.635,418.1858_5.63;434.1799_5.635,2
189.087_5.641,189.087,5.641,43055.789000000004,189.087_5.641,189.087_5.641,1
408.1491_5.645,408.1491,5.645,503.511,Cluster_408.1491_5.645,408.1491_5.645;429.0791_5.643,2
283.1399_5.642,283.1399,5.642,15642.306499999999,283.1399_5.642,283.1399_5.642,1
114.055_5.645,114.055,5.645,46156.527,114.055_5.645,114.055_5.645,1
348.0688_5.645,348.0688,5.645,14016.022,348.0688_5.645,348.0688_5.645,1
277.1189_5.653,277.1189,5.653,6879.885,277.1189_5.653,277.1189_5.653,1
249.0371_5.647,249.0371,5.647,21386.0965,Cluster_249.0371_5.647,157.0494_5.647;193.0706_5.645;210.097_5.648;228.1076_5.642;249.0371_5.647,5
229.1548_5.62,229.1548,5.62,233113.94,229.1548_5.62,229.1548_5.62,1
343.0634_5.648,343.0634,5.648,35075.91,343.0634_5.648,343.0634_5.648,1
261.0484_5.649,261.0484,5.649,38715.6785,261.0484_5.649,261.0484_5.649,1
162.1129_5.651,162.1129,5.651,900006.68,Cluster_162.1129_5.651,162.1129_5.651;163.1159_5.649,2
219.0266_5.653,219.0266,5.653,49205.286,219.0266_5.653,219.0266_5.653,1
215.0163_5.665,215.0163,5.665,4519.691,215.0163_5.665,215.0163_5.665,1
221.0422_5.654,221.0422,5.654,48921.115,Cluster_221.0422_5.654,129.0547_5.652;147.0652_5.654;165.0758_5.654;183.0863_5.651;221.0422_5.654,5
182.0808_5.647,182.0808,5.647,4782.7105,Cluster_182.0808_5.647,182.0808_5.647;182.0909_5.654;396.069_5.656,3
205.0684_5.668,205.0684,5.668,112450.747,205.0684_5.668,205.0684_5.668,1
245.0744_5.671,245.0744,5.671,36065.291,245.0744_5.671,245.0744_5.671,1
293.0632_5.651,293.0632,5.651,38304.455,293.0632_5.651,293.0632_5.651,1
233.0632_5.675,233.0632,5.675,33713.243,233.0632_5.675,233.0632_5.675,1
203.0527_5.677,203.0527,5.677,86516.95000000001,203.0527_5.677,203.0527_5.677,1
129.0654_5.675,129.0654,5.675,8118.271,129.0654_5.675,129.0654_5.675,1
262.1284_5.688,262.1284,5.688,29487.415999999997,262.1284_5.688,262.1284_5.688,1
277.0892_5.723,277.0892,5.723,56878.8785,277.0892_5.723,277.0892_5.723,1
450.2125_5.721,450.2125,5.721,502.77705000000003,Cluster_450.2125_5.721,450.2125_5.721;450.2549_5.722;452.2173_5.715,3
472.1938_5.742,472.1938,5.742,502.63895,Cluster_472.1938_5.742,472.1938_5.742;494.1757_5.75,2
339.1549_5.726,339.1549,5.726,502.77705000000003,339.1549_5.726,339.1549_5.726,1
463.0353_5.752,463.0353,5.752,502.63895,463.0353_5.752,463.0353_5.752,1
495.0461_5.774,495.0461,5.774,502.63895,Cluster_495.0461_5.774,405.0771_5.759;473.0644_5.768;495.0461_5.774;541.0514_5.773;609.0394_5.779,5
217.1546_5.792,217.1546,5.792,9509.2035,217.1546_5.792,217.1546_5.792,1
226.9517_5.826,226.9517,5.826,210390.84000000003,226.9517_5.826,226.9517_5.826,1
435.0872_5.844,435.0872,5.844,502.63895,Cluster_435.0872_5.844,435.0872_5.844;503.0746_5.855,2
571.0617_5.835,571.0617,5.835,502.63895,571.0617_5.835,571.0617_5.835,1
388.0933_5.841,388.0933,5.841,502.56100000000004,Cluster_388.0933_5.841,388.0933_5.841;410.0749_5.836;478.0627_5.845;546.0506_5.838,4
600.1399_5.886,600.1399,5.886,502.63895,Cluster_600.1399_5.886,532.1523_5.893;600.1399_5.886,2
464.1651_5.887,464.1651,5.887,502.63895,Cluster_464.1651_5.887,405.0771_5.906;420.202_5.894;420.2021_5.894;420.2432_5.903;464.1651_5.887;473.0642_5.891,6
383.1356_5.936,383.1356,5.936,502.77705000000003,383.1356_5.936,383.1356_5.936,1
343.0994_5.932,343.0994,5.932,1755.26485,Cluster_343.0994_5.932,121.0283_5.936;137.0596_5.935;167.0702_5.935;185.0808_5.935;343.0994_5.932;361.1127_5.935;378.1385_5.947;383.0954_5.935;384.0983_5.934;385.1001_5.932;408.1499_5.934;765.182_5.933;787.1641_5.927;795.1922_5.929,14
149.0597_5.975,149.0597,5.975,1548.2059,149.0597_5.975,149.0597_5.975,1
231.1451_5.95,231.1451,5.95,37426.7945,231.1451_5.95,231.1451_5.95,1
152.0704_5.985,152.0704,5.985,503.72310000000004,Cluster_152.0704_5.985,152.0704_5.985;328.1021_5.984;345.129_5.987;350.0847_5.973;372.0663_5.972;721.1426_5.976,6
154.0587_5.989,154.0587,5.989,55656.6795,154.0587_5.989,154.0587_5.989,1
198.0873_5.991,198.0873,5.991,40353.725000000006,198.0873_5.991,198.0873_5.991,1
203.139_5.989,203.139,5.989,67004.70999999999,203.139_5.989,203.139_5.989,1
247.1288_5.996,247.1288,5.996,13518.232,247.1288_5.996,247.1288_5.996,1
259.0924_6.027,259.0924,6.027,41041.67,259.0924_6.027,259.0924_6.027,1
247.0924_6.031,247.0924,6.031,36063.996,247.0924_6.031,247.0924_6.031,1
157.0608_6.057,157.0608,6.057,78385.265,157.0608_6.057,157.0608_6.057,1
291.1062_6.1,291.1062,6.1,20759.6375,291.1062_6.1,291.1062_6.1,1
343.1664_6.167,343.1664,6.167,1965.49335,343.1664_6.167,343.1664_6.167,1
279.6859_6.11,279.6859,6.11,20749.4695,279.6859_6.11,279.6859_6.11,1
345.1666_6.111,345.1666,6.111,502.9353,345.1666_6.111,345.1666_6.111,1
132.0771_6.113,132.0771,6.113,935689.75,Cluster_132.0771_6.113,132.0771_6.113;263.1463_6.112,2
400.1935_6.118,400.1935,6.118,17363.0995,400.1935_6.118,400.1935_6.118,1
269.1245_6.119,269.1245,6.119,157650.5,Cluster_269.1245_6.119,269.1245_6.119;307.0801_6.115,2
637.2961_6.135,637.2961,6.135,502.77705000000003,637.2961_6.135,637.2961_6.135,1
