p.value,m.z,t.score,r.t,pos_inx
0.239,160.0972,1.260487829,5.086,1
0.239,402.2842,-1.259744847,0.515,1
0.239,389.111,-1.251346024,3.877,0
0.24,204.0866,-1.257850953,8.005,1
0.24,365.1337,-1.259526278,4.633,1
0.24,244.0031,-1.248645252,4.944,0
0.24,352.0712,-1.250341452,1.03,0
0.241,205.05241,-1.246628708,3.634,0
0.241,246.0745,-1.24626224,4.944,0
0.242,273.1211,1.253628634,4.643,1
0.242,159.0516,-1.244373103,1.019,0
0.242,251.1286,-1.24370647,0.792,0
0.243,457.0745,1.239578933,4.509,0
0.244,269.1027,-1.238853289,0.548,0
0.244,373.1499,-1.238197814,0.521,0
0.244,417.2123,-1.238103909,3.2,0
0.245,276.0026,1.235786313,3.407,0
0.246,116.1071,-1.240664027,0.643,1
0.246,259.0977,-1.240552043,3.914,1
0.246,380.1157,-1.240358276,0.564,1
0.246,178.0511,1.231119646,0.524,0
0.247,469.0327,-1.238609475,5.27,1
0.247,887.3642,1.23733708,7.332,1
0.247,208.9759,-1.228242162,3.734,0
0.247,242.0489,-1.228757143,3.714,0
0.247,321.1908,-1.23047991,0.499,0
0.247,427.1967,1.228388197,4.119,0
0.248,181.0838,-1.234435275,0.54,1
0.248,279.1103,-1.234703708,5.146,1
0.248,433.142,-1.227659966,3.384,0
0.248,497.2745,-1.226416406,0.519,0
0.248,689.3021,-1.225867569,0.543,0
0.249,340.1324,-1.23269773,5.379,1
0.249,155.0462,-1.222797098,6.062,0
0.249,188.0927,1.22301201,4.517,0
0.249,331.1214,1.223084065,0.588,0
0.25,176.1075,-1.23033441,0.501,1
0.25,521.2674,1.230667109,1.304,1
0.25,306.9948,-1.221339002,1.951,0
0.25,405.1177,-1.220941611,2.095,0
0.25,427.178,-1.220158353,0.573,0
0.251,245.1494,-1.228242805,5.617,1
0.251,391.2596,-1.226182877,1.22,1
0.251,416.2019,1.227824966,1.132,1
0.251,464.1911,-1.226805313,0.532,1
0.251,218.049,-1.219072911,4.323,0
0.251,227.0219,-1.218095049,5.696,0
0.252,138.0549,1.224076224,3.649,1
0.252,228.0868,-1.225346497,4.611,1
0.252,319.1866,1.222828974,5.073,1
0.252,229.0638,1.214427395,0.559,0
0.253,247.0628,-1.212486962,4.341,0
0.253,265.109,-1.211719834,3.361,0
0.253,397.1353,1.2127705,1.015,0
0.253,401.0891,1.213925099,4.883,0
0.254,205.155,-1.217692054,7.708,1
0.255,130.0863,-1.216328245,7.575,1
0.255,436.1964,1.216580535,6.237,1
0.255,195.0515,-1.207084808,0.84,0
0.256,241.1398,-1.212105241,7.647,1
0.256,175.0245,1.204148865,0.522,0
0.257,436.1959,1.211578975,4.973,1
0.258,464.1908,-1.206944992,3.734,1
0.258,195.0518,-1.198551492,0.563,0
0.259,203.1391,-1.205174803,5.557,1
0.259,288.1942,-1.204818098,1.833,1
0.259,147.02982,1.19801927,5.656,0
0.259,391.1312,-1.195715476,3.391,0
0.259,415.1602,1.197573034,4.918,0
0.26,173.9866,-1.194130497,2.442,0
0.26,199.0975,-1.193495416,0.822,0
0.26,389.0876,-1.193165663,3.478,0
0.261,205.1184,-1.198477725,8.039,1
0.261,307.084,-1.191688502,4.173,0
0.261,387.2018,1.190504163,0.521,0
0.262,447.0919,-1.197092847,4.001,1
0.262,283.0279,-1.189641017,2.454,0
0.262,313.0927,-1.1876757,4.354,0
0.262,469.1421,-1.188176994,3.396,0
0.262,505.1592,-1.187850266,5.144,0
0.262,561.0749,-1.188200488,3.828,0
0.263,543.2802,-1.187320148,5.001,0
0.264,298.1873,-1.192371667,9.502,1
0.264,175.061,-1.18266682,3.616,0
0.264,377.0534,-1.184196461,3.749,0
0.264,533.2041,1.182782632,3.926,0
0.265,749.3826,1.187426897,0.829,1
0.265,212.129,-1.179501962,0.833,0
0.266,256.1676,1.186218514,0.503,1
0.266,193.0505,-1.17865185,0.807,0
0.266,349.0593,1.178466713,2.431,0
0.266,667.2045,1.179433922,3.916,0
0.267,138.0541,1.183418032,2.867,1
0.267,261.1237,-1.182509879,0.961,1
0.267,577.3113,1.182940111,4.381,1
0.267,263.1043,-1.176701378,0.539,0
0.267,469.1128,-1.175986582,2.301,0
0.268,540.2079,1.172878049,3.902,0
0.269,188.0563,-1.169441038,4.907,0
0.269,212.0019,1.169356473,2.386,0
0.269,229.9984,-1.170366145,1.043,0
0.269,329.16,1.171077799,0.517,0
0.27,302.1597,-1.174410562,5.093,1
0.27,246.0444,1.16798577,5.448,0
0.27,379.1606,-1.167715933,5.126,0
0.27,395.0636,-1.168194901,6.682,0
0.27,493.2281,-1.16902709,3.987,0
0.271,382.1907,1.172964316,4.683,1
0.271,747.4025,1.171583567,1.14,1
0.271,450.1763,-1.166223613,0.523,0
0.271,471.2021,1.165275333,0.864,0
0.272,178.0361,1.162892032,1.018,0
0.272,357.1019,-1.163797652,0.569,0
0.273,259.0635,1.159899439,0.559,0
0.273,449.108,-1.161063081,4.523,0
0.274,239.13894,1.165676662,7.307,1
0.275,530.1863,1.162804594,6.452,1
0.275,513.2181,-1.154178109,0.519,0
0.276,907.414,-1.151798701,0.559,0
0.277,182.0815,-1.158308772,5.498,1
0.277,405.2124,1.150423112,4.811,0
0.277,417.21236,-1.150187154,3.159,0
0.278,249.0715,1.154526215,8.062,1
0.278,305.1818,1.153801132,5.115,1
0.279,227.1277,-1.151170992,0.83,1
0.281,349.1768,1.147201831,0.501,1
0.281,361.0718,-1.140348555,3.973,0
0.282,276.1365,1.143353855,3.423,1
0.282,405.1777,-1.145248412,4.328,1
0.282,399.0247,-1.137689497,3.89,0
0.283,248.0219,1.142722498,3.653,1
0.284,170.1005,1.140344176,6.913,1
0.284,420.2011,1.138286294,4.674,1
0.284,127.0399,-1.131377944,0.847,0
0.284,163.0247,1.133342277,5.69,0
0.284,425.2133,-1.133149157,5.414,0
0.284,427.19673,-1.132339965,0.523,0
0.285,467.0351,1.137715278,5.297,1
0.285,248.9602,1.130630566,5.84,0
0.285,405.17619,-1.129634857,4.642,0
0.285,540.0743,1.130851894,3.978,0
0.286,324.1254,1.133812728,3.727,1
0.286,145.0982,-1.126154829,8.275,0
0.286,203.00224,-1.12768169,1.372,0
0.286,408.1502,1.12677117,3.977,0
0.287,181.9916,1.124959378,3.013,0
0.287,307.0288,-1.123512198,0.574,0
0.287,384.0756,-1.123477489,3.321,0
0.288,241.1296,-1.129801677,7.647,1
0.288,218.99686,-1.121959784,3.546,0
0.288,287.1498,-1.123067005,0.782,0
0.288,457.0666,-1.12156171,3.573,0
0.289,296.1853,-1.126691274,0.806,1
0.289,117.0558,-1.119773773,0.877,0
0.289,204.0301,-1.120320988,4.935,0
0.289,246.9916,-1.119683677,3.123,0
0.289,273.1339,-1.120614724,0.813,0
0.289,343.1394,1.12068028,3.094,0
0.289,345.0795,-1.11880021,2.084,0
0.289,375.1293,1.120268803,5.379,0
0.29,478.1878,1.12396622,1.985,1
0.29,326.0864,1.118028725,6.015,0
0.292,600.1399,1.118292074,5.886,1
0.292,441.1073,-1.111515418,2.397,0
0.292,486.1209,1.113370576,2.988,0
0.292,564.1689,-1.113534025,6.53,0
0.293,290.1764,-1.117410138,0.527,1
0.293,353.0894,1.110230216,5.683,0
0.294,189.1345,-1.114878064,7.821,1
0.294,341.0653,-1.113412915,3.749,1
0.294,366.1113,-1.115040295,5.469,1
0.294,596.2694,1.11490577,6.186,1
0.294,615.2464,1.106392667,4.094,0
0.295,502.2947,1.112663442,1.064,1
0.295,291.0177,1.104875594,2.075,0
0.295,368.0807,-1.104544175,3.064,0
0.295,385.1859,1.105052625,0.519,0
0.296,224.139,-1.109328322,7.455,1
0.296,715.3764,-1.108525912,1.192,1
0.296,317.1597,-1.103383599,0.517,0
0.296,353.0847,-1.101784666,3.54,0
0.297,351.1582,-1.107370788,7.036,1
0.297,243.0715,-1.10100762,4.453,0
0.298,377.1423,-1.10575842,3.769,1
0.298,206.9971,1.096993362,2.175,0
0.298,321.0631,-1.098951368,3.67,0
0.298,427.1393,-1.097325761,2.402,0
0.299,505.2362,1.101309509,1.842,1
0.299,516.207,1.101936731,6.311,1
0.299,397.0731,-1.096560903,0.584,0
0.299,763.1909,-1.095310752,7.999,0
0.3,182.0579,1.098582121,4.331,1
0.3,522.2956,1.098660642,1.034,1
0.3,275.0228,-1.093119969,3.571,0
0.3,395.0635,1.09295526,7.741,0
0.301,274.092,-1.09734453,6.927,1
0.301,505.2373,1.098025521,1.814,1
0.301,175.0611,-1.091238848,3.502,0
0.301,246.9763,-1.089752232,1.04,0
0.301,273.0072,-1.091307083,0.641,0
0.301,511.2903,-1.091000611,0.535,0
0.302,225.1236,1.094717519,7.192,1
0.302,232.1403,-1.094891204,9.087,1
0.302,575.2789,1.08716286,0.536,0
0.303,256.1125,1.091502556,1.174,1
0.303,461.1072,-1.091831452,4.293,1
0.303,571.0617,1.093287255,5.835,1
0.303,139.04,-1.085233391,3.348,0
0.303,233.0469,-1.086010593,3.48,0
0.303,346.0776,-1.08481469,4.14,0
0.303,491.1473,1.086802149,3.302,0
0.303,594.0962,1.086231654,3.813,0
0.304,213.9979,-1.083193116,3.83,0
0.304,339.0892,-1.082489672,3.494,0
0.305,145.05,-1.080859444,0.997,0
0.306,152.0704,1.085636196,5.985,1
0.306,217.13,-1.08604741,6.202,1
0.306,335.0788,-1.07843871,4.048,0
0.307,281.1705,-1.082417112,8.579,1
0.307,300.112,-1.076575574,1.001,0
0.308,146.0921,-1.081673027,5.109,1
0.308,387.0737,1.073995218,5.124,0
0.308,429.1572,1.073157867,3.915,0
0.309,148.1227,1.078454321,1.073,1
0.309,160.108,1.07920413,1.102,1
0.309,290.1344,-1.079324369,6.639,1
0.309,289.0021,1.071128518,2.845,0
0.309,338.088,1.072486146,4.942,0
0.309,478.084,1.07119859,2.021,0
0.31,481.1678,-1.074999779,5.055,1
0.31,229.0883,-1.069434021,0.552,0
0.31,274.0025,-1.068630626,5.546,0
0.31,275.1067,-1.069384377,0.515,0
0.311,180.088,-1.073070533,0.589,1
0.311,183.0661,-1.066464608,0.867,0
0.311,686.154,-1.066602633,3.73,0
0.312,505.2806,1.07156754,1.871,1
0.312,326.099,-1.06510085,3.389,0
0.313,147.1129,-1.069171518,8.251,1
0.313,238.1083,-1.069507172,1.113,1
0.313,217.0164,1.061957042,3.25,0
0.313,401.1267,-1.063288636,0.551,0
0.314,243.134,-1.067484686,0.517,1
0.314,257.14989,-1.066330006,0.514,1
0.314,217.0174,-1.059352958,1.047,0
0.315,337.1097,1.057777215,0.926,0
0.315,346.9896,1.05873714,1.85,0
0.316,327.0499,-1.061192997,3.959,1
0.316,224.002,1.054921684,2.41,0
0.316,410.0405,-1.055091472,3.753,0
0.318,251.1134,1.057347479,3.627,1
0.318,393.0116,1.050807243,3.844,0
0.318,393.1028,-1.050032401,4.961,0
0.319,288.1189,-1.055158375,7.178,1
0.319,198.9916,-1.049631165,1.038,0
0.32,229.1663,1.052352479,1.078,1
0.32,595.3478,1.052300826,0.525,1
0.32,286.0026,-1.046805406,3.257,0
0.32,339.1808,-1.046718862,0.89,0
0.32,510.2519,-1.046812806,0.566,0
0.321,331.12,1.044572798,2.389,0
0.322,484.1971,-1.048471039,4,1
0.322,261.00729,1.04180323,0.592,0
0.322,308.09847,-1.042589876,5.187,0
0.323,703.5726,1.045558508,0.512,1
0.323,469.1127,-1.039999145,2.353,0
0.324,406.1702,1.04412173,4.529,1
0.324,397.1261,1.037101121,4.74,0
0.325,181.0714,-1.041689671,0.523,1
0.325,347.2191,1.041018603,4.123,1
0.325,205.0881,1.034505675,0.505,0
0.325,416.1462,-1.034818452,3.62,0
0.325,433.1231,-1.035461767,0.804,0
0.325,529.261,-1.034272844,0.533,0
0.326,274.204,1.038433216,0.853,1
0.326,236.0252,-1.031939942,4.945,0
0.326,323.0577,1.033466319,4.005,0
0.326,450.0527,-1.033640125,1.755,0
0.327,290.1021,-1.037533413,0.834,1
0.327,504.2647,-1.035451049,4.971,1
0.327,233.1505,-1.030109982,7.606,0
0.328,229.15483,1.034702225,0.532,1
0.328,355.0323,-1.027634662,2.199,0
0.328,449.2019,-1.029306715,0.567,0
0.329,353.1703,1.032714859,8.174,1
0.329,501.6989,1.031940878,7.967,1
0.329,229.0541,1.026290773,0.558,0
0.329,399.0615,-1.025198783,2.081,0
0.33,425.181,-1.024727181,0.529,0
0.331,150.0583,-1.028155078,1.33,1
0.331,242.0665,-1.020909615,5.698,0
0.331,527.1963,1.020822021,3.633,0
0.332,342.2636,1.026039962,0.484,1
0.332,434.1799,1.024789423,5.635,1
0.332,464.1651,1.024772341,5.887,1
0.332,364.0972,-1.019212652,0.554,0
0.333,383.1356,-1.022286042,5.936,1
0.333,666.637,1.024094659,0.431,1
0.333,237.1241,1.018054275,0.892,0
0.333,492.1876,-1.017331269,3.692,0
0.334,559.1264,1.020516341,8.026,1
0.335,134.0964,1.019532212,3.15,1
0.335,357.1793,-1.018794401,0.549,1
0.335,412.1428,-1.012670202,0.561,0
0.336,561.299,1.016461599,1.22,1
0.337,251.1279,-1.013322842,0.811,1
0.337,179.056,1.00809083,6.344,0
0.337,222.9743,1.009211108,1.003,0
0.337,347.1706,1.009547368,4.809,0
0.338,450.2117,1.012057976,6.308,1
0.338,446.2906,1.005913716,0.979,0
0.34,306.1705,1.0066761,1.305,1
0.34,472.1938,1.007823865,5.742,1
0.34,504.1324,1.006949102,3.4,1
0.34,805.4077,1.006604275,1.199,1
0.34,323.0227,-1.002609486,0.552,0
0.34,340.1549,-1.001412224,3.953,0
0.34,341.1536,-1.001483294,6.145,0
0.34,502.2073,-1.001449981,5.418,0
0.34,502.2076,-1.000938659,4.936,0
0.34,512.192,-1.001106682,3.096,0
0.34,586.169,-1.001509435,5.4,0
0.34,618.1748,-1.001525828,4.18,0
0.341,244.1291,-1.005309,6.675,1
0.341,388.0933,-1.005213906,5.841,1
0.341,539.2428,1.006245412,1.935,1
0.341,165.0472,-0.999490997,3.498,0
0.341,317.0326,-0.999393686,2.294,0
0.341,338.1174,-0.999286413,5.405,0
0.341,338.1175,-0.999258281,7.123,0
0.341,432.0841,-0.999292597,5.875,0
0.341,544.0945,0.999566679,1.747,0
0.341,574.1703,-0.999057078,5.501,0
0.341,604.1208,-0.998941559,7.712,0
0.342,339.1549,-1.003522939,5.726,1
0.342,393.0106,0.997038307,4.036,0
0.342,561.1622,-0.998679601,4.287,0
0.342,605.111,0.997434219,4.047,0
0.342,636.2293,0.998506296,3.934,0
0.343,187.0724,-0.995877483,5.679,0
0.343,367.1133,-0.995645137,5.469,0
0.343,393.9848,0.995111447,4.068,0
0.343,457.07458,0.994405839,4.345,0
0.344,248.0876,0.998888321,8.065,1
0.344,325.1744,-0.998177431,0.519,1
0.344,212.0031,-0.994187768,3.829,0
0.344,293.0335,0.994330921,4.024,0
0.344,431.1161,0.993625556,1.301,0
0.344,483.1578,-0.993358778,3.257,0
0.344,500.1897,0.99305718,5.486,0
0.345,451.0399,0.996110742,4.311,1
0.345,375.0929,0.9902421,6.899,0
0.345,833.2896,0.992126365,4.053,0
0.346,280.079,-0.988412204,0.509,0
0.346,307.0125,0.989160742,6.081,0
0.346,443.059,0.988116953,5.513,0
0.346,507.2243,0.989270747,0.539,0
0.347,185.0566,-0.986360139,7.305,0
0.347,195.062,-0.987576274,2.383,0
0.347,312.0317,0.985922905,3.986,0
0.347,343.1393,0.986672788,0.52,0
0.347,353.0888,-0.986799896,1.003,0
0.347,389.0908,-0.986516374,2.885,0
0.347,394.046,-0.987122637,3.795,0
0.347,432.1992,-0.987323359,4.386,0
0.347,503.1207,0.986023705,5.53,0
0.347,527.1255,0.985823562,5.129,0
0.347,571.1485,0.987567455,6.253,0
0.347,767.0226,0.98772514,5.837,0
0.347,790.1902,0.98703542,4.037,0
0.348,208.0429,-0.990548794,5.441,1
0.348,188.0022,-0.984246466,2.253,0
0.348,372.9904,0.984151495,4.024,0
0.348,506.0901,0.985725935,3.699,0
0.349,181.0671,0.986915953,1.616,1
0.349,263.1047,-0.982050299,3.349,0
0.35,215.0163,0.986746541,5.665,1
0.35,394.1621,-0.98531572,4.476,1
0.35,236.0924,-0.979555999,0.513,0
0.35,411.1293,0.981459202,0.569,0
0.351,367.0957,-0.983266903,7.091,1
0.351,274.00259,0.977942172,5.671,0
0.353,229.155,-0.980282636,5.116,1
0.353,265.1304,0.979379514,1.09,1
0.353,421.0503,0.979384619,5.465,1
0.353,435.0872,0.979983002,5.844,1
0.353,303.0869,-0.973564303,2.422,0
0.353,315.0719,0.974960899,5.501,0
0.354,182.0577,-0.9768577,5.354,1
0.354,275.1027,0.97708683,3.588,1
0.354,623.2803,0.977394028,6.454,1
0.354,291.0358,-0.971784534,0.557,0
0.355,137.0458,-0.975930884,2.938,1
0.355,539.3505,0.975519258,1.773,1
0.356,521.2313,0.972843058,1.696,1
0.356,259.028,0.967522846,0.58,0
0.356,594.3635,-0.968282542,0.533,0
0.357,204.9811,0.964905107,4.114,0
0.357,333.0072,-0.965421082,3.165,0
0.358,262.12843,0.968416667,5.669,1
0.359,263.0228,-0.961425029,4.652,0
0.359,315.1808,-0.962354626,0.91,0
0.359,507.1128,0.960716563,2.331,0
0.359,552.06,-0.961129307,3.78,0
0.36,353.08947,0.958959186,6.244,0
0.361,146.0625,0.963247228,0.515,1
0.361,293.0632,0.961393305,5.651,1
0.361,340.1024,-0.962265736,4.787,1
0.361,199.1313,-0.957968444,0.836,0
0.361,357.0822,-0.957157627,3.942,0
0.361,413.2172,0.957075132,0.519,0
0.362,261.0875,-0.95531522,3.343,0
0.362,311.056,0.954971896,2.651,0
0.363,163.1233,0.957288893,2.224,1
0.363,523.2105,0.95777766,1.998,1
0.363,539.3506,0.958798434,1.819,1
0.363,517.1333,-0.953675163,3.769,0
0.363,650.2883,-0.952610464,3.304,0
0.364,337.0375,-0.951859302,2.682,0
0.365,473.1447,-0.948341917,3.71,0
0.366,265.13047,0.951038373,1.117,1
0.366,521.2309,0.951830365,1.741,1
0.366,245.0432,0.946808828,5.704,0
0.368,106.0862,-0.947254144,3.75,1
0.368,211.06136,-0.943482796,0.897,0
0.368,263.0346,0.942597158,3.882,0
0.369,403.1027,-0.939921746,3.097,0
0.369,423.2739,0.940949012,0.505,0
0.37,569.2667,-0.944299853,1.54,1
0.371,189.0573,-0.937039229,2.271,0
0.371,389.0984,-0.935892177,3.675,0
0.372,186.1125,0.939936465,0.809,1
0.372,311.0736,0.935151471,4.073,0
0.373,539.2422,0.937364157,2.065,1
0.373,156.0665,-0.93268651,1.414,0
0.373,275.02275,0.933128096,3.422,0
0.373,317.11,-0.931631566,8.01,0
0.374,453.0666,0.930451858,5.135,0
0.375,175.09745,-0.927677569,0.773,0
0.376,314.1708,-0.932145346,8.331,1
0.376,283.1548,-0.927240682,0.836,0
0.376,407.1705,-0.926105917,0.517,0
0.377,217.1656,0.928400494,3.908,1
0.378,349.002,-0.922195089,2.669,0
0.379,229.1079,-0.921252216,0.847,0
0.379,251.0134,-0.920009126,3.423,0
0.379,336.0721,-0.920813117,4.991,0
0.38,152.0707,0.923101679,5.511,1
0.38,188.0105,-0.919438296,2.248,0
0.38,243.0617,0.918103248,5.673,0
0.381,212.0022,0.916129248,2.356,0
0.381,344.1164,-0.91666891,0.533,0
0.382,129.066,0.919031055,6.198,1
0.382,227.1035,-0.913779619,6.034,0
0.382,391.1038,-0.914703587,4.212,0
0.382,459.1642,0.914984997,2.435,0
0.383,276.144,-0.917809123,5.168,1
0.383,357.2241,-0.916590786,8.731,1
0.383,242.99668,-0.913215866,1.058,0
0.383,397.15,0.912730902,0.541,0
0.383,433.1423,-0.912470058,3.319,0
0.384,148.09682,0.914968518,5.08,1
0.384,253.1191,0.909503839,4.808,0
0.384,311.0771,0.910860462,4.042,0
0.384,434.1238,-0.910553097,0.757,0
0.385,486.2371,-0.913148999,3.708,1
0.385,468.0783,-0.908611756,1.65,0
0.386,224.0618,-0.905894426,4.943,0
0.386,427.1828,0.905937148,1.023,0
0.386,511.254,-0.905971778,0.526,0
0.387,146.0919,0.909652185,1.119,1
0.387,182.1285,0.908695177,0.539,1
0.388,189.0423,-0.907289845,4.98,1
0.388,378.1393,0.906533103,5.067,1
0.388,463.0353,0.907661423,5.752,1
0.388,293.0154,-0.901766254,3,0
0.389,116.1153,-0.904333517,1.178,1
0.389,61.0396,-0.904746436,2.563,1
0.389,317.0667,-0.899770874,2.147,0
0.389,545.2041,0.899896104,3.931,0
0.39,215.1148,-0.89806977,6.238,0
0.39,453.1759,0.899105313,0.534,0
0.391,276.1443,0.900431436,0.534,1
0.391,290.1722,-0.902056242,1.062,1
0.391,521.2675,-0.900861935,1.84,1
0.391,339.0739,-0.89586601,6.241,0
0.392,165.0405,0.894450367,5.703,0
0.392,349.039,0.894020167,3.936,0
0.392,464.3008,-0.895612778,0.518,0
0.392,477.0708,-0.894547856,3.213,0
0.393,181.0624,-0.897199411,1.495,1
0.393,233.0632,0.89800816,5.675,1
0.394,287.1373,-0.894705767,4.543,1
0.394,448.3053,0.894779677,0.515,1
0.394,603.4956,0.895263989,4.873,1
0.394,109.0295,-0.890818739,2.682,0
0.394,289.002,-0.890692997,3.528,0
0.395,227.9969,0.889200909,2.433,0
0.396,197.0676,-0.887684994,0.781,0
0.396,258.044,0.88738789,2.992,0
0.396,280.0285,-0.885911417,5.418,0
0.396,316.1217,-0.886514764,0.51,0
0.396,515.1935,0.886953025,3.917,0
0.398,205.0272,-0.882332899,0.897,0
0.398,351.1268,-0.883298947,3.641,0
0.398,419.2277,-0.883435263,0.518,0
0.399,356.0984,-0.880544013,4.734,0
0.4,292.131,-0.884073059,4.071,1
0.4,338.1417,0.883116191,3.093,1
0.401,437.0543,0.876705953,0.556,0
0.402,106.0861,-0.880030826,3.797,1
0.402,263.0063,0.87430505,1.022,0
0.402,300.1267,-0.876078499,0.968,0
0.404,145.133,-0.875858868,4.296,1
0.405,316.2339,-0.872978438,4.229,1
0.405,541.2619,-0.874305094,0.508,1
0.405,229.0385,0.868739946,1.025,0
0.405,313.1652,-0.870367491,0.951,0
0.405,621.1629,-0.869329772,3.937,0
0.406,276.145,-0.872091598,0.594,1
0.406,453.312,-0.871714727,0.499,1
0.406,562.2481,0.872026993,4.084,1
0.406,429.0822,-0.866712807,4.539,0
0.406,688.2445,-0.86698053,1.123,0
0.407,304.0483,0.870238397,7.9,1
0.408,159.149,-0.867963288,3.721,1
0.408,203.13912,-0.867095725,5.524,1
0.408,175.0246,0.863782816,4.153,0
0.41,346.2333,-0.863525519,4.685,1
0.41,329.0873,-0.860130135,5.474,0
0.411,330.239,-0.861714879,1.114,1
0.412,309.9692,0.856124894,3.839,0
0.412,557.0606,0.856826412,3.819,0
0.413,118.0867,0.858312819,4.678,1
0.413,408.15,0.858915294,5.496,1
0.413,233.0835,-0.855038938,2.303,0
0.413,419.0982,0.855116161,3.161,0
0.413,485.238,-0.853972059,0.52,0
0.414,363.1426,0.856309974,0.526,1
0.414,275.0709,-0.853122226,4.9,0
0.414,279.1234,-0.85305109,0.839,0
0.414,390.2148,0.851440012,3.506,0
0.415,176.0108,0.854219164,4.794,1
0.415,563.1016,0.849983039,3.856,0
0.415,579.2119,-0.850269521,0.564,0
0.416,246.1812,-0.852043146,7.713,1
0.416,535.2469,0.852439796,1.907,1
0.416,615.2543,0.852298173,4.788,1
0.417,243.992,0.845840483,3.357,0
0.417,352.0858,-0.847419232,0.661,0
0.417,353.1198,0.847226511,4.773,0
0.418,283.1286,-0.849236745,0.516,1
0.418,769.3448,0.843946361,0.551,0
0.419,239.11476,-0.843690343,7.668,0
0.419,303.0177,0.84271609,4.041,0
0.42,148.1137,0.845878877,1.924,1
0.42,135.0373,-0.841766419,5.68,0
0.42,212.0113,0.841925994,0.514,0
0.42,247.988,-0.840680512,3.057,0
0.421,384.7715,-0.843331945,4.868,1
0.422,387.0248,-0.837093579,3.58,0
0.424,336.1915,-0.836590261,2.914,1
0.424,300.0392,0.833531085,6.324,0
0.425,124.9914,0.832301406,3.319,0
0.426,359.1954,-0.833324169,4.041,1
0.426,218.997,-0.829178082,1.135,0
0.426,356.0986,0.830707223,5.69,0
0.427,204.9815,-0.828360077,2.004,0
0.428,119.0359,0.82665799,5.512,0
0.429,292.2016,-0.828525806,6.535,1
0.429,316.2478,-0.827781255,0.506,1
0.429,242.0127,-0.824612554,3.404,0
0.429,245.07774,-0.824384338,5.688,0
0.43,363.16551,-0.822265769,4.146,0
0.431,265.1546,0.824467366,0.538,1
0.431,325.1745,0.824668406,5.495,1
0.431,334.1857,-0.825237111,5.112,1
0.431,469.2362,0.825352945,1.242,1
0.431,76.0758,0.823910866,1.839,1
0.431,303.0719,0.819977685,4.804,0
0.431,909.4292,-0.821339089,0.56,0
0.432,100.07576,-0.822698865,0.821,1
0.432,313.0853,0.822821166,4.046,1
0.432,200.1291,-0.819417284,0.831,0
0.432,251.0131,-0.819615027,1.996,0
0.432,363.02853,0.818377165,3.294,0
0.433,304.1751,0.820023931,1.535,1
0.433,430.2945,-0.821477109,3.707,1
0.434,213.1132,-0.815859266,0.801,0
0.435,153.0767,0.817449444,1.112,1
0.435,193.1547,0.817215951,4.681,1
0.435,342.22728,-0.816360709,0.514,1
0.435,218.9815,-0.813444364,1.043,0
0.435,361.0904,-0.812829538,5.706,0
0.435,361.1028,-0.813826814,5.97,0
0.436,219.1338,-0.815033644,7.942,1
0.436,377.1883,-0.815646317,5.385,1
0.436,257.0122,-0.812309071,1.017,0
0.437,142.0973,-0.813933093,1.094,1
0.437,229.15535,-0.8129873,5.197,1
0.437,256.0927,-0.81358638,6.58,1
0.438,263.10478,-0.806932855,3.327,0
0.438,341.1963,-0.80765392,0.855,0
0.439,416.3518,-0.809547935,0.967,1
0.439,187.0417,-0.805390507,3.489,0
0.439,219.0508,-0.805502741,0.537,0
0.442,246.1817,-0.80421447,1.057,1
0.443,175.06115,-0.798577582,0.56,0
0.444,301.1111,0.797482013,0.545,0
0.445,455.2276,-0.794412022,0.518,0
0.446,188.1029,-0.797742163,5.618,1
0.446,364.0427,0.796865443,5.639,1
0.446,487.2078,-0.796152254,4.559,1
0.446,525.1638,0.794007982,0.564,0
0.447,421.0798,-0.792325514,3.886,0
0.448,340.1319,-0.794220339,7.149,1
0.448,653.2903,0.792571898,6.26,1
0.448,447.1495,-0.79030575,4.739,0
0.449,338.0878,-0.788442059,4.821,0
0.449,413.1447,0.78826521,4.649,0
0.451,138.055,0.788665511,4.139,1
0.451,312.1302,-0.787933117,0.589,1
0.451,215.103579,0.785239306,4.441,0
0.451,407.2794,0.78422002,0.974,0
0.453,184.0977,0.781605684,1.118,0
0.453,343.0855,-0.781170882,2.702,0
0.454,505.2256,-0.782677426,4.929,1
0.454,591.312,0.781713488,2.003,1
0.454,165.0488,0.778320735,5.706,0
0.454,223.0542,-0.7782807,5.477,0
0.454,342.1553,-0.778839333,4.352,0
0.455,263.0229,0.777531747,3.849,0
0.455,269.0662,-0.777738348,4.768,0
0.457,138.1025,-0.77676392,5.435,1
0.457,342.1555,-0.773417904,3.661,0
0.457,375.0208,-0.774272739,1.56,0
0.458,541.2365,0.775080094,1.554,1
0.458,401.1809,0.772715203,0.543,0
0.458,512.268,-0.772487718,3.301,0
0.459,254.1022,0.774236581,1.426,1
0.459,189.0405,0.770049884,5.173,0
0.46,230.0131,0.768881622,2.653,0
0.46,299.0984,0.768056935,5.442,0
0.46,333.0077,-0.768160908,2.22,0
0.461,359.0346,0.766603611,2.582,0
0.461,379.1048,-0.767483447,4.043,0
0.462,216.9811,0.765581656,3.931,0
0.463,137.04587,-0.767272068,2.887,1
0.463,341.0323,-0.762650226,2.697,0
0.465,397.0538,0.760239686,5.353,0
0.466,166.1227,-0.761668236,0.961,1
