m.z,r.t.,p.value,t.score,mode
272.1669,0.804,0.717,0.374058441,positive
487.2539,0.52,0.717,-0.372714458,negative
410.2047,4.449,0.718,0.372058373,positive
373.1519,4.556,0.718,0.37142329,negative
418.1445,0.549,0.718,-0.372004379,negative
319.1247,7.989,0.719,-0.370702906,positive
489.1188,3.274,0.719,-0.370279095,negative
343.0667,4.941,0.722,-0.365341186,negative
439.1031,2.332,0.722,-0.365413377,negative
244.1542,0.514,0.723,0.365499601,positive
244.1543,0.514,0.723,0.365499601,positive
258.1176,1.152,0.723,-0.366403912,positive
499.2371,0.507,0.723,0.365851379,positive
341.1086,6.451,0.726,-0.359774333,negative
485.0437,5.783,0.726,0.360344909,negative
411.1269,4.179,0.727,0.359606406,negative
512.2676,0.566,0.727,-0.358815847,negative
533.1721,6.434,0.727,-0.359044069,negative
340.1028,0.559,0.729,-0.35700227,negative
342.1012,3.76,0.73,0.355349967,negative
431.1165,2.279,0.73,0.354933709,negative
225.0762,0.841,0.731,0.353947219,negative
151.0261,3.2,0.733,-0.35150747,negative
205.0059,2.072,0.734,0.348960052,negative
501.1057,4.061,0.734,0.349044372,negative
145.1699,7.412,0.735,0.349536809,positive
275.1964,4.494,0.735,0.348580059,positive
305.1855,0.518,0.735,0.349502056,positive
518.238,0.546,0.735,0.349522226,positive
218.0315,2.512,0.735,0.34872869,negative
401.1035,2.348,0.735,0.348667786,negative
426.1589,0.567,0.736,-0.346096438,negative
174.0921,0.831,0.737,-0.346802117,positive
279.0975,4.922,0.737,-0.345874572,negative
359.0801,0.561,0.738,-0.343488085,negative
285.097,0.525,0.739,-0.342666242,negative
295.0465,5.68,0.74,-0.340872632,negative
188.0022,2.235,0.742,-0.33840582,negative
263.1397,0.54,0.742,-0.338107852,negative
365.0531,6.568,0.742,-0.338157226,negative
418.1022,3.043,0.743,0.336624758,negative
261.0075,3.387,0.744,-0.335574124,negative
248.0037,3.65,0.745,0.334586216,negative
254.9814,10.976,0.745,0.334851688,negative
447.1091,2.406,0.745,0.33457454,negative
329.1058,0.558,0.746,0.333685634,negative
191.0539,5.675,0.747,-0.331659895,negative
433.1135,3.943,0.747,-0.332137928,negative
297.1338,0.84,0.749,0.328337982,negative
328.102,5.48,0.75,0.328369419,positive
289.0903,3.51,0.75,-0.327414255,negative
468.1999,0.539,0.75,-0.327550462,negative
243.1341,3.697,0.751,0.326632721,positive
183.005,0.703,0.751,-0.325524264,negative
297.0971,0.537,0.751,0.326178573,negative
373.1121,3.415,0.752,0.325145177,negative
229.0852,3.063,0.753,0.324852079,positive
214.0178,4.826,0.753,-0.322898755,negative
345.0837,3.659,0.753,-0.323289681,negative
323.0937,2.289,0.754,-0.321574214,negative
347.0644,3.426,0.754,0.321578521,negative
356.0985,4.988,0.755,-0.321327723,negative
445.077,4.149,0.755,-0.320777987,negative
338.1759,1.329,0.756,0.320347389,positive
172.0968,0.853,0.757,-0.319252743,positive
307.1182,0.842,0.757,-0.318287285,negative
405.1471,3.381,0.757,-0.318484621,negative
270.1866,0.504,0.759,0.316815972,positive
349.0943,3.648,0.759,-0.31502468,negative
459.0952,3.721,0.759,0.315360286,negative
367.1051,4.107,0.76,-0.314369487,negative
425.1127,0.56,0.76,-0.314188006,negative
166.1302,1.899,0.761,-0.313955265,positive
185.1648,5.491,0.761,-0.313493671,positive
567.1896,3.663,0.761,-0.313232376,negative
555.2408,0.513,0.762,-0.31215304,positive
161.0455,5.668,0.762,-0.311849444,negative
347.0935,2.377,0.764,-0.308839723,negative
471.2417,2.956,0.764,0.309109261,negative
176.0666,7.162,0.765,-0.308232267,positive
222.9917,3.031,0.765,-0.307641248,negative
321.0817,5.637,0.766,0.306233642,positive
571.2532,0.525,0.766,0.306200859,negative
260.125,7.968,0.768,-0.303331452,negative
254.1399,0.822,0.769,-0.302929591,positive
188.0104,1.569,0.769,-0.301920113,negative
228.0312,3.932,0.769,-0.301599821,negative
633.2843,0.555,0.769,-0.301189981,negative
272.1848,0.513,0.77,0.301218479,positive
370.1613,5.455,0.77,-0.301004902,negative
247.1288,5.996,0.773,-0.29722548,positive
274.9864,3.583,0.774,0.295159784,negative
516.1847,5.788,0.774,0.294417858,negative
773.4545,0.537,0.775,0.294589563,positive
243.145,6.522,0.776,-0.293257968,positive
279.0017,1.018,0.776,-0.292754031,negative
388.0864,2.467,0.776,-0.292101958,negative
261.1467,0.515,0.777,-0.292290088,positive
355.1392,0.537,0.777,-0.291164397,negative
291.1297,8.546,0.778,-0.290657463,positive
175.0246,5.38,0.778,0.289749688,negative
363.0706,2.372,0.779,0.288086226,negative
499.112,3.373,0.779,0.288062808,negative
415.1894,1.823,0.781,0.28676033,positive
311.0929,2.301,0.781,-0.285260945,negative
349.2019,0.51,0.781,-0.285755478,negative
350.2325,0.84,0.782,-0.285173736,positive
466.2038,0.538,0.782,-0.284820547,positive
480.1149,4.917,0.782,-0.284294482,negative
290.1459,8.196,0.783,0.283589432,positive
383.0963,0.55,0.783,0.283536851,negative
497.2379,4.524,0.783,-0.28354264,negative
265.072,0.886,0.784,-0.281794895,negative
172.0978,0.872,0.786,0.278751925,negative
258.0074,4.608,0.787,-0.27793099,negative
351.1655,0.545,0.787,-0.278101529,negative
582.095,3.386,0.787,-0.277011166,negative
190.0509,1.024,0.788,0.276149813,negative
323.0593,6.042,0.788,0.275939534,negative
319.1611,8.704,0.789,-0.276253585,positive
343.1664,6.167,0.789,0.276367985,positive
354.1003,0.765,0.789,-0.276136052,positive
454.0476,1.757,0.789,0.275108321,negative
565.1555,0.583,0.789,-0.275404242,negative
855.5726,0.469,0.79,-0.274509369,positive
161.1285,8.241,0.791,-0.273451451,positive
446.1811,3.871,0.791,-0.272082909,negative
499.1257,4.035,0.791,0.27257333,negative
434.1579,5.479,0.792,-0.272316425,positive
124.0074,6.271,0.792,0.270275611,negative
418.063,1.867,0.792,-0.271052271,negative
295.1547,0.818,0.793,0.269817033,negative
411.2019,3.666,0.794,-0.267719227,negative
470.0689,3.84,0.795,0.266692395,negative
283.0297,5.702,0.797,0.264801682,negative
100.0039,3.918,0.798,0.262193761,negative
199.0974,1.354,0.798,-0.263469268,negative
288.0876,2.429,0.798,0.263481197,negative
347.2285,8.662,0.799,-0.262130219,positive
341.1236,0.523,0.799,-0.261839687,negative
437.0909,0.565,0.799,-0.260859112,negative
403.0875,7.396,0.8,-0.259993643,negative
434.1811,6.248,0.8,-0.259993643,negative
462.2127,5.401,0.8,-0.259993643,negative
488.0413,0.567,0.8,-0.259993643,negative
554.1517,1.231,0.8,-0.259993643,negative
712.2431,1.025,0.8,-0.259993643,negative
803.2032,4.539,0.8,-0.259993643,negative
805.2203,4.324,0.8,-0.259993643,negative
276.1453,1.041,0.801,-0.258977301,positive
219.0629,3.469,0.801,0.259439021,negative
142.1225,3.003,0.802,-0.258366474,positive
238.9688,3.227,0.802,-0.25708132,negative
351.1053,2.385,0.802,-0.257766379,negative
382.1367,0.564,0.802,0.258111997,negative
495.2231,4.107,0.803,0.256847579,negative
365.1583,3.875,0.805,-0.254772065,positive
170.0601,2.773,0.806,0.252482446,positive
194.0307,1.022,0.806,0.252761241,negative
311.1152,4.85,0.808,-0.249053727,negative
138.0661,1.098,0.81,0.247129832,positive
459.1089,2.376,0.811,-0.245762258,negative
290.1356,3.737,0.812,-0.244664527,positive
303.1184,6.154,0.812,0.245398252,positive
239.9969,2.405,0.813,-0.242939426,negative
272.2102,1.101,0.814,0.242453897,positive
495.2228,0.529,0.814,0.241523347,negative
749.3919,0.532,0.814,0.241267033,negative
134.1175,3.699,0.815,-0.24150892,positive
285.1808,1.647,0.815,0.241500713,positive
323.0557,2.493,0.815,0.240666337,negative
247.0924,6.031,0.816,-0.239054152,positive
126.022,6.25,0.817,0.23877229,positive
305.1049,2.377,0.817,0.23761429,negative
371.1712,0.531,0.817,-0.237070795,negative
487.0577,3.942,0.817,-0.237305756,negative
569.2416,0.916,0.818,0.236154968,negative
239.0726,0.758,0.819,-0.236244237,positive
230.9966,4.318,0.819,-0.234857378,negative
593.1687,0.592,0.819,0.234858019,negative
212.0916,3.99,0.82,0.234179162,positive
675.8656,8.615,0.82,-0.233939818,positive
319.03,3.986,0.82,0.234035304,negative
353.1042,2.363,0.82,-0.2330858,negative
375.1189,4.534,0.821,-0.232104086,negative
135.0302,5.655,0.822,0.231506439,negative
203.1285,0.849,0.822,-0.231069593,negative
470.2642,3.998,0.824,0.228547841,positive
254.9814,3.634,0.824,0.227997033,negative
191.0196,0.953,0.825,0.227141197,negative
275.0732,2.439,0.825,-0.226496507,negative
416.1911,3.695,0.826,-0.226541344,positive
317.032,2.39,0.826,-0.226101118,negative
363.0705,4.001,0.827,0.224283202,negative
239.0016,0.993,0.828,0.222899599,negative
309.0633,5.678,0.828,0.223486574,negative
116.1171,1.124,0.829,0.22227043,positive
311.1543,0.959,0.83,-0.221008349,positive
192.0664,0.98,0.83,-0.219787223,negative
264.1166,3.307,0.83,-0.220233467,negative
141.067,0.564,0.832,0.218539833,positive
267.1331,0.956,0.832,0.218344923,positive
299.0764,4.607,0.832,-0.218083319,negative
227.9971,3.983,0.833,-0.215913688,negative
262.1284,5.688,0.834,-0.215557898,positive
279.1188,7.964,0.834,0.21601831,positive
337.1424,2.92,0.835,-0.214509556,positive
107.0367,1.019,0.836,0.212660739,negative
336.0351,2.633,0.836,0.212858837,negative
485.0979,5.138,0.836,-0.212910016,negative
218.9967,4.223,0.838,0.210356163,negative
156.0846,7.666,0.839,0.209615754,positive
196.0603,7.154,0.839,0.209586364,positive
227.1147,6.923,0.84,0.207178502,negative
337.1716,8.371,0.841,-0.205918703,positive
321.0787,2.11,0.841,-0.205725761,negative
329.0695,3.881,0.841,0.206315412,negative
384.9454,1.825,0.842,-0.204770534,negative
499.151,3.347,0.842,0.204307454,negative
653.0287,5.802,0.842,0.20454913,negative
432.2013,3.818,0.844,0.201925227,positive
143.0348,0.84,0.844,-0.202020337,negative
421.1145,2.311,0.844,0.201347998,negative
595.3477,2.702,0.845,-0.201702515,positive
281.0251,3.123,0.845,-0.200024003,negative
540.3495,4.471,0.846,0.200226148,positive
377.0853,6.452,0.847,0.197739875,negative
573.2395,0.524,0.847,-0.197889281,negative
309.0785,2.268,0.848,0.196872797,negative
295.0609,2.42,0.849,0.194860076,negative
342.1556,0.557,0.849,-0.195556976,negative
422.1276,2.248,0.849,-0.19492726,negative
159.1496,7.852,0.85,0.19456527,positive
182.0577,5.415,0.85,0.194810148,positive
254.1021,1.343,0.851,-0.193145709,positive
451.0996,4.142,0.851,0.193537475,positive
347.0888,4.926,0.851,-0.193195523,negative
175.0246,5.701,0.852,0.19153265,negative
395.207,0.516,0.852,0.191095027,negative
255.1338,6.529,0.853,-0.190879508,positive
540.2071,4.419,0.853,0.190495835,positive
203.0111,2.099,0.854,0.18828886,negative
283.0424,5.698,0.854,-0.188361248,negative
461.1267,0.535,0.855,0.186896603,negative
432.1861,4.594,0.856,0.187267496,positive
385.2528,4.483,0.857,0.185606845,positive
347.076,2.334,0.857,0.184834157,negative
150.0585,0.581,0.858,-0.183872969,positive
191.0196,3.644,0.858,0.184019044,negative
429.0379,2.569,0.858,-0.183182579,negative
565.1698,3.303,0.858,0.184174181,negative
277.1189,5.653,0.859,-0.182388495,positive
404.2075,0.528,0.859,-0.182903792,positive
355.139,2.92,0.859,0.181865266,negative
221.0666,5.387,0.86,0.180821054,negative
575.1574,4.183,0.86,-0.180357612,negative
279.1271,0.55,0.862,0.178576531,negative
517.1349,0.554,0.862,0.178815767,negative
188.9861,3.886,0.863,-0.177264737,negative
246.9915,4.007,0.863,-0.177529719,negative
462.2847,0.517,0.864,0.175952662,negative
211.028,5.713,0.866,-0.173747301,negative
609.2621,0.562,0.866,-0.173674822,negative
318.1705,4.031,0.867,-0.172243354,positive
315.1773,6.535,0.868,-0.171470341,positive
448.3053,0.958,0.868,0.171397997,positive
542.1798,5.388,0.868,-0.17067753,positive
446.2903,0.514,0.868,0.171088991,negative
290.1597,0.522,0.87,0.168605792,positive
583.1521,3.804,0.87,-0.167613258,negative
121.0283,3.861,0.871,0.167092781,positive
504.1358,1.245,0.871,0.166213515,negative
86.0601,1.154,0.872,-0.166105647,positive
313.023,5.662,0.872,-0.164846689,negative
181.0504,0.867,0.873,-0.164335971,negative
191.0196,0.526,0.873,-0.163463592,negative
365.1964,0.512,0.873,-0.16392946,negative
439.1605,3.564,0.873,-0.16459156,negative
489.0636,3.769,0.873,-0.164606219,negative
274.2017,0.511,0.874,0.16326168,positive
439.1605,0.555,0.874,-0.162188306,negative
369.1736,1.402,0.878,-0.157374012,negative
277.0892,5.723,0.88,0.155900631,positive
363.1799,0.52,0.881,0.153774483,negative
274.213,1.103,0.882,-0.153332173,positive
379.0686,4.02,0.882,0.152149744,negative
440.9939,1.065,0.882,0.15163148,negative
313.1894,0.512,0.883,-0.151841248,positive
367.1582,0.557,0.883,-0.151515747,negative
160.108,4.58,0.884,-0.149671666,positive
437.0408,1.033,0.884,-0.150162268,negative
203.0527,5.677,0.885,-0.149024928,positive
227.0381,0.604,0.885,0.148707009,negative
238.1548,5.5,0.886,0.147858466,positive
249.0072,3.526,0.886,-0.147293682,negative
373.1136,4.555,0.886,0.147117779,negative
188.9871,1.745,0.887,0.145289273,negative
477.1233,1.01,0.887,0.145696376,negative
325.0923,3.905,0.888,0.144082429,negative
458.2017,4.111,0.889,-0.14378607,positive
233.0584,0.821,0.889,-0.142776163,negative
355.0469,0.537,0.889,0.143607288,negative
270.181,6.589,0.891,0.141401141,positive
189.0928,0.848,0.891,0.140518531,negative
322.1117,3.713,0.891,-0.140255743,negative
518.1649,5.312,0.891,0.140931965,negative
230.0222,3.68,0.893,0.137604765,negative
233.0122,3.76,0.894,-0.137100558,negative
418.1445,4.081,0.894,0.13694255,negative
641.2574,0.556,0.894,-0.136804446,negative
239.9969,2.425,0.895,-0.135458999,negative
309.0783,2.234,0.895,0.135186044,negative
258.1263,1.308,0.897,0.132956887,positive
328.1875,0.548,0.897,0.13368974,positive
413.0845,4.486,0.897,0.132580519,positive
367.0119,2.609,0.897,0.133348541,negative
398.9611,1.68,0.897,-0.132700216,negative
135.0312,3.109,0.898,-0.131891697,negative
417.1191,3.981,0.898,-0.131127943,negative
229.1293,6.895,0.899,0.130183683,positive
144.0666,1.163,0.899,0.130644754,negative
230.0225,3.623,0.899,0.130553089,negative
375.1279,3.242,0.9,0.129388487,positive
203.002,1.005,0.9,-0.12912484,negative
260.1492,0.522,0.901,-0.127549766,positive
277.1868,4.613,0.901,-0.127746333,positive
253.0921,0.602,0.901,0.127534807,negative
387.2017,0.89,0.901,0.127145317,negative
438.1585,0.558,0.902,-0.126932446,negative
507.156,6.445,0.902,0.12610385,negative
372.2493,4.475,0.903,-0.12570996,positive
191.0196,3.544,0.904,0.123555437,negative
225.0407,4.167,0.905,0.122674822,negative
193.155,3.944,0.906,-0.120871069,positive
135.0299,8.49,0.907,0.120337653,negative
471.2413,0.566,0.907,-0.120347504,negative
201.1244,5.676,0.908,0.118421202,negative
407.0996,4.018,0.908,0.119061577,negative
521.2418,0.552,0.908,-0.118340752,negative
262.1646,0.527,0.909,-0.117066113,positive
311.1306,0.539,0.909,0.117757739,positive
306.995,3.347,0.909,-0.117773283,negative
300.1564,3.706,0.91,0.116396461,positive
523.1107,3.713,0.91,-0.116571304,negative
341.1373,2.931,0.911,0.11527688,positive
343.0634,5.648,0.912,-0.113192761,positive
448.1974,3.226,0.912,0.113318822,negative
369.1291,5.429,0.913,0.111929708,positive
230.013,2.604,0.913,0.111450945,negative
259.0923,5.647,0.914,0.111601981,positive
213.0223,0.802,0.914,-0.11052368,negative
249.0577,6.126,0.914,-0.110704196,negative
341.1236,3.922,0.914,-0.110569763,negative
222.9917,4.4,0.915,0.109918636,negative
228.0575,3.43,0.915,-0.109322412,negative
370.0777,4.777,0.915,0.109046037,negative
251.0519,7.281,0.916,-0.108782584,negative
451.0698,0.558,0.917,-0.106766796,negative
243.9918,3.939,0.918,0.105606423,negative
370.0777,7.194,0.92,-0.103610828,negative
281.1494,0.927,0.922,-0.100696487,positive
246.0176,3.616,0.922,0.101034807,negative
269.1243,5.618,0.923,-0.099916178,positive
437.1419,5.105,0.923,-0.099618799,positive
242.161,7.083,0.924,0.097552677,positive
209.0666,5.694,0.924,0.097534471,negative
118.0612,6.417,0.926,-0.095625332,positive
194.0458,0.984,0.926,0.09565665,negative
210.0408,3.441,0.926,-0.095218956,negative
341.0679,2.499,0.926,-0.095802721,negative
359.0981,5.122,0.926,-0.09462778,negative
403.0553,2.354,0.926,-0.095344694,negative
176.0108,4.197,0.927,-0.094732192,positive
260.1714,7.614,0.929,0.091086583,positive
259.0432,5.928,0.93,-0.090477403,negative
501.1421,5.113,0.932,0.087227064,negative
239.0922,0.965,0.934,-0.084362153,negative
258.0439,4.624,0.934,0.084732299,negative
499.151,3.318,0.934,0.084474742,negative
246.0076,3.632,0.936,-0.082438567,negative
730.1411,3.843,0.936,0.082170647,negative
238.1548,7.049,0.937,0.081715857,positive
307.2016,1.987,0.937,0.081207916,positive
212.0111,3.879,0.937,0.080707698,negative
288.1801,0.517,0.938,-0.079364211,positive
336.0894,1.988,0.938,0.080107193,negative
853.3185,7.746,0.938,-0.080091649,negative
308.1855,0.51,0.939,-0.07867399,positive
241.088,0.525,0.939,-0.077895663,negative
175.119,8.106,0.94,-0.076900632,positive
259.0127,1.039,0.941,0.07602718,negative
276.0545,3.638,0.941,-0.075271066,negative
326.0827,0.551,0.941,-0.07614601,negative
335.0421,6.09,0.942,0.074712645,negative
469.2258,2.494,0.942,0.074341617,negative
217.1546,5.792,0.943,-0.073562235,positive
248.1128,6.388,0.943,0.073427654,positive
272.1239,7.242,0.944,0.072555012,positive
259.0019,3.481,0.944,0.071557011,negative
295.0609,2.406,0.944,0.072539058,negative
482.2164,0.531,0.944,-0.072001667,negative
286.1784,0.829,0.945,0.070856889,positive
308.1999,0.517,0.945,0.071156451,positive
357.1912,0.943,0.945,0.070878117,negative
293.0525,6.038,0.947,0.068244821,negative
412.1484,4.864,0.948,0.067062814,positive
321.1793,0.952,0.949,-0.065836859,positive
351.2162,0.499,0.949,-0.065739889,positive
453.0692,3.704,0.949,0.066145427,negative
198.0873,5.991,0.95,-0.064591523,positive
234.9916,3.442,0.95,0.064148979,negative
265.1184,0.981,0.95,-0.064464188,negative
325.1094,2.39,0.95,0.064472513,negative
455.318,2.305,0.95,-0.064918669,negative
496.1979,0.524,0.95,0.064087505,negative
205.0897,0.839,0.952,-0.062315313,negative
483.0946,4.132,0.952,0.062118472,negative
532.3118,0.521,0.952,0.062196295,negative
610.0903,3.375,0.953,-0.060300807,negative
559.223,1.233,0.954,0.059089031,positive
204.9812,3.521,0.954,0.058597636,negative
243.0178,1.027,0.954,-0.059105771,negative
346.2222,0.518,0.955,-0.057637204,positive
149.0455,5.659,0.956,0.056974844,negative
202.0509,5.224,0.956,0.056626476,negative
598.0901,3.38,0.956,-0.056615415,negative
434.1419,8.262,0.957,0.055431709,positive
233.0116,3.162,0.957,0.054902626,negative
265.1037,1.014,0.957,0.05524822,negative
339.1079,0.546,0.957,0.055626825,negative
411.2018,0.521,0.957,0.055753885,negative
417.0557,5.758,0.957,0.05580319,negative
759.3976,0.531,0.957,0.054802072,negative
104.0706,5.078,0.959,0.053461767,positive
551.2299,2.381,0.959,0.053030194,negative
545.3031,1.418,0.96,-0.052031513,positive
232.1179,0.789,0.961,-0.050628245,positive
457.2224,0.513,0.961,-0.050612733,negative
633.1408,2.45,0.962,0.048497173,negative
131.0712,0.84,0.963,0.047786001,negative
359.1156,0.557,0.963,0.046963586,negative
500.0784,3.83,0.963,0.048124969,negative
223.1665,5.438,0.964,0.046361319,positive
449.2389,7.195,0.964,0.046708029,positive
459.2375,0.514,0.964,0.046671832,negative
423.1472,0.555,0.966,0.044232159,negative
475.1985,3.657,0.968,-0.04050109,negative
440.1718,0.558,0.969,0.039460921,negative
631.2682,0.556,0.969,0.040014788,negative
405.1033,6.178,0.97,-0.039181468,negative
587.1079,0.57,0.97,-0.038122668,negative
139.0607,1.079,0.971,0.037453762,positive
313.1521,4.481,0.971,0.037602266,positive
192.0332,5.667,0.971,0.037424297,negative
413.0838,0.586,0.974,0.033972644,positive
164.0715,4.437,0.974,-0.033730632,negative
187.0068,2.535,0.974,-0.033267395,negative
261.0072,4.791,0.974,0.03316323,negative
208.1807,5.435,0.975,0.032807654,positive
497.2358,0.508,0.975,-0.032053859,positive
535.2001,3.279,0.975,-0.031545734,negative
285.1823,0.513,0.976,-0.030742935,positive
418.1637,3.622,0.976,-0.030385002,positive
587.2144,3.945,0.976,-0.031348781,negative
357.0822,4.307,0.977,-0.028974779,negative
305.0336,1.426,0.978,-0.027693881,negative
230.1217,6.531,0.98,-0.025877225,positive
353.0261,7.184,0.98,-0.025340585,positive
246.9915,5.457,0.981,0.024540661,negative
293.0802,0.982,0.981,0.024624995,negative
339.1076,3.545,0.981,-0.024171337,negative
172.9922,1.849,0.982,0.023222348,negative
223.0973,0.837,0.982,-0.022796102,negative
291.1062,6.1,0.983,-0.021496273,positive
204.9812,0.851,0.983,0.021344034,negative
339.1194,3.617,0.983,0.02135839,negative
373.0775,7.367,0.984,-0.0204798,negative
411.1137,1,0.984,-0.020286738,negative
265.002,2.224,0.985,0.019873853,negative
151.0401,1,0.986,0.017514814,negative
194.0456,0.519,0.986,0.018313852,negative
212.011,3.758,0.986,0.017856266,negative
213.0766,0.898,0.986,-0.017473571,negative
463.1064,3.478,0.986,-0.018053021,negative
307.1508,8.821,0.987,0.016590636,negative
468.2018,4.046,0.987,-0.01639402,negative
206.0463,2.859,0.988,-0.016009746,negative
170.1004,7.738,0.989,0.014139083,positive
204.9812,1.012,0.989,0.013933417,negative
204.9662,1.032,0.993,-0.008667943,negative
403.065,4.531,0.993,-0.008591066,negative
175.1523,7.555,0.994,0.007221976,positive
558.1541,4.293,0.994,-0.0073601,negative
437.1606,4.005,0.995,-0.00687028,positive
393.1156,5.109,0.997,-0.0044334,positive
204.9812,3.501,0.997,-0.003537926,negative
366.2019,0.529,0.998,0.002637853,positive
183.0638,3.785,0.999,0.001872874,negative
597.0952,3.781,0.999,-0.001248258,negative
