m/z,rt,p-value,t-score
263.0088,4.073,0.0973,-1.829319178973801
263.0226,2.25,0.105,1.7850509148257392
263.0227,4.475,0.0492,-2.237641685849591
263.0228,3.822,0.476,0.7399347532945236
263.0228,4.652,0.359,-0.9614250286387036
263.0229,3.849,0.455,0.7775317468421558
263.0346,3.882,0.368,0.9425971581669818
263.0577,4.057,0.238,-1.2536891777360064
263.0885,1.035,0.158,-1.527892896908117
263.0951,3.642,0.18,-1.4429023108067451
263.1036,1.088,0.169,-1.482536303459276
263.1043,0.539,0.267,-1.1767013779018676
263.1047,3.327,0.438,-0.8069328554761467
263.1047,3.349,0.349,-0.9820502991488175
263.1129,0.556,0.113,-1.7378673654785088
263.1397,0.54,0.742,-0.3381078520973536
264.0545,5.686,0.00785,-3.311858505841261
264.1166,3.307,0.83,-0.22023346687158732
264.1167,3.376,0.109,-1.7599957558540131
264.9274,10.093,0.0339,-2.4565116099416957
265.002,2.224,0.985,0.019873853275239953
265.072,0.886,0.784,-0.2817948946990938
265.1037,1.014,0.957,0.05524821992663296
265.109,3.361,0.253,-1.2117198335725492
265.1184,0.981,0.95,-0.06446418779652405
265.1324,1.023,0.183,1.429988398031867
266.0852,0.845,0.533,-0.6449117000038805
267.0727,4.074,0.22,-1.3086245108133885
267.1082,0.806,0.491,-0.7152686364546484
267.1097,6.145,0.0785,-1.9591747632156495
267.1234,0.816,0.664,0.44705250756697834
267.1341,0.515,0.054,-2.182972480552878
269.0662,4.768,0.455,-0.7777383481058827
269.1027,0.548,0.244,-1.23885328930415
269.136,1.005,0.0288,-2.551152912188024
269.1391,0.838,0.644,-0.47594443362749816
269.1504,0.514,1.09e-4,-6.145610802712499
269.161,0.525,0.14,-1.6043559434144377
270.0617,5.7,0.073,-2.003083585330038
270.1343,0.521,0.0465,-2.271373157253969
271.1548,0.788,0.656,-0.45963381766517564
272.9588,10.091,0.032,-2.490531683590344
272.992,1.032,0.184,-1.425536470814915
273.0072,0.641,0.301,-1.0913070831693525
273.0076,3.344,0.674,0.43288033591535857
273.0173,3.345,0.654,0.46125324461816586
273.0419,5.136,0.587,-0.5615763699060935
273.1339,0.813,0.289,-1.1206147241044366
273.1703,0.849,0.189,-1.4109988135318559
274.0023,5.058,0.568,-0.5900875881102078
274.0025,5.546,0.31,-1.0686306259546312
274.0025,5.671,0.351,0.9779421723603652
274.0389,3.005,0.0781,-1.962909968718311
274.0389,3.032,0.0609,-2.1114692825448476
274.9864,3.583,0.774,0.29515978422198935
274.9977,8,0.137,-1.6163415661795477
275.0227,1.969,0.038,2.389101586442358
275.0227,3.422,0.373,0.9331280964808747
275.0228,3.571,0.3,-1.0931199691503566
275.0538,5.698,0.13,-1.6494996815038139
275.0558,2.36,0.611,-0.5246163486982194
275.0709,4.9,0.414,-0.8531222262590052
275.0732,2.439,0.825,-0.22649650674592114
275.0746,3.503,0.117,-1.7179804583552394
275.1067,0.515,0.31,-1.0693843767076512
276.0026,3.407,0.245,1.235786312764513
276.0545,3.638,0.941,-0.07527106648945517
277.0018,2.969,0.696,-0.40214252494513675
277.0019,5.486,0.591,0.5551150617381503
277.0733,3.48,0.0374,-2.3993440641585373
277.0733,4.519,0.0498,-2.2310209864642307
277.0844,0.837,0.7,-0.3972545337270868
277.1076,0.844,0.232,-1.2715348656928005
278.0704,4.755,0.0305,-2.5169375879247817
278.1422,0.538,0.0493,-2.235935770760114
279.0017,1.018,0.776,-0.2927540313173163
279.0173,4.922,0.668,0.4413296519537391
279.0176,0.702,0.519,-0.6676524002192513
279.0528,5.579,0.141,-1.6001069661474725
279.0528,6.074,0.0365,-2.4130939476563005
279.0529,5.648,0.181,-1.4368740461512908
279.068,2.262,0.523,-0.6626608343373065
279.0718,6.427,0.03,-2.5276859942240053
279.0893,4.848,0.00141,-4.367262964705515
279.089,3.497,0.0763,-1.9768507857262376
279.0975,4.922,0.737,-0.34587457226216023
279.1234,0.839,0.414,-0.8530510897674584
279.1271,0.55,0.862,0.17857653079707309
279.1346,0.94,0.712,-0.3799444947154489
280.0285,5.418,0.396,-0.8859114165837353
280.079,0.509,0.346,-0.9884122035038075
281.0251,3.123,0.845,-0.2000240033869372
281.1025,0.843,0.51,-0.6826552767081181
281.1132,0.515,0.0321,-2.487374787023555
282.0471,0.951,0.181,-1.4376984124533378
282.047,0.513,0.231,-1.2767504324801229
283.0279,2.454,0.262,-1.1896410166963944
283.0297,5.702,0.797,0.2648016816833968
283.0424,5.698,0.854,-0.18836124761312
283.0821,4.197,0.498,-0.7026381163716853
283.1184,0.938,0.714,-0.37688986492689347
283.1548,0.836,0.376,-0.927240682317316
283.1649,0.513,0.534,-0.6435411923293576
284.0773,5.465,0.0662,-2.061972275840532
285.0433,2.145,0.53,-0.6505560115174542
285.0436,0.548,0.181,1.4381043285618123
285.0453,5.683,0.0122,-3.0513868330396487
285.0591,5.672,0.14,-1.6028472024534925
285.097,0.525,0.739,-0.34266624227823733
285.134,0.984,0.202,-1.3658198860479265
286.0026,3.257,0.32,-1.0468054057122884
287.0229,1.479,0.0392,-2.3713559174394376
287.0229,1.497,0.0403,-2.354255168157878
287.0407,5.683,0.0233,2.674466036862137
287.0519,6.124,0.00305,-3.8826707405221956
287.0951,0.56,0.00952,3.1980115890796177
287.1496,0.972,0.178,-1.447677850889819
287.1498,0.782,0.288,-1.1230670054593204
288.0526,5.655,0.0208,-2.7410688905038683
288.0874,0.844,0.645,-0.47463729628710377
288.0876,2.429,0.798,0.2634811967982687
288.1198,6.673,0.126,-1.6702329826984026
288.1267,0.515,0.614,-0.5205113990832642
288.6192,4.946,0.192,-1.3980617237966833
289.0021,2.845,0.309,1.0711285178185708
289.002,3.528,0.394,-0.8906929966868545
289.0147,2.488,0.0166,-2.8721792378905766
289.0184,3.811,0.595,0.5496801822455006
289.0318,2.546,0.568,-0.5911756480017388
289.0381,3.994,0.121,-1.6959655623271757
289.0383,0.566,0.206,-1.3525702552175702
289.0524,2.13,0.157,-1.5304390069168483
289.0578,2.417,0.145,-1.5797790018581415
289.0693,5.7,0.672,0.4358075913101356
289.0903,3.51,0.75,-0.32741425494237597
289.1652,1.004,0.177,-1.4523026573612192
291.0177,2.075,0.295,1.1048755943740556
291.0358,0.557,0.354,-0.9717845336217797
291.089,3.499,0.0315,-2.499265210897868
291.089,3.631,0.0381,-2.3875820771217016
293.0154,3,0.388,-0.9017662537704186
293.0332,3.975,0.199,1.3753675275522956
293.0335,4.024,0.344,0.9943309213046717
293.0488,5.594,0.0654,-2.0687405922675217
293.0489,5.557,0.13,-1.6498782210565102
293.0525,6.038,0.947,0.06824482071478087
293.0802,0.982,0.981,0.024624994713312844
293.0831,2.201,0.216,-1.3223276613471358
293.0833,2.178,0.179,-1.4447441035134982
293.0874,5.69,0.135,-1.6238994544002483
293.1046,3.527,0.0939,-1.850750725336247
294.1347,0.513,0.00837,-3.2741042634864983
295.0276,3.194,0.162,-1.507985325618483
295.0465,5.68,0.74,-0.3408726315212205
295.0609,2.406,0.944,0.07253905809491513
295.0609,2.42,0.849,0.1948600757191639
295.0612,3.17,0.0629,-2.0919246573548933
295.0816,4.004,0.516,-0.6739164398143241
295.1203,3.636,0.187,-1.4180803487068188
295.1293,0.513,0.477,0.7395283635789524
295.1547,0.818,0.793,0.26981703324856976
297.0971,0.537,0.751,0.3261785726816178
297.0995,3.753,0.0751,-1.9865265415938929
297.1338,0.84,0.749,0.328337982399233
297.134,0.497,0.0124,-3.0427917961466884
298.0024,5.466,0.0601,-2.119535433701677
298.0421,4.091,0.134,-1.6299447943474288
298.0748,0.514,0.637,-0.48654528388682333
299.069,6.097,0.0109,-3.1196400018770003
299.0764,4.607,0.832,-0.21808331861435987
299.0769,4.876,0.138,-1.610250169715601
299.0984,5.442,0.46,0.7680569353014123
299.1246,5.173,0.0128,-3.024585834636319
300.0195,3.182,0.571,0.5859023915353602
300.0392,6.324,0.424,0.8335310852248246
300.0393,5.464,0.00201,-4.139391988993833
300.112,1.001,0.307,-1.0765755744074397
300.1267,0.968,0.402,-0.876078498513555
300.127,0.553,0.00535,-3.5408812855147547
301.0518,2.391,0.0291,-2.545810066005585
301.1111,0.545,0.444,0.7974820125265353
301.1652,0.95,0.587,-0.5619015132807679
301.2015,0.509,0.654,-0.4625080551563257
301.9973,2.602,0.22,-1.3073475271166954
302.1058,0.512,0.166,-1.4933872631293847
302.1142,4.079,0.0406,-2.351183241869081
302.1426,0.553,0.00772,-3.322398282812135
303.0177,4.041,0.419,0.8427160900722901
303.066,2.439,0.622,0.5082418042625784
303.0719,4.804,0.431,0.8199776848547153
303.0869,2.422,0.353,-0.973564303456696
303.9888,4.817,0.0916,-1.865905509053129
304.1218,0.512,0.114,-1.7322915563356347
304.158,0.542,0.00745,-3.343192178572307
305.0333,4.102,0.0726,-2.006097907399188
305.0336,1.426,0.978,-0.027693881403725654
305.0691,3.3,0.0463,-2.2737384297997214
305.1047,3.486,0.193,-1.3965744752133515
305.1049,2.377,0.817,0.2376142898254655
305.1599,0.516,0.171,-1.475044411146634
306.9948,1.951,0.25,-1.2213390018614654
306.995,3.347,0.909,-0.11777328325960928
307.0113,7.777,0.0747,-1.989297564367028
307.0117,2.104,0.63,0.49686934028735685
307.0125,6.081,0.346,0.9891607417053656
307.0133,5.51,0.6,0.5415392529113798
307.0282,0.753,0.138,-1.6115782728006218
307.0288,0.574,0.287,-1.123512197782797
307.0839,3.473,0.0675,-2.0499897900596924
307.0839,5.094,0.191,-1.4039110366571794
307.084,4.173,0.261,-1.191688501680177
307.084,4.338,0.588,-0.5599148226519767
307.084,5.158,0.598,-0.5438543618536902
307.1182,0.842,0.757,-0.31828728489039704
307.133,0.578,0.0333,-2.4670607751340814
307.1508,8.821,0.987,0.01659063622085872
308.0775,5.457,0.0122,-3.0538424306743703
308.0984,5.187,0.322,-1.042589875551732
308.0984,6.982,0.0275,-2.577496143048513
309.0078,2.406,0.125,-1.6747718601475765
309.0229,5.542,0.128,-1.6588415059411035
309.042,0.548,0.231,-1.27472553131665
309.0633,5.678,0.828,0.22348657378357667
309.0633,6.215,0.0263,-2.6041906873034955
309.0783,2.234,0.895,0.13518604396331063
309.0785,2.268,0.848,0.19687279675659392
309.0994,3.647,0.2,-1.3725173114478624
309.9692,3.839,0.412,0.8561248942030862
310.1153,3.36,0.012,-3.0602332579249434
311.0568,3.442,0.16,1.5169716679210796
311.056,2.651,0.362,0.9549718957112878
311.0736,4.073,0.372,0.9351514706141306
311.0767,4.586,0.0507,2.219544085456183
311.0771,4.042,0.384,0.91086046193257
311.0929,2.301,0.781,-0.28526094539885855
311.0952,0.55,0.209,-1.3442365876168207
311.1152,4.85,0.808,-0.24905372668181938
311.1504,0.977,0.169,-1.4815773104385803
312.0317,3.986,0.347,0.985922904922294
312.1266,0.909,0.0803,-1.9454663594222112
313.023,5.662,0.872,-0.16484668890332402
313.0919,5.697,0.00298,3.8958968182670723
313.0927,4.354,0.262,-1.1876757004418064
313.1652,0.951,0.405,-0.870367490727652
313.238,0.496,0.0985,-1.82191735139956
314.1055,0.512,0.603,-0.5374426987125567
314.1424,0.513,0.508,-0.6863402982996201
315.0699,3.297,0.61,-0.5261554393707678
315.0716,4.799,0.506,-0.6900605133019718
315.0719,5.501,0.353,0.9749608994127786
315.0831,3.586,0.0263,-2.6050568780959362
315.1808,0.91,0.359,-0.9623546261360117
316.1207,2.075,0.608,0.5293158917702132
316.1208,2.204,0.618,-0.5146817290833803
316.1217,0.51,0.396,-0.8865147640931998
317.0326,2.294,0.341,-0.999393685584688
317.032,2.39,0.826,-0.2261011179619717
317.0446,2.457,0.0246,-2.644089465803648
317.0667,2.147,0.389,-0.899770874250733
317.0686,5.121,0.654,-0.46156332226956187
317.0854,3.496,0.0761,-1.9782697356566188
317.11,8.01,0.373,-0.9316315658672008
317.1237,0.522,0.0215,-2.7225137324462962
317.1597,0.517,0.296,-1.1033835987931837
317.1602,3.057,0.556,-0.6098780777847702
318.0761,2.4,0.0197,-2.7731744911781426
319.03,3.986,0.82,0.23403530378651707
319.0668,4.881,0.582,-0.5687606515591342
319.0671,5.695,0.629,-0.4990134546991138
319.0839,3.477,0.104,-1.7884010648965671
319.1392,0.518,0.031,-2.5085694836111943
320.1516,0.52,0.0856,-1.9070968637297445
321.01,2.453,0.114,1.7313710013710646
321.0631,3.67,0.298,-1.0989513675309035
321.0787,2.11,0.841,-0.2057257612649001
321.0824,6.52,0.624,0.5058891024610588
321.0996,3.48,0.115,-1.725965121203394
321.0996,4.109,0.2,-1.3729302079221866
321.1908,0.499,0.247,-1.2304799100585213
322.1117,3.713,0.891,-0.14025574286544149
323.0227,0.552,0.34,-1.0026094857319323
323.0557,2.493,0.815,0.24066633661770853
323.0573,0.537,0.0227,-2.6888920544078436
323.0577,4.005,0.326,1.0334663191969018
323.0593,6.042,0.788,0.27593953407789945
323.0789,5.679,0.547,-0.623559717282089
323.0937,2.289,0.754,-0.32157421400549474
323.094,2.167,0.516,-0.6740466801124185
323.1456,9.146,0.0133,-3.0035624819466844
324.067,0.537,0.068,-2.0453748055641534
324.0722,6.11,0.576,-0.5778793056486667
324.0723,6.186,0.508,0.6859068459646157
324.0725,5.673,0.565,-0.5945352848856009
325.0364,3.989,0.164,-1.5010416237917754
325.0388,3.005,0.0947,-1.845493922731141
325.0719,2.459,0.206,1.3523240178833114
325.0923,3.905,0.888,0.14408242908590635
325.0944,5.667,0.00274,-3.948424313647057
325.1094,2.39,0.95,0.06447251319271292
325.1287,0.52,0.697,-0.40076460219172916
325.1689,1.04,0.116,-1.7221269067336855
326.0827,0.551,0.941,-0.07614600986586063
326.0864,6.015,0.29,1.118028724511996
326.088,5.533,0.489,0.718008834399527
326.0987,3.437,0.0615,-2.1059135198137136
326.099,3.389,0.312,-1.0651008495134942
326.1102,4.91,0.172,-1.4716304971048688
327.0325,4.016,0.118,-1.708740943600045
327.0724,2.431,0.176,-1.4544882994401678
327.089,3.578,0.0318,-2.4927248751805235
327.089,3.629,0.0145,-2.9496762914292227
327.1074,0.558,0.234,1.26654859443325
327.144,0.519,0.0557,2.163935085399003
328.0917,5.509,0.151,1.5560283358793459
329.0695,3.881,0.841,0.2063154119248786
329.0847,1.822,0.613,-0.5218339330083339
329.0873,5.474,0.41,-0.8601301351716304
329.1058,0.558,0.746,0.33368563407863333
329.1364,0.84,0.599,0.5427436302155925
329.16,0.517,0.269,1.1710777993927113
330.1373,0.513,0.511,-0.6823106306819162
331.0999,3.452,0.155,-1.5372607513301801
331.1214,0.588,0.249,1.2230840648418742
331.12,2.389,0.321,1.0445727980174706
331.161,1.03,0.0988,-1.8197537288151173
331.176,0.516,0.0696,-2.031360517901561
332.152,0.513,0.114,-1.731998111380269
333.0072,3.165,0.357,-0.9654210818613626
333.0076,2.172,0.534,-0.6442812428609681
333.0077,2.22,0.46,-0.7681609075448258
333.0245,8.134,0.0256,-2.621048745743752
333.0995,3.49,0.0957,-1.8394887710596182
333.2065,0.498,0.596,-0.5480434749547546
334.1252,7.52,0.0208,-2.740262920738693
335.0228,2.013,0.234,-1.2665775163900719
335.0421,6.09,0.942,0.07471264479526829
335.0788,4.048,0.306,-1.078438710153418
335.095,0.782,0.183,-1.4308813425222764
335.1151,3.621,0.205,-1.355348039151349
335.115,3.507,0.227,-1.288278147238133
335.1864,0.5,0.182,-1.435271807867648
336.0351,2.633,0.836,0.2128588374329001
336.0667,0.577,0.186,-1.4195410952512584
336.0668,3.29,0.0989,-1.8193315627756868
336.0721,4.991,0.379,-0.92081311688274
336.0894,1.988,0.938,0.08010719264518741
337.0375,2.682,0.364,-0.95185930166602
337.0384,3.521,0.215,-1.325009540803789
337.0387,0.585,0.114,1.7336511699828436
337.0561,4.657,0.00656,3.4184732739849646
337.0938,3.48,0.672,-0.4360912876576734
337.1097,0.926,0.315,1.0577772154236564
337.1491,0.533,0.233,-1.270525490074214
337.1498,3.7,0.0677,-2.0479085264790053
338.0519,5.673,0.219,1.3122100355791233
338.0857,5.513,0.625,-0.5049014933082437
338.0875,5.702,0.486,0.724192966166657
338.0878,4.821,0.449,-0.7884420586369065
338.088,4.942,0.309,1.0724861457758794
338.1174,5.405,0.341,-0.999286413152231
338.1175,7.123,0.341,-0.9992582806121153
339.065,3.661,0.00878,-3.2458518566426684
339.0737,6.209,0.0203,-2.755992453790819
339.0739,6.241,0.391,-0.8958660097565709
339.0892,3.494,0.304,-1.0824896723437702
339.089,3.56,0.474,-0.7433424980918881
339.1076,3.545,0.981,-0.02417133711821912
339.1079,0.546,0.957,0.055626825076095746
339.1194,3.617,0.983,0.021358390460931104
339.1808,0.89,0.32,-1.0467188622059915
339.1848,1.034,0.628,0.49986000185380935
340.1028,0.559,0.729,-0.3570022700431963
340.1245,4.553,0.522,-0.6628777740769535
340.1245,4.57,0.522,-0.6628777740769535
340.1245,5.186,0.0676,-2.049620547034488
340.1259,4.777,0.0348,2.4412898494826067
340.1549,3.953,0.34,-1.0014122241420793
341.0323,2.697,0.463,-0.7626502264141168
341.0679,2.499,0.926,-0.09580272102894243
341.0875,4.696,0.131,-1.6441991140232477
341.1043,3.624,0.113,-1.7393826421234566
341.1086,6.451,0.726,-0.35977433324681046
341.1236,0.523,0.799,-0.2618396867845811
341.1236,3.922,0.914,-0.11056976287605452
341.1238,3.166,0.632,0.49325436338921996
341.1536,6.145,0.34,-1.0014832939903995
341.1963,0.855,0.438,-0.8076539199563574
342.1008,0.561,0.203,-1.3637562848469935
342.1012,3.76,0.73,0.3553499672731655
342.1401,4.801,0.484,0.7261204994682132
342.1553,4.352,0.454,-0.7788393328060471
342.1555,3.661,0.457,-0.7734179037377391
342.1556,0.557,0.849,-0.19555697558468946
343.0389,3.833,0.608,-0.5288825135810491
343.0528,8.034,0.0286,-2.555349264672331
343.0667,4.941,0.722,-0.36534118578956715
343.0672,6.081,0.479,-0.7357847463154608
343.0855,2.702,0.453,-0.7811708816873486
343.0889,3.595,0.0454,-2.2853490406792383
343.1392,3.936,0.15,1.56090895288831
343.1393,0.52,0.347,0.9866727878909899
343.1394,3.094,0.289,1.120680279522403
344.1164,0.533,0.381,-0.9166689096236944
345.028,2.521,0.231,-1.276088383468156
345.0646,0.556,0.22,-1.3070786766193254
345.0795,2.084,0.289,-1.1188002101874785
345.0837,3.659,0.753,-0.32328968142074854
345.0987,2.126,0.238,-1.2553601848153508
345.1184,3.328,0.142,-1.59627525000237
345.1404,1.027,0.2,1.371049447720223
345.1552,0.548,0.153,1.545053520794414
345.1552,3.921,0.165,1.4984846723784981
345.155,0.983,0.214,1.326808643181118
345.1675,3.926,0.109,1.76060045689344
346.0776,4.14,0.303,-1.0848146903385427
346.1321,3.621,0.65,-0.46792537600447665
346.1323,0.513,0.0775,-1.9670003205489857
346.9896,1.85,0.315,1.0587371399109895
347.0644,3.426,0.754,0.3215785209208074
347.0747,6.014,0.00568,-3.505026183461321
347.0769,3.657,0.143,-1.5879047354970364
347.076,2.334,0.857,0.18483415717469825
347.0888,4.926,0.851,-0.19319552295355794
347.0935,2.377,0.764,-0.3088397229461283
347.1054,3.328,0.607,-0.5307110466119717
347.1054,3.351,0.637,-0.4872119202673706
347.1705,3.994,0.643,-0.47841129919509684
347.1706,4.809,0.337,1.0095473681760667
348.0905,0.595,0.528,0.6531757991117824
348.1105,4.903,0.0124,-3.0410406583573346
348.1473,0.523,0.0762,-1.9772468396202496
348.5347,2.62,0.588,0.5591613316500218
349.002,2.669,0.378,-0.9221950888333326
349.0213,7.922,0.0504,-2.223473844580433
349.039,3.936,0.392,0.8940201668005129
349.0593,2.431,0.266,1.1784667129953137
349.0943,3.648,0.759,-0.31502467973280096
349.1248,5.186,0.0371,-2.40285466152186
349.1248,5.438,0.00946,-3.2019386186011563
349.2019,0.51,0.781,-0.28575547779437693
350.0879,4.725,0.0214,-2.723775639948747
350.1261,4.787,0.0282,-2.5634904189310883
350.1635,0.57,0.0136,-2.989602504304601
351.0376,7.763,0.0565,-2.156060444705846
351.0566,8.859,0.0833,-1.9235621202182849
351.0893,2.059,0.568,0.5897868921030687
351.1053,2.385,0.802,-0.25776637924747997
351.1173,3.296,0.488,-0.7194139062268693
351.1268,3.641,0.398,-0.8832989473263408
351.1655,0.545,0.787,-0.2781015288957633
352.0712,1.03,0.24,-1.2503414522747158
352.0857,1.363,0.661,-0.4523767980994842
352.0858,0.661,0.417,-0.8474192317664717
353.0331,2.172,0.236,-1.2612744238150164
353.0334,2.232,0.223,-1.3004390250682554
353.0557,1.293,0.121,-1.696746806793304
353.0847,3.54,0.296,-1.101784665640909
353.0888,1.003,0.347,-0.9867998958752447
353.0894,5.683,0.293,1.1102302163189464
353.0894,6.244,0.36,0.9589591859347174
353.1042,2.363,0.82,-0.2330858000134092
353.1198,4.773,0.417,0.8472265106871438
353.1236,1.057,0.024,2.6582947998881963
354.101,0.567,0.0394,-2.368533266769644
355.0323,2.199,0.328,-1.0276346616369167
355.0469,0.537,0.889,0.14360728806506298
355.084,3.477,0.0643,-2.079222558853361
355.1046,5.684,0.0112,-3.1035057862799462
355.1198,2.415,0.633,-0.4919926838611137
355.1392,0.537,0.777,-0.29116439719309894
355.139,2.92,0.859,0.1818652657549331
356.0984,4.734,0.399,-0.8805440128421722
356.0985,4.988,0.755,-0.321327723488467
356.0986,5.69,0.426,0.8307072226176935
356.1167,0.565,0.0201,-2.762155413363195
356.1531,0.526,0.145,-1.580575490171344
357.0817,5.431,0.51,-0.6836523214818973
357.0822,3.942,0.361,-0.9571576273872344
357.0822,4.307,0.977,-0.02897477895589309
357.1011,2.685,0.682,-0.4213336292287
357.1019,0.569,0.272,-1.1637976524450415
357.1184,4.427,0.12,1.7022949917298291
357.1912,0.943,0.945,0.07087811726943352
358.132,3.491,0.0545,-2.177036308724766
359.0346,2.582,0.461,0.7666036105999556
359.0581,3.057,0.198,1.3775903224054942
359.0801,0.561,0.738,-0.343488085428862
359.0981,5.122,0.926,-0.09462777996724596
359.0981,5.715,0.13,1.6483183614208268
359.1156,0.557,0.963,0.046963585980479686
359.134,0.536,0.192,-1.3975095161170545
359.1707,0.969,0.133,-1.6337083901793539
360.1841,0.558,0.00934,-3.2093374470635263
361.0709,0.548,0.701,-0.39562548477962856
361.0718,3.973,0.281,-1.1403485549778662
361.0904,5.706,0.435,-0.8128295381240204
361.1028,5.97,0.435,-0.8138268143711513
361.1209,3.29,0.126,-1.6700714896021316
361.12,2.246,0.0668,-2.05628945900137
361.1498,0.533,0.0134,-2.9964583808914673
361.1498,5.087,0.539,0.6354905143470732
361.1499,3.707,0.147,-1.5701157041159368
361.1499,4.125,0.0366,-2.4110466066481346
362.028,5.344,0.0492,-2.2379220680526433
363.0179,2.025,0.194,-1.392766838411667
363.0285,3.294,0.432,0.8183771647626694
363.0285,3.439,0.166,-1.4930665640577283
363.0705,4.001,0.827,0.22428320156737444
363.0706,2.372,0.779,0.288086226430482
363.0752,3.254,0.212,-1.3345420551459128
363.0857,2.443,0.466,0.7581338311100944
363.1077,2.178,0.698,-0.3987589071313443
363.1655,0.542,0.0536,-2.1873928222812564
363.1655,4.146,0.43,-0.8222657694839667
363.1799,0.52,0.881,0.15377448265253238
364.0847,1.046,0.0411,-2.3431736832752446
364.0853,0.563,0.49,-0.7162040775597535
364.0955,3.54,0.17,-1.4790720216726192
364.0972,0.554,0.332,-1.01921265190127
365.0183,8.227,0.198,-1.377716069868494
365.0531,6.568,0.742,-0.33815722584648594
365.1096,4.1,0.00797,-3.3034983661936845
365.1351,6.514,0.009,-3.231563986062753
365.1425,0.559,0.607,-0.5305576212844231
365.1964,0.512,0.873,-0.16392946013170429
366.0821,3.731,0.0564,-2.1571187111113437
366.1011,0.567,0.0634,-2.087431761589534
367.0118,2.491,0.571,0.5854788484921954
367.0119,2.609,0.897,0.13334854069217136
367.0828,2.357,0.672,-0.4367843529641376
367.1049,5.136,0.497,-0.7044437413183161
367.1051,4.107,0.76,-0.31436948703581413
367.1133,5.469,0.343,-0.9956451367176534
367.1156,5.688,0.0288,-2.551661272394616
367.1391,0.519,5.92e-4,-4.934931328987392
367.1579,1.338,0.572,-0.5839891242542063
367.1582,0.557,0.883,-0.1515157466176157
367.212,0.875,0.201,-1.3699974497644087
368.0543,2.66,0.47,-0.7502012305762487
368.0807,3.064,0.295,-1.1045441754202583
368.0985,4.469,0.174,-1.4654467113821663
368.1164,0.563,0.0414,-2.339717374934041
369.0281,4.932,0.0395,-2.366586562542187
369.0507,1.9,0.191,-1.401761620932557
369.0843,6.594,0.0371,-2.4032834705432484
369.0995,3.487,0.166,-1.4926388972395463
369.1208,5.681,0.00625,-3.447382594301008
369.1312,0.552,0.0684,-2.0421771040606242
369.1547,0.523,0.00544,-3.5306823504990548
369.1736,1.402,0.878,-0.15737401221322286
369.1739,0.556,0.561,-0.600827278654066
370.0777,4.777,0.915,0.10904603740342178
370.0777,7.194,0.92,-0.10361082776041694
370.0962,2.969,0.16,-1.5193823621860967
370.1324,0.553,0.0198,-2.7702198330139867
370.1613,5.455,0.77,-0.3010049018967554
371.0942,2.275,0.579,-0.5738269018707788
371.0979,5.681,0.108,1.7677317169923514
371.1155,4.831,0.228,1.2856052602670929
371.137,5.203,0.06,-2.1207115701636083
371.1712,0.531,0.817,-0.23707079538941736
372.0936,4.817,0.621,-0.5099599766808751
372.1476,0.515,0.0518,-2.2073920522851544
372.1824,0.563,0.061,-2.1107322258652736
372.9904,4.024,0.348,0.9841514947136589
373.0618,1.02,0.576,0.5774231026494965
373.0775,7.367,0.984,-0.020479799891017902
373.1121,3.415,0.752,0.3251451766775536
373.1136,4.555,0.886,0.14711777893119962
373.1499,0.521,0.244,-1.2381978144797048
373.1519,4.556,0.718,0.3714232898803991
373.1862,0.927,0.0646,-2.075997050569573
374.1159,2.313,0.0855,-1.908169102524591
375.0208,1.56,0.457,-0.7742727385050662
375.091,3.638,0.467,0.7558629070342631
375.0929,6.899,0.345,0.9902421002941364
375.1189,4.534,0.821,-0.23210408609618324
375.1293,5.379,0.289,1.1202688028650334
376.2119,0.518,0.0149,-2.937382916572405
377.0534,3.749,0.264,-1.1841964609249087
377.0853,6.452,0.847,0.19773987546364122
377.0894,5.128,0.564,0.5973040237741851
377.114,3.199,0.479,-0.7355689483314769
377.1447,5.659,0.214,1.3260960463236025
377.1809,0.526,0.0991,-1.8182050509246646
377.196,0.515,0.481,-0.7321769367971629
378.1013,0.561,0.548,-0.6222095563098249
379.0335,7.386,0.0647,-2.075509493699525
379.0685,6.344,0.127,-1.66604232804303
379.0686,4.02,0.882,0.15214974438624668
379.1048,4.043,0.461,-0.7674834468387862
379.1403,0.524,0.211,1.3355752839248753
379.1601,0.575,0.161,-1.513332888859288
379.1604,4.758,0.216,-1.3194644878220445
379.1606,5.126,0.27,-1.1677159327873419
379.1966,0.529,0.647,-0.4719710614781018
380.1156,0.558,0.0399,-2.3609520976783136
381.0129,8.686,0.186,-1.4193898881220608
381.0996,3.658,0.14,-1.603739366294386
381.1368,3.661,0.133,-1.6364371592438156
381.1378,0.984,0.515,0.6756161123480166
381.137,0.563,0.131,-1.6473325088561417
381.1544,0.536,0.517,0.6709234197601586
381.1547,2.676,0.593,0.5524587610667856
382.1367,0.564,0.802,0.2581119974499645
383.0437,4.326,0.0318,-2.492985101408998
383.0963,0.55,0.783,0.28353685118362953
383.0977,4.787,0.0497,-2.232188680534267
383.1166,1.001,0.059,-2.130301215192828
383.1188,6.011,0.626,0.5030444868388256
383.1527,0.571,0.639,-0.4843369415316895
383.153,2.502,0.498,0.7025237124652449
383.1703,0.521,0.00768,3.325500001389232
384.0756,3.321,0.287,-1.1234774887296564
384.9454,1.825,0.842,-0.20477053443165188
384.9455,1.844,0.48,0.7331878250943622
385.0454,3.618,0.172,-1.470969256972189
385.0755,3.251,0.114,-1.7292589209232554
