mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size,,,,
536.3215_0.846,536.3215,0.846,502.86505,Cluster_189.0928_0.848,189.0928_0.848;534.3051_0.847;536.3215_0.846,3,,,,
537.2331_0.562,537.2331,0.562,4744.3085,537.2331_0.562,537.2331_0.562,1,,,,
538.0701_3.804,538.0701,3.804,61536.054,538.0701_3.804,538.0701_3.804,1,,,,
539.1935_3.661,539.1935,3.661,1318.26605,Cluster_567.1896_3.663,539.1935_3.661;567.1896_3.663;579.1928_3.647,3,,,,
539.2491_0.576,539.2491,0.576,50884.414,539.2491_0.576,539.2491_0.576,1,,,,
539.2491_4.207,539.2491,4.207,50758.2965,539.2491_4.207,539.2491_4.207,1,,,,
539.2492_4.084,539.2492,4.084,49829.6065,539.2492_4.084,539.2492_4.084,1,,,,
540.0743_3.978,540.0743,3.978,504.33145,540.0743_3.978,540.0743_3.978,1,,,,
540.2079_3.902,540.2079,3.902,2054.1483,540.2079_3.902,540.2079_3.902,1,,,,
541.1212_6.459,541.1212,6.459,7718.56935,541.1212_6.459,541.1212_6.459,1,,,,
541.2136_0.56,541.2136,0.56,3449.1432,541.2136_0.56,541.2136_0.56,1,,,,
541.2642_0.585,541.2642,0.585,23840.082,541.2642_0.585,541.2642_0.585,1,,,,
541.2644_4.221,541.2644,4.221,27480.2195,541.2644_4.221,541.2644_4.221,1,,,,
543.2078_4.124,543.2078,4.124,501.92515,Cluster_411.1686_4.114,411.1686_4.114;543.2078_4.124,2,,,,
543.2079_0.542,543.2079,0.542,2065.63575,Cluster_381.1544_0.536,381.1544_0.536;395.1347_0.543;543.2079_0.542;593.2086_0.54;597.1638_0.545;645.2646_0.537;709.3254_0.54;765.3164_0.548;767.3309_0.553;781.3096_0.55,10,,,,
543.2802_5.001,543.2802,5.001,11281.99,543.2802_5.001,543.2802_5.001,1,,,,
544.0945_1.747,544.0945,1.747,501.4977,544.0945_1.747,544.0945_1.747,1,,,,
544.2892_0.523,544.2892,0.523,1832.49795,Cluster_379.1403_0.524,379.1403_0.524;520.2883_0.516;534.3049_0.524;536.3204_0.517;544.2892_0.523,5,,,,
545.1135_3.973,545.1135,3.973,1056.62575,Cluster_531.0967_3.961,323.0428_3.957;335.0254_3.955;531.0967_3.961;545.1135_3.973,4,,,,
545.1254_2.429,545.1254,2.429,2853.2429,545.1254_2.429,545.1254_2.429,1,,,,
545.1677_3.916,545.1677,3.916,9535.092,Cluster_545.1677_3.916,545.1677_3.916;549.1813_3.924,2,,,,
545.1681_0.551,545.1681,0.551,3696.674,545.1681_0.551,545.1681_0.551,1,,,,
545.2041_3.931,545.2041,3.931,2019.24535,545.2041_3.931,545.2041_3.931,1,,,,
546.3042_0.52,546.3042,0.52,1509.3089,546.3042_0.52,546.3042_0.52,1,,,,
547.0889_3.745,547.0889,3.745,1115.11235,547.0889_3.745,547.0889_3.745,1,,,,
547.1866_3.913,547.1866,3.913,4839.46285,547.1866_3.913,547.1866_3.913,1,,,,
549.1813_3.924,549.1813,3.924,2848.8095,Cluster_545.1677_3.916,545.1677_3.916;549.1813_3.924,2,,,,
549.1959_3.292,549.1959,3.292,23371.1495,Cluster_565.1698_3.303,549.1959_3.292;565.1698_3.303,2,,,,
551.1172_4.021,551.1172,4.021,502.59725,Cluster_551.1172_4.021,424.0647_4.022;551.1172_4.021,2,,,,
551.1196_3.286,551.1196,3.286,501.8374,Cluster_315.0699_3.297,299.0586_3.308;315.0699_3.297;551.1196_3.286;683.1599_3.298;735.2019_3.302,5,,,,
551.2299_2.381,551.2299,2.381,1380.0557,551.2299_2.381,551.2299_2.381,1,,,,
551.23_0.535,551.23,0.535,1749.4984,Cluster_565.2092_0.543,123.052_0.531;551.23_0.535;565.2092_0.543,3,,,,
552.06_3.78,552.06,3.78,1044.06795,552.06_3.78,552.06_3.78,1,,,,
553.1923_3.314,553.1923,3.314,502.59725,Cluster_499.151_3.318,499.151_3.318;553.1923_3.314,2,,,,
553.1933_0.546,553.1933,0.546,1547.7395,Cluster_476.1921_0.548,446.181_0.561;476.1921_0.548;553.1933_0.546;569.1857_0.556;642.2414_0.553,5,,,,
553.2285_0.519,553.2285,0.519,7140.01315,553.2285_0.519,553.2285_0.519,1,,,,
554.1517_1.231,554.1517,1.231,501.39495,554.1517_1.231,554.1517_1.231,1,,,,
554.1612_5.922,554.1612,5.922,501.39495,Cluster_622.1488_5.921,470.1788_5.911;486.1739_5.925;525.0832_5.91;554.1612_5.922;622.1488_5.921;690.136_5.918,6,,,,
555.1556_3.583,555.1556,3.583,1425.4658,Cluster_555.1556_3.583,555.1556_3.583;593.168_3.576,2,,,,
555.1887_3.497,555.1887,3.497,1671.90945,555.1887_3.497,555.1887_3.497,1,,,,
556.0798_3.753,556.0798,3.753,1011.82485,Cluster_630.1194_3.743,556.0798_3.753;630.1194_3.743,2,,,,
557.0606_3.819,557.0606,3.819,1788.7363,Cluster_557.0606_3.819,557.0606_3.819;690.1124_3.829,2,,,,
557.1283_0.563,557.1283,0.563,1084.15325,Cluster_361.0709_0.548,361.0709_0.548;557.1283_0.563;731.249_0.551,3,,,,
557.1309_5.123,557.1309,5.123,502.4722,Cluster_485.0979_5.138,485.0979_5.138;517.1369_5.13;557.1309_5.123,3,,,,
557.2441_0.528,557.2441,0.528,2149.5352,Cluster_573.2395_0.524,557.2441_0.528;573.2395_0.524;673.2557_0.537;689.2501_0.539,4,,,,
558.1541_4.293,558.1541,4.293,501.68205,558.1541_4.293,558.1541_4.293,1,,,,
559.1111_5.114,559.1111,5.114,501.39495,Cluster_359.0981_5.122,359.0981_5.122;361.103_5.121;559.1111_5.114,3,,,,
560.1017_3.341,560.1017,3.341,1542.27605,560.1017_3.341,560.1017_3.341,1,,,,
561.0749_3.828,561.0749,3.828,41741.1725,561.0749_3.828,561.0749_3.828,1,,,,
561.0808_3.926,561.0808,3.926,1229.6685,561.0808_3.926,561.0808_3.926,1,,,,
561.1384_2.255,561.1384,2.255,2439.60815,561.1384_2.255,561.1384_2.255,1,,,,
561.1622_4.287,561.1622,4.287,501.98635,561.1622_4.287,561.1622_4.287,1,,,,
561.1713_3.268,561.1713,3.268,502.40595,Cluster_483.1578_3.257,341.0669_3.268;483.1578_3.257;507.1134_3.278;561.1713_3.268,4,,,,
563.0599_5.805,563.0599,5.805,501.39495,Cluster_427.0857_5.802,427.0857_5.802;495.0728_5.806;517.0545_5.81;563.0599_5.805;585.042_5.815;631.0476_5.808;763.167_5.818;809.1729_5.808;831.1537_5.806;899.1417_5.804,10,,,,
563.1016_3.856,563.1016,3.856,1387.40035,563.1016_3.856,563.1016_3.856,1,,,,
563.1421_6.084,563.1421,6.084,501.39495,Cluster_307.0125_6.081,307.0125_6.081;533.1313_6.086;563.1421_6.084,3,,,,
563.2176_0.558,563.2176,0.558,21298.7735,Cluster_563.2176_0.558,533.2063_0.553;563.2176_0.558,2,,,,
563.2511_3.658,563.2511,3.658,3143.521,563.2511_3.658,563.2511_3.658,1,,,,
564.1689_6.53,564.1689,6.53,503.7012,564.1689_6.53,564.1689_6.53,1,,,,
565.0088_3.843,565.0088,3.843,501.67095,Cluster_263.0229_3.849,263.0229_3.849;526.1378_3.851;565.0088_3.843,3,,,,
565.1552_4.125,565.1552,4.125,1290.59195,565.1552_4.125,565.1552_4.125,1,,,,
565.1555_0.583,565.1555,0.583,1181.9756,565.1555_0.583,565.1555_0.583,1,,,,
565.1698_3.303,565.1698,3.303,24143.3205,Cluster_565.1698_3.303,549.1959_3.292;565.1698_3.303,2,,,,
565.2092_0.543,565.2092,0.543,1751.64065,Cluster_565.2092_0.543,123.052_0.531;551.23_0.535;565.2092_0.543,3,,,,
565.2327_0.562,565.2327,0.562,73214.757,565.2327_0.562,565.2327_0.562,1,,,,
566.1_3.386,566.1,3.386,4574.49375,566.1_3.386,566.1_3.386,1,,,,
567.1896_3.663,567.1896,3.663,2209.9037,Cluster_567.1896_3.663,539.1935_3.661;567.1896_3.663;579.1928_3.647,3,,,,
567.3144_0.527,567.3144,0.527,13394.2935,567.3144_0.527,567.3144_0.527,1,,,,
568.1059_3.844,568.1059,3.844,12854.172,568.1059_3.844,568.1059_3.844,1,,,,
569.1103_3.819,569.1103,3.819,3325.39185,569.1103_3.819,569.1103_3.819,1,,,,
569.1724_2.397,569.1724,2.397,1801.16235,Cluster_447.1091_2.406,447.1091_2.406;519.1292_2.406;569.1724_2.397;589.1339_2.421;653.17_2.412,5,,,,
569.1857_0.556,569.1857,0.556,2685.8291,Cluster_476.1921_0.548,446.181_0.561;476.1921_0.548;553.1933_0.546;569.1857_0.556;642.2414_0.553,5,,,,
569.2416_0.916,569.2416,0.916,1022.68455,569.2416_0.916,569.2416_0.916,1,,,,
571.1314_3.55,571.1314,3.55,1083.09685,571.1314_3.55,571.1314_3.55,1,,,,
571.1485_6.253,571.1485,6.253,501.57855,571.1485_6.253,571.1485_6.253,1,,,,
571.2532_0.525,571.2532,0.525,2610.25645,571.2532_0.525,571.2532_0.525,1,,,,
573.1254_4.531,573.1254,4.531,501.4977,Cluster_375.1189_4.534,375.1189_4.534;573.1254_4.531,2,,,,
573.1989_3.921,573.1989,3.921,2075.61415,573.1989_3.921,573.1989_3.921,1,,,,
573.2395_0.524,573.2395,0.524,2411.24045,Cluster_573.2395_0.524,557.2441_0.528;573.2395_0.524;673.2557_0.537;689.2501_0.539,4,,,,
574.0803_3.839,574.0803,3.839,1298.52525,574.0803_3.839,574.0803_3.839,1,,,,
574.0911_3.655,574.0911,3.655,502.90485,Cluster_248.0037_3.65,232.017_3.668;248.0037_3.65;498.9881_3.658;574.0911_3.655,4,,,,
574.1703_5.501,574.1703,5.501,501.31405,574.1703_5.501,574.1703_5.501,1,,,,
575.1574_4.183,575.1574,4.183,2382.2534,575.1574_4.183,575.1574_4.183,1,,,,
575.2789_0.536,575.2789,0.536,60893.4635,Cluster_575.2789_0.536,575.2789_0.536;589.2946_0.534;603.31_0.534,3,,,,
576.0909_3.632,576.0909,3.632,501.7871,Cluster_246.0076_3.632,230.0128_3.625;232.0094_3.638;246.0076_3.632;461.0324_3.631;477.0274_3.636;576.0909_3.632;590.0869_3.632;918.1696_3.625,8,,,,
576.2269_0.53,576.2269,0.53,1363.93915,Cluster_461.1267_0.535,461.1267_0.535;576.2269_0.53,2,,,,
577.1969_0.559,577.1969,0.559,7793.05815,577.1969_0.559,577.1969_0.559,1,,,,
578.1363_1.547,578.1363,1.547,7955.0313,578.1363_1.547,578.1363_1.547,1,,,,
579.1928_3.647,579.1928,3.647,1423.4437,Cluster_567.1896_3.663,539.1935_3.661;567.1896_3.663;579.1928_3.647,3,,,,
579.2119_0.564,579.2119,0.564,25504.3815,579.2119_0.564,579.2119_0.564,1,,,,
579.2125_2.377,579.2125,2.377,4529.389,579.2125_2.377,579.2125_2.377,1,,,,
581.2273_0.569,581.2273,0.569,15432.936,Cluster_581.2273_0.569,535.2213_0.558;581.2273_0.569,2,,,,
581.3253_0.523,581.3253,0.523,12447.8955,Cluster_595.3413_0.521,581.3253_0.523;595.3413_0.521,2,,,,
582.095_3.386,582.095,3.386,4989.113,582.095_3.386,582.095_3.386,1,,,,
583.1521_3.804,583.1521,3.804,1949.7771,583.1521_3.804,583.1521_3.804,1,,,,
583.3112_0.557,583.3112,0.557,4424.86435,583.3112_0.557,583.3112_0.557,1,,,,
583.3114_4.248,583.3114,4.248,4798.336,583.3114_4.248,583.3114_4.248,1,,,,
585.042_5.815,585.042,5.815,501.39495,Cluster_427.0857_5.802,427.0857_5.802;495.0728_5.806;517.0545_5.81;563.0599_5.805;585.042_5.815;631.0476_5.808;763.167_5.818;809.1729_5.808;831.1537_5.806;899.1417_5.804,10,,,,
586.169_5.4,586.169,5.4,501.3526,586.169_5.4,586.169_5.4,1,,,,
587.0415_5.306,587.0415,5.306,501.39495,Cluster_518.1649_5.312,419.1191_5.304;503.0801_5.306;516.1636_5.302;518.1649_5.312;587.0415_5.306;600.1244_5.303;671.0028_5.306;684.0863_5.305,8,,,,
587.0739_4.002,587.0739,4.002,501.4977,Cluster_323.0577_4.005,323.0577_4.005;403.0007_4;587.0739_4.002;595.0608_4.009;655.0402_4.002,5,,,,
587.1079_0.57,587.1079,0.57,501.67095,587.1079_0.57,587.1079_0.57,1,,,,
587.2144_3.945,587.2144,3.945,5192.0985,587.2144_3.945,587.2144_3.945,1,,,,
588.8971_5.836,588.8971,5.836,65927.08,Cluster_248.9602_5.84,248.9602_5.84;316.9476_5.834;384.9349_5.837;452.9223_5.835;520.9097_5.839;588.8971_5.836;656.8844_5.84,7,,,,
589.1339_2.421,589.1339,2.421,1922.7115,Cluster_447.1091_2.406,447.1091_2.406;519.1292_2.406;569.1724_2.397;589.1339_2.421;653.17_2.412,5,,,,
589.2946_0.534,589.2946,0.534,44025.7,Cluster_575.2789_0.536,575.2789_0.536;589.2946_0.534;603.31_0.534,3,,,,
590.0409_5.877,590.0409,5.877,501.31405,Cluster_432.0841_5.875,386.079_5.864;432.0841_5.875;454.0661_5.875;522.0537_5.872;590.0409_5.877;658.0274_5.87;726.0152_5.874,7,,,,
590.0869_3.632,590.0869,3.632,501.7871,Cluster_246.0076_3.632,230.0128_3.625;232.0094_3.638;246.0076_3.632;461.0324_3.631;477.0274_3.636;576.0909_3.632;590.0869_3.632;918.1696_3.625,8,,,,
591.3172_0.523,591.3172,0.523,3322.71,591.3172_0.523,591.3172_0.523,1,,,,
591.3175_0.775,591.3175,0.775,502.90485,591.3175_0.775,591.3175_0.775,1,,,,
592.152_1.844,592.152,1.844,8163.4645,592.152_1.844,592.152_1.844,1,,,,
593.0708_5.846,593.0708,5.846,501.39495,Cluster_767.0226_5.837,593.0708_5.846;767.0226_5.837,2,,,,
593.1674_1.005,593.1674,1.005,501.68205,593.1674_1.005,593.1674_1.005,1,,,,
593.168_3.576,593.168,3.576,1148.1865,Cluster_555.1556_3.583,555.1556_3.583;593.168_3.576,2,,,,
593.1687_0.592,593.1687,0.592,1132.93875,593.1687_0.592,593.1687_0.592,1,,,,
593.2086_0.54,593.2086,0.54,1428.6319,Cluster_381.1544_0.536,381.1544_0.536;395.1347_0.543;543.2079_0.542;593.2086_0.54;597.1638_0.545;645.2646_0.537;709.3254_0.54;765.3164_0.548;767.3309_0.553;781.3096_0.55,10,,,,
594.0962_3.813,594.0962,3.813,13579.9975,594.0962_3.813,594.0962_3.813,1,,,,
594.3635_0.533,594.3635,0.533,3557.76595,594.3635_0.533,594.3635_0.533,1,,,,
594.987_5.34,594.987,5.34,501.39495,Cluster_397.0538_5.353,397.0538_5.353;473.0698_5.343;594.987_5.34,3,,,,
595.0608_4.009,595.0608,4.009,501.67095,Cluster_323.0577_4.005,323.0577_4.005;403.0007_4;587.0739_4.002;595.0608_4.009;655.0402_4.002,5,,,,
595.1274_3.509,595.1274,3.509,501.7871,595.1274_3.509,595.1274_3.509,1,,,,
595.3413_0.521,595.3413,0.521,13169.5915,Cluster_595.3413_0.521,581.3253_0.523;595.3413_0.521,2,,,,
597.0952_3.781,597.0952,3.781,1368.2664,597.0952_3.781,597.0952_3.781,1,,,,
597.1622_3.733,597.1622,3.733,1619.1359,Cluster_459.0952_3.721,459.0952_3.721;597.1622_3.733,2,,,,
597.1638_0.545,597.1638,0.545,1242.98435,Cluster_381.1544_0.536,381.1544_0.536;395.1347_0.543;543.2079_0.542;593.2086_0.54;597.1638_0.545;645.2646_0.537;709.3254_0.54;765.3164_0.548;767.3309_0.553;781.3096_0.55,10,,,,
598.0901_3.38,598.0901,3.38,2815.0323,598.0901_3.38,598.0901_3.38,1,,,,
599.0084_5.944,599.0084,5.944,503.3178,Cluster_531.0208_5.949,288.0095_5.948;531.0208_5.949;599.0084_5.944,3,,,,
599.1786_4.035,599.1786,4.035,1532.2782,599.1786_4.035,599.1786_4.035,1,,,,
600.1158_3.861,600.1158,3.861,502.0107,Cluster_446.1811_3.871,446.1811_3.871;600.1158_3.861,2,,,,
600.1244_5.303,600.1244,5.303,501.39495,Cluster_518.1649_5.312,419.1191_5.304;503.0801_5.306;516.1636_5.302;518.1649_5.312;587.0415_5.306;600.1244_5.303;671.0028_5.306;684.0863_5.305,8,,,,
600.2839_3.862,600.2839,3.862,15356.7125,600.2839_3.862,600.2839_3.862,1,,,,
600.284_0.642,600.284,0.642,5120.5886,600.284_0.642,600.284_0.642,1,,,,
601.1781_0.558,601.1781,0.558,1093.8344,601.1781_0.558,601.1781_0.558,1,,,,
603.1886_3.693,603.1886,3.693,2692.6675,603.1886_3.693,603.1886_3.693,1,,,,
603.31_0.534,603.31,0.534,15387.7095,Cluster_575.2789_0.536,575.2789_0.536;589.2946_0.534;603.31_0.534,3,,,,
604.1015_3.688,604.1015,3.688,501.7871,Cluster_506.0901_3.699,506.0901_3.699;604.1015_3.688,2,,,,
604.1208_7.712,604.1208,7.712,501.3526,604.1208_7.712,604.1208_7.712,1,,,,
605.111_4.047,605.111,4.047,501.31405,605.111_4.047,605.111_4.047,1,,,,
605.1142_8.106,605.1142,8.106,502.90485,Cluster_703.0841_8.109,605.1142_8.106;703.0841_8.109,2,,,,
606.0945_3.81,606.0945,3.81,505.0133,606.0945_3.81,606.0945_3.81,1,,,,
608.1467_1.783,608.1467,1.783,4315.7652,608.1467_1.783,608.1467_1.783,1,,,,
609.1639_3.456,609.1639,3.456,1108.4439,Cluster_427.0695_3.454,427.0695_3.454;433.0952_3.463;447.1106_3.45;609.1639_3.456,4,,,,
609.2621_0.562,609.2621,0.562,9716.0295,609.2621_0.562,609.2621_0.562,1,,,,
610.0903_3.375,610.0903,3.375,5027.3865,610.0903_3.375,610.0903_3.375,1,,,,
612.1748_3.869,612.1748,3.869,5258.2,612.1748_3.869,612.1748_3.869,1,,,,
613.3585_4.442,613.3585,4.442,11950.0395,613.3585_4.442,613.3585_4.442,1,,,,
615.2464_4.094,615.2464,4.094,1212.90845,615.2464_4.094,615.2464_4.094,1,,,,
615.3123_0.522,615.3123,0.522,3188.3684,615.3123_0.522,615.3123_0.522,1,,,,
617.1182_0.559,617.1182,0.559,501.776,Cluster_421.0596_0.559,421.0596_0.559;435.0756_0.552;617.1182_0.559,3,,,,
617.1301_3.99,617.1301,3.99,502.90485,617.1301_3.99,617.1301_3.99,1,,,,
618.1748_4.18,618.1748,4.18,501.48735,618.1748_4.18,618.1748_4.18,1,,,,
618.1817_1.581,618.1817,1.581,501.86175,618.1817_1.581,618.1817_1.581,1,,,,
619.102_3.571,619.102,3.571,501.7871,619.102_3.571,619.102_3.571,1,,,,
620.1832_1.624,620.1832,1.624,5335.461,620.1832_1.624,620.1832_1.624,1,,,,
622.0896_3.343,622.0896,3.343,3813.50225,622.0896_3.343,622.0896_3.343,1,,,,
622.1488_5.921,622.1488,5.921,501.4977,Cluster_622.1488_5.921,470.1788_5.911;486.1739_5.925;525.0832_5.91;554.1612_5.922;622.1488_5.921;690.136_5.918,6,,,,
622.1913_4.077,622.1913,4.077,501.67095,Cluster_622.1913_4.077,492.187_4.088;622.1913_4.077,2,,,,
623.2553_0.552,623.2553,0.552,2539.09375,Cluster_503.1919_0.546,407.0436_0.56;423.0387_0.559;453.0492_0.557;467.0644_0.555;497.075_0.553;503.1919_0.546;527.1806_0.565;623.2553_0.552,8,,,,
624.1416_1.761,624.1416,1.761,3846.47065,624.1416_1.761,624.1416_1.761,1,,,,
625.03_4.043,625.03,4.043,501.39495,Cluster_213.0766_4.042,213.0766_4.042;376.9945_4.037;625.03_4.043;627.0283_4.044,4,,,,
626.1872_0.564,626.1872,0.564,502.01235,Cluster_468.1999_0.539,334.0521_0.552;336.0472_0.551;468.1999_0.539;626.1872_0.564,4,,,,
627.0283_4.044,627.0283,4.044,501.39495,Cluster_213.0766_4.042,213.0766_4.042;376.9945_4.037;625.03_4.043;627.0283_4.044,4,,,,
628.1269_3.837,628.1269,3.837,10334.383,628.1269_3.837,628.1269_3.837,1,,,,
628.2092_3.413,628.2092,3.413,502.531,628.2092_3.413,628.2092_3.413,1,,,,
630.1194_3.743,630.1194,3.743,1087.51405,Cluster_630.1194_3.743,556.0798_3.753;630.1194_3.743,2,,,,
631.0476_5.808,631.0476,5.808,501.39495,Cluster_427.0857_5.802,427.0857_5.802;495.0728_5.806;517.0545_5.81;563.0599_5.805;585.042_5.815;631.0476_5.808;763.167_5.818;809.1729_5.808;831.1537_5.806;899.1417_5.804,10,,,,
631.2682_0.556,631.2682,0.556,19440.584,631.2682_0.556,631.2682_0.556,1,,,,
632.2037_7.803,632.2037,7.803,27410.831,632.2037_7.803,632.2037_7.803,1,,,,
633.1273_3.959,633.1273,3.959,1119.95515,Cluster_433.1135_3.943,433.1135_3.943;633.1273_3.959,2,,,,
633.1408_2.45,633.1408,2.45,1850.7166,633.1408_2.45,633.1408_2.45,1,,,,
633.2843_0.555,633.2843,0.555,41632.895,633.2843_0.555,633.2843_0.555,1,,,,
635.0679_4.372,635.0679,4.372,501.39495,Cluster_432.1992_4.386,432.1992_4.386;635.0679_4.372,2,,,,
636.0805_3.392,636.0805,3.392,1791.28815,636.0805_3.392,636.0805_3.392,1,,,,
636.2416_0.539,636.2416,0.539,1671.84,Cluster_326.0827_0.551,326.0827_0.551;360.0443_0.553;416.1471_0.55;472.1406_0.536;486.2136_0.553;500.2273_0.54;512.1913_0.544;518.2031_0.538;529.1605_0.542;636.2416_0.539,10,,,,
640.333_6.148,640.333,6.148,6650.9895,640.333_6.148,640.333_6.148,1,,,,
641.2574_0.556,641.2574,0.556,1929.77715,641.2574_0.556,641.2574_0.556,1,,,,
642.2414_0.553,642.2414,0.553,1167.26285,Cluster_476.1921_0.548,446.181_0.561;476.1921_0.548;553.1933_0.546;569.1857_0.556;642.2414_0.553,5,,,,
645.2646_0.537,645.2646,0.537,1620.008,Cluster_381.1544_0.536,381.1544_0.536;395.1347_0.543;543.2079_0.542;593.2086_0.54;597.1638_0.545;645.2646_0.537;709.3254_0.54;765.3164_0.548;767.3309_0.553;781.3096_0.55,10,,,,
646.2164_3.785,646.2164,3.785,5118.8605,646.2164_3.785,646.2164_3.785,1,,,,
650.2588_0.526,650.2588,0.526,1306.97885,650.2588_0.526,650.2588_0.526,1,,,,
650.2883_3.304,650.2883,3.304,1230.94985,650.2883_3.304,650.2883_3.304,1,,,,
653.0287_5.802,653.0287,5.802,501.39495,Cluster_653.0287_5.802,653.0287_5.802;699.0348_5.817;721.0166_5.822;789.0039_5.818,4,,,,
653.17_2.412,653.17,2.412,1568.16155,Cluster_447.1091_2.406,447.1091_2.406;519.1292_2.406;569.1724_2.397;589.1339_2.421;653.17_2.412,5,,,,
653.183_5.525,653.183,5.525,501.67095,Cluster_326.088_5.533,326.088_5.533;348.0694_5.529;364.0438_5.529;653.183_5.525;675.1649_5.531;691.1383_5.533,6,,,,
655.0402_4.002,655.0402,4.002,501.67095,Cluster_323.0577_4.005,323.0577_4.005;403.0007_4;587.0739_4.002;595.0608_4.009;655.0402_4.002,5,,,,
655.1389_4.473,655.1389,4.473,501.39495,655.1389_4.473,655.1389_4.473,1,,,,
656.8844_5.84,656.8844,5.84,34698.49,Cluster_248.9602_5.84,248.9602_5.84;316.9476_5.834;384.9349_5.837;452.9223_5.835;520.9097_5.839;588.8971_5.836;656.8844_5.84,7,,,,
658.0274_5.87,658.0274,5.87,501.31405,Cluster_432.0841_5.875,386.079_5.864;432.0841_5.875;454.0661_5.875;522.0537_5.872;590.0409_5.877;658.0274_5.87;726.0152_5.874,7,,,,
660.1369_3.999,660.1369,3.999,501.67095,660.1369_3.999,660.1369_3.999,1,,,,
660.2145_1.234,660.2145,1.234,20878.833,660.2145_1.234,660.2145_1.234,1,,,,
663.3587_0.517,663.3587,0.517,2675.4854,Cluster_331.176_0.516,331.176_0.516;331.2132_0.515;347.1703_0.526;663.3587_0.517,4,,,,
665.2855_0.557,665.2855,0.557,4364.7061,Cluster_667.3006_0.558,665.2855_0.557;667.3006_0.558,2,,,,
667.2045_3.916,667.2045,3.916,501.7871,667.2045_3.916,667.2045_3.916,1,,,,
667.3006_0.558,667.3006,0.558,6067.71685,Cluster_667.3006_0.558,665.2855_0.557;667.3006_0.558,2,,,,
669.2279_0.553,669.2279,0.553,1634.51675,Cluster_405.1196_0.54,405.1196_0.54;669.2279_0.553,2,,,,
669.229_3.274,669.229,3.274,501.4977,Cluster_489.1188_3.274,489.1188_3.274;669.229_3.274,2,,,,
671.0028_5.306,671.0028,5.306,501.39495,Cluster_518.1649_5.312,419.1191_5.304;503.0801_5.306;516.1636_5.302;518.1649_5.312;587.0415_5.306;600.1244_5.303;671.0028_5.306;684.0863_5.305,8,,,,
673.2557_0.537,673.2557,0.537,1781.8578,Cluster_573.2395_0.524,557.2441_0.528;573.2395_0.524;673.2557_0.537;689.2501_0.539,4,,,,
675.1649_5.531,675.1649,5.531,501.67095,Cluster_326.088_5.533,326.088_5.533;348.0694_5.529;364.0438_5.529;653.183_5.525;675.1649_5.531;691.1383_5.533,6,,,,
675.3396_0.535,675.3396,0.535,3001.81425,Cluster_489.2349_0.534,489.2349_0.534;675.3396_0.535,2,,,,
678.2052_1.322,678.2052,1.322,1274.5784,678.2052_1.322,678.2052_1.322,1,,,,
683.1599_3.298,683.1599,3.298,501.67095,Cluster_315.0699_3.297,299.0586_3.308;315.0699_3.297;551.1196_3.286;683.1599_3.298;735.2019_3.302,5,,,,
684.0863_5.305,684.0863,5.305,501.39495,Cluster_518.1649_5.312,419.1191_5.304;503.0801_5.306;516.1636_5.302;518.1649_5.312;587.0415_5.306;600.1244_5.303;671.0028_5.306;684.0863_5.305,8,,,,
686.154_3.73,686.154,3.73,4984.4782,686.154_3.73,686.154_3.73,1,,,,
689.2501_0.539,689.2501,0.539,1542.6242,Cluster_573.2395_0.524,557.2441_0.528;573.2395_0.524;673.2557_0.537;689.2501_0.539,4,,,,
689.3021_0.543,689.3021,0.543,1891.0787,689.3021_0.543,689.3021_0.543,1,,,,
690.1124_3.829,690.1124,3.829,1705.85335,Cluster_557.0606_3.819,557.0606_3.819;690.1124_3.829,2,,,,
690.136_5.918,690.136,5.918,501.39495,Cluster_622.1488_5.921,470.1788_5.911;486.1739_5.925;525.0832_5.91;554.1612_5.922;622.1488_5.921;690.136_5.918,6,,,,
691.1383_5.533,691.1383,5.533,501.67095,Cluster_326.088_5.533,326.088_5.533;348.0694_5.529;364.0438_5.529;653.183_5.525;675.1649_5.531;691.1383_5.533,6,,,,
691.3164_0.548,691.3164,0.548,2096.995,Cluster_345.1552_0.548,345.1552_0.548;691.3164_0.548,2,,,,
691.3172_3.917,691.3172,3.917,1995.50775,Cluster_345.1552_3.921,345.1552_3.921;345.1948_3.925;347.1613_3.912;691.3172_3.917;729.2738_3.922,5,,,,
699.0348_5.817,699.0348,5.817,501.39495,Cluster_653.0287_5.802,653.0287_5.802;699.0348_5.817;721.0166_5.822;789.0039_5.818,4,,,,
699.1561_3.36,699.1561,3.36,501.67095,Cluster_139.04_3.348,139.04_3.348;279.0175_3.355;699.1561_3.36,3,,,,
699.3031_3.917,699.3031,3.917,1966.30615,699.3031_3.917,699.3031_3.917,1,,,,
701.1826_4.723,701.1826,4.723,3324.63675,Cluster_350.0879_4.725,350.0879_4.725;351.0909_4.722;701.1826_4.723;739.1383_4.724,4,,,,
701.3564_0.532,701.3564,0.532,5065.7722,701.3564_0.532,701.3564_0.532,1,,,,
707.2323_3.933,707.2323,3.933,501.67095,Cluster_345.1675_3.926,345.1675_3.926;707.2323_3.933;715.2168_3.917,3,,,,
709.3254_0.54,709.3254,0.54,2650.7257,Cluster_381.1544_0.536,381.1544_0.536;395.1347_0.543;543.2079_0.542;593.2086_0.54;597.1638_0.545;645.2646_0.537;709.3254_0.54;765.3164_0.548;767.3309_0.553;781.3096_0.55,10,,,,
