mz_rt,row ID,6101_U4_C18POS_14,6110_U2_C18POS_34,6104_U2_C18POS_19,6109_U4_C18POS_22,6111_U1_C18POS_51,6110_U3_C18POS_45,6105_U1_C18POS_43,6111_U4_C18POS_42,6113_U2_C18POS_31,6105_U2_C18POS_40,6109_U1_C18POS_58,6113_U4_C18POS_62,6102_U1_C18POS_26_1,6102_U2_C18POS_16,6105_U4_C18POS_47,6105_U3_C18POS_39,6111_U2_C18POS_35,6103_U4_C18POS_53,6102_U3_C18POS_48,6102_U4_C18POS_50,6104_U4_C18POS_12,6101_U1_C18POS_59,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6103_U2_C18POS_60,6101_U2_C18POS_30,6112_U2_C18POS_37,6113_U1_C18POS_24,6108_U4_C18POS_18,6104_U1_C18POS_55,6113_U3_C18POS_15,6101_U3_C18POS_29_1,6106_U3_C18POS_20,6106_U2_C18POS_46,6108_U1_C18POS_44,6111_U3_C18POS_54,6112_U4_C18POS_63,6109_U3_C18POS_52,6110_U1_C18POS_11,6110_U4_C18POS_start-10,6112_U3_C18POS_56,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6106_U1_C18POS_23,6109_U2_C18POS_13,6106_U4_C18POS_36,6112_U1_C18POS_38,PooledQC6_C18POS_17,PooledQC11_C18POS_57,PooledQC9_C18POS_41,6104_U3_C18POS_32,PooledQC10_C18POS_49,PooledQC12_C18POS_64,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC8_C18POS_33,PooledQC7_C18POS_25,...63
341.1877_3.826,3851,1007.31415,NA,1259.4692,NA,NA,NA,1016.2665,1747.2606,1036.7657,NA,1857.3378,1146.0801,1352.7042,1585.3225,1061.0834,NA,1041.0286,1061.1653,1937.9185,1248.8,1041.7837,1346.0034,NA,13519.285,1117.9943,NA,1117.878,1050.882,59326.594,1050.344,1162.6736,1050.8356,NA,NA,NA,1038.6357,NA,1461.9463,NA,NA,NA,56402.625,1101.8589,NA,1027.4153,NA,1143.6816,3434.3252,2746.6877,3810.8281,NA,3624.1646,4006.365,3477.0315,4255.0615,3420.6125,NA
461.1074_3.814,3857,NA,NA,NA,137737.3,NA,NA,NA,94621.64,1490.6604,46527.926,NA,79714.92,NA,148503.1,NA,NA,NA,NA,NA,1273.6182,32524.832,NA,NA,102472.95,171915.7,138958.92,27363.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11534.266,3931.9421,184638.6,NA,1264.0892,NA,NA,NA,42792.754,1482.308,28159.377,27782.564,32039.016,NA,40641.35,37934.02,28997.695,29537.86,28893.002,NA
455.0092_3.817,3861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2140.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214.5593,NA,NA,NA,NA,NA,26705.803,20113.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,23716.361,NA,21116.945,1068.866,25317.86,24701.088,22992.605,NA,23111.357,26594.85,22522.838,23401.703,23159.318,NA
651.105_3.812,3866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066.6152,NA,NA,NA,NA,1192.64,NA,NA,NA,NA,NA,NA,NA,NA,1010.8795,35775.54,25192.639,NA,NA,NA,NA,1288.7965,NA,NA,NA,1060,28644.176,NA,30004.66,NA,26979.625,26452.19,27383.443,NA,28040.617,26963.02,25005.045,24954.426,24050.121,NA
135.0441_3.831,3879,15783.951,12231.878,28415.848,7799.476,14998.83,16342.12,13801.645,3774.8105,10683.135,21055.455,4028.2205,14041.166,6654.1406,11833.653,9356.605,11292.165,9429.622,9198.019,5291.6567,28208.264,8575.58,12416.003,13208.982,15542.0205,14283.058,7429.7393,9952.559,29757.63,6110.3804,11529.925,61869.508,6635.7427,11414.716,6339.2983,63324.535,31636.744,21919.775,62961.633,11566.072,4301.2876,10273.766,20795.69,10309.768,12106.107,106737.625,10579.976,45339.668,16267.677,21151.703,19389.645,36464.5,22856.676,21534.664,18082.975,18952.602,18088.643,NA
210.076_3.831,3882,9104.294,8328.014,11743.892,4598.22,6451.035,8440.354,5817.6875,1476.1127,6343.395,6447.8164,4944.227,6965.8447,3411.6262,6358.1265,5979.209,6111.107,5494.1577,4180.267,2836.7805,12135.971,3283.081,6564.537,7661.9824,7889.8726,5274.8823,4645.393,6014.709,15895.502,3424.03,5187.7314,30148.482,3268.4353,6591.49,3004.7065,28875.074,16131.218,10636.256,29168.576,4573.1094,2552.0173,5146.845,9397.296,4992.1323,4986.481,48253.65,5872.5796,21837.719,9733.014,8419.761,10263.594,16202.421,9090.303,10092.938,10488.501,9369.898,8381.692,NA
704.3804_3.843,3883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263363.4,209890.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,358870.16,NA,229792.19,NA,57240.965,50881.85,53230.168,NA,58189.023,56519.363,48494.613,53723.414,52128.09,NA
675.3453_3.832,3884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1072.2803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122839.36,35256.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,137604.83,NA,87746.42,NA,21692.605,22569.85,21305.102,NA,23576.377,26379.578,27305.348,19221.908,21783.188,NA
149.0673_3.831,3890,NA,NA,1033.7474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287.4882,1761.2235,NA,1068.9531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41858.14,43277.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,41348.28,NA,42655.38,NA,16384.93,17750.498,16329.556,NA,17298.04,16439.682,15612.513,16986.244,15549.829,NA
705.3808_3.85,3894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91945.48,67923.79,NA,NA,NA,NA,NA,NA,NA,1072.3993,NA,123111.8,NA,86279.73,NA,17894.645,18697.781,20385.277,NA,19277.73,18628.814,17722.621,19149.553,17618.305,NA
703.3771_3.845,3899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594403.56,446513.3,NA,NA,NA,NA,NA,NA,NA,1386.7202,NA,843035.7,NA,546381.3,NA,112270.54,107870.92,117494.79,NA,124745.01,116614.44,106774.99,118271.695,119182.32,NA
689.3613_3.831,3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166589.53,102310.2,NA,NA,NA,NA,NA,NA,NA,1231.0435,NA,187333.55,NA,165528.17,NA,41388.293,34493.523,38798.445,NA,38205.348,41712.92,46495.973,38763.2,38656.72,NA
504.2644_3.847,3903,4682.2314,3684.645,2324.3296,2128.7644,18216.791,6311.8228,3044.3403,2465.0002,13865.602,5235.7534,2648.4321,2603.1357,6784.05,4243.3374,3590.2083,3732.007,5267.938,2337.6746,4168.8403,4262.753,4707.3804,3385.5713,3425.9153,16590.201,2547.9568,3038.4338,10284.979,43266.945,6702.02,2788.0796,33986.93,2803.487,4863.3975,1652.4458,2542.9604,3241.4312,8542.935,4804.13,3959.7678,3057.4587,12381.976,8976.12,3822.688,1638.79,3261.0107,6877.3867,11519.248,6730.5146,5302.0933000000005,6571.4297,5242.018,7357.0386,7902.3135,6085.2593,5571.501,6169.0674,NA
337.1754_3.847,3905,17826.684,12962.812,14583.871,32502.88,25225.68,13246.516,30494.863,21370.707,19703.992,26089.645,34525.652,25116.07,26591.248,21099.57,24692.309,28158.414,17713.287,7713.4995,34374.367,29402.754,19844.834,20800.156,10990.79,5610.5015,8963.09,11560.116,13764.71,33473.137,14585.491,22667.264,24491.68,23171.264,8452.855,11951.043,1723.551,26106.707,10895.953,33194.98,22367.162,19928.773,10640.605,2849.9634,6938.7896,12913.632,28376.701,7448.64,13468.904,15012.089,16314.1,15445.562,19616.701,17396.574,15741.855,15061.1045,13597.95,12816.338,NA
400.2173_3.807,3909,NA,2309.0747,2083.8816,1808.2894,1613.8756,2934.8406,1230.8596,1317.097,9725.281,1616.0416,1285.7102,3171.7908,2572.4456,1369.9962,1864.9368,1795.8505,1405.0361,1973.5281,1408.5356,NA,3640.0906,1315.8564,2093.3416,1401.7073,2111.0977,NA,1271.75,1480.4697,1521.75,1595.874,37138.33,1043.4308,1527.8561,1459.7612,1612.4801,1044.834,1884.0045,2036.5156,6806.284,2069.4253,2569.7422,1751.1493,1932.1869,1534.2046,1608.7017,NA,1185.16,2730.5808,2928.2832,3688.0996,2564.4617,3814.3904000000002,2888.6772,2956.9592,2803.1287,2774.1824,NA
301.1221_3.855,3912,1606,1541.0149,1390.7543,1437.455,2100.588,1498.5895,1251.1812,1397.3905,5127.149,1561.983,2588.7966,1783.0947,2244.3687,18429.045,1806.5452,1512.3325,1611.6493,2376.1309,23956.77,28905.898,2192.0012,1276.5282,3324.4749,1578.6256,3408.857,1566.1129,1084.2201,1957.0496,1795.2095,2353.5667,3365.7634,1827.8207,5661.6997,5277.4365,2179.814,2865.5693,1242.4271,1802.1086,2214.6008,1908.27,1618.9779,2250.1484,2616.461,1915.0525,2298,6781.9873,1341.3767,2978.894,2727.1785,2459.8726,1407.284,3106.1096,3115.905,2670.9197,3343.0012,2981.489,NA
1106.5217_3.833,3927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31706.959,4837.9473,NA,NA,NA,NA,NA,NA,NA,NA,NA,33115.527,NA,24103.863,NA,1523.6108,1120.8208,1224.5697,NA,1480.2858,1232.1636,1488.0796,1311.6592,1000.0029,NA
244.1711_3.868,3955,NA,1135.5836,NA,1257.0571,1080.366,1189.967,1084.5767,NA,NA,NA,2416.024,NA,NA,NA,41230.71,1171.8063,2620.5557,1736.0123,1022.9211,NA,NA,NA,1284.6284,NA,NA,NA,1017.12585,1399.0546,NA,1070.8503,NA,NA,3898776.5,2304439,NA,NA,NA,1631.1322,NA,1231.5487,NA,NA,1235.313,4171283,2192.113,264596.8,NA,389234.3,391082.25,386149.66,NA,480545.25,472121.53,361691.9,392968.28,383684.1,NA
266.1022_3.875,3962,35533.848,8227.903,6840.76,18269.412,30461.162,12026.668,11127.882,19218.225,19486.654,13562.246,20863.877,12404.626,11294.665,20815.008,10440.447,15991.438,23144.744,38416.45,17636.53,28459.088,14273.645,33513.594,83102,37873.98,67186.69,26717.508,33952.15,26614.494,22940.607,7332.4756,16080.801,25571.848,44874.836,27474.184,31569.992,26104.354,32501.934,21924.152,17120.254,20730.26,35036.793,19993.254,61041.05,31013.17,23542.158,37214.574,36685.402,28857.47,28870.584,29620.586,8692.385,29869.277,33550.754,29202.934,27790.844,32452.88,NA
433.1121_3.884,3974,1070.0869,NA,1096.4877,76675.38,NA,3037.8352,NA,71368.16,1087,49754.082,1096.094,17785.826,NA,11752.835,1137.4824,NA,NA,NA,1052.3949,1043.7161,67282.53,NA,NA,41901.363,42655.89,19727.605,6916.506,NA,NA,NA,1556.9192,NA,NA,1086.782,NA,NA,1065.5057,6194.918,12451.119,138836.12,NA,4307.0215,NA,1069.6957,1217.2017,44347.66,3122.0037,15306.168,17448.326,16370.421,NA,16178.653,16415.553,16490.557,13605.631,14931.423,NA
302.1232_3.89,3978,35783.46,4555.5605,1689.0143,9410.219,45477.68,8530.602,1755.6555,17576.363,27203.215,17146.566,25412.736,16473.65,16233.219,19484.904,16345.519,15262.698,19203.414,34574.996,21418.559,39378.95,3878.3804,21120.188,47463.965,17574.44,52851.844,24179.988,30191.463,35931.1,12278.122,1920.0828,19127.05,21007.367,20849.688,10313.367,10893.699,24948.43,20490.15,19889.615,11683.6455,21755.514,21558.777,9397.34,47782.715,6952.0073,21724.443,18755.947,24431.744,11933.201,13549.036,12930.379,1721.0577,12837.704,11849.881,13444.57,12248.817,13586.35,NA
733.3859_3.912,3990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1279.3947,NA,NA,NA,24458.732,13875.987,NA,NA,NA,NA,NA,NA,NA,1147.779,NA,18305.898,NA,19421.455,NA,5646.4287,4463.0415,6374.334,NA,5612.5645,5018.422,6556.513,6001.988,5635.1704,NA
719.3726_3.874,3999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.784,NA,NA,NA,19540.94,27801.682,NA,NA,NA,NA,NA,NA,NA,1017.04663,NA,19480.338,NA,12730.934,NA,3173.2847,3240.4155,3501.7744,NA,4879.73,4300.236,3594.497,2995.5615,3878.9944,NA
258.1947_3.931,4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3951.4062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127.7981,NA,NA,NA,NA,NA,NA,37556.492,33449.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,33163.98,NA,35957.42,NA,38772.582,35446.145,34867.633,NA,36302.805,40039.883,38233.44,37459.496,35880.723,NA
258.1848_3.943,4014,NA,1106.2731,NA,1343.8146,1099.015,1553.5977,NA,1160.9104,NA,1406.0171,NA,NA,NA,NA,32606.18,NA,2937.878,2878.622,1379.0592,NA,1110.8762,1260.141,NA,NA,NA,1027.7792,1429.7356,1624.2355,1321.5696,1180.5381,NA,NA,4520609.5,3632635,1187.6145,NA,NA,NA,NA,1184.1538,NA,NA,2142.8672,5176956,NA,4249245,1481.3125,636311.25,612299.06,629393.8,NA,749389.25,754907,611447.9,616916.2,614905.5,NA
375.2614_3.928,4016,1017.58704,NA,NA,NA,1148.9977,NA,NA,NA,1600.5332,1074.1023,NA,NA,NA,1006.69617,1042.6831,NA,NA,1143.3942,NA,1356.119,NA,1037.3612,1360.6277,NA,1295.2273,NA,NA,2198.8994,1184.8185,NA,NA,NA,29478.373,25815.283,NA,NA,NA,1032.877,1366.6865,1051.711,1258.0643,1256.2141,1384.8605,39394.7,NA,26367.29,NA,10587.848,7792.302,9400.512,NA,10842.988,10806.025,9594.652,9021.062,10006.968,NA
947.4855_3.919,4020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13791.811,19513.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,17123.922,NA,13636.584,NA,4874.2974,4910.9062,5224.6206,NA,6950.9517,6064.0215,7019.433,4538.994,6953.7905,NA
551.3393_3.919,4022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150717.5,94051.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,247376.2,NA,73935.37,NA,26281.393,29594.475,32030.387,NA,36507.04,37392.426,26978.771,30209.9,28123.332,NA
553.3375_3.919,4023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48917.41,31619.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,101556.586,NA,27093.564,NA,10147.123,11942.643,11414.1875,NA,13899.248,13047.984,11687.351,13081.053,12925.724,NA
717.3914_3.919,4024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2814.048,3486.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000.5474,NA,159970.86,NA,23000.668,22615.205,23206.787,NA,25432.518,26973.338,23315.791,18293.838,23562.096,NA
436.1558_3.898,4027,1323.3113,NA,NA,NA,1431.8516,NA,NA,NA,NA,1015.3495,1193.3005,30936.193,1240.9047,NA,NA,1209.2893,NA,1252.516,1857.0198,1092.6997,1490.0353,2237.4946,1094.7347,1056.0334,1104.9963,1133.0004,108663.98,1277.05,NA,1100.6279,1104.1907,1272.9178,NA,1192.8063,NA,1916.3892,104197.04,1117.7686,1119.2946,NA,104126.83,1115.5216,1356.2188,1184.615,1121.8187,NA,160633.42,13607.858,15664.113,13412.991,1440.6566,18080.73,15211.14,14081.825,13693.768,12635.454,NA
434.1581_3.919,4033,NA,NA,NA,1392.7694,NA,NA,NA,1272.569,NA,NA,NA,1177.1083,NA,NA,NA,NA,NA,NA,NA,1044.2522,1137.7756,NA,1106.4943,NA,NA,NA,294530.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,308240.9,NA,NA,1651,298276.34,NA,1121.9238,1203.4172,NA,1658.4238,475191.66,32982.28,35940.297,38151.484,NA,40860.723,41836.83,34591.707,36952.117,36868.41,NA
350.2065_3.938,4035,1213.7421,1195.5922,NA,1295.9277,1890.8491,1055.2476,1074.5785,1422.1552,1345.95,1179.6569,1819.1542,1088.6934,1221.4268,1772.2863,2068.167,1321.2542,1534.1417,1226.1777,1459.6238,1943.6089,1323.1738,1585.5,2465.006,2143.235,1742.5089,1339.1613,1294.218,1627.1665,41940.273,1943.7545,1403.0659,NA,1554.6991,1346.0323,2570.7935,1429.2893,NA,1241.8467,2382.962,1638.7297,NA,17052.717,1995.5875,1733.133,1858.5657,2070.71,1169.1979,2748.328,2144.6504,1790.4065,1600.25,2982.8447,2657.1836,2359.2522,2050.399,3390.0205,NA
715.3756_3.922,4037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080.1437,NA,NA,NA,NA,NA,NA,3930.546,3377.7842,NA,NA,NA,NA,NA,NA,NA,1127.5717,NA,8794.979,NA,17121.096,NA,4437.662,3832.9087,3298.6958,NA,4202.1836,3617.508,5049.0024,3205.8708,3701.6367,NA
297.1443_3.938,4050,15251.866,12126.494,50244.375,22117.48,14869.978,19580.336,10710.967,12734.093,18236.818,16021.313,8843.271,18398.982,13766.184,27396.082,8974.265,9628.144,13991.086,19952.09,17676.342,22680.28,7885.043,10928.139,21228.854,8711.699,18960.51,15390.816,9986.6,20180.863,6761.8843,6889.4697,17073.572,17127.975,4734.6514,5591.6504,11388.86,19609.322,6314.9326,10405.959,20936.541,9718.602,8716.501,24557.545,15433.373,9638.48,28673.12,4038.2224,9027.091,12311.811,11457.762,13497.818,9756.839,12100.832,13286.886,10603.366,12965.565,12255.684,NA
176.0706_3.956,4063,26509.47,1104.124,9586.664,27862.654,24290.361,36272.254,26095.035,31170.158,28361.252,34677.1,32397.688,15631.883,37838.703,45329.715,8729.094,47261.984,30370.71,10661.45,46022.945,32194.74,43952.82,55712.695,26602.34,33331.496,10727.778,34619.29,27585.975,25510.648,66543.21,32471.902,29417.363,39096.805,46013.203,29666.932,29629.121,29232.06,32017.018,41743.715,31800.078,24539.55,96221.06,56037.164,3255.717,44238.004,11965.016,35359.406,44550.203,35304.816,39323.117,35394.1,21466.25,35782.277,37117.54,32401.27,34669.555,39934.273,NA
369.1292_3.953,4066,44546.69,3893.7305,15547,47597.47,37244.508,53966.062,41335.36,44301.47,42784.45,54765.535,43615.395,21958.457,54853.836,73967.75,13784.749,79358.83,42525.195,18804.56,65733.96,51709.523,69350.88,90829.984,41876.7,51911.508,15423.391,57680.297,41682,39113.773,101907,46174.16,48873.477,59392.7,81864.766,44695.074,43126.277,42151.51,41579.12,60351.484,52714.547,39074.508,134426.92,81529.625,6330.5522,86439.41,19418.205,56545.37,55764.914,57493.33,51350.098,53919.09,35884.863,59679.625,55428.76,58434.145,55622.57,52919.574,NA
267.1329_3.967,4071,11169.623,18729.414,16926.166,24557.04,13093.535,14118.542,8509.936,10722.953,15528.387,18065.738,20869.23,19566.016,17026.281,31281.604,14144.317,12494.149,14989.517,23288.328,19201.02,28428.732,11482.843,15125.985,25494.348,13059.935,16337.84,17037.56,11842.086,16596.035,8062.5396,7229.33,17622.59,16977.453,9933.532,5809.1357,16476.463,10791.618,5739.795,16208.39,33016.137,9305,7391.04,25750.52,36997.72,14375.939,55408.94,9523.201,12110.12,15684.645,15422.786,14191.413,22567.059,18067.752,19333.781,17189.545,14951.822,17202.56,NA
272.1855_3.975,4094,88627.96,39597.105,38345.445,113172.96,199776.72,58318.977,106071.66,123310.67,38591.27,92647.266,169444.38,42520.465,120036.56,92462.06,107308.59,97459.51,163587.7,43828.375,98683.45,115290.05,36696.89,128548.56,55088.168,120310.6,62512.227,82942.28,69151.27,59736.234,180652.45,54113.793,63697.56,127136.18,26682.82,20853.434,171233.45,146732.47,72386.43,147002.14,65245.61,63629.918,72414.086,191086.17,64947.93,70732.86,174857.81,25731.371,109755.61,97857.76,89403.32,92508.78,46585.98,112333.336,102104.82,92292.62,90191.77,97235.61,NA
344.2542_4.012,4098,1653.5278,1206.5797,2113.3306,3810.5935,5530.3086,4358.258,4236.4424,4326.3936,2316.2817,2650.7783,3005.7305,2206.1597,3102.7783,2754.2336,3356.8225,2489.085,3689.3079,2758.3394,5013.7236,3232.4941,3060.2495,4092.466,3093.5334,2205.021,2303.4465,2622.6543,3311.0007,2512.9197,12756.515,2121.8066,2711.1074,2787.9973,2818.6125,3178.4766,1895.6864,3887.0208,3812.7815,2553.8618,3497.196,3933.574,3471.2703,26648.25,2539.5593,4368.1343,2667.2686,3192.7551,3762.1875,4222.4897,4338.563,3657.5918,2771.5508,3722.7773,4872.3564,3942.692,4034.4248,3784.0308,NA
398.1452_4.007,4112,2812.3552,NA,1162.7168,1073.6387,1429.4059,1841.8093,1277.4097,1074.3616,1811.5408,94891.85,1727.0033,1446.88,1045.8203,4087.389,1243.293,2133.0447,1259.3469,1188.7576,163629.83,4099.2925,1830.1277,1068.7427,1472.8805,1804.1666,2056.3728,2774.0173,1104.6018,2313.0654,1237.9006,1438.1316,2224.7864,2819.8596,1101.0504,1329.9072,1168.6276,1736.2704,1753.3988,1695.9298,1507.431,1231.0322,1180.2106,1945.6644,2644.698,1528.6866,1633.066,1635.0018,1805.3778,8703.17,8687.56,7403.1206,1021.6212,8195.812,8727.203,8740.709,8050.9907,8096.7764,NA
530.2018_4.016,4116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131.7162,1055.5776,NA,NA,1025.5022,NA,NA,NA,NA,NA,NA,NA,NA,22378.531,NA,NA,NA,NA,NA,NA,NA,1038.3077,NA,16635.736,NA,NA,NA,21151.9,1223.009,NA,NA,NA,NA,17689.918,2847.1938,2218.1658,2656.7444,NA,3141.077,2916.0728,2877.5496,2345.641,3133.383,NA
356.1907_4.001,4122,1093.5918,1266.3782,1348.4476,NA,1808.5951,1063.0803,1082.1509,1302.225,1210.226,NA,NA,NA,1360.6434,1659.2336,1104.2899,1165.9421,NA,1357.823,1143.377,1524.7883,2676.3433,NA,1474.6881,1360.0072,1125.3611,1136.3,5170.3545,2428.6736,1182.172,1106.0283,1542.2839,1196.3452,1159.6272,NA,NA,1023.23444,2710.4678,1150.7852,1157.7562,1071.8097,52872.836,1208.0214,2237.4163,1266.7819,1765.4436,NA,2763.2231,2966.6426,2697.9587,3364.2383,1587.1273,3471.335,3307.1702,3377.1123,3437.8845,4356.947,NA
429.2112_4.041,4135,5264.3857,1644.5922,14178.215,1410.6885,5046.3594,1534.6984,2611.498,2192.1836,4069.556,1916.3649,1816.3097,1715.7897,2202.0159,2083.697,2116.3003,1585.3881,1953.9965,2171.0083,2035.6627,8805.859,2106.9368,7603.5967,3439.8623,2929.5618,2405.2534,3546.1323,1684.0376,2666.224,5073.964,4627.1465,2419.4722,1950.6173,2206.037,1406.8376,7963.5854,11101.429,1746.5868,20515.814,2767.3418,1977.3373,2488.2922,2244.3857,2815.5828,3925.3235,38317.246,1044.9248,3453.2456,4611.9277,5211.233,4582.114,18322.467,4938.252,5410.053,5074.317,5215.3315,5369.5195,NA
344.2066_4.021,4137,15579.4795,19468.633,15767.299,63627.387,29721.846,30531.404,35792.07,22316.912,11296.336,68179.13,47386.98,11705.838,23595.584,24046.414,26966.584,29641.371,23701.666,37282.914,20942.021,35532.316,40194.645,33079.703,20999.229,28782.027,53031.27,19130.486,27469.129,35627.645,36292.316,31414.19,10609.391,23703.826,42999.723,16859.723,38137.3,20528.102,20555.465,64029.918,34768.926,34911.05,35405.938,39423.31,55373.28,60795.117,58010.555,64117.285,32399.316,36995.395,36154.332,31883.291,13900.602,39407.727,39477.957,35774.773,31761.297,33936.367,NA
418.1658_4.047,4148,NA,1054.7778,1051.1887,1277.0222,1847.4279,1404.8204,1977.2596,1027.363,1390.3243,2096.6912,1588.191,1629.7561,2066.9797,NA,1087.2915,1588.5198,1177.7267,1970.281,1614.654,1892.1425,2703.0547,1783.3501,1589.8406,1097.9149,1632.4657,1260.5157,275919.94,1872.795,2157.977,1938.2021,1894.2362,1531.7601,1278.1171,1949.3878,1703.8287,1267.1967,480477.03,1618.1802,2000.4457,2128.0688,413680,1832.3582,2403.148,1484.8574,1804.2283,1328.1564,581598.2,53490.375,50008.29,51847.355,1502.1842,60683.07,61452.062,54163.03,54729.297,55180.28,NA
196.0604_4.033,4158,7434.429,9825.236,165210.53,44851.02,10244.571,6891.302,16298.475,4904.1855,5212.3223,66385.195,351940.53,4688.319,8536.0205,14630.233,13757.816,21366.158,26279.943,19058.293,8845.25,17285.684,59837.676,7317.5386,345450.38,20471.72,293037.12,9290.59,9659.13,5262.375,18863.441,50312.14,5765.634,11199.083,184820.67,15370.174,11566.03,7599.6304,9423.687,15211.908,16622.729,6001.1807,10936.437,24008.193,293939.84,4764.9546,1182417,169380.44,11555.691,88351.65,96331.766,95297.22,12299.055,94649.336,90144.195,83798.44,91637.18,94432.28,NA
121.0284_4.032,4169,5615.664,6105.392,91721.94,25771.299,4504.3105,4207.906,8566.959,4007.546,3231.0156,32855.887,186758.16,3614.02,4437.414,7911.9673,6820.2314,12744.1875,13852.603,10454.449,4311.8955,8347.745,37596.39,3647.005,175511.06,12071.675,158938.73,5945.207,4265.4634,3384.9634,10807.792,28199.543,2756.2573,6415.374,93973.94,7866.3213,6344.819,5327.762,5220.2256,7620.5757,8351.423,3336.7065,4902.9263,12741.115,160287.81,3918.3208,515794.4,84963.3,6514.396,46587.695,53002.91,47277.6,6134.099,50426.586,51228.656,44121,47663.465,47363.11,NA
283.1287_4.036,4173,16556.031,13550.708,10224.76,20364.078,30392.215,26991.824,18748.45,19961.1,15194.529,25267.104,28101.531,16414.055,20821.223,18991.166,24877.992,18820.033,22517.82,13455.88,18090.324,20526.418,18510.248,24141.09,15916.381,39851.348,15130.121,18227.504,22769.64,22405.328,47968.56,18428.592,18054.006,20532.3,11230.045,9665.455,46862.703,27282.725,18782.625,24867.385,26039.133,23513.686,22688.84,43842.605,23134.822,18525.033,17010.516,9074.495,31625.621,23579.875,20825.645,24410.973,11123.73,25136.086,24865.016,22178.074,21481.314,21571.834,NA
