mz_rt,row ID,6101_U4_C18POS_14,6110_U2_C18POS_34,6104_U2_C18POS_19,6109_U4_C18POS_22,6111_U1_C18POS_51,6110_U3_C18POS_45,6105_U1_C18POS_43,6111_U4_C18POS_42,6113_U2_C18POS_31,6105_U2_C18POS_40,6109_U1_C18POS_58,6113_U4_C18POS_62,6102_U1_C18POS_26_1,6102_U2_C18POS_16,6105_U4_C18POS_47,6105_U3_C18POS_39,6111_U2_C18POS_35,6103_U4_C18POS_53,6102_U3_C18POS_48,6102_U4_C18POS_50,6104_U4_C18POS_12,6101_U1_C18POS_59,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6103_U2_C18POS_60,6101_U2_C18POS_30,6112_U2_C18POS_37,6113_U1_C18POS_24,6108_U4_C18POS_18,6104_U1_C18POS_55,6113_U3_C18POS_15,6101_U3_C18POS_29_1,6106_U3_C18POS_20,6106_U2_C18POS_46,6108_U1_C18POS_44,6111_U3_C18POS_54,6112_U4_C18POS_63,6109_U3_C18POS_52,6110_U1_C18POS_11,6110_U4_C18POS_start-10,6112_U3_C18POS_56,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6106_U1_C18POS_23,6109_U2_C18POS_13,6106_U4_C18POS_36,6112_U1_C18POS_38,PooledQC6_C18POS_17,PooledQC11_C18POS_57,PooledQC9_C18POS_41,6104_U3_C18POS_32,PooledQC10_C18POS_49,PooledQC12_C18POS_64,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC8_C18POS_33,PooledQC7_C18POS_25,...63
183.0651_2.99,2525,2570.8418,2378.138,4723.979,3591.288,2788.6184,3431.9312,4544.6377,2699.6448,3984.128,4926.6606,2234.344,5850.0625,2673.8923,2871.3877,7050.7695,2233.2725,3110.7017,5023.4653,2546.7422,2941.1663,6904.831,2244.6633,4606.284,2330.4854,2150.3992,2492.524,2826.1082,10422.191,2275.9568,2565.2405,13167.616,2935.693,353602,315718.44,3264.3684,2679.8635,3835.3984,5935.3384,8505.155,5626.085,4558.857,2538.7893,2803.5886,290373.03,4193.7397,389904.53,2580.0696,68479.37,82635.11,78193.71,2995.503,76705.22,79000.43,65207.887,79923.59,75910.66,NA
229.0695_2.968,2526,NA,NA,NA,NA,NA,NA,NA,1019.0909,NA,NA,NA,NA,NA,NA,10385.911,NA,1264.0665,1084.2899,NA,1104.5105,NA,NA,1031.7183,NA,1068.8995,1020.003,NA,1217.345,NA,1881.0745,1139,1350.4408,400276.53,354545.75,NA,NA,NA,1107.6375,1098.6816,NA,2232.4321,1005.4742,NA,344558.38,NA,407699.66,1711.2225,94908.85,101787.26,93206.46,1071.3002,107404.99,105535.04,86721.92,92302.36,92362.27,NA
139.0376_2.985,2531,1443.4603,2551.12,3071.5457,2051.9827,2041.36,1463.1426,1699.4215,1552.915,1736.3403,1995.1072,5631.0166,2115.9568,1468.7837,1992.5902,3077.0278,1690.9979,2031.1631,3259.7896,1816.4718,2212.9343,2009.3591,2158.815,6486.375,1235.6694,4462.2305,1672.2504,1331.6279,1348.5059,1390.0034,1725.2874,1604.4349,1600.3837,88728.695,83658.04,2101.036,1728.5525,1530.0818,2243.9717,1837.6316,1593.6375,1642.0242,1696.8627,5355.64,69467.14,9436.436,95348.49,1736.2653,21956.123,22274.207,22748.78,2255.524,24807.127,23733.225,17698.97,22642.715,16760.592,NA
605.3265_2.998,2539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16813.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29617.42,NA,NA,NA,NA,NA,2673.753,1682.7819,3127.2148,NA,2278.0947,1840.9769,2471.8875,2503.083,1856.7164,NA
340.1026_3.009,2541,10247.712,1233.7354,3328.8435,1850.4384,34133.73,2050.6816,1829.3143,21520.875,4015.6194,1997.1947,5315.3267,2619.983,1683.406,5570.2285,2268.7253,2611.477,46078.453,2481.0146,3546.5989,13257.531,5475.6694,8019.8125,2505.6965,1538.208,2217.9602,5798.6084,6167.6313,1919.8267,2385.8428,2450.0242,2648.122,5013.454,8980.675,2473.1292,1869.4431,25460.414,3435.6492,2631.2078,1561.918,1537.7457,3006.373,2579.157,3066.9954,1571.0533,1961.8202000000001,5053.8936,4148.885,6618.4995,6385.0034,7257.62,2639.27,6197.049,6514.6465,6551.8823,7804.2666,6002.474,NA
324.1249_2.964,2544,NA,NA,1011.9273,1072.9014,NA,NA,NA,NA,NA,1168.4008,1284.5089,1409.7756,1685.2008,NA,1085.825,1197.3447,NA,1160.2198,NA,NA,1222.8518,1099.3444,1320.8505,1396.4485,NA,1162.604,2197.688,1447.1323,NA,1551.9896,1022.7015,NA,25179.906,17318.996,1920.9109,1246.1322,NA,1427.9688,1203.938,NA,1178.2188,1936.7583,1514.4065,29968.723,1677.1903,26758.668,1314.406,4505.9487,4261.1406,3783.5952,1103.3572,5303.4204,5778.7866,4129.546,4575.445,4223.8784,NA
413.1413_2.988,2548,29613.92,17387.562,19854.355,29636.432,30122.36,29118.586,28437.006,27552.479,29996.74,33239.13,43667.848,27234.797,30182.566,30153.975,26213.246,26882.482,34531.355,21040.064,31260.195,35119.58,25521.9,28348.725,29925.355,27637.695,31534.947,26726.357,34512.965,41643.496,32426.541,26060.113,32542.998,25775,35612.203,25663.504,32262.52,34765.74,30891.57,46393.004,29515.516,21863.475,39711.586,37339.01,39879.69,30705.697,41431.35,31239.148,36689.043,34736.418,35724.336,36151.64,26856.559,40860.63,38899.953,32574.326,39846.04,33299.38,NA
391.1237_2.997,2563,NA,NA,NA,NA,NA,NA,NA,NA,1136.1786,1126.7137,NA,1042.8121,NA,NA,3398.3945,NA,NA,NA,1135.881,1595.7878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1402.1089,1071.7793,70950.79,46474.742,NA,NA,NA,NA,NA,NA,NA,1051.0673,NA,50312.973,NA,69141.75,1055.2959,11279.326,11072.3,11652.705,1061.5829,12469.242,13484.438,10980.721,13167.847,12650.151,NA
810.3173_3.007,2574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52571.15,34126.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,41139.637,NA,48430.168,NA,2318.5022,2881.2732,3290.9167,NA,4965.1855,3141.4644,2871.5996,4006.0632,3448,NA
111.044_2.998,2575,4325.7466,4426.211,4542.5054,9654.243,6459.074,9867.914,8553.667,4187.691,5285.317,9037.358,7603.0444,4782.287,9472.956,7966.651,6908.474,8855.165,3967.9539,5007.49,7993.582,10179.744,7581.0728,4254.934,6554.2573,7132.3257,7945.8267,3312.2432,5469.224,14158.236,14788.89,9584.566,7736.7876,5367.1846,94805.03,84027.01,13959.311,4693.0186,4257.2417,9447.22,12708,5939.3516,6768.031,13030.147,9347.815,77754.305,9354.48,92661.34,8601.46,24341.33,24568.516,23616.564,5271.385,31918.453,30814.145,27820.04,28220.316,28122.982,NA
586.2128_3.002,2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35129.2,17497.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,17289.203,NA,26114.404,NA,1915.0345,2116.8801,1642.6641,NA,1781.274,1659.3745,1813.7466,1878.4198,2410.6807,NA
212.0915_3.026,2579,1177.8418,1199.9767,1103.8628,2301.2966,1537.6014,1439.8707,1108.4503,1017.4487,1985.129,1908.7289,1838.0756,1397.4324,NA,1227.0658,3988.9675,1213.3878,NA,1700.4324,1007.75806,1204.2454,1039.0297,1089.517,1634.0688,1307.0919,1066.1898,NA,2071.244,1312.4207,1397.5212,1005.2212,1313.6106,1121.0687,184524.06,107827.51,1739.531,2107.194,1111.8878,1752.7245,1866.0536,NA,2108.5864,1806.6102,1960.1155,104802.54,1857.9688,133413.86,1752.6486,19310.387,20003.637,17977.041,1329.9976,19104.158,24131.22,16462.432,18404.611,20822.256,NA
810.317_3.008,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52571.15,34126.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,32853.168,NA,48430.168,NA,2318.5022,2881.2732,3290.9167,NA,4965.1855,3141.4644,2871.5996,4006.0632,3448,NA
795.3252_3.016,2593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43287.83,27841.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,29909.027,NA,42886.785,NA,3249.7312,2772.3474,2367.8987,NA,2996.411,2757.8418,3234.6714,2927.1936,2599.8997,NA
448.1364_3.004,2595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014.1667,NA,NA,NA,1040.9766,NA,NA,NA,NA,NA,NA,24661.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,34430.48,NA,NA,NA,64822.87,NA,1150.5352,NA,NA,NA,55551.605,11786.168,9940.727,12781.212,NA,13768.514,12252.164,9427.0625,9495.06,11039.748,NA
420.2019_3.021,2597,NA,NA,NA,NA,NA,NA,NA,NA,1004.20996,NA,NA,NA,NA,NA,100265.16,NA,3131.1619,1670.1766,NA,NA,NA,NA,NA,NA,NA,NA,1152.2466,1260.0775,NA,NA,NA,NA,2903297.8,2387958.8,NA,NA,NA,NA,NA,NA,NA,NA,1136.2401,3675025.2,NA,3476676.2,1147.8822,293191.03,303907.78,292516.94,NA,384665.7,369891.75,284516.6,315464.7,295230.16,NA
684.312_3.016,2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22396.203,NA,1085.9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122241.5,79152.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,182586.1,NA,117644.984,NA,49132.367,50549.91,43767.09,NA,62825.703,62667.83,49348.293,46459.406,46357.574,NA
383.0941_2.983,2604,1362.0682,1230.6082,1214.4121,2369.0005,1772.7626,NA,NA,1613.5237,NA,2820.5103,3148.6592,1504.9067,NA,1622.924,24487.96,1297.6282,1669.0073,1229.8613,1152.321,1297.8093,NA,1478.8885,NA,1357.9089,NA,1082.2466,1069.347,NA,1289.7324,NA,NA,NA,106251.43,117435.69,NA,1566.3438,2245.4194,2740.9775,1204.5564,NA,3670.3752,1323.9543,1004.03705,90264.4,2827.5742,102136.914,2101.2544,83127.64,85074.555,90354.82,NA,103296.164,97836.664,78243.26,86728.24,83030.3,NA
420.2426_3.015,2605,NA,NA,NA,NA,NA,1660.0491,NA,NA,NA,NA,NA,NA,NA,NA,3742.5103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39276.324,49970.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,41106.92,NA,32489.389,NA,15531.46,15177.1875,15443.996,NA,20775.955,18132.621,14245.882,15731.746,14703.064,NA
780.3064_3.017,2608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56048.434,44747.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,33869.754,NA,61252.28,NA,2796.3494,3366.8171,2946.4478,NA,4108.726,2793.8657,2558.5652,2955.8645,3487.0537,NA
422.2054_3.013,2613,NA,NA,NA,NA,1204.1914,1074.0076,NA,1137.0361,1020.4157,1507.8843,1152.3462,1014.1059,NA,NA,5397.03,1128.216,NA,1224.2123,1618.643,1202.0621,1110.2396,NA,NA,1413.9805,NA,1118.7823,1262.4568,1182.9413,1084.6195,1212.6929,1015.2107,NA,106311.49,89680.2,NA,1050.8579,1110.7234,NA,1799.1428,NA,1440.2544,1538.481,1165.4115,143050.89,1159.4861,118171.51,1707.2543,18715.49,15962.19,14715.272,1080.7643,23550.133,19545.86,15562.54,20910.416,16303.44,NA
226.071_3.019,2617,3026.9033,5185.8145,11182.806,79284.555,33644.523,13429.027,18301.475,16154.222,16762.328,13812.481,22565.084,13579.113,6318.175,11768.639,3195.3413,12281.008,9735.868,6260.135,3845.4072,8189.5635,9579.449,3738.0579,14142.613,11528.495,4797.2046,4687.77,27831.172,13653.409,8793.304,4281.641,18237.68,2256.8225,4287.9023,11948.451,12000.719,13645.793,16548.146,23239.348,17745.865,7291.074,24054.07,7740.9805,14490.94,8154.43,27253.379,6044.0522,12401.339,11658.405,12134.982,11749.225,10680.879,12385.89,13882.0205,11665.804,12343.876,10653.189,NA
723.3228_3.019,2618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2134.1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12874.95,12118.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,17179.559,NA,12889.392,NA,14361.043,12802.205,14561.769,NA,18216.406,16986.768,13124.924,14570.553,14179.758,NA
794.3221_3.018,2623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86985.555,60735.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,67135.67,NA,96987.375,NA,4989.539,6921.2173,5351.152,NA,6793.267,5647.3364,5156.2886,5112.095,6092.2183000000005,NA
325.0908_3.037,2624,1060.3032,NA,1034.5631,1261.4628,NA,NA,1049.082,1058.5747,NA,NA,1030.0719,NA,NA,NA,2645.3464,1196.6403,NA,1073.4745,NA,1310.4636,1014.4473,1531.0978,NA,NA,1014.0038500000001,NA,NA,2023.0029,NA,1056.4901,NA,NA,40365.117,33994.14,NA,NA,NA,NA,NA,NA,NA,1110.2125,2162.504,35719.56,1394.5319,38825.164,NA,11783.12,11811.164,12911.708,NA,12581.56,12609.998,12102.728,13312.433,12065.529,NA
415.0333_3.007,2625,NA,1127.9786,NA,1109.0046,NA,1006.40826,NA,NA,NA,1515.2313,1156.4965,NA,1077.7231,1124.5311,3433.2563,NA,NA,NA,NA,1121.9233,NA,NA,1080.664,NA,NA,NA,NA,1056.0509,NA,NA,NA,NA,26380.38,31703.217,NA,NA,NA,NA,1149.602,1251.5399,NA,1357.496,NA,26716.201,1483.0623,30753.639,NA,15041.06,16885.273,15773.172,NA,17531.582,16429.63,16345.042,16879.877,17918.639,NA
149.0597_3.042,2629,1133.8412,1055.7639,1295.0492,1451.3995,2254.7788,1476.881,1357.4406,1262.2042,1193.5092,1763.258,1773.8889,1511.2202,1132.7944,1399.7579,16980.55,1958.7688,1287.1841,1444.957,1742.4277,1348.8297,1585.5131,1225.3253,2083.4736,1016.0586,1811.4536,1334.2311,1974.6976,2011.3557,1400.4548,1035.0996,1276.0791,1576.6926,451693.06,408410.44,1075.8401,1649.0293,1557.1646,2779.5474,1555.7606,1247.7943,1408.5574,1241.565,2031.45,360791.28,2455.6794,412612.97,1876.3047,121362.79,120677.7,124348.15,1362.0139,131910.31,132302.9,121123.99,125736.4,127061.695,NA
185.0808_3.062,2630,2644.918,3871.9941,3290.5862,3504.514,3115.3225,3555.4646,3438.7825,2632.5977,3348.8445,2777.691,3693.4446,4459.1587,3555.3135,3194.043,23707.785,3427.5522,3181.3713,3010.002,3378.3064,4380.862,3608.5713,4152.107,2623.0269,2609.0989,2998.669,3895.0273,2481.236,5983.707,4066.4377,3401.532,3094.482,3189.1191,508945.72,452568.44,3847.0693,2807.818,2801.936,4088.9167,3297.3848,3379.3074,2778.687,2907.2466,3294.2332,448683,2852.3076,454606.38,2987.1748,156471.88,150744.75,161903.08,3869.808,163960.1,158584.22,154317.11,169061.78,158433.4,NA
119.0492_3.019,2634,NA,NA,1499.5538,1323.7203,NA,NA,1000.23737,NA,1049.3269,1308.675,2464.0012,NA,NA,NA,3775.8828,NA,NA,1954.4001,NA,1050.9597,1517.2112,NA,1597.8527,NA,NA,1275.0911,NA,NA,NA,1515.8074,NA,1050.1238,80858.64,78596.29,1061.3029,NA,1403.795,1594.4408,1020.9514,NA,1054.145,NA,2021.9093,64088.758,1637.8794,78795.484,1050.927,19213.213,20729.445,21154.389,1669.0618,21472.559,21673.852,18543.096,20382.232,19725.31,NA
343.1009_2.996,2639,NA,1779.0685,1998.3867,1805.8231,1579.2203,2224.2861,NA,1542.1412,1012.0666,2152.531,2041.4274,1490.7045,1258.9244,1362.14,4118.5327,1104.314,2210.0703,1556.9287,1183.8263,1147.6174,NA,NA,1682.8363,1118.6128,NA,NA,1772.8672,2040.3206,2473.8384,1571.1832,1234.584,1285.5879,93613.02,84757.805,1464.6947,1285.8695,1626.7961,1076.0104,1412.4387,NA,2969.1309,1852.4696,2124.0603,84477.75,1326.1112,81982.125,2512.8762,27969.633,28550.414,30399.697,1592.9637,30172.922,26498.387,29430.252,30398.564,29603.719,NA
361.1125_3.016,2640,1028.4507,NA,NA,1507.5446,NA,NA,NA,NA,NA,NA,1091.941,1148.0237,NA,NA,5383.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.1063,NA,NA,NA,NA,87701.31,81132.945,NA,NA,NA,1021.7141,NA,NA,1074.1755,NA,NA,85949.84,1325.4921,81536.17,1121.2538,32695.438,28035.707,28003.441,1139.4066,32951.83,27608.068,31564.842,32426.125,30581.2,NA
137.0597_3.062,2644,3670.7812,4508.342,4806.706,3609.809,4086.6436,4366.5894,4478.505,2937.7295,6059.266,5252.803,4399.0366,4334.579,3573.0571,3679.7336,13595.13,4235.8853,3623.3364,4200.972,3863.7769,4584.587,4807.1436,3228.6123,4896.4614,3905.6184,5557.807,3553.1963,4405.841,6366.593,3352.9448,5340.8105,3462.1052,3380.4136,302402.3,284028.03,4159.0225,3953.6003,3410.2993,5675.203,4157.8926,4309.424,4967.5337,4346.9697,6317.4883,258104.72,8096.33,294220.72,4920.8164,83549.56,86883.87,82088.34,5329.1304,96637.69,94715.555,81956.12,86950.75,92817.74,NA
167.0702_3.044,2645,2594.189,2487.0623,2809.452,3526.4814,2714.2944,3157.9978,2653.7856,2969.012,2642.3552,2877.3123,3057.81,2696.1833,2429.4592,2289.254,10410.192,2833.3306,1971.6533,2366.1838,3034.0806,3041.1162,2693.924,2356.5457,2608.7605,2239.4353,3499.3706,2046.4855,3594.9507,5862.988,2587.8828,2570.1113,2558.0242,1661.5696,187701.55,172014.6,2528.8438,2440.582,2370.33,3483.95,2682.906,2694.1743,2041.042,2168.979,4282.696,170793.81,2640.5193,180422.84,3088.7961,48489.273,48691.848,48817.53,2522.9626,59331.52,55572.793,50416.2,51464.344,49084.934,NA
759.1657_3.006,2646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124.3319,NA,NA,NA,NA,NA,NA,1176.8768,1350.0703,NA,1020.8744,NA,NA,NA,NA,NA,NA,NA,48166.535,60649.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,41995.137,NA,50056.918,NA,12669.01,13788.24,13345.045,NA,16358.035,14310.734,12644.473,15335.58,12607.386,NA
775.1376_3.022,2651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,NA,NA,NA,NA,NA,NA,NA,NA,45379.78,49930.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,36676.977,NA,39788.23,NA,9093.007,10165.344,9319.138,NA,12801.815,9996.006,9657.802,10970.0205,9167.367,NA
121.0284_3.033,2655,1728.0054,2233.876,2668.167,19868.377,2907.1265,18253.348,15465.053,5520.7603,4900.01,5270.093,8058.64,2307.5513,1974.7081,3990.0579,6526.2124,1549.0022,8452.283,3649.1514,5982.8457,4165.713,5958.818,3698.593,4047.02,1466.7172,5170.125,2256.504,10575.827,3033.481,1786.0265,2332.3362,1260.1426,1708.6438,137657.27,122727.14,1422.475,3517.978,1530.8403,45658.45,2841.7751,3046.5188,7402.904,1860.9037,17029.67,112027.695,81527.93,121629.36,1652.3447,40806.152,45081.89,32946.38,1668.6553,39170.582,42420.062,35534.48,39662.44,39979.613,NA
773.1798_3.012,2676,1100.3472,NA,NA,NA,1073.2804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.32117,NA,NA,NA,NA,NA,NA,NA,NA,1364.6361,NA,NA,NA,NA,NA,26064.094,29234.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,28762.242,NA,32539.76,NA,4728.0244,6161.1167,5043.159,NA,5133.653,6641.9116,5918.759,4977.0835,5204.4067,NA
789.1532_3.03,2677,NA,NA,NA,1119.5392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20958.562,21928.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,16343.187,NA,23030.27,NA,3918.7144,3557.112,3511.9927,NA,3985.6646,4404.5693,5067.9946,4339.668,3831.789,NA
281.113_3.046,2682,9084.421,6020.667,13236.154,9403.343,10422.202,11141.195,15598.757,10336.017,15633.923,31309.43,12149.036,10907.029,10083.095,15748.06,11596.999,14847.529,14093.101,17498.816,10520.063,10580.561,18168.586,20575.264,19633.248,53917.66,5999.1943,17663.662,13267.418,13442.997,12093.862,11677.803,13585.679,14901.648,9596.169,6689.0366,10961.817,15734.664,11198.503,20655.836,14134.901,13350.932,26289.945,11447.486,11902.397,13814.702,15256.897,7371.847,10902.82,13826.556,13061.064,13328.024,17926.43,15685.441,14553.159,14263.768,14410.049,15811.665,NA
436.222_3.063,2689,NA,NA,NA,NA,NA,1165.9326,1064.6718,NA,NA,NA,NA,NA,NA,NA,12687.11,NA,NA,NA,NA,1219.3937,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077.6487,NA,NA,178622.64,165091.61,1274.0696,NA,1493.2721,NA,NA,NA,NA,1254.9011,NA,222808.89,1296.072,182561.88,1025.375,29180.86,30789.494,35067.72,NA,36935.33,38891.242,31838.441,31259.129,32897.258,NA
434.2178_3.06,2690,NA,NA,NA,1019.5323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235869.86,NA,6344.484,5100.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612.4565,NA,NA,NA,NA,4318646.5,4049504.5,NA,NA,NA,NA,NA,NA,NA,NA,1537.8892,4983475.5,NA,4290869,NA,578263.6,576145.75,593463.4,NA,733958.8,724851.75,556934.5,583971.3,561853.94,NA
1056.4441_3.056,2693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95689.41,40292.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,60593.348,NA,70006.234,NA,9098.507,11322.383,11383.118,NA,13233.616,13921.449,10747.184,11079.686,8663.208,NA
435.2622_3.061,2694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2751.3086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57725.9,52809.664,NA,NA,NA,NA,NA,NA,NA,1592.0627,NA,64628.043,NA,55861.1,NA,7079.1196,7512.7734,7051.195,NA,10261.924,9633.099,7299.5703,7781.813,7548.7554,NA
434.2597_3.057,2697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11156.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116359.945,98782.31,NA,NA,NA,NA,NA,NA,1238.0596,NA,NA,99469.47,NA,110743.586,NA,31261.227,30081.283,32796.207,NA,39500.94,37988.777,29403.67,33691.938,30321.203,NA
551.2956_3.058,2698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2741.5774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18197.814,29367.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,30423.03,NA,22789.031,NA,5743.1187,6870.1934,6900.61,NA,8122.2925,6200.3545,5084.811,5425.7104,4938.8716,NA
487.2086_3.066,2703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113.0403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4336.491,NA,NA,1161.7024,NA,20170.658,NA,NA,NA,NA,NA,NA,NA,1466.628,NA,NA,NA,2013.1504,22756.13,NA,NA,NA,NA,1674.3922,1943.343,1395.8573,2282.3792,NA,1986,1806.6667,1801.9414,1713.2675,1426.7284,NA
1071.4352_3.059,2710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41317.023,40878.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,33884.164,NA,45838.28,NA,1477.6019,1816.0092,2436.6296,NA,1957.7129,3183.3948,1507.7639,1879.013,2178.9893,NA
912.3994_3.075,2719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14321.96,4267.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,8710.967,NA,14093.325,NA,1168.7067,1107.1132,1701.6951,NA,1148.9081,1249.0083,1081.2894,1613.2488,1217.8092,NA
895.4033_3.065,2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47882.395,19648.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,24866.936,NA,40341.2,NA,3657.0032,3708.6611,3004.942,NA,3784.2988,4785.6987,3738.0283,3157.5093,3823.9822,NA
879.4083_3.069,2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22382.498,21343.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,28689.898,NA,20922.076,NA,3191.2021,3927.9526,2701.2607,NA,4431.8945,3867.6125,2706.1575,3432.902,2831.5107,NA
181.0609_3.097,2742,44815.15,44082.805,57026.51,59951,53846.09,62153.883,97266.68,69245.98,75276.97,76980.72,81780.56,47827.44,80200.72,48867.098,83494.3,91911.75,58862.113,26528.205,66868.12,53611.176,48072.434,67826.2,51024.13,91115.555,33437.918,55700.957,48305.023,44089.23,83543.41,67126.73,65199.355,62469.305,42467.17,26909.512,62642.73,84314.234,73124.68,68966.83,85169.945,52202.492,66530.11,69477.62,34192.3,66775.555,49457.17,33413.723,49697.375,59434.99,58436.95,60079.695,58863.582,67731.56,68158.73,52974.71,62589.566,62602.48,NA
