m.z,r.t,p.value,t.score,mode
305.1857,4.623,0.809,0.247827383,positive
306.1703,4.74,0.154,-1.542258514,positive
307.1221,2.208,0.561,0.601624338,positive
307.2,5.592,0.597,-0.546331246,positive
308.168,5.004,0.995,-0.006880952,positive
308.1854,4.932,0.525,-0.657975367,positive
308.1987,4.967,0.675,-0.432518765,positive
308.2029,4.983,0.937,0.081332056,positive
309.1689,5.025,0.958,0.05452829,positive
310.1653,3.385,0.857,-0.18533774,positive
310.2375,5.158,0.981,0.024699442,positive
311.1488,4.505,0.0672,-2.052775421,positive
311.1563,5.057,0.858,0.182994955,positive
312.1299,0.786,0.907,0.12035703,positive
312.1301,2.601,0.671,-0.438154275,positive
312.2162,5.201,0.677,0.429700746,positive
312.2166,4.927,0.087,-1.897115909,positive
312.2168,5.505,0.75,0.326971652,positive
313.0848,2.276,0.713,-0.378171874,positive
313.0853,3.183,0.524,-0.659926587,positive
314.2327,5.619,0.216,1.319990085,positive
316.1385,4.504,4.61E-07,11.42889909,positive
316.1938,5.631,0.196,1.384056091,positive
316.248,5.914,0.567,0.592655127,positive
316.248,6.107,0.173,1.46839419,positive
317.0855,0.773,0.469,0.752772278,positive
318.1438,2.762,0.24,1.250301754,positive
318.1909,0.803,0.0769,1.971863357,positive
318.191,3.368,0.277,1.149965474,positive
318.2093,5.034,0.145,1.581173652,positive
319.1649,4.258,0.926,0.095724304,positive
319.165,3.812,0.572,0.583680255,positive
322.1811,5.096,0.968,0.04158136,positive
322.2005,4.899,0.103,-1.79238005,positive
324.1249,2.964,0.24,1.248792579,positive
324.1258,3.118,0.453,0.780383946,positive
325.1697,5.177,0.981,0.024113444,positive
325.1883,3.576,0.919,-0.104715486,positive
326.0869,2.134,0.913,0.111579064,positive
326.1962,5.293,0.869,-0.16884485,positive
327.0685,0.734,0.121,-1.696776255,positive
328.1026,3.567,0.875,0.161725692,positive
328.1873,2.778,0.651,-0.466823784,positive
328.2118,4.717,0.763,-0.309488051,positive
328.2482,6.065,0.254,1.209063664,positive
328.248,6.21,0.917,-0.106971378,positive
329.2074,3.337,0.475,-0.74298544,positive
330.1909,3.491,0.34,1.002543687,positive
330.2272,4.126,0.85,-0.193869759,positive
330.2275,4.829,0.0065,3.424396086,positive
331.2276,4.919,0.793,0.270160621,positive
331.2294,4.533,0.674,-0.433626332,positive
336.2167,5.325,0.421,0.839135248,positive
337.1754,3.847,0.972,0.035991232,positive
338.0825,3.449,0.829,0.221716427,positive
338.0863,0.805,0.543,-0.629795166,positive
338.0865,3.299,0.519,-0.669179311,positive
338.1399,3.076,0.628,-0.499343515,positive
338.1737,6.007,0.97,0.038239564,positive
338.1777,5.232,0.633,0.492458367,positive
338.2323,5.729,0.253,1.214125488,positive
338.2324,5.637,0.404,0.871639445,positive
340.1025,3.555,0.804,-0.255258597,positive
340.1026,3.009,0.656,-0.459099593,positive
340.1336,2.71,0.995,0.006059675,positive
340.2479,6.162,0.485,0.725465143,positive
341.1709,3.522,0.105,1.782992958,positive
341.183,2.936,0.687,-0.414720076,positive
341.1877,3.826,0.679,-0.426267197,positive
342.1686,3.782,0.919,-0.104790941,positive
342.173,5.69,0.0764,1.975552482,positive
342.2635,6.518,0.462,0.76444952,positive
343.1003,0.795,0.149,-1.564547785,positive
343.1674,2.639,0.741,-0.339508447,positive
343.2227,4.522,0.671,-0.436938254,positive
344.2066,4.021,0.228,1.285735815,positive
344.2431,4.284,0.273,1.159072165,positive
344.2542,4.012,0.995,0.007031865,positive
346.2221,2.636,0.183,-1.432376987,positive
349.0869,0.775,0.25,-1.221196318,positive
350.0854,0.775,0.738,-0.344222303,positive
350.2065,3.938,0.683,-0.420875107,positive
350.2322,5.809,0.468,-0.754598567,positive
354.1544,3.176,0.333,-1.01819339,positive
355.2625,6.784,0.698,-0.400011161,positive
356.1907,4.001,0.78,-0.28634147,positive
356.2429,4.821,0.731,0.353431045,positive
356.2429,5.382,0.393,0.892808387,positive
356.2429,5.634,0.592,0.553590281,positive
357.1179,3.698,0.00835,-3.275816674,positive
357.2786,5.926,0.594,0.550936918,positive
357.2787,6.664,0.954,0.059062465,positive
358.1496,4.728,0.464,-0.761102367,positive
358.2585,4.768,0.353,0.974225207,positive
358.2585,5.127,0.579,0.573797191,positive
358.2589,5.812,0.709,0.383828342,positive
363.1428,4.369,0.356,-0.967739821,positive
364.0426,0.774,0.844,-0.202232597,positive
364.1964,4.526,0.0679,-2.046515938,positive
364.196,3.31,0.201,-1.368629472,positive
366.1108,0.7,0.958,-0.054234865,positive
366.1127,3.577,0.884,-0.14971917,positive
366.1134,3.129,0.164,1.502135666,positive
366.2039,4.917,0.623,-0.50745554,positive
367.1497,0.741,0.707,-0.387096056,positive
367.1498,2.362,0.64,0.482074705,positive
369.1289,3.506,0.0477,2.255945535,positive
369.1292,3.953,0.0741,1.994565822,positive
369.129,3.414,0.224,1.295431935,positive
372.1861,3.381,0.443,-0.798290182,positive
373.1128,2.656,0.62,-0.512252473,positive
375.2614,3.928,0.417,-0.845715663,positive
377.1448,3.492,0.893,0.13809325,positive
378.1418,3.378,0.615,-0.519229595,positive
378.1755,4.358,0.418,-0.845567422,positive
378.1767,3.465,0.702,0.393376966,positive
380.1102,4.279,0.8,-0.260157758,positive
381.1534,4.397,0.21,-1.340514877,positive
383.0941,2.983,0.307,-1.075725776,positive
383.0946,0.768,0.273,-1.160232341,positive
383.133,0.792,0.16,-1.518922057,positive
384.1146,2.579,0.336,1.011736588,positive
384.1171,0.716,0.539,0.635738335,positive
384.1228,2.31,0.807,0.251423234,positive
385.1464,0.793,0.0402,-2.356237569,positive
385.3097,5.886,0.593,0.552748919,positive
389.1625,5.768,0.148,1.568860255,positive
390.1393,3.49,0.198,-1.378031419,positive
390.2632,6.892,0.611,-0.525046258,positive
392.1549,3.207,0.0611,-2.109266464,positive
392.1549,3.682,0.159,-1.521432914,positive
394.0744,0.764,0.699,-0.397405967,positive
394.1701,3.105,0.0487,-2.243519044,positive
394.1707,0.77,0.101,-1.80442372,positive
395.1334,4.462,0.462,-0.765087004,positive
398.1138,3.137,0.0807,-1.942616727,positive
398.1421,3.384,0.465,0.758910836,positive
398.1452,4.007,0.297,1.099144943,positive
398.1823,5.89,0.389,-0.900335187,positive
400.1973,6.231,0.51,-0.68306752,positive
400.2173,3.807,0.987,-0.016506896,positive
400.269,4.886,0.937,0.080950858,positive
402.2845,4.888,0.102,1.79755209,positive
402.2846,5.623,0.0742,1.993324355,positive
405.1518,6.25,0.285,-1.130761561,positive
406.1258,5.43,0.774,-0.295506778,positive
410.0483,0.757,0.709,-0.383819923,positive
410.1446,4.093,0.951,-0.062570155,positive
410.1459,4.445,0.277,-1.148582881,positive
412.2838,6.085,0.481,0.732417461,positive
412.284,6.004,0.796,0.266037611,positive
413.0425,3.484,0.409,-0.862612846,positive
413.1052,2.633,0.326,-1.032169569,positive
413.1411,0.782,0.248,1.227417027,positive
413.1413,2.988,0.824,0.228292037,positive
414.2998,5.934,0.704,0.39074891,positive
414.2998,5.974,0.649,0.469669596,positive
414.3361,5.556,0.751,0.326708905,positive
415.0333,3.007,0.653,-0.463232689,positive
416.1472,3.465,0.646,0.472870311,positive
416.1915,4.419,0.775,-0.294151572,positive
416.2124,3.558,0.504,-0.693125525,positive
416.3152,4.924,0.975,0.032210217,positive
416.3153,6.637,0.731,0.353514047,positive
416.3517,5.027,0.982,0.023464602,positive
418.1658,4.047,0.984,0.020791504,positive
420.1268,2.836,0.975,0.03182094,positive
420.1859,3.752,0.624,0.505398656,positive
420.1863,3.296,0.59,-0.557199326,positive
422.2054,3.013,0.753,-0.323723466,positive
424.1599,5.447,0.532,-0.646865611,positive
425.2145,9.778,0.595,-0.548702554,positive
429.1143,5.43,0.611,-0.524639622,positive
429.2112,4.041,0.0253,-2.626168301,positive
430.1728,4.485,0.431,-0.820231632,positive
430.2032,5.342,0.836,0.213056907,positive
430.2946,5.306,0.478,0.736292662,positive
431.0964,3.273,1.67E-07,12.7318993,positive
431.0966,3.757,6.61E-08,14.0362153,positive
431.0972,4.035,1.75E-08,16.11389519,positive
432.1859,3.705,0.834,-0.214919561,positive
432.2483,2.831,0.855,0.188128703,positive
432.3103,6.468,0.923,-0.099588947,positive
432.3465,4.852,0.943,-0.073121473,positive
433.1121,3.884,6.34E-07,11.04553027,positive
433.1123,3.32,2.07E-07,12.44558914,positive
433.2362,4.04,0.243,1.240524607,positive
434.1403,3.73,0.979,-0.026838897,positive
434.1523,3.477,0.803,-0.256071836,positive
434.1581,3.919,0.653,0.463337606,positive
435.1282,4.891,6.59E-09,17.82712829,positive
436.1558,2.94,0.871,0.166426008,positive
436.1558,3.898,0.343,0.995933157,positive
436.1596,4.464,0.138,1.611955983,positive
436.1964,4.096,0.511,0.681921546,positive
436.1971,4.541,0.755,0.32112592,positive
436.225,0.726,0.23,-1.277975255,positive
438.1601,0.745,0.723,-0.363972804,positive
438.1606,2.865,0.553,-0.613876355,positive
441.1613,0.696,0.844,-0.202059385,positive
444.1861,4.37,0.388,0.902592389,positive
444.2226,4.583,0.658,0.455911167,positive
444.3097,5.039,0.893,0.137496515,positive
446.2388,3.483,0.8,-0.25976339,positive
447.0916,4.229,3.89E-07,11.63889139,positive
447.113,3.587,0.72,0.369403288,positive
448.1364,3.004,0.873,-0.164498932,positive
448.1967,3.611,0.749,-0.32841457,positive
448.1978,4.334,0.307,-1.076162867,positive
448.2321,4.67,0.118,-1.70908534,positive
448.3052,5.404,0.754,0.321985208,positive
448.3055,6.562,0.79,-0.273414998,positive
449.1046,3.633,0.00314,3.864035829,positive
449.1059,4.17,0.00988,3.176540492,positive
449.1076,4.454,0.0726,2.006572985,positive
450.1364,0.798,0.761,0.312296072,positive
450.2125,4.913,0.623,-0.507938114,positive
450.2132,5.757,0.425,0.830867155,positive
450.213,5.045,0.99,-0.01263227,positive
452.1914,4.626,0.787,-0.277049689,positive
452.1914,4.683,0.71,-0.383088297,positive
452.2062,5.052,0.399,0.881762238,positive
455.7883,4.34,0.342,-0.996737206,positive
457.2213,5.699,0.215,-1.323557786,positive
457.2496,6.911,0.0812,1.938833984,positive
458.1454,0.678,0.893,-0.137882129,positive
458.202,4.658,0.281,1.140441057,positive
461.1074,3.814,3.49E-09,19.02935788,positive
461.1078,3.304,3.83E-09,18.84692465,positive
462.1965,5.965,0.113,1.738762123,positive
464.1911,4.995,0.944,-0.071678915,positive
464.2272,0.798,0.398,-0.882728053,positive
464.2281,3.182,0.593,-0.551582521,positive
465.0856,4.069,0.802,0.257607384,positive
466.2058,4.763,0.933,-0.086222692,positive
468.2225,4.941,0.653,0.462744136,positive
469.2077,2.929,0.626,0.503274379,positive
470.2865,6.552,0.743,0.337500542,positive
474.1718,0.703,0.521,-0.66493422,positive
475.2467,4.955,0.162,1.511393113,positive
478.2067,3.637,0.462,-0.765007578,positive
480.2037,3.652,0.72,0.368765668,positive
480.2234,4.382,0.462,-0.764025816,positive
482.1231,3.477,0.425,-0.831113164,positive
484.2903,6.142,0.948,-0.06694824,positive
486.2329,5.447,0.398,0.882161164,positive
487.2086,3.066,0.711,-0.381568922,positive
489.2311,4.429,0.753,0.323176484,positive
491.2279,4.076,0.489,-0.717604099,positive
498.0952,3.472,0.61,-0.526097363,positive
500.2812,6.002,0.506,-0.689029211,positive
500.2849,5.194,0.602,-0.537914613,positive
501.2038,4.801,0.948,0.066681803,positive
502.2964,5.697,0.528,-0.654432344,positive
503.1571,3.796,0.942,-0.073984817,positive
504.1824,0.676,0.461,-0.76745701,positive
504.2071,4.427,0.217,1.316773642,positive
504.2224,3.279,0.969,0.039999259,positive
504.2644,3.847,0.549,-0.620364486,positive
505.236,2.917,0.989,-0.014441266,positive
505.2371,0.816,0.8,0.260731887,positive
508.28,2.988,0.927,0.094292845,positive
512.2857,6.504,0.264,1.183691306,positive
514.2642,5.844,0.139,1.607460473,positive
523.0001,5.152,0.483,-0.729284277,positive
526.2647,6.979,0.15,-1.557496716,positive
530.2018,4.016,0.945,-0.070383947,positive
530.3214,4.045,0.368,-0.942533431,positive
532.1906,0.792,0.925,0.096018418,positive
532.3526,10.707,0.62,-0.511157882,positive
543.3195,5.303,0.956,0.056627521,positive
544.3373,4.266,0.796,0.265722407,positive
551.2103,2.591,0.916,-0.108143578,positive
552.3496,5.214,0.314,-1.059213667,positive
553.2943,6.108,0.66,0.453579309,positive
555.3098,6.452,0.623,0.507382397,positive
559.2603,7.463,0.512,0.679261815,positive
560.3058,5.064,0.955,0.057856327,positive
562.2489,5.434,0.283,-1.135771135,positive
565.2029,0.801,0.409,-0.860994033,positive
567.1757,2.786,0.828,0.222713554,positive
572.2333,5.399,0.169,-1.482329277,positive
574.2227,0.788,0.845,-0.20004602,positive
575.2542,6.292,0.97,-0.03847934,positive
575.384,5.148,0.807,0.250305331,positive
576.1819,0.788,0.981,-0.025017354,positive
579.2172,2.935,0.0862,-1.902842154,positive
579.3413,3.735,0.824,0.228554065,positive
583.1477,2.876,0.703,0.392874598,positive
586.2128,3.002,0.822,-0.231307321,positive
588.3229,4.257,0.333,-1.017130368,positive
591.3167,5.042,0.717,-0.373564338,positive
592.3019,3.483,0.98,-0.026283404,positive
593.3321,5.017,0.725,0.361748096,positive
595.3478,5.049,0.738,0.343299545,positive
603.4563,5.393,0.992,-0.01062509,positive
605.3265,2.998,0.319,-1.048591511,positive
606.1346,2.583,0.583,-0.567846129,positive
606.2801,3.463,0.886,0.146622854,positive
61.0395,0.663,0.964,0.045863433,positive
618.2905,3.277,0.809,0.248790674,positive
651.105,3.812,0.337,-1.008910545,positive
677.186,3.444,0.502,0.695979924,positive
685.2837,4.555,0.709,0.383775993,positive
693.1579,3.427,0.781,-0.286153792,positive
705.3808,3.85,0.807,0.250410718,positive
715.3756,3.922,0.473,0.745618558,positive
717.3914,3.919,0.852,0.192004587,positive
719.3713,3.228,0.812,0.244249137,positive
719.3715,3.54,0.811,0.24548688,positive
719.3726,3.874,0.43,-0.82267743,positive
723.3228,3.019,0.331,-1.021660767,positive
728.3715,3.305,0.839,-0.207982349,positive
731.4168,3.418,0.362,-0.955720091,positive
733.3859,3.912,0.283,-1.13490102,positive
755.1895,2.903,0.766,0.306134166,positive
755.19,3.465,0.664,0.447803677,positive
76.0757,0.642,0.142,-1.593179073,positive
912.3994,3.075,0.921,0.101771906,positive
