"p.value","m.z","t.score","r.t"
0.015,432.3465,2.998047427,4.852
3.49e-07,433.1121,13.16055893,3.884
1.5e-07,433.1123,14.51491722,3.32
0.953,433.2362,0.060756295,4.04
0.703,434.1403,-0.394178025,3.73
0.366,434.1523,-0.951050181,3.477
0.0821,434.1581,1.956883678,3.919
1.09e-08,435.1282,19.58100635,4.891
0.767,436.1558,0.305302084,2.94
0.806,436.1558,0.252602221,3.898
0.23,436.1596,1.287635736,4.464
0.541,436.1964,-0.635746734,4.096
0.0387,436.1971,-2.419283316,4.541
0.0631,436.225,-2.119691912,0.726
0.897,438.1601,-0.132923574,0.745
0.376,438.1606,0.931362285,2.865
0.0684,441.1613,2.069750208,0.696
0.125,444.1861,-1.691701881,4.37
0.827,444.2226,0.224864431,4.583
0.106,444.3097,1.794337386,5.039
0.663,446.2388,0.450924023,3.483
3.51e-08,447.0916,17.14649013,4.229
0.913,447.113,-0.112821022,3.587
0.477,448.1364,-0.742777136,3.004
0.362,448.1967,0.960722829,3.611
0.525,448.1978,-0.661887556,4.334
0.848,448.2321,-0.197730688,4.67
0.415,448.3052,0.855125607,5.404
0.448,448.3055,0.793475758,6.562
1.15e-05,449.1046,8.673591004,3.633
0.00235,449.1059,4.186644318,4.17
0.023,449.1076,2.737138471,4.454
0.879,450.1364,0.157228257,0.798
0.238,450.2125,-1.265392847,4.913
0.363,450.2132,-0.957727004,5.757
0.0568,450.213,-2.184036188,5.045
0.23,452.1914,-1.287448086,4.626
0.0597,452.1914,-2.153559253,4.683
0.658,452.2062,0.457877403,5.052
0.923,455.7883,-0.099409683,4.34
0.137,457.2213,-1.631294399,5.699
0.473,457.2496,-0.748358202,6.911
0.13,458.1454,1.667710175,0.678
0.708,458.202,0.386527036,4.658
8.22e-08,461.1074,15.55522406,3.814
2.05e-08,461.1078,18.23760052,3.304
0.497,462.1965,-0.707361815,5.965
0.608,464.1911,-0.532082751,4.995
0.377,464.2272,0.928455046,0.798
0.715,464.2281,0.376702838,3.182
0.48,465.0856,0.736467006,4.069
0.194,466.2058,-1.403617111,4.763
0.396,468.2225,0.891216289,4.941
0.598,469.2077,0.547229597,2.929
0.254,470.2865,1.218750777,6.552
0.642,474.1718,0.480284499,0.703
0.696,475.2467,0.403934169,4.955
0.223,478.2067,1.307723606,3.637
0.0342,480.2037,2.494376938,3.652
0.396,480.2234,-0.891117545,4.382
0.926,482.1231,0.095415864,3.477
0.0177,484.2903,-2.897573986,6.142
0.755,486.2329,-0.322012662,5.447
0.351,487.2086,0.982592521,3.066
0.0289,489.2311,2.597303639,4.429
0.382,491.2279,-0.919720971,4.076
0.402,498.0952,0.878612844,3.472
0.177,500.2812,1.466472194,6.002
0.774,500.2849,-0.29658561,5.194
0.542,501.2038,-0.634241654,4.801
0.185,502.2964,1.433892893,5.697
0.654,503.1571,-0.463108061,3.796
0.712,504.1824,0.380720272,0.676
0.933,504.2071,-0.086779531,4.427
0.455,504.2224,-0.780403462,3.279
0.437,504.2644,-0.813832775,3.847
0.39,505.236,-0.902760701,2.917
0.263,505.2371,-1.192990158,0.816
0.984,508.28,0.020326297,2.988
0.839,512.2857,-0.208639775,6.504
0.0115,514.2642,3.163335299,5.844
0.326,523.0001,-1.03766567,5.152
0.15,526.2647,-1.574028499,6.979
0.992,530.2018,-0.010141619,4.016
0.894,530.3214,-0.137068672,4.045
0.213,532.1906,1.341361912,0.792
0.748,532.3526,0.331391081,10.707
0.336,543.3195,1.015653129,5.303
0.534,544.3373,0.646990094,4.266
0.22,551.2103,1.318519842,2.591
0.176,552.3496,-1.468390206,5.214
0.942,553.2943,0.074405825,6.108
0.523,555.3098,-0.664367769,6.452
0.813,559.2603,0.243036678,7.463
0.131,560.3058,-1.659327349,5.064
0.0923,562.2489,-1.88364651,5.434
0.335,565.2029,1.01846964,0.801
0.359,567.1757,0.966313338,2.786
0.668,572.2333,0.442837424,5.399
0.343,574.2227,1.000271862,0.788
0.267,575.2542,-1.18317349,6.292
0.461,575.384,0.770707243,5.148
0.146,576.1819,1.590091302,0.788
0.453,579.2172,0.784983204,2.935
0.923,579.3413,-0.099382351,3.735
0.216,583.1477,1.331265036,2.876
0.451,586.2128,-0.787248782,3.002
0.451,588.3229,-0.788026761,4.257
0.0743,591.3167,2.018758918,5.042
0.449,592.3019,0.792155467,3.483
0.00409,593.3321,3.820627284,5.017
0.0022,595.3478,4.232659478,5.049
0.828,603.4563,0.223191085,5.393
0.514,605.3265,-0.679926394,2.998
0.294,606.1346,-1.113923892,2.583
0.831,606.2801,0.219323582,3.463
0.098,61.0395,-1.845921485,0.663
0.458,618.2905,0.775599316,3.277
0.41,651.105,-0.864374993,3.812
0.255,677.186,-1.214610491,3.444
0.842,685.2837,0.205568678,4.555
0.794,693.1579,0.268806429,3.427
0.225,705.3808,1.303701905,3.85
0.658,715.3756,0.458157167,3.922
0.778,717.3914,0.29002239,3.919
0.447,719.3713,0.794636157,3.228
0.452,719.3715,0.78639555,3.54
0.452,719.3726,0.785927591,3.874
0.454,723.3228,0.782220919,3.019
0.201,728.3715,-1.379459736,3.305
0.539,731.4168,-0.638564985,3.418
0.455,733.3859,-0.780860496,3.912
0.186,755.1895,1.433001376,2.903
0.0866,755.19,1.923532612,3.465
0.562,76.0757,-0.601829111,0.642
0.36,912.3994,0.963590238,3.075
