mz_rt,row ID,6110_U2_C18POS_34,6101_U4_C18POS_14,6109_U1_C18POS_58,6105_U3_C18POS_39,6105_U1_C18POS_43,6109_U4_C18POS_22,6113_U4_C18POS_62,6101_U1_C18POS_59,6103_U4_C18POS_53,6105_U2_C18POS_40,6111_U4_C18POS_42,6110_U3_C18POS_45,6104_U3_C18POS_32,6102_U1_C18POS_26_1,6104_U2_C18POS_19,6110_U4_C18POS_start-10,6112_U2_C18POS_37,6102_U2_C18POS_16,6102_U3_C18POS_48,6113_U2_C18POS_31,6101_U2_C18POS_30,6109_U3_C18POS_52,6102_U4_C18POS_50,6111_U2_C18POS_35,6101_U3_C18POS_29_1,6112_U4_C18POS_63,6111_U3_C18POS_54,6105_U4_C18POS_47,6113_U1_C18POS_24,6108_U1_C18POS_44,6110_U1_C18POS_11,6112_U3_C18POS_56,6108_U4_C18POS_18,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6106_U4_C18POS_36,6103_U2_C18POS_60,6113_U3_C18POS_15,6106_U2_C18POS_46,6104_U1_C18POS_55,6104_U4_C18POS_12,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6112_U1_C18POS_38,6106_U3_C18POS_20,6111_U1_C18POS_51,6106_U1_C18POS_23,6109_U2_C18POS_13,PooledQC8_C18POS_33,PooledQC11_C18POS_57,PooledQC7_C18POS_25,PooledQC9_C18POS_41,PooledQC12_C18POS_64,PooledQC10_C18POS_49,PooledQC6_C18POS_17,PrerunPooledQC5tryagain-addednew3_C18POS_14_1
820.6674_0.571,128,6664.944,6708.667,5559.5537,6315.702,4615.0938,3368.112,5040.5513,4588.391,6280.5254,4457.4053,6531.728,5958.7646,4769.198,4099.1763,7911.802,5155.275,7123.189,4857.3193,3322.4092,4582.122,4917.7383,1239.4148,6299.489,5105.156,5153.9155,7312.6655,3642.0244,6940.5015,4143.149,2565.84,5261.7104,6190.5654,3197.7625,6471.7793,3468.0652,1688.2151,6985.9614,4888.002,2103.6467,5843.4814,4503.74,5936.115,7207.967,7361.0005,4870.136,6256.83,3614.2427,3253.5369,7943.9053,5634.992,7103.1187,6307.473,5827.548,6577.4185,5682.409,6880.2705
306.8517_0.573,129,11898.585,9280.324,11584.047,28414.777,36255.273,6097.3477,23411.703,18894.885,22434.223,22985.898,20500.818,24571.36,35213.82,17326.777,23602.37,12932.974,25258.79,14271.39,29486.8,30597.307,13971.63,2419.3904000000002,16586.816,15164.851,20883.885,34774.914,33525.043,19340.992,24626.293,20835.932,12512.783,21369.383,9302.289,30956.668,32195.82,1835.1558,18177.78,27486.74,5489.716,28560.465,17298.125,18837.623,28741.496,21306.96,18305.553,14453.509,13853.642,3828.5298,21451.332,23126.953,19881.154,21146.205,19332.258,23516.363,23152.09,21728.002
600.7314_0.573,130,3710.8843,5966.338,7418.2095,12318.237,13117.483,3020.1387,9464.39,9048.232,10179.328,9173.377,11472.075,8939.031,13160.157,6374.2734,10154.457,5829.916,10863.243,6622.8623,6921.3677,9471.901,6538.818,NA,8128.769,6743.443,7589.8086,13096.685,9796.059,12199.973,7793.684,7619.4487,5754.726,8415.367,4541.521,14931.44,8398.166,NA,10517.344,8479.33,1921.1635,11156.124,8953.228,8389.106,10172.587,10606.014,6954.2485,8289.472,5311.631,2230.616,12040.159,11206.907,9021.198,13043.601,11708.056,10756.416,10373.3125,13307.0205
316.8693_0.569,131,29769.504,23711.035,23609.844,22182.19,21731.357,18475.156,24090.193,21216.875,25460.604,21521.814,22109.188,23047.543,22762.383,19929.975,26084.701,24749.133,26151.348,20865.629,16218.618,20005.463,23105.846,10754.144,24149.266,20840.705,23285.613,26646.936,19193.926,28064.225,19667.531,16410.898,19453.215,22738.625,20015.6,25044.822,20085.377,17069.355,31094.822,20174.09,21952.328,25754.215,23649.436,23342.096,28274.283,24834.096,22209.135,21988.139,21104.453,19474.629,22982.986,25378.613,24686.387,25673.78,23980.2,25590.125,26340.773,26314.06
536.8053_0.57,132,10633.967,8083.9536,7828.8853,4041.1943,3575.2449,7966.623,4293.525,5827.4854,5917.4893,3312.463,5564.9985,4366.7026,3773.2402,3780.0308,5861.0317,7817.5337,4937.9395,4679.232,2692.0837,3106.0361,5307.8643,4728.998,5919.4062,5626.8594,4838.1733,5171.539,4069.0266,7219.2935,2690.1177,3953.109,4881.845,6944.1987,9559.421,4130.7017,2823.8088,12437.64,8051.4385,3538.2114,8888.253,6338.188,6390.1094,6180.4575,4958.94,6887.117,7266.366,7971.019,7020.6416,9482.7295,5231.7314,5682.699,6546.2593,5575.932,5509.3984,5131.685,6103.6426,5373.5747
182.8918_0.574,133,5569.363,7624.164,8160.1333,7795.384,6620.152,5752.414,4542.0493,6395.8794,6258.7734,8717.756,5859.042,5901.8584,6142.849,5604.4575,5280.109,6764.5312,8008.424,4577.3574,4449.6978,7990.3394,7877.892,4208.8413,7297.7573,5964.5356,6151.8477,5885.74,6695.8755,8184.602,4641.592,6446.847,6575.5137,7247.0303,8057.6245,6923.604,6432.331,4099.0996,6849.606,5534.731,3669.5278,8597.858,7228.247,8299.851,5008.3047,7084.2607,7940.3003,7852.1743,7614.11,7297.7446,7676.503,6945.56,10373.547,6421.976,7606.4995,8881.998,7536.6123,7811.609
542.7616_0.574,134,6628.5767,12744.733,11013.605,8085.2856,5881.3384,7750.19,4894.1953,7127.8784,9071.565,9336.802,8041.514,8038.25,6352.152,6369.0547,10266.019,12420.009,7401.0405,6488.9385,3644.2314,5619.582,9786.415,5068.3765,7692.892,8089.2515,8966.723,8459.564,5493.0156,13944.29,4429.316,5759.297,6994.1074,10303.759,8698.684,7478.9697,5151.431,4243.626,8955.97,6000.863,6613.6606,8952.438,10634.493,7637.103,7497.533,11527.109,7333.5005,11399.208,10668.654,9648.554,9574.083,8989.1455,9359.509,11310.12,11223.977,10840.112,8590.388,11483.978
212.8421_0.582,135,3822.7744,10724.092,17368.314,4214.2266,2383.281,24812.389,2249.6829,4709.4795,3184.3523,6464.7314,4598.455,5206.1074,2803.9424,2923.401,4517.9585,12129.627,2915.337,4013.1748,1690.6038,2164.4768,8518.805,27910.895,6440.2,4365.682,5058.5435,2447.4802,3508.109,8413.837,1791.5226,5962.3887,7817.152,11497.508,26903.816,2882.7014,3441.023,8569.788,4023.8835,2597.4128,3286.2861,3991.169,3467.612,5195.8896,2284.797,8599.758,6696.91,10993.736,12681.416,35885.63,8003.914,4541.613,4987.4463,5459.5596,5392.64,5302.3506,4364.409,5073.7124
284.8697_0.574,136,2748.0603,3816.452,3706.0364,12045.94,13414.967,2640.0583,6478.8496,9693.174,4624.396,10075.5,8901.105,8063.715,9534.703,4970.6533,5898.382,3210.1006,7282.1543,6010.329,9439.308,12892.507,5642.498,1887,4152.2344,5470.585,5607.614,7431.3516,17917.516,6182.8354,16879.057,13178.19,6745.7427,8858.425,5155.044,11816.97,13571.439,1406.1449,4967.117,11566.214,3268.0007,7750.778,5507.143,5514.1743,6657.133,9405.281,16120.029,6196.8745,17225.887,1964.9927,5933.3374,7105.315,7246.114,7709.1025,6883.43,8559.696,8208.716,7458.246
210.9133_0.578,137,NA,3301.459,4263.618,4577.5933000000005,4103.7017,3384.6372,3600.4832,10802.805,2655.0454,6884.3467,4277.2837,6687.442,3602.61,10189.6875,NA,3318.954,4126.2,9569.561,9993.304,6252.574,6205.7217,6189.885,5662.549,8961.163,5959.152,2559.5364,7138.978,NA,8297.235,10087.761,9891.705,3780.4685,4448.028,4129.5654,12422.778,NA,NA,5388.755,2472.3132,3718.3887,6001.9473,5062.3076,1473,2808.438,2868.5098,4898.1045,2861.453,NA,4652.7153,3561.2058,3806.114,3555.5518,4627.42,3600.297,3394.9536,2839.5754
532.7439_0.574,138,4979.9526,5627.9517,5979.576,13277.355,12554.347,2284.3994,5863.335,6189.4937,4465.277,8425.178,7471.5327,8826.904,11499.834,5699.9556,8334.847,5465.778,8411.246,3896.2563,5898.4673,12389.431,6106.0894,1817.3245,6372.147,5694.6035,5906.705,10453.431,10693.96,9098.061,7637.3936,6792.1323,6713.8774,11693.949,4982.7344,9836.346,8074.232,NA,7035.042,8119.1206,1445.209,9608.04,7971.09,10212.263,11114.913,11219.534,9126.815,7093.4644,7788.8687,1884.919,8803.491,8437.559,9062.148,7938.365,8693.014,9640.71,8550.101,9540.906
332.8432_0.576,139,12656.764,16447.785,18769.541,10601.077,7533.9033,21579.486,8439.92,11568.845,9953.307,12494.039,11721.217,9295.061,6436.24,9483.2705,12210.345,19134.42,10250.563,11454.348,4400.031,6988.078,15006.588,14529.14,13898.35,11547.505,11526.506,9580.621,8315.919,16729.643,5869.3135,11164.842,12651.736,13903.585,17916.41,9077.388,5016.473,14491.719,12578.113,9078.883,13054.535,13158.083,13433.806,11662.8,11973.778,15533.649,13142.318,16800.25,12691.343,25853.906,12327.623,11516.296,12046.84,12935.648,13584.97,13019.669,12822.071,17649.324
422.7605_0.58,140,1642.1051,4840.2983,7634.2466,2649.23,1842.1349,6430.434,1657.7025,3361.3076,1493.9691,3349.8413,3161.54,2239.1704,2806.2231,1571.2498,2660.3335,5426.4487,1946.1895,2107.223,NA,1880.7075,3998.4402,6945.1455,4240.985,2698.4524,2278.9539,2047.0713,2374.0159,3289.9583,1412.4215,3414.4553,4082.0376,5755.9087,10993.373,1854.4485,1701.179,2397.2825,2274.0618,2326.77,NA,2578.1755,2730.1807,3420.8018,1940.4961,5137.9614,3524.8096,5906.7373,6396.3335,13637.675,3998.205,4358.403,4446.191,3145.751,2546.0767,3467.381,3792.784,3824.9185
180.8945_0.574,141,44719.504,59031.68,64454.008,57861.945,59691.086,50761.637,46274.594,54300.207,48875.703,61795.37,50129.91,57743.723,51238.848,46795.73,54042.566,54997.46,51030.094,43375.156,35580.426,49518.156,56350.77,37131.95,58199.527,50756.793,53139.293,57649.887,58698.203,62780.395,46721.23,51905.336,52568.273,68141.06,59440.266,54801.64,47727.367,24130.633,50391.902,49336.02,25820.781,62863.684,49999.45,55400.383,48969.934,62965.508,53259.383,57567.242,57771.684,49703.266,61634.72,60807.883,60795.953,57850.78,62670.047,61173.57,55932.637,60435.883
490.7479_0.578,142,2014.3582,6878.207,9578.468,3479.4316,2573.6897,8992.22,2074.3452,3693.5312,2157.3909,4395.809,2568.9817,2678.629,2547.0059,2458.1047,3685.4875,8350.835,2617.5046,4010.3423,1603.8379,2095.5208,5695.7485,6193.517,4639.1016,2729.307,2668.1313,2047.3206,2137.4749,5206.9854,1853.9038,2991.6956,4220.226,5484.9946,7892.156,1687.5006,2591.754,2731.0054,2934.7263,2917.9106,1416.2008,2677.7698,3460.5063,4607.9087,2230.301,6498.2295,3126.3662,6254.242,5518.3906,12264.185,3120.877,4219.2666,3734.4382,3711.0298,3357.007,4584.712,3608.0486,3207.6028
406.787_0.575,143,4788.2705,13161.187,15711.352,6414.145,7988.131,12845.64,4169.044,9354.471,4789.0083,9853.28,8732.935,9207.4375,5934.646,6062.9326,8586.415,11717.561,6316.7573,7703.3345,4399.4707,7256.9473,8491.677,9086.17,10495.692,7475.44,7835.6006,6940.6523,8028.669,12225.433,4433.017,9305.791,10429.315,11808.579,17962.223,8182.3623,5428.5347,3669.1626,9153.862,6922.291,2676.3296,9524.376,9346.148,9781.192,7037.178,13979.507,8358.708,15732.018,13138.224,12636.471,13057.183,9885.347,9251.298,11198.123,10144.912,10858.941,10794.507,10782.852
322.8255_0.574,144,11656.217,15827.199,22006.285,24135.55,24121.025,12487.613,17645.957,19722.697,14093.764,24631.035,20634.684,21252.29,22778.629,15488.792,19467.78,18417.047,15601.209,14822.756,18133.795,23453.898,19193.496,8652.928,19934.578,16697.555,17838.107,25859.168,26017.469,20494.191,19865.826,24749.43,19670.1,28470.453,22786.39,24349.73,19191.049,2796.2678,17213.812,19952.766,5342.338,22182.605,16106.391,21099.754,16178.681,25453.283,21742.715,20915.504,24180.709,12487.034,20876.672,23196.04,21592.377,26536.373,18482.045,22522.771,21716.52,24452.055
632.6788_0.575,145,NA,5603.0825,6032.435,2588.845,1589.3474,4693.826,1876.8668,2943.0396,1553.375,4440.1016,2730.011,1997.5405,1902.0912,2619.2656,2037.6901,5285.5425,1780.6816,2127.1003,NA,2532.6272,5047.225,2539.0007,4509.8794,3181.0278,3217.7058,2152.3582,2289,4308.743,NA,2817.0906,4798.4634,5588.1436,8235.132,2233.49,1719.6057,NA,2782.3723,1627.5398,NA,3040.9333,2458.1592,2862.6812,2887.31,5164.0293,2754.3206,5399.7505,5487.624,5344.5713,4436.7104,3521.1033,3441.218,3903.5786,3235.235,3027.4,4538.321,3425.6035
338.7996_0.575,146,4083.1184,14035.06,19440.36,9602.103,11117.175,14227.853,3387.9255,12337.686,5211.025,12969.413,6370.232,12690.292,6066.386,5970.7407,7731.806,10998.833,6329.6978,7542.4126,3029.3347,8580.018,13864.507,13281.13,11995.857,9005.514,9757.012,7159.8584,10338.594,12152.386,6454.941,11919.127,10206.018,17717.996,22886.186,7547.677,4909.353,3546.1868,6461.4746,6855.8438,2302.886,8792.854,7115.205,9684.074,6917.293,12630.468,13353.402,14709.7,20249.861,14740.702,10537.155,11984.008,10179.659,11686.136,8493.711,13587.548,12892.116,10601.183
448.7824_0.573,147,1599.4341,2436.113,4054.3804,8495.945,9259.683,NA,6543.047,5672.1357,4144.1567,8417.339,4567.1274,5679.509,8871.552,3786.9302,6350.946,3079.1565,6225.537,2985.319,6546.9233,7998.2617,3171.98,NA,4323.019,4563.7812,3772.634,6435.5786,9048.049,4755.6865,7559.643,5702.248,3033.3677,6957.52,2584.1018,9345.907,9055.645,NA,3575.5398,7918.7715,NA,6192.166,3387.4556,4579.2646,5851.2515,5153.3423,5139.482,4514.696,4846.8745,NA,4390.9336,4799.758,7423.001,5897.6807,5145.8867,5248.757,5660.526,5511.7744
474.7744_0.575,148,6457.3535,12992.574,15184.7,7750.3394,6518.331,10180.692,5753.4365,8070.063,6684.7954,11160.261,11644.462,9668.228,7728.9834,5826.4214,9529.011,13239.531,6982.228,6013.3296,3729.2336,6372.4663,11304.061,5951.2964,9767.102,8696.226,8065.97,8641.419,5888.1865,15539.97,5179.2046,7402.844,9034.803,12456.468,13861.18,9075.844,5605.842,5222.6816,9978.128,6081.653,3430.5603,11362.901,7364.43,8827.859,7115.7705,12063.91,10356.493,12215.475,10546.901,11893.019,10147.169,8482.318,11785.995,11930.524,9428.789,9837.126,9731.587,12974.053
300.8437_0.574,149,2422.985,4522.247,5892.1133,10163.425,11081.837,4623.1245,4331.751,7692.657,3163.4414,11478.549,8284.638,7871.1094,6690.9497,4050.557,5170.6675,5984.513,3847.0645,4784.7793,4979.086,9702.992,5884.5273,6717.5547,7543.633,7758.2837,6491.5996,4297.8994,13708.1875,7841.342,6194.361,10764.2,9959.648,11478.963,9678.655,7012.001,7944.3555,2385.8179,4270.574,10549.305,2153.8694,8193.12,4028.9763,6497.822,6583.106,9435.407,14914.633,8652.429,29976.928,4316.0645,8059.6846,11105.691,6658.447,8144.3926,10057.949,10646.733,7571.377,8773.423
684.6926_0.573,150,3067.9502,6787.125,7074.8784,5809.2456,5159.2383,4073.9783,4182.8394,5979.775,6505.4736,7027.8394,7928.84,7641.091,6531.593,4672.63,8655.445,6614.245,7344.3965,5745.4233,3658.6755,5903.9595,6634.0034,2686.3098,6517.6606,4926.552,7155.585,8239.876,5239.0483,9082.7,5545.948,6037.9155,4390.978,7585.317,5860.0864,5329,4493.787,1412.597,6510.7056,4909.173,2185.099,8639.893,5950.776,5624.9404,7122.798,10079.926,6468.236,7147.3984,6716.3364,5585.8164,7888.372,7351.445,8254.284,9001.91,7298.8037,10934.472,6599.7847,9158.452
882.6979_0.563,151,8377.256,5192.8623,4203.375,3226.4766,3311.0771,3672.4368,3834.8467,2507.8267,5143.7373,3412.7144,3874.8906,3651.512,3500.5378,3165.1746,4110.9814,5324.002,3684.2922,3300.9434,1766.8062,2743.5642,5068.7554,NA,3536.1958,2690.9353,3235,4560.3613,3628.051,7409.3335,3937.72,2469.8057,4741.8784,5964.638,3254.0889,4056.0012,1881.3113,3916.5671,4640.034,2805.004,5708.878,4874.648,6933.0835,4737.931,4624.59,7163.3613,5258.135,5133.316,3284.2222,3383.275,4088.6484,4766.0747,4453.0854,4090.1565,4950.99,5260.0264,5151.97,6613.018
950.6862_0.563,152,7143.492,3115.8706,4301.9033,2428.6614,1950.2402,2268.501,2819.1638,2407.5151,4726.3965,2856.0525,5396.308,1835.6781,2491.486,2537.9167,3873.1357,5742.169,3265.7827,3743.9421,1766.3601,2465.3367,2503.6414,1278.182,2886.8188,2018.3746,4755.6895,2839.2808,3359.8738,4358.023,2961.008,2225.8518,2686.659,3645.9863,2337.033,2696.9355,1398.6752,3695.4229,3776.8726,2638.0488,6828.251,5763.641,4906.3203,3849.1868,3602.2817,4006.4475,3899.826,6109.216,2985.6829,2531.837,4237.097,2953.3464,4064.7576,3753.8809,3966.128,3759.2485,3431,5266.8325
264.8557_0.576,153,9792.574,19457.92,18735.482,9300.049,6800.622,21677.34,5613.9385,10096.223,8953.193,11708.654,11501.413,10397.876,7003.262,8811.252,10681.725,18871.959,9095.446,10228.951,4217.2417,7119.4155,16914.512,17014.207,12316.144,9508.694,10402.645,9628.706,7767.132,17242.205,4986.83,9338.703,11797.952,14578.554,19180.484,7934.001,5892.3354,11083.544,11983.473,7679.7812,6862.5176,10634.767,10975.452,11999.685,9319.88,17202.568,14805.713,16908.928,16209.042,26661.88,12684.514,11791.126,12613.731,14059.21,12579.47,12283.51,13632.673,12381.898
198.8661_0.58,154,3462.414,7127.536,11005.935,5150.1533,3196.0984,11383.867,2037.8927,4452.9395,2582.322,7173.097,5801.0146,4097.6597,2992.6528,3805.7957,3034.607,7395.112,3953.508,3497.689,2453.4224,4111.2783,8510.487,10187.551,5221.9355,5795.6772,4423.3486,3004.3774,3450.6875,6310.0005,3619.1309,4480.8423,5132.923,7260.8477,11281.834,2881.3853,5276.1133,4947.4775,4592.6123,3048.404,1963.4232,4758.858,4997.2324,6013.084,3488.1985,5841.3433000000005,4281.184,7894.361,8287.332,13112.273,5431.095,5336.0815,6764.103,6754.9688,4231.297,7276.1787,5472.368,4505.864
354.7739_0.586,155,NA,4645.1284,7401.059,2680.1665,1712.3606,9462.069,4408.747,2755.4395,NA,3130.997,1421.7542,3503.6199,1561.8757,2279.8164,2158.494,4380.4873,1531.5289,1711.7095,4940.883,1941.595,3344.5679,9557.963,3131.513,2381.3572,3301.227,4483.854,2803.827,2842.1118,NA,3508.0066,3853.7532,5459.185,10014.92,1905.4956,2232.1956,1534.8058,2041.154,2631.4634,1637.3922,2469.9512,2437.1604,4106.6963,2062.0088,4131.0483,3289.7964,4084.5742,9649.859,10863.125,2610.414,3216.7021,3726.0737,3297.0771,2871.122,2453.9768,2601.0618,3683.3645
642.6977_0.583,157,1693.1582,3869.1873,4360.8706,1600.1844,1579.8403,7718.588,1733.0314,1508.0992,1340.4897,1476.5067,1230.5444,1876.9882,1274.2761,1680.5662,2240.1897,3638.1938,2139.382,1749.22,1482.3309,1531.264,2751.642,4946.286,1836.5712,2478.206,2502.7837,2151.9446,1512.6804,2520.6458,1804.3853,1406.2367,2557.7783,2442.7305,3649.073,1995.9899,3315.9824,2696.0073,2785.68,1109.5007,NA,1760.6261,NA,1841.3793,1391.4678,2554.6975,3117.4954,3387.15,2532.922,8496.056,2462.3105,1865.5255,2407.4402,2029.3114,1965.021,2447.957,1982.3373,2796.1418
248.8821_0.572,158,31205.256,29881.432,30452.053,30115.018,29519.955,23611.135,27352.328,24323.402,28672.32,28593.172,25309.375,28941.604,30813.4,25702.041,33841.594,30681.088,28105.75,26332.959,21966.727,27563.553,28179.65,15955.043,28376.91,26775.434,28006.27,31763.797,22027.727,34274.027,24720.756,21417.219,26102.018,30667.383,22585.258,29892.096,20307.195,15382.991,32576.453,22587.8,19746.28,31874.71,30089.906,28934.969,33441.336,28314.938,26646.875,28350.438,25751.102,28335.725,30432.408,26431.318,28528.918,30032.984,25596.9,30692.037,30390.412,33657.94
888.6581_0.57,159,6089.8047,4169.184,4340.8955,5317.9536,3580.4456,2542.0884,3503.154,1950.2781,5038.6274,4431.347,4589.1406,4498.8125,3768.9019,3906.7837,5606.9346,6292.9204,4541.4067,4152.7144,1687.584,4132.725,4765.9155,2094.713,2716.551,4189.725,4926.889,5794.2983,3766.1848,5697.6094,4426.5615,2277.8584,2266.21,4133.8623,3099.1553,4418.83,2915.6611,1670.6074,6646.7764,2859.5735,2738.011,5417.2783,5460.71,4473.27,8232.207,5021.6797,5372.155,4995.9414,3992.2246,2243.7168,5113.764,3041.5469,5329.3296,3652.7866,5242.1445,2773.6917,5270.0005,6096.0884
196.8684_0.577,160,16275.167,35200.53,47762.086,20402.816,17934.643,50247.746,12297.967,25663.24,16033.013,27602.973,22077.186,22363.469,15352.588,16794.68,18655.62,40642.492,14872.696,20561.809,7753.641,16843.51,29213.55,45775.3,30162.785,20647.377,22937.746,17865.896,18580.25,29238.607,11790.666,22612.658,29005.674,35771.16,50792.098,17456.984,12136.495,20615.375,21508.674,13674.399,10576.626,22245.033,21001.06,25808.662,15918.188,29429.854,25135.98,31655.326,35337.523,59746.938,24389.01,27947.227,28035.133,25985.06,23472.955,25357.555,24626.734,23887.076
808.755_0.558,161,7451.573,6209.2383,5678.084,3095.5193,1580.4193,4673.983,2441.5745,2594.8918,3865.03,2942.679,2962.005,4687.9785,1748.4531,2717.2363,3271.085,6080.2305,3590.0764,2838.1663,1580.5424,2466.7644,4992.765,2359.5674,3208.4502,3277.1218,3377.543,2873.8213,2551.6553,4242.923,1935.1055,2657.3582,3416.0237,5231.8574,6124.695,2368.5854,2099.8892,6543.3887,4306.604,3370.246,9082.754,3828.0203,3780.111,3651.7153,3203.5852,5019.2085,6771.1426,5913.075,5715.0947,4933.777,3396.9446,4038.1726,4046.5754,4376.0776,3653.0068,3953.9114,4889.9893,5539.6543
442.7746_0.574,166,NA,1925.5947,3800.339,6059.7656,5117.9756,2722.7827,1570.1641,4960.5923,1724.9724,6847.747,3249.2668,4741.6123,2817.7004,2509.0686,2592.6206,2794.257,3890.8816,2651.1343,2681.596,4773.883,3692.49,1708.6763,2163.409,2807.1938,3437.1414,2976.0146,8097.3965,2998.5823,4382.5454,6951.657,4046.361,6797.72,4517.064,4724.9497,4372.0815,NA,3090.9568,4305.7646,NA,3651.8582,3795.4968,5282.562,4073.578,4985.382,7801.8125,3689.029,12088.703,1420.5681,4243.657,4914.638,3813.0251,5583.3457,4935.1406,4380.3057,4247.8003,4416.255
174.8865_0.576,167,NA,2387.235,3531.1514,1379.7803,NA,5753.2227,NA,3610.8755,NA,3450.061,1906.236,1735.6879,NA,NA,1731.8848,2607.4734,1286.9644,NA,NA,1385.5726,2495.9236,8192.016,2243.0378,1521.0139,NA,NA,2901.893,2298.8335,1252.0555,2472.7964,3292.7349,3319.621,7498.8643,NA,1483.1812,2231.9182,NA,1628.0425,NA,2593.3396,1523.9454,2634.923,1563.3279,3227.7144,3100.6575,2221.4019,22132.049,5466.065,1745.2672,2154.754,2319.2307,2196.817,1526.0018,1645.2435,2546.0996,2713.8977
158.9124_0.575,168,2192.5486,3903.3308,6003.8384,3931.0283,4317.2944,5951.628,2470.2488,5135.8433000000005,2408.992,6483.5337,4280.299,6750.694,4841.4707,4446.723,3169.9023,3665.368,4189.809,3618.3892,1691.2367,5172.2036,4586.8184,8826.427,3881.6646,3921.8804,4870.0337,2651.7356,6191.9355,3488.2454,5352.0435,5604.665,4747.7104,6746.4434,7697.364,3542.9985,3417.3572,2938.8262,3451.7205,4840.2095,2673.679,5373.4854,4210.146,5501.384,2132.0889,3969.587,9058.605,4236.0513,17527.541,6197.5527,5344.9766,4692.0674,4700.753,4215.356,3882.983,4836.3833,4379.449,4746.853
190.912_0.567,169,14574.679,12842.159,12208.311,4557.1724,2996.667,19734.465,5150.7646,6466.166,6769.023,6420.412,7225.1113,5895.336,3537.8594,5368.6665,4621.3604,14056.486,5072.796,6695.4146,2137.2207,3123.1333,8143.003,20062.1,7067.055,9355.211,5079.21,3657.0889,4146.8975,10172.679,3241.3154,4350.012,9060.3955,9186.003,11548.923,6034.299,2208.6626,40553.445,8299.945,3018.298,14380.993,5212.5845,6200.947,7078.014,6487.273,6011.608,8024.137,12366.568,8839.248,26441.674,8558.849,5974.7246,7533.285,7050.056,7012.007,7652.423,5804.8877,5554.714
274.8734_0.57,170,9299.515,10602.758,12361.383,2095.7795,1499.6802,30063.424,2736.9968,3740.662,4497.3413,3634.9753,3942.4502,2886.7808,2439.6746,2457.725,3219.5022,12897.89,3188.716,3929.7505,NA,1388.1825,6549.749,22688.291,5179.7505,5033.404,4331.5884,2569.902,2454.087,6318.573,1383.5564,3165.0493,5114.276,6235.795,11432.766,2587.716,NA,62447.547,5091.605,1829.1456,14785.314,2985.7288,4663.5625,4018.2605,4151.002,5142.0635,6936.757,8591.355,11432.3955,36464.82,4646.8657,4461.013,3477.3647,4049.125,4113.8643,4468.411,3943.8809,3278.6702
348.8173_0.582,172,3729.1953,7015.4976,10412.445,2526.32,2274.4727,15166.018,3145.8096,2828.7317,2364.0762,3584.6797,2746.6235,2691.4705,2963.6392,2376.821,2598.03,8041.234,2314.578,3432.7222,NA,1918.8983,5589.435,11528.361,4125.136,3315.4045,4271.0034,2337.6487,1832.1346,4864.212,NA,3175.5483,4948.373,4901.5806,11189.937,2095.8828,1821.2228,8187.6694,3255.6829,2721.9265,2355.8445,3481.5142,2892.4834,4258.827,2870.1074,4170.0083,5214.652,6478.1875,5184.2207,20811.77,2703.6772,3481.1353,3667.478,3910.5889,5384.9873,3513.067,3296.8584,4010.7183
552.7803_0.581,174,3526.5308,4484.385,5412.334,2279.274,2042.34,8191.232,2532.8274,1980.72,3381.7747,1992.2672,2738.02,3433.5476,2524.6355,3252.3657,2883.0208,5114.5,3453.3127,3202.6265,2651.8596,1269.8203,2700.208,4731.6533,2529.9373,1990.9851,2434.4202,2745.8806,1535.8267,3629.041,2609.0042,1596.1248,2677.3816,2731.568,4149.0894,3036.971,3408.9592,10258.874,3534.9592,2072.945,4251.026,2804.8423,2641.778,2780.8865,2805.3835,3375.4514,2809.3257,4454.8555,3250.8599,9329.482,2421.5571,2924.7285,3177.4956,2286.3987,2530.6208,3747.3665,2789.133,2507.724
564.6911_0.577,176,NA,2874.1658,5191.2217,1568.0973,1777.1945,4296.6875,NA,2252.3784,1644.1666,2941.5781,2022.2466,2657.0708,NA,2022.669,1935.7305,3823.0115,1264.6196,1662.2119,NA,1561.0022,1843.6738,2982.6494,4163.286,1723.7279,1996.1501,1626.3922,2322.846,2539.4934,NA,2253.007,3912.1255,4379.84,7648.389,1833.2737,1893.4913,NA,1493.6666,1724.2427,NA,1970.903,1838.7351,1819.039,NA,3310.8894,2533.8484,3851.8452,5605.994,4339.091,3260.1538,2684.7366,2537.1726,2931.5125,2718.6794,2843.26,2634.9246,2025.0425
122.9245_0.579,177,70796.02,79926.734,92459.54,32033.668,27945.406,141166.78,32435.732,44989.492,48005.715,41909.074,47791,43438.95,26196.78,43163.79,41671.6,82802.586,36646.625,41516.29,20832.48,26846.564,56904.734,120526.72,57688.77,46546.043,45784.93,37659.05,29629.225,60137.285,22102.791,36210.8,48467.645,46945.23,81543.25,37931.703,19733.15,161070.98,59942.69,27433.684,80199.01,45465.99,46650.043,47014.082,43357.863,58289.387,54414.176,72571.32,54705.21,158449.02,51522.766,46470.336,47145.76,47376.76,48413.414,47892.684,46948.08,45977.26
