mz_rt,row ID,6110_U2_C18POS_34,6101_U4_C18POS_14,6109_U1_C18POS_58,6105_U3_C18POS_39,6105_U1_C18POS_43,6109_U4_C18POS_22,6113_U4_C18POS_62,6101_U1_C18POS_59,6103_U4_C18POS_53,6105_U2_C18POS_40,6111_U4_C18POS_42,6110_U3_C18POS_45,6104_U3_C18POS_32,6102_U1_C18POS_26_1,6104_U2_C18POS_19,6110_U4_C18POS_start-10,6112_U2_C18POS_37,6102_U2_C18POS_16,6102_U3_C18POS_48,6113_U2_C18POS_31,6101_U2_C18POS_30,6109_U3_C18POS_52,6102_U4_C18POS_50,6111_U2_C18POS_35,6101_U3_C18POS_29_1,6112_U4_C18POS_63,6111_U3_C18POS_54,6105_U4_C18POS_47,6113_U1_C18POS_24,6108_U1_C18POS_44,6110_U1_C18POS_11,6112_U3_C18POS_56,6108_U4_C18POS_18,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6106_U4_C18POS_36,6103_U2_C18POS_60,6113_U3_C18POS_15,6106_U2_C18POS_46,6104_U1_C18POS_55,6104_U4_C18POS_12,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6112_U1_C18POS_38,6106_U3_C18POS_20,6111_U1_C18POS_51,6106_U1_C18POS_23,6109_U2_C18POS_13,PooledQC8_C18POS_33,PooledQC11_C18POS_57,PooledQC7_C18POS_25,PooledQC9_C18POS_41,PooledQC12_C18POS_64,PooledQC10_C18POS_49,PooledQC6_C18POS_17,PrerunPooledQC5tryagain-addednew3_C18POS_14_1
212.1029_2.06,1606,2649.6484,2045.5558,4523.5264,3194.8542,3264.9172,3654.6736,3007.089,2266.1272,5134.563,2767.335,1983.402,3312.341,4079.685,4052.3447,3347.3914,2784.847,2391.188,5478.5107,3512.9575,4222.204,4501.175,8075.9263,6179.0386,2300.202,2469.9866,2023.3046,2528.9316,3003.3481,3176.1858,2524.2637,4063.8054,3289.399,2854.942,4878.6846,2403.3748,4942.7954,2384.5793,4357.053,4231.645,3247.9424,1941.338,2801.8132,2693.2031,2836.0823,5945.5366,2679.1833,5472.1006,6776.3384,3449.4487,3915.5884,3351.6719,4029.9275,4471.2163,3433.8047,3563.725,3895.498
217.1183_2.101,1607,17920.11,24277.72,18294.225,12696.88,12825.683,24839.254,20483.502,19570.393,31259.826,15767.18,8833.725,10575.552,16336.814,12196.001,20795.021,17920.621,20568.957,16043.24,14831.756,20067.715,34998.402,27901.174,15133.611,15940.565,25352.521,13226.1455,14442.839,17268.766,16985.025,22474.39,21149.22,17273.11,21206.139,32105.945,17099.932,11614.502,24438.385,15622.648,14713.516,27828.447,18312.229,23936.623,34684.742,17944.02,21827.307,10935.111,17544.744,22203.232,18702.076,18531.832,19910.506,21155.816,25511.457,22262.793,19267.482,18983.945
155.0814_2.107,1608,1396.4113,965.929,4894.187,2044.8741,1750.8534,1598.5773,5957.026,1085.3759,2485.9846,1784.1613,1576.3109,1800.8851,2026.5563,1528.4788,1899.7756,2407.1663,1869.6296,2571.0815,1651.8125,1844.795,2941.7231,3280.333,2962.528,1678.8203,2126.378,1211.7388,1534.7722,2153.7195,2543.28,1471.4308,2392.064,1842.9594,2945.9668,8138.3887,3614.603,1383.0427,2774.9275,4892.9277,2145.1396,2010.6909,1328.9358,1782.0367,3236.604,1175.2924,1458.0458,1752.796,2325.2273,2754.3281,2451.13,3026.8652,2277.9456,1928.882,2167.543,2648.0613,2755.5496,2685.7732
399.0675_2.109,1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6327.0347,NA,NA,6696.036,NA,NA,NA,NA,NA,7001.0903,NA,8186.9795,725.17303,1936.4038,1366.5308,1663.3572,1364.411,1580.0511,1578.6327000000001,2377.7104,1584.0167
239.1002_2.102,1610,5072.6133,4367.727,4185.8877,3050.4854,4435.259,4042.0137,3879.651,4084.5388,6783.6816,3160.1677,3871.095,2294.5378,3401.699,3658.9321,7021.3486,2910.453,4766.8315,3992.0334,3498.047,3997.7012,8401.319,5900.9604,4039.3264,4073.4885,6019.806,3435.5327,3220.298,3791.064,4251.0586,5857.7617,4612.1245,3424.5325,4452.563,6258.987,3739.7297,1333.2747,5571.2993,3057.584,3416.1523,7919.702,5390.7026,5091.1577,5482.056,3194.3628,3073.14,3556.9824,2743.6348,3648.4165,4742.687,4327.082,3349.9673,4314.322,4742.9375,6724.852,3471.1965,5018.881
153.0745_2.106,1611,5611.3003,7844.967,5718.07,9739.437,9552.056,8743.107,10678.542,6965.671,4164.441,10014.165,9645.218,5662.472,5777.301,10008.524,4663.1006,6369.9956,5225.5605,7553.361,9540.515,11036.473,9666.806,7781.84,6018.335,6309.3164,10530.673,10566.369,9754.346,12729.738,6464.921,10857.656,7641.5737,14708.308,12472.151,4945.3726,17222.703,4230.181,6068.186,11795.177,3915.2048,5669.414,7953.275,16342.945,6004.752,10011.821,5278.911,4067.8972,5569.793,6144.911,8705.395,9041.02,8735.995,8468.657,11210.497,9378.748,8659.256,7433.457
260.1492_2.107,1612,7968.208,6880.427,25552.553,11222.913,26981.438,14087.329,14128.598,4513.445,6339.462,57091.008,5042.4175,7578.931,5404.179,6879.45,5503.0063,11859.432,13288.455,5036.3804,5137.125,19258.662,4349.0005,27159.346,7800.668,5364.464,5344.8,10764.003,10172.843,15898.898,21820.842,5127.445,11285.234,19188.695,6171.611,9675.299,5552.5747,11541.896,7911.947,10913.68,19191.965,5597.2046,7408.0874,35224.668,3901.9717,32042.334,11544.725,10836.29,31181.914,13375.932,14029.801,11829.216,16886.434,13614.642,13503.909,17545.125,15033.491,14645.068
153.0659_2.108,1613,66718.56,83278.12,68240.43,121612.6,132389.7,94177.87,133426.45,81012.89,47111.17,118132.086,99107.7,49385.855,61699.59,120891.38,50060.047,66132.445,51193.906,87948.87,118123.2,153205.7,125817.46,88711.625,80241.07,82460.44,113884.06,127559.81,128681.73,99585.77,69883.82,144783.23,83194.49,166167.4,141448.61,46898.375,153454.38,36426.66,62470.6,156036.03,34087.184,64652.992,80527.42,164216.78,54833.812,119511.055,55791.176,47283.832,52915.133,72801.15,96993.32,87801.48,90712.01,95046.37,101653.76,114964.055,94441.664,86040.74
232.0637_2.119,1614,NA,2572.6125,1502.3553,1710.3397,3224.4792,1561.3379,1958.945,2973.0718,3828.745,NA,NA,NA,5424.054,NA,3178.5308,NA,NA,3064.4143,2536.2244,1395.6036,5277.2007,10036.382,2780.1843,1509.0667,2081.4446,1312.3633,4190.836,1305.1135,1344.0214,4046.2676,1679.4219,2192.0745,1377.0781,1866.2751,1862.4901,604.68146,NA,NA,NA,4924.741,1339.463,3003.7544,679.5,9113.085,776.7527,2915.9556,1524.9521,11626.645,2724.1328,3197.0444,3002.204,2270.1626,2574.8108,3130.776,3061.1663,2299.4075
229.1651_2.113,1615,6896.597,5661.1406,9084.384,8945.812,8605.018,7268.3,7305.991,7652.2505,4908.261,10579.532,8345.539,8623.493,7812.114,10566.654,8147.8325,7428.778,8197.874,10894,10735.461,8948.343,7255.9663,10729.92,11212.805,8268.781,6695.649,6728.535,10091.654,8763.875,12270.782,8994.857,11408.94,10393.139,8747.724,6458.0605,9671.419,9995.045,7073,10156.844,5849.7524,11535.19,9909.32,7963.6763,9789.474,8371.017,9110.559,7434.398,14102.525,8456.261,9326.549,8161.002,9211.166,10118.801,10515.938,9870.352,9136.499,8940.656
220.0637_2.136,1616,10174.04,7127.0444,6447.392,5821.491,5546.0884,4289.485,12722.371,7052.405,14926.569,9344.831,2664.496,11313.46,1344.2455,5059.115,2743.8103,4211.4194,1325.0104,7630.745,7611.9985,5551.608,21197.133,7417.2114,3165.4883,6611.5864,9021.406,4196.1245,5212.344,4315.3613,5753.4263,16961.625,17644.697,1203.703,4509.8228,11380.764,9556.656,4753.7896,2342.0496,17809.117,6391.7686,5558.5483,2204.9402,24523.795,3227.5625,20399.266,19211.447,3734.4614,1278.3522,1645.4581,6706.296,6913.842,7720.2793,6574.4463,7465.7515,8268.301,9996.111,7615.1846
229.1547_2.116,1617,64323.137,62289.195,83308.8,89443.46,95656.75,70524.29,77565.48,83154.37,49621.414,98289.74,80859.85,80884.13,80978,121182.46,83632.57,74229.195,69496.42,108655.05,111285.516,97948.82,73008.76,105797.35,102207.35,85445.57,61695.984,65937.65,97948.83,83209.23,126354.945,87787.17,104204.28,96018.06,79277.65,67550.7,97997.21,91145.336,67369.71,111554.02,48602.395,123908.055,121524.375,84345.73,99636.96,82723.414,79522.83,76265.77,134498.72,78369.625,86313.914,83715.37,86393.78,88931.82,104955.52,108711.67,87058.89,85423.836
246.0972_2.13,1618,NA,NA,NA,893.0002,NA,NA,NA,NA,NA,804.8329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415.5835,NA,NA,NA,NA,NA,1935.7507,NA,NA,NA,945.52515,NA,NA,NA,61138.215,NA,NA,41982.273,NA,NA,NA,NA,NA,55220.684,NA,41584.582,NA,7784.305,8082.638,7741.409,9054.719,9060.723,8995.583,11331.166,10163.779
230.158_2.114,1619,11832.217,10603.281,14171.819,14331.527,13974.693,10323.853,12473.824,10993.078,9016.939,15968.737,12773.374,14912.165,13292.631,17481.996,11857.873,11628.202,10442.101,15737.377,15873.483,13552.524,10291.955,15474.452,16741.893,14140.212,9992.062,11319.723,16051.737,13345.471,16961.178,15472.164,17672.514,15846,12133.414,9128.361,13864.781,12656.267,9674.857,13847.049,5551.9316,19123.125,15972.689,11547.458,16500.459,13393.044,14200.171,12645.388,18887.055,12757.546,16585.959,13283.919,15618.167,11578.07,17296.834,14740.02,13758.163,13517.542
120.0445_2.128,1620,3256.0261,5130.241,8289.531,7470.938,7315.116,6755.919,7739.9604,7620.93,3477,6986.002,5352.1816,4929.2803,4036.4324,7882.171,3141.2385,5627.019,7315.5713,6700.922,6695.831,8178.3486,6539.704,9699.875,9408.128,7945.2676,6157.597,6378.394,8112.3022,9094.278,8500.5625,NA,5896.6836,9984.251,2837.4443,7533.849,1500.1768,4194.2905,5042.954,8375.024,3481.4285,5513.48,4877.102,NA,4920.437,6457.314,5659.4795,5990.1396,5632.483,8128.198,5359.346,5885.0664,6592.22,6925.6816,7083.7876,7095.408,6201.5864,6441.245
