m.z,r.t.,p,t.score
719.3713,3.228,0.219,1.3227138341084026
719.3715,3.54,0.232,1.2805065678086107
719.3726,3.874,0.229,1.2907474702195652
723.3228,3.019,0.288,1.1302391226951252
728.3715,3.305,0.732,-0.3534814710383046
731.4168,3.418,0.144,1.602472660149385
733.3859,3.912,0.407,-0.8692177537052971
755.1895,2.903,0.57,-0.5897646357745201
755.19,3.465,0.364,-0.9560564445330765
76.0757,0.642,0.602,0.5405126445825817
912.3994,3.075,0.89,-0.14205259561256453
