mz_rt,row ID,6111_U2_C18POS_35,6111_U4_C18POS_42,6110_U3_C18POS_45,6110_U2_C18POS_34,6104_U2_C18POS_19,6101_U3_C18POS_29,6105_U4_C18POS_47,6109_U4_C18POS_22,6101_U1_C18POS_59,6105_U1_C18POS_43,6101_U3_C18POS_29_1,6105_U3_C18POS_39,6104_U3_C18POS_32,6102_U3_C18POS_48,6104_U1_C18POS_55,6103_U2_C18POS_60,6109_U1_C18POS_58,6105_U2_C18POS_40,6111_U3_C18POS_54,6104_U4_C18POS_12,6112_U2_C18POS_37,6101_U2_C18POS_30,6102_U1_C18POS_26_1,6106_U2_C18POS_46,6108_U1_C18POS_44,6102_U4_C18POS_50,6103_U4_C18POS_53,6109_U3_C18POS_52,6108_U2_C18POS_27,6111_U1_C18POS_51,6102_U2_C18POS_16,6112_U3_C18POS_56,6108_U4_C18POS_18,6110_U4_C18POS_start-10,6112_U4_C18POS_63,6103_U1_C18POS_21,6106_U1_C18POS_23,6101_U4_C18POS_14,6113_U1_C18POS_24,6103_U3_C18POS_61,6110_U1_C18POS_11,6112_U1_C18POS_38,6108_U3_C18POS_28_1,6106_U3_C18POS_20,6108_U2_C18POS_27_1,6108_U3_C18POS_28,6109_U2_C18POS_13,6102_U1_C18POS_26,6113_U4_C18POS_62,6113_U2_C18POS_31,6113_U3_C18POS_15,PooledQC6_C18POS_17,PooledQC9_C18POS_41,PooledQC11_C18POS_57,PooledQC10_C18POS_49,PooledQC8_C18POS_33,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC12_C18POS_64,PooledQC7_C18POS_25_1,...66
266.1575_2.892,2830,6607.6885,4957.7354,3098.3157,2149.777,2808.291,8614.212,3988.7075,4694.242,9617.015,2785.679,7681.4946,3503.055,3382.1233,4211.1997,2957.3738,15350.148,4325.082,3625.2695,6388.2656,4855.4146,6830.452,8627.004,3279.97,5113.0933000000005,7162.191,9789.032,11937.495,5392.5483,8911.748,9954.415,5744.661,6360.2637,5167.786,5352.2915,6177.8066,14287.632,10739.186,11473.141,6322.228,19369.55,5039.79,8069.605,5036.1445,11406.699,10205,5007.169,6034.925,2595.1536,3319.8464,5097.306,3695.683,6749.7695,6317.9604,6446.423,6996.554,7425.8955,7603.045,7713.607,6487.334,NA
159.0917_2.928,2831,1594.0673,2636.0613,2045.4857,1808.8973,3231.4514,2095.546,3177.8616,2615.4678,2413.1362,2519.713,2805.2761,3584.1145,4474.1777,2490.7046,6070.235,NA,1850.6852,2225.4097,2679.308,4760.4204,664.44916,1666.409,1735.5521,NA,1158.2361,2474.5598,NA,2755.2734,1423.6901,2023.3759,1875.8239,1358.7212,1480.6958,1694.7246,NA,NA,2283.1375,1517.8285,2404.3477,NA,1117.6116,711.93054,1860.2875,NA,1571.9277,1735.7366,2393.1904,2379.8296,1893.603,1689.3236,1788.9335,2391.0144,1724.6852,1476.2051,2856.9094,2067.194,1962.5095,2027.8671,1545.7269,NA
188.0996_2.933,2832,1021.1734,1707.158,1330.7985,1507.3732,2120.3347,1561.3223,2400.686,2521.7166,1471.8228,2249.0518,2436.138,3375.012,5094.7812,2654.592,6742.69,NA,1639.104,3082.5337,1348.524,2482.0332,886.6514,1734.1974,1147.9586,NA,836.4827,2319.828,705.6654,1210.4452000000001,726.14325,1665.0846,1924.007,1372.9039,1143.6807,1141.5111,945.1303,1225.2609,1782.5625,1692.5583,1548.4457,NA,1865.8899,842.3531,1133.3472,770.3721,775.23785,751.878,1659.9617,3113.2554,1702.5598,2055.3362,2174.4106,1738.0834,1630.1721,1322.8442,1715.6202,1846.764,1363.0431,2156.778,2436.0134,NA
317.0863_2.925,2833,NA,NA,2514.249,NA,3991.7673,NA,NA,1402.5446,NA,1231.9714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1856.0023,NA,NA,NA,NA,NA,NA,NA,2867.134,5000.282,NA,1569.8185,3199.7751,26718.992,2044.5474,NA,NA,NA,NA,NA,NA,17748.316,NA,4827.879,1879.5518,2156.2485,2793.1768,3178.0044,1882.8064,1800.2241,2604.8047,2037.8164,NA
287.1357_2.896,2834,4097.002,3662.0688,1658.4238,1987.269,3092.0005,3922.6758,2845.9253,2804.1501,3443.2354,2690.4856,3133.226,2838.508,3258.72,2096.9614,2957.0874,3908.215,2635.5078,2559.3442,3375.518,2927.921,2391.04,4093.209,2507.6296,852.7616,3086.0664,3821.9404,4718.4785,3355.5188,3374.481,4517.4023,3650.1184,1843.7263,2850.0042,1970.8254,1922.1884,3476.5813,1315.864,3615.6714,2495.6213,4363.695,2471.001,1947.3334,3181.5234,1059.6409,4363.062,2731.1362,2509.3435,772.0431,3122.603,3176.8562,2330.1147,2166.1028,2618.6636,1673.4713,2281.034,2449.5986,2474.0005,2719.2803,2245.0754,NA
267.1349_2.909,2835,4387.8545,3142.6348,2597.9543,2178.972,2567.0408,5057.673,3117.048,4141.283,4459.0435,3176.5737,4379.78,2695.8262,2353.1125,3263.1155,3283.3015,6720.8022,3844.0513,3143.6392,3828.503,3870.8228,4277.872,4362.2793,2857.3281,4470.035,4110.5757,5516.0444,5387.3535,4690.3247,4527.016,5042.75,3882.6812,4189.5933000000005,3482.6096,4146.015,4736.0005,6286.4478,4491.301,5488.7266,4306.5093,7609.716,4298.271,4236.566,4619.281,5479.9507,5200.0835,4461.3135,4377.75,2698.2505,3432.635,2952.421,3230.1384,4432.01,4240.7163,4010.6516,4186.069,3907.0835,4651.005,4532.638,4135.1094,NA
182.1176_2.929,2836,NA,937.6166,930.9427,NA,880.1647,NA,NA,NA,709.63556,NA,NA,NA,NA,NA,NA,860.7191,1413.5802,634.14795,NA,NA,18823.188,759.0323,NA,1445.7795,NA,NA,1020.87823,1213.3916,NA,NA,780.36035,29650.469,NA,NA,14001.111,1817.2426,759,NA,950.6957,683.27026,741.7158,14116.207,NA,NA,NA,NA,856.0437,1145.0651,674.78143,634.28125,NA,2293.1309,3274.5813,2842.355,2169.3079,2135.1604,2429.5781,2298.4128,2665.3923,NA
446.2281_2.932,2837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19184.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22943.31,NA,NA,11394.012,NA,NA,NA,NA,NA,NA,13064.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,2418.9695,2162.1594,3012.1582,2115.722,2017.59,2183.8772,2178.4863,883.00024,NA
469.2077_2.93,2838,22623.771,17572.902,5744.084,3591.4883,23130.32,28650.406,13093.81,25174.684,25430.78,12753.823,24355.61,16844.754,23375.922,19739.385,26388.076,10846.565,25261.012,18754.225,21697.45,38393.16,7651.8423,23662.156,13003.135,5391.4,11323.364,24773.473,11004.542,25324.646,12004.168,24415.123,18875.234,9618.984,7918.757,6996.2812,5531.049,10457.618,17472.023,21824.146,17502.355,12029.857,13308.909,7837.6953,9318.703,10926.77,10793.557,7519.217,24282.414,8967.984,7693.8687,14782.987,14420.635,16737.137,17325.79,16489.006,20258.88,17569.014,17374.334,18275.416,13653.454,NA
188.0706_2.931,2840,48774.105,54861.207,41730.88,39686.77,157344.75,75874.86,71565.36,89537.875,63925.207,78447.25,62934.863,83999.32,162615.62,77460.99,197995.47,16445.822,90642.805,88462.766,68130.41,174412.3,24565.486,64388.9,82358.63,28462.951,23782.26,77928.22,14202.032,110956.45,28413.674,49249.08,64867.94,34576.77,26538.906,30848.658,26889.154,22851.691,56433.12,49635.438,62895.684,21727.46,46381.848,26911.785,26318.125,37169.355,25042.61,29881.092,116565.9,68047.984,47810.254,59975.613,67236.02,56196.37,61596.145,54771.316,66913.9,61299.477,56340.36,67802.43,53910.844,NA
188.0801_2.931,2841,5165.92,6268.335,3654.7126,4073.3408,11414.469,7041.6963,7170.998,7887.5337,6264.6577,7254.8604,6038.215,9174.049,14028.214,7220.8574,15669.6455,1689.613,8330.71,9074.611,6090.2314,12710.338,2820.338,5018.8706,6825.137,2585.198,2270.2222,7336.7505,1490.1095,9042.418,2968.6218,5031.0015,6020.8203,3433.876,2776.6018,3004.2861,3159.0508,1974.4424,5526.376,5046.108,5453.9717,2427.5962,5100.841,2389.944,2735.0945,3919.9177,2598.9722,3609.2595,11863.998,6660.68,3725.32,5310.9116,6306.72,5275.066,5591.7095,5291.5996,5715.48,5953.074,6479.268,6818.826,4475.5156,NA
205.0972_2.931,2842,69888.49,81853.6,51211.227,52833.89,216335.77,108984.945,103110.46,123458.414,94572.07,104676.4,89799.72,124021.27,211699.48,104854.95,267489.88,26054.998,138747.98,134394.19,85690.49,230405.16,29884.154,85109.234,103326.33,50049.51,31783.29,95520.24,19580.598,150460.2,29748.574,69874.305,92446.15,44919.805,35283.9,45899.72,34612.08,31165.967,96809.16,70185.52,84092.76,25593.09,64445.46,38022.684,35265.23,62253.69,32630.188,35010.55,147594.19,99564.99,64553.79,83350.71,83029.305,72329.64,82241.09,86808.32,85305.6,86020.51,83847.086,93181.586,84329.8,NA
205.107_2.931,2843,6881.0195,8584.73,5357.3716,5648.2896,19459.61,10039.285,9429.298,10621.832,9700.52,8962.813,7249.399,9308.687,16523.564,10893.069,19723.727,2431.5637,11196.258,11567.087,8535.881,17956.176,3278.6045,7991.9043,8731.272,4575.381,3416.338,10555.714,2874.886,13114.723,4193.1675,7271.762,9444.342,5458.0664,3777.26,4574.1494,4569.144,3058.8662,9582.556,7884.743,9288.5,2977.7568,7448.3774,4348.039,3751.0906,5142.278,3670.1775,3968.6404000000002,13259.194,10017.272,6494.281,8220.749,9151.488,7862.2886,7585.5815,7407.563,8433.266,8038.0186,7797.552,8887.28,9128.066,NA
146.06_2.942,2844,1735.4967,1947.5581,1506.7065,1485.6262,2657.894,2932.9055,2421.007,2257.7966,2063.3494,2799.009,2540.2715,2117.1975,4170.4976,1996.422,4201.377,1455.3612,4736.186,2555.0415,2282.7126,3546.6604,1373.677,2458.3176,2583.2053,1512.1608,NA,2079.6777,1332.919,2654.274,NA,2021.3519,2507.4739,2382.1418,1682.1991,1542.4513,NA,1475.5336,2319.7827,1821.2698,1946.6902,1875.8802,2344.802,1899.6902,2025.9803,1507.9325,1747.8441,1537.6472,2626.5315,2211.2488,2491.502,1891.9626,2337.9065,1964.9736,1977.2976,2247.5312,1905.4019,1890.0247,1955.0542,1807.2775,1826.8292,NA
435.1603_2.932,2845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14254.896,NA,NA,1326.4458,NA,NA,NA,NA,NA,NA,NA,39232.855,NA,NA,25660.227,NA,1210.7704,NA,NA,NA,NA,31993.213,NA,1385.8969,NA,NA,686.73376,NA,NA,NA,NA,3836.7168,4350.8467,4378.955,5233.12,4501.946,3315.1423,5370.7646,3408.8337,NA
314.1596_2.933,2846,4436.9478,3528.0776,5312.1963,4151.4263,3290.0789,10573.044,5486.389,3166.264,8643.023,4858.2324,9989.148,4298.9595,3954.038,7744.9424,5996.855,6281.0737,5223.027,7007.2305,3389.7783,8680.275,9236.558,14035.943,7233.615,3914.4993,5952.1807,5660.1006,4463.162,8213.007,3349.5918,4509.0884,8065.6,10496.416,3847.649,2658.1912,8450.233,8883.635,3540.029,8182.089,7994.801,9412.501,10091.427,7566.9287,5680.7974,6162.1953,4586.9126,4788.2046,5345.001,6998.8,8587.486,9969.154,7092.9062,6108.456,5785.451,4757.0596,7837.637,4925.0396,4631.2915,6587.228,5583.898,NA
565.2023_2.933,2847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25066.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36752.305,NA,NA,NA,NA,NA,NA,34881.04,NA,NA,NA,NA,NA,NA,NA,8853.058,6994.7373,9782.672,10382.598,9516.869,8534.217,8450.41,10383.904,NA
178.05_2.923,2849,1532.0111,NA,1941.0164,1618.8347,3986.2092,2114.1826,1710.8849,4214.322,2019.8468,2427.2395,1906.1239,1614.6831,2895.689,730.03674,3895.5176,2649.5273,4459.5312,2701.6963,1032.1012,2759.067,574.4464,2648.5557,1492.8162,1634.5652,2256.586,1249.5562,3044.729,3497.8496,2528.1814,1143.1869,1494.7537,5845.7183000000005,3054.0952,1265.8145,1666.4677,4355.7217,1303.0662,1514.7882,3135.3962,4255.3364,2040.6948,2062.9517,2421.8167,1383.7582,2160.3918,2886.308,6612.5635,965.8088,1370.3787,1408.0664,2438.6038,2178.1614,2559.0283,2071.8938,2713.558,2775.4531,2268.9724,2729.8513,2602.001,NA
434.2003_2.942,2850,NA,NA,809.8101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6477.4404,NA,NA,4522.026,NA,NA,NA,1108.0787,NA,NA,4656.0776,NA,NA,NA,NA,941.06635000000006,631.962,NA,NA,NA,2479.2712,1941.5103,2468.4092,1852.7006,2701.512,2148.416,2939.026,2613.0215,NA
627.2465_2.924,2851,1811.4532,NA,1509.4626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.8278,NA,NA,2812.7825,NA,1281.1823,NA,NA,1250.1958,NA,NA,3221.3975,3041.0774,NA,4083.9465,2306.0952,NA,2869.1013,NA,NA,NA,2173.7324,NA,NA,3260.0007,2504.4302,NA,3048.3298,2824.4482,NA,NA,NA,1481.6816,3723.9202,1817.0247,1699.8893,1342.2793,1593.6764,1618.7705,1854.9099,1651.0583,1471.1436,NA
425.218_2.965,2852,3247.4905,3161.97,NA,NA,NA,2285.8413,702.8028,1683.933,2779.8691,1366.4679,2239.0093,2522.921,1944.3793,1747.844,1643.0449,1601.9154,1854.5104,1589.5125,3513.0188,1615.4785,1626.6985,1742.4237,1920.0447,847.8062,2410.1501,1818.6504,1384.3894,2132.5625,3071.8892,2678.998,1951.482,1854.2295,3481.827,NA,1514.3602,NA,1324.9774,1612.9865,2671.6711,2057.0864,1425.1373,1794.2462,2051.8071,1032.0554,3422.2485,1977.8606,1306.9445,1224,1376.0035,1951.0431,2482.9192,1373.4863,1349.6123,1706.9808,1692.7694,1619.4619,1761.6531,1802.0149,1450.5635,NA
579.2174_2.934,2853,NA,NA,NA,NA,NA,NA,2280.9778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45734.97,NA,1018.2917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91118.59,NA,NA,NA,NA,NA,NA,77320.03,NA,NA,1320.4445,NA,NA,NA,NA,15238.039,13856.307,18453.664,16143.111,17617.742,14491.708,16852.326,12394.538,NA
595.212_2.935,2855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5506.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7932.3267,NA,NA,NA,NA,NA,NA,7698.887,NA,NA,NA,NA,NA,NA,NA,1421.8866,1863.1475,1597.125,2294.0776,1773.3141,2055.7559,1758.8236,2099.6626,NA
434.1565_2.955,2859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176.6865,NA,NA,NA,56390.086,NA,NA,1503.4774,NA,NA,NA,NA,NA,NA,NA,168122.03,NA,NA,108680.77,NA,745.3164,NA,NA,1289.1467,NA,135341.73,NA,2042.3025,NA,NA,771.03973,NA,NA,1320.7786,NA,12797.364,15634.002,14587.247,16604.832,15780.477,15113.012,17877.16,13642.682,NA
362.1088_2.913,2861,NA,1346.2715,NA,NA,2191.0833,NA,1035.3723,3756.2896,NA,NA,NA,NA,2305.0208,1353.7753,NA,NA,2475.4514,NA,NA,NA,NA,NA,1216.8967,NA,1426.4446,1450.4849,NA,2762.0752,NA,1313.748,1286.4177,1612.8359,NA,NA,1450.0303,NA,NA,NA,1591.8091,NA,1520.5747,1842.9238,NA,NA,NA,NA,4727.8916,NA,1469.3978,1713.0042,1002.89374,974.1097,1561.5038,1221.744,1911.2411,1499.4636,1424.6199,1422.727,1214.8943,NA
303.0862_2.888,2862,5547.789,4082.2969,1785.0029,2736.3442,4069.6426,4820.0063,3741.6453,3679.454,4267.263,3762.5576,3602.6914,3235.9353,3456.4253,2994.426,4759.21,3935.836,3742.5466,3470.414,4198.539,4188.101,3482.3262,4136.869,2923.417,2039.6909,3746.7485,5112.068,5003.3965,3664.6194,4387.389,3991.659,3754.3635,3003.0437,4731.5596,2817.0312,3396.7734,3705.569,2534.265,4961.41,3131.3025,4005.0566,3170.61,3547.1658,3648.0557,2226.391,4168.41,3953.6433,3983.4165,2187.1714,3078.3179,3267.2625,3029.2058,2767.1396,2956.4202,2867.069,3066.0002,3005.6772,2986.1492,3908.5413,2797.8938,NA
265.1278_2.955,2863,37408.316,38586.793,31050.645,25458.197,33371.297,36465.98,36450.99,37207.965,36997.223,31884.584,40455.59,39730.504,33929.27,38388.938,32964.41,NA,38105.22,40842.824,38518.67,39718.516,36464.86,39088.414,31967.627,37854.36,37708.832,37768.68,NA,36136.242,37432.48,36232.344,38439.89,40054.44,37116.98,37241.793,39821.312,36697.434,34754.637,NA,37533.574,NA,37705.81,39658.25,39182.18,35665.066,41253.562,36888.17,38249.176,27714.148,38960.188,38301.473,36780.76,36916.008,37873.34,36419.11,39537.883,40090.97,38175,34535.39,40472.035,NA
166.1309_2.924,2864,NA,NA,33438.67,39502.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30649.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20769.086,20656.527,19699.406,24679.66,21836.32,21030.176,25985.955,19214.879,NA
699.2952_2.932,2865,NA,NA,NA,NA,NA,NA,1152.7706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7064.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11670.931,NA,NA,NA,NA,NA,NA,10043.001,NA,NA,NA,NA,NA,NA,NA,1805.3296,1893.86,1826.9645,2063,2456.8267,1918.8492,2101.3706,1660.6274,NA
344.2064_2.98,2866,6012.546,4706.7544,3143.6404000000002,3476.5615,2190.1228,5646.6816,6615.9004,2238.1538,6804.719,5060.337,4230.237,3395.1387,3268.9172,4254.6826,3312.1194,3260.2305,3267.1597,7506.827,6715.1655,4293.9097,3666.1597,7748.0957,3816.7473,2615.66,5415.2197,3055.0017,2730.7625,4336.4365,3335.3308,6166.778,3818.79,4624.006,2766.3757,4665.16,4181.2637,3111.3809,3737.609,4439.2974,7053.4653,3442.8064,5529.5693,4433.091,8208.195,3193.6594,2750.7185,7860.33,3830.8572,3832.1838,5913.797,8132.416,7160.853,4263.949,4971.081,4435.044,4370.9756,3734.797,4119.33,5946.2217,4012.9565,NA
552.2134_2.893,2867,14754.337,12888.389,3701.2153,5032.9653,9136.315,15907.72,7543.1987,6196.7734,13041.915,7513.9775,11897.957,7876.163,8568.744,7490.2046,9359.956,14511.695,6917.703,6570.717,12618.744,11020.953,9013.563,14266.383,5659.8784,1625.2966,10481.401,12346.169,19724.56,7970.9604,13152.81,14044.183,11159.582,7050.466,9433.216,5782.1465,9256.02,11819.144,3458.8577,14104.42,7099.4077,15689.673,5925.851,7094.962,9699.098,2302.5566,14254.938,7597.461,5087.409,3886.2866,7111.3784,9730.493,6657.5166,6555.2515,6350.6597,6839.6333,6936.644,7837.434,4790.0884,7470.007,4936.098,NA
741.1735_2.946,2869,2061.7937,2056.2854,1534.5883,1498.0045,NA,2740.231,NA,4802.0728,6363.92,NA,2978.5981,1217.2067,NA,NA,1212.9132,8423.922,1715.9595,1201.3446,2314.9536,NA,3337.7107,4682.652,1422.5193,NA,4847.6465,2682.7122,5858.7104,3138.7441,7839.101,1954.8365,2160.6077,4167.6133,2880.5898,3322.4377,2862.059,3014.441,2261.4294,5658.3013,5000.1294,12296.179,2315.9067,1675.6122,1921.9152,NA,7140.654,1474.7756,2380.035,1497.4583,1375.7231,2396.1782,2444.506,3629.5557,2007.3564,2188.0286,2674.3472,2690.7356,2299.953,2536.8816,1866.2664,NA
248.0424_2.961,2870,1412.1042,NA,1597.1244,1866.213,NA,NA,NA,1705.0314,1709.8729,1697.9487,NA,1584.2327,1237.9606,1447.3872,NA,NA,1575.0455,1353.8063,NA,NA,NA,1691.3467,NA,4886.436,NA,NA,1344.5503,2307.6304,NA,1221.8755,1491.1503,1912.8778,1386.0756,NA,1665.6649,NA,6313.711,NA,NA,NA,NA,1227.0802,1393.4065,4441.7974,1219.7416,NA,2093.375,NA,1247.2396,1305.0281,NA,2524.0447,2459.2344,2207.2202,1738.2776,2487.8428,1759.3335,2351.735,1535.6235,NA
277.118_2.949,2871,2717.2407,2144.5615,3167.8777,1701.2997,2474.1335,5736.174,3116.02,17185.965,3124.3804,3087.9136,4313.2944,3561.829,2916.2197,7189.3555,1613.5128,3371.5718,3106.3362,4530.2495,3552.0598,2780.7063,2140.4087,4017.8892,7224.9653,3386.5786,3065.1572,12639.122,4453.6426,11092.26,3205.8367,3451.9548,14606.6455,2599.6958,2250.546,2631.953,2885.8352,3328.1072,8856.321,2220.659,2850.0125,7629.0146,9026.729,3668.2576,2940.968,4158.138,3241.0674,2173.294,18764.762,7680.5127,2298.623,3031.328,2357.7368,5442.9336,5044.6797,4755.9663,5262.8213,5152.6377,4838.7236,5815.8594,4652.595,NA
551.2104_2.891,2872,39619.566,37123.86,8124.8496,15434.482,23542.209,40070.83,24445.598,18030.14,33199,20597.5,33797.043,24483.66,23503.756,18220.852,25969.768,38853.8,20076.51,19074.35,35533.44,30146.926,24573.22,36837.812,15389.842,4528.0454,29932.02,34176.9,57949.11,18652.822,38882.85,36328.188,29623.898,20216.383,27212.605,13454.536,22800.035,33705.023,8096.605,39469.57,19491.613,41304.86,19590.738,20957.773,23994.326,5068.4224,42574.75,21582.805,11457.429,9843.322,21796.422,28747.367,20740.674,15999.202,16535.436,14833.746,21342.312,17812.846,16037.497,24475.322,14184.803,NA
627.1221_2.968,2873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206.337,NA,NA,NA,NA,NA,NA,NA,7071.4946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5317.229,NA,NA,NA,NA,NA,NA,4228.8667,NA,NA,NA,NA,NA,NA,NA,2378.133,3388.2563,2970.1807,2396.4236,2361.3088,2152.052,2512.349,1913.6969,NA
328.1025_2.959,2874,4457.0894,9061.435,1207.5452,NA,1562.207,1707.9714,1638.1633,1614.902,2320.2092,1293.9027,2511.333,1929.0393,1204.5387,1929.4563,2372.5198,2078.2498,3591.3293,1382.7067,7958.251,3176.2012,2768.778,3204.181,1387.0619,2287.687,NA,3011.4954,1454.926,3181.9062,1410.6787,13007.331,2565.0332,2294.055,1362.6896,NA,2103.1082,1984.3025,1741.7948,3036.595,1297.6877,2148.4648,1356.637,4664.722,1329.2699,7251.8203,1566.4327,1794.1533,1927.0424,1549.9893,2032.7892,2670.8022,2272.6711,3107.7678,2993.0166,3944.829,2644.2244,2788.9036,2851.4236,3570.511,3198.6265,NA
267.1236_2.912,2875,23399.482,18481.605,11678.973,8915.077,13355.467,29266.08,12173.208,18628.428,30081.283,12049.32,25508.242,15131.885,14944.187,17486.627,13089.335,41068.26,17464.678,13901.776,23714.166,18588.297,24090.906,28136.309,13871.283,18567.115,24159.129,28970.646,36326.36,20019.99,27950.066,30943.773,21018.209,24011.857,19590.863,20639.055,20732.521,39172.715,27984.14,33942.027,22564.615,50168.24,18440.6,24562.717,18373.693,31260.398,30535.914,18483.82,18787.945,10934.671,14196.319,19998.713,13546.802,23908.285,22915.479,22418.6,24651.424,23611.656,22848.03,24412.584,24402.137,NA
134.0126_2.97,2878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.1626,NA,NA,NA,NA,NA,NA,2611.3347,NA,NA,NA,NA,NA,NA,NA,2356.461,3091.2317,2659.5369,2452.4714,2713.6863,2695.4744,2713.17,1863.4032,NA
127.039_2.962,2879,3930.7942,5448.441,4798.877,3445.8745,5880.2524,4859.71,7564.211,3925.1372,5001,9972.285,4632.5386,8908.87,4749.2466,5852.471,5232.0015,5322.754,4592.477,9588.96,6318.0747,5688.826,5191.225,4005.9973,6740.6357,3815.0527,13141.242,5830.5156,4542.526,4506.0073,11059.166,4333.3057,4196.9287,5407.725,12392.131,4113.0825,4171.681,6134.781,6269.054,4439.405,6710.815,5607.112,5725.5146,5354.9766,13136.279,4585.636,13295.97,13170.537,3397.32,5523.9775,6102.2485,8327.871,7103.2734,5807.151,5812.2114,6041.007,5982.883,5398.311,6080.8066,7169.2617,6222.7954,NA
342.1903_2.991,2880,2893.9868,2227.9932,2970.5693,1487.305,1903.1633,2463.163,2288.1694,2874.0393,2552.118,2655.8828,2778.1677,2223.7915,2585.5105,2077.0032,3736.9985,3229.4226,3486.7212,2727.891,3046.3296,3467.809,2762.1372,3027.352,3257.0232,2531.654,5909.325,2212.6716,2265.9595,4772.349,3367.1543,3142.1975,2170.201,4272.3877,13725.363,2678.4775,3105.4583,3697.324,4450.8916,2919.9717,4017.5203,2680.8523,3530.2952,3827.1323,15645.678,2647.4204,3613.0525,13425.499,4646.215,2647.2168,1928.0656,2138.1855,3233.115,3275.375,3528.096,3553.638,4313.318,3075.0786,3266.947,3527.0278,3164.6042,NA
229.1182_2.96,2881,2668.735,3152.913,4180.0366,4129.258,5645.065,3829.4006,5301.0454,5036.475,3350.2302,4165.183,4436.2417,5779.3877,4252.5723,14434.388,5407.295,2949.9573,3235.9185,3531.7957,4295.597,7752.512,2908.6802,4368.1514,4704.963,1538.7667,3505.295,5336.735,6183.9565,4081.4622,3377.8306,2832.9756,6063.037,2927.2646,3983.9392,2664.3003,2472.4548,5549.978,4102.9854,3064.429,4690.102,6944.523,6493.9946,2923.548,3588.871,NA,3887.227,4170.8086,5860.0063,5324.8545,6106.63,6386.2183000000005,5039.5425,3574.0671,4572.5625,3814.6,4064.0205,4178.785,4536.667,4909.405,3956.6667,NA
495.0799_2.982,2886,862.5411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929.94885,NA,NA,NA,NA,NA,NA,NA,6825.5386,NA,805.78076,NA,NA,NA,NA,NA,NA,NA,1245.906,NA,NA,7417.955,NA,NA,NA,NA,NA,NA,6011.0854,827.5108,NA,NA,NA,NA,NA,NA,1909.8933,2270.2002,2321.0466,2084.7776,2873.1492,2671.2544,1898.489,1674.1003,NA
287.1002_2.896,2887,104359.836,99861.86,35721.832,54620.375,76287.41,107501.56,68838.15,53532.707,88888.766,65652.38,89545.92,75309.875,73861.016,55572.53,77517.93,98503.805,63004.496,61591.902,87965.62,82010.055,76741.01,90107.055,52643.84,21400.006,80345.93,96228.68,129666.734,76908.09,90725.734,101049.08,82982.97,71628.23,77701.33,45383.805,78635.23,79869.555,29023.895,89949.164,61065.156,100400.42,56085.91,65213.906,82223.33,22748.168,101123.2,68976.95,46769.285,37994.3,70669.21,79451.45,54245.777,52819.836,50065.61,49324.918,65397.65,54189.133,47742.074,68927.63,40142.82,NA
